# event_ticker=KXATPMATCH-26MAR29CINMUL
# final_score=6-2 6-3
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Federico Cina
# kalshi_date=2026-03-29
timestamp,Alexandre Muller,Federico Cina
2026-03-30T23:08:00Z,,46.00
2026-03-31T00:22:00Z,,44.00
2026-03-31T00:24:00Z,,46.00
2026-03-31T01:13:00Z,54.00,46.00
2026-03-31T01:23:00Z,56.00,46.00
2026-03-31T01:37:00Z,54.00,46.00
2026-03-31T02:06:00Z,54.00,46.00
2026-03-31T02:13:00Z,55.00,46.00
2026-03-31T02:19:00Z,55.00,47.00
2026-03-31T02:21:00Z,53.92,47.00
2026-03-31T02:24:00Z,55.00,47.00
2026-03-31T02:44:00Z,55.00,47.00
2026-03-31T02:46:00Z,56.00,47.00
2026-03-31T02:49:00Z,56.00,46.00
2026-03-31T03:09:00Z,56.00,46.00
2026-03-31T03:21:00Z,56.00,46.00
2026-03-31T03:36:00Z,56.00,46.00
2026-03-31T04:17:00Z,57.00,46.00
2026-03-31T04:28:00Z,57.00,45.00
2026-03-31T04:36:00Z,57.00,45.00
2026-03-31T04:39:00Z,57.00,45.00
2026-03-31T04:48:00Z,57.00,45.00
2026-03-31T04:49:00Z,57.00,43.00
2026-03-31T04:51:00Z,57.00,43.00
2026-03-31T04:57:00Z,57.00,43.00
2026-03-31T04:59:00Z,57.00,43.00
2026-03-31T05:02:00Z,57.00,43.00
2026-03-31T05:10:00Z,55.00,43.00
2026-03-31T05:13:00Z,57.00,43.00
2026-03-31T05:22:00Z,56.00,43.00
2026-03-31T05:26:00Z,56.72,43.00
2026-03-31T05:27:00Z,57.00,43.00
2026-03-31T05:32:00Z,57.00,43.00
2026-03-31T05:33:00Z,57.00,43.00
2026-03-31T05:34:00Z,57.00,43.00
2026-03-31T05:36:00Z,57.00,45.00
2026-03-31T05:38:00Z,57.00,45.00
2026-03-31T05:57:00Z,57.00,45.00
2026-03-31T06:02:00Z,57.00,45.00
2026-03-31T06:03:00Z,57.00,45.00
2026-03-31T06:05:00Z,57.00,45.00
2026-03-31T06:10:00Z,57.00,45.00
2026-03-31T06:17:00Z,57.00,45.00
2026-03-31T06:28:00Z,57.00,45.00
2026-03-31T06:31:00Z,57.00,45.00
2026-03-31T06:32:00Z,58.00,45.00
2026-03-31T06:33:00Z,57.00,45.00
2026-03-31T06:34:00Z,57.00,45.00
2026-03-31T06:37:00Z,57.00,45.00
2026-03-31T06:42:00Z,57.00,45.00
2026-03-31T06:45:00Z,57.52,45.00
2026-03-31T06:47:00Z,58.00,45.00
2026-03-31T06:48:00Z,58.00,45.00
2026-03-31T06:49:00Z,58.00,45.00
2026-03-31T06:51:00Z,57.00,45.00
2026-03-31T06:54:00Z,58.00,45.00
2026-03-31T06:55:00Z,58.00,45.00
2026-03-31T06:57:00Z,58.00,45.00
2026-03-31T06:59:00Z,58.00,44.00
2026-03-31T07:10:00Z,58.00,44.00
2026-03-31T07:12:00Z,58.00,44.00
2026-03-31T07:25:00Z,58.00,44.00
2026-03-31T07:30:00Z,58.00,43.00
2026-03-31T07:37:00Z,58.00,43.00
2026-03-31T07:58:00Z,57.00,43.00
2026-03-31T08:00:00Z,58.00,43.00
2026-03-31T08:01:00Z,58.00,43.00
2026-03-31T08:28:00Z,58.00,43.00
2026-03-31T08:29:00Z,58.00,43.00
2026-03-31T08:32:00Z,58.00,43.00
2026-03-31T08:46:00Z,58.00,42.00
2026-03-31T08:54:00Z,58.00,42.00
2026-03-31T09:04:00Z,59.00,42.00
2026-03-31T09:06:00Z,59.00,42.00
2026-03-31T09:07:00Z,58.00,42.00
2026-03-31T09:10:00Z,58.00,42.00
2026-03-31T09:13:00Z,58.00,42.00
2026-03-31T09:15:00Z,58.00,42.00
2026-03-31T09:16:00Z,58.00,42.00
2026-03-31T09:17:00Z,58.00,43.00
2026-03-31T09:18:00Z,58.00,43.00
2026-03-31T09:19:00Z,58.00,43.00
2026-03-31T09:21:00Z,58.00,43.00
2026-03-31T09:24:00Z,58.00,43.00
2026-03-31T09:25:00Z,57.00,43.00
2026-03-31T09:28:00Z,56.58,43.00
2026-03-31T09:32:00Z,55.81,43.00
2026-03-31T09:34:00Z,55.81,45.00
2026-03-31T09:38:00Z,56.00,45.00
2026-03-31T09:39:00Z,56.00,45.00
2026-03-31T09:47:00Z,56.00,45.00
2026-03-31T09:48:00Z,56.00,45.00
2026-03-31T09:51:00Z,56.00,45.00
2026-03-31T09:54:00Z,56.00,45.00
2026-03-31T09:55:00Z,56.00,45.00
2026-03-31T09:57:00Z,55.88,45.00
2026-03-31T09:58:00Z,56.00,45.00
2026-03-31T09:59:00Z,56.00,45.00
2026-03-31T10:00:00Z,56.00,45.00
