# event_ticker=KXATPCHALLENGERMATCH-26APR22GAKSEL
# final_score=7-5 4-2 RET
# match_winner=Jelle Sels
# fav_player=Ivan Gakhov
# dog_player=Jelle Sels
# kalshi_date=2026-04-22
timestamp,Ivan Gakhov,Jelle Sels
2026-04-21T22:35:00Z,,36.00
2026-04-21T23:48:00Z,65.00,36.00
2026-04-22T01:03:00Z,66.00,36.00
2026-04-22T01:42:00Z,66.44,36.00
2026-04-22T02:05:00Z,67.00,36.00
2026-04-22T02:38:00Z,67.00,34.00
2026-04-22T03:06:00Z,68.00,34.00
2026-04-22T03:25:00Z,68.00,38.00
2026-04-22T04:24:00Z,64.00,36.00
2026-04-22T04:33:00Z,64.00,36.00
2026-04-22T05:31:00Z,64.00,36.00
2026-04-22T05:33:00Z,64.00,36.00
2026-04-22T06:01:00Z,68.00,36.00
2026-04-22T06:06:00Z,68.00,36.00
2026-04-22T06:59:00Z,68.00,36.00
2026-04-22T07:09:00Z,68.00,36.00
2026-04-22T07:28:00Z,66.80,36.00
2026-04-22T07:36:00Z,66.80,36.00
2026-04-22T07:55:00Z,71.93,34.00
2026-04-22T07:56:00Z,68.09,34.00
2026-04-22T08:07:00Z,67.98,34.00
2026-04-22T08:08:00Z,67.98,35.00
2026-04-22T08:15:00Z,67.98,34.00
2026-04-22T08:21:00Z,67.98,34.68
2026-04-22T08:27:00Z,68.00,34.68
2026-04-22T08:34:00Z,70.00,34.68
2026-04-22T08:36:00Z,70.04,32.00
2026-04-22T08:42:00Z,67.60,32.00
2026-04-22T08:52:00Z,67.60,36.65
2026-04-22T08:59:00Z,63.28,36.65
2026-04-22T09:10:00Z,73.18,29.00
2026-04-22T09:13:00Z,71.00,34.00
2026-04-22T09:19:00Z,71.00,34.71
2026-04-22T09:28:00Z,66.00,36.93
2026-04-22T09:29:00Z,65.00,37.00
2026-04-22T09:35:00Z,70.00,37.00
2026-04-22T09:36:00Z,70.00,32.00
2026-04-22T09:37:00Z,70.00,33.00
2026-04-22T09:39:00Z,75.63,33.00
2026-04-22T09:41:00Z,74.81,25.59
2026-04-22T09:42:00Z,71.00,28.71
2026-04-22T09:43:00Z,72.00,29.00
2026-04-22T09:44:00Z,71.66,32.90
2026-04-22T09:46:00Z,74.67,31.00
2026-04-22T09:48:00Z,72.60,26.57
2026-04-22T09:49:00Z,71.11,31.04
2026-04-22T09:50:00Z,69.15,29.05
2026-04-22T09:51:00Z,69.15,30.00
2026-04-22T09:52:00Z,78.00,25.30
2026-04-22T09:53:00Z,78.91,21.86
2026-04-22T09:54:00Z,78.91,17.72
2026-04-22T09:55:00Z,83.00,16.99
2026-04-22T09:56:00Z,83.00,17.27
2026-04-22T09:57:00Z,84.00,16.00
2026-04-22T09:58:00Z,85.98,16.00
2026-04-22T09:59:00Z,87.00,11.21
2026-04-22T10:00:00Z,89.00,11.00
2026-04-22T10:01:00Z,87.00,12.00
2026-04-22T10:02:00Z,87.00,12.30
2026-04-22T10:03:00Z,87.00,15.00
2026-04-22T10:04:00Z,81.00,18.00
2026-04-22T10:05:00Z,81.00,18.00
2026-04-22T10:07:00Z,81.00,18.00
2026-04-22T10:08:00Z,81.00,18.00
2026-04-22T10:09:00Z,81.00,19.00
2026-04-22T10:10:00Z,81.00,20.00
2026-04-22T10:11:00Z,84.00,20.00
2026-04-22T10:12:00Z,86.00,15.71
2026-04-22T10:13:00Z,86.00,15.16
2026-04-22T10:14:00Z,86.00,15.00
2026-04-22T10:15:00Z,86.00,17.00
2026-04-22T10:16:00Z,84.83,19.00
2026-04-22T10:17:00Z,84.00,17.00
2026-04-22T10:18:00Z,80.51,18.68
2026-04-22T10:19:00Z,81.00,21.11
2026-04-22T10:20:00Z,82.41,24.97
2026-04-22T10:22:00Z,79.32,23.67
2026-04-22T10:23:00Z,79.32,23.00
2026-04-22T10:25:00Z,76.00,25.00
2026-04-22T10:26:00Z,80.81,19.27
2026-04-22T10:27:00Z,82.00,16.98
2026-04-22T10:28:00Z,78.00,19.67
2026-04-22T10:29:00Z,78.57,20.67
2026-04-22T10:30:00Z,80.00,18.45
2026-04-22T10:31:00Z,78.05,20.87
2026-04-22T10:32:00Z,75.15,27.32
2026-04-22T10:33:00Z,59.34,31.82
2026-04-22T10:34:00Z,61.00,39.09
2026-04-22T10:35:00Z,61.12,39.70
2026-04-22T10:36:00Z,61.12,41.42
2026-04-22T10:37:00Z,61.12,41.02
2026-04-22T10:38:00Z,59.42,41.20
2026-04-22T10:39:00Z,59.98,41.46
2026-04-22T10:40:00Z,55.00,44.00
2026-04-22T10:41:00Z,57.00,42.39
2026-04-22T10:42:00Z,56.92,44.47
2026-04-22T10:43:00Z,54.00,45.00
2026-04-22T10:44:00Z,55.47,48.33
2026-04-22T10:45:00Z,56.57,44.51
2026-04-22T10:46:00Z,51.71,48.54
2026-04-22T10:47:00Z,48.00,50.00
2026-04-22T10:48:00Z,49.34,52.03
2026-04-22T10:49:00Z,52.50,46.72
2026-04-22T10:50:00Z,48.52,54.09
2026-04-22T10:51:00Z,34.13,64.18
2026-04-22T10:52:00Z,30.95,71.03
2026-04-22T10:53:00Z,33.15,70.43
2026-04-22T10:54:00Z,41.74,66.93
2026-04-22T10:55:00Z,50.18,55.38
2026-04-22T10:56:00Z,49.80,55.50
2026-04-22T10:57:00Z,51.67,56.08
2026-04-22T10:58:00Z,43.57,60.73
2026-04-22T10:59:00Z,46.79,62.06
2026-04-22T11:00:00Z,38.63,62.68
2026-04-22T11:01:00Z,38.86,65.11
2026-04-22T11:02:00Z,40.17,65.00
2026-04-22T11:03:00Z,40.39,64.64
2026-04-22T11:04:00Z,50.78,52.51
2026-04-22T11:05:00Z,47.51,54.38
2026-04-22T11:06:00Z,45.58,56.27
2026-04-22T11:07:00Z,43.04,61.85
2026-04-22T11:08:00Z,37.31,59.56
2026-04-22T11:09:00Z,34.39,70.86
2026-04-22T11:10:00Z,34.64,66.53
2026-04-22T11:11:00Z,36.18,67.16
2026-04-22T11:12:00Z,34.38,68.61
2026-04-22T11:13:00Z,33.89,68.37
2026-04-22T11:14:00Z,35.54,67.64
2026-04-22T11:15:00Z,36.84,67.73
2026-04-22T11:16:00Z,39.23,63.97
2026-04-22T11:17:00Z,34.53,67.27
2026-04-22T11:18:00Z,30.68,71.19
2026-04-22T11:19:00Z,31.49,68.28
2026-04-22T11:20:00Z,28.12,74.36
2026-04-22T11:21:00Z,30.54,73.43
2026-04-22T11:22:00Z,29.19,72.70
2026-04-22T11:23:00Z,16.61,84.14
2026-04-22T11:24:00Z,8.61,95.84
2026-04-22T11:25:00Z,6.17,95.32
2026-04-22T11:26:00Z,4.97,95.72
2026-04-22T11:27:00Z,1.52,98.80
2026-04-22T11:28:00Z,1.00,99.00
2026-04-22T11:29:00Z,1.00,99.00
2026-04-22T11:30:00Z,1.00,99.00
