# event_ticker=KXATPCHALLENGERMATCH-26MAY11SVRBER
# final_score=6-1 6-2
# match_winner=Dalibor Svrcina
# fav_player=Dalibor Svrcina
# dog_player=Henry Bernet
# kalshi_date=2026-05-11
timestamp,Dalibor Svrcina,Henry Bernet
2026-05-11T04:01:00Z,75.00,
2026-05-11T05:04:00Z,75.00,
2026-05-11T06:04:00Z,74.00,
2026-05-11T06:50:00Z,75.00,
2026-05-11T06:52:00Z,75.00,25.00
2026-05-11T11:48:00Z,75.00,25.00
2026-05-11T11:55:00Z,75.00,25.00
2026-05-11T12:16:00Z,75.00,25.00
2026-05-11T12:19:00Z,75.00,25.00
2026-05-11T12:57:00Z,75.00,25.00
2026-05-11T14:15:00Z,76.00,25.00
2026-05-11T14:21:00Z,76.00,25.00
2026-05-11T14:52:00Z,76.00,25.00
2026-05-11T14:56:00Z,76.00,25.00
2026-05-11T15:06:00Z,76.00,25.00
2026-05-11T15:14:00Z,76.00,25.00
2026-05-11T15:15:00Z,76.00,25.00
2026-05-11T15:17:00Z,77.00,25.00
2026-05-11T15:30:00Z,77.00,25.00
2026-05-11T15:34:00Z,77.00,25.00
2026-05-11T15:38:00Z,77.00,25.00
2026-05-11T15:40:00Z,77.00,25.00
2026-05-11T15:41:00Z,77.00,25.00
2026-05-11T15:44:00Z,77.84,25.00
2026-05-11T15:45:00Z,78.00,25.00
2026-05-11T15:46:00Z,78.00,25.00
2026-05-11T15:48:00Z,78.00,25.00
2026-05-11T15:50:00Z,78.00,25.00
2026-05-11T15:51:00Z,78.00,24.28
2026-05-11T15:52:00Z,76.75,25.11
2026-05-11T15:53:00Z,76.75,25.00
2026-05-11T15:54:00Z,78.87,24.00
2026-05-11T15:55:00Z,81.56,20.52
2026-05-11T15:56:00Z,83.97,16.07
2026-05-11T15:57:00Z,85.17,16.07
2026-05-11T15:58:00Z,86.52,16.07
2026-05-11T15:59:00Z,86.00,15.00
2026-05-11T16:01:00Z,88.00,13.50
2026-05-11T16:02:00Z,89.71,10.04
2026-05-11T16:03:00Z,90.00,10.04
2026-05-11T16:04:00Z,91.00,10.00
2026-05-11T16:05:00Z,91.00,10.00
2026-05-11T16:06:00Z,91.00,10.73
2026-05-11T16:07:00Z,91.00,9.01
2026-05-11T16:08:00Z,92.00,9.01
2026-05-11T16:09:00Z,92.00,9.01
2026-05-11T16:10:00Z,91.65,9.01
2026-05-11T16:11:00Z,90.09,10.00
2026-05-11T16:12:00Z,91.00,10.00
2026-05-11T16:13:00Z,89.71,10.00
2026-05-11T16:14:00Z,90.78,10.00
2026-05-11T16:15:00Z,90.78,9.00
2026-05-11T16:16:00Z,92.01,8.00
2026-05-11T16:17:00Z,93.00,8.00
2026-05-11T16:20:00Z,94.00,7.00
2026-05-11T16:21:00Z,94.00,7.00
2026-05-11T16:22:00Z,94.76,7.00
2026-05-11T16:23:00Z,95.00,6.00
2026-05-11T16:24:00Z,94.19,6.00
2026-05-11T16:25:00Z,95.00,6.00
2026-05-11T16:26:00Z,96.06,4.56
2026-05-11T16:27:00Z,96.06,3.59
2026-05-11T16:28:00Z,97.99,2.40
2026-05-11T16:29:00Z,98.00,2.40
2026-05-11T16:30:00Z,98.04,2.23
2026-05-11T16:31:00Z,98.01,2.00
2026-05-11T16:32:00Z,98.00,2.63
2026-05-11T16:33:00Z,97.01,2.92
2026-05-11T16:34:00Z,98.57,2.00
2026-05-11T16:35:00Z,98.06,2.14
2026-05-11T16:36:00Z,98.00,3.00
2026-05-11T16:37:00Z,98.00,2.34
2026-05-11T16:38:00Z,97.77,2.00
2026-05-11T16:39:00Z,99.00,2.00
2026-05-11T16:40:00Z,99.00,2.00
2026-05-11T16:41:00Z,99.00,2.00
2026-05-11T16:42:00Z,98.83,2.00
2026-05-11T16:43:00Z,98.00,2.00
2026-05-11T16:44:00Z,97.11,3.00
2026-05-11T16:45:00Z,98.55,2.00
2026-05-11T16:46:00Z,99.00,1.00
2026-05-11T16:48:00Z,99.00,2.00
2026-05-11T16:49:00Z,99.00,1.00
2026-05-11T16:50:00Z,99.00,2.00
2026-05-11T16:52:00Z,98.00,2.00
2026-05-11T16:53:00Z,98.00,2.00
2026-05-11T16:54:00Z,98.69,2.17
2026-05-11T16:55:00Z,99.00,1.97
2026-05-11T16:56:00Z,99.00,1.00
2026-05-11T16:59:00Z,99.00,1.00
