# event_ticker=KXATPMATCH-26MAY08GARDAV
# final_score=7-6(2) 6-4
# score_resolution=7-6 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Cristian Garin
# kalshi_date=2026-05-08
timestamp,Cristian Garin,Alejandro Davidovich Fokina
2026-05-09T00:19:00Z,,61.00
2026-05-09T00:31:00Z,42.00,61.00
2026-05-09T00:57:00Z,42.00,61.00
2026-05-09T01:02:00Z,42.00,61.00
2026-05-09T01:32:00Z,42.00,61.00
2026-05-09T01:39:00Z,42.00,61.00
2026-05-09T01:41:00Z,42.00,61.00
2026-05-09T01:45:00Z,42.00,61.00
2026-05-09T01:53:00Z,42.00,61.00
2026-05-09T01:55:00Z,42.00,61.00
2026-05-09T02:30:00Z,42.00,61.00
2026-05-09T02:33:00Z,42.00,61.00
2026-05-09T02:46:00Z,42.00,61.00
2026-05-09T03:02:00Z,42.00,61.00
2026-05-09T03:06:00Z,42.00,60.00
2026-05-09T03:18:00Z,42.00,60.69
2026-05-09T03:32:00Z,42.00,61.00
2026-05-09T03:48:00Z,42.00,61.00
2026-05-09T03:51:00Z,42.00,61.00
2026-05-09T04:12:00Z,42.00,61.00
2026-05-09T04:18:00Z,42.00,61.00
2026-05-09T04:22:00Z,42.00,61.00
2026-05-09T04:26:00Z,42.00,61.00
2026-05-09T04:30:00Z,42.00,59.00
2026-05-09T04:33:00Z,42.00,61.00
2026-05-09T04:35:00Z,42.00,61.00
2026-05-09T04:37:00Z,42.00,61.00
2026-05-09T04:40:00Z,42.00,59.00
2026-05-09T04:43:00Z,42.00,59.00
2026-05-09T04:45:00Z,41.00,59.00
2026-05-09T04:46:00Z,42.00,59.00
2026-05-09T05:14:00Z,42.00,61.00
2026-05-09T05:15:00Z,42.00,61.00
2026-05-09T05:27:00Z,41.00,61.00
2026-05-09T05:29:00Z,42.00,61.00
2026-05-09T05:36:00Z,42.00,61.00
2026-05-09T05:41:00Z,42.00,61.00
2026-05-09T05:44:00Z,42.00,61.00
2026-05-09T05:49:00Z,42.00,61.00
2026-05-09T05:50:00Z,42.00,61.00
2026-05-09T05:58:00Z,42.00,61.00
2026-05-09T06:15:00Z,42.00,61.00
2026-05-09T06:20:00Z,42.00,61.00
2026-05-09T06:26:00Z,42.00,61.00
2026-05-09T06:29:00Z,42.00,61.00
2026-05-09T06:33:00Z,42.00,61.00
2026-05-09T06:34:00Z,42.00,61.00
2026-05-09T06:41:00Z,42.00,61.00
2026-05-09T06:46:00Z,42.00,61.00
2026-05-09T06:47:00Z,42.00,61.00
2026-05-09T06:57:00Z,42.00,61.00
2026-05-09T07:03:00Z,40.36,61.00
2026-05-09T07:12:00Z,40.36,61.00
2026-05-09T07:14:00Z,40.00,61.00
2026-05-09T07:15:00Z,40.00,61.00
2026-05-09T07:24:00Z,40.00,61.00
2026-05-09T07:26:00Z,40.00,61.00
2026-05-09T07:28:00Z,40.00,61.00
2026-05-09T07:36:00Z,40.00,61.00
2026-05-09T07:56:00Z,40.00,61.00
2026-05-09T07:57:00Z,40.00,61.00
2026-05-09T08:00:00Z,40.00,61.00
2026-05-09T08:01:00Z,40.00,61.00
2026-05-09T08:06:00Z,40.00,61.00
2026-05-09T08:08:00Z,40.00,61.00
2026-05-09T08:18:00Z,40.00,61.00
2026-05-09T08:25:00Z,40.00,61.00
2026-05-09T08:28:00Z,40.00,61.00
2026-05-09T08:44:00Z,40.00,61.00
2026-05-09T08:48:00Z,40.00,61.00
2026-05-09T09:09:00Z,40.00,61.00
2026-05-09T09:31:00Z,40.00,61.00
2026-05-09T09:41:00Z,40.00,61.00
2026-05-09T09:52:00Z,39.00,61.00
2026-05-09T09:57:00Z,39.00,61.00
2026-05-09T10:02:00Z,39.00,61.00
2026-05-09T10:16:00Z,39.00,61.00
2026-05-09T10:19:00Z,39.00,61.00
2026-05-09T10:22:00Z,39.00,61.00
2026-05-09T10:35:00Z,40.00,61.00
2026-05-09T10:44:00Z,40.00,61.00
2026-05-09T10:51:00Z,40.00,61.00
2026-05-09T10:56:00Z,40.00,61.00
2026-05-09T10:58:00Z,40.00,61.00
2026-05-09T10:59:00Z,40.00,61.00
2026-05-09T11:04:00Z,40.00,61.00
2026-05-09T11:06:00Z,40.00,62.00
2026-05-09T11:08:00Z,40.00,62.00
2026-05-09T11:13:00Z,40.00,62.00
2026-05-09T11:16:00Z,40.00,62.00
2026-05-09T11:22:00Z,40.00,62.00
