# event_ticker=KXATPMATCH-26MAY08GARDAV
# final_score=7-6(2) 6-4
# score_resolution=7-6 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Cristian Garin
# kalshi_date=2026-05-08
timestamp,Cristian Garin,Alejandro Davidovich Fokina
2026-05-09T11:25:00Z,40.00,61.96
2026-05-09T11:26:00Z,40.00,61.96
2026-05-09T11:27:00Z,40.00,62.00
2026-05-09T11:34:00Z,40.00,62.00
2026-05-09T11:36:00Z,40.00,62.00
2026-05-09T11:37:00Z,40.00,61.00
2026-05-09T11:39:00Z,40.00,62.00
2026-05-09T11:42:00Z,40.00,62.00
2026-05-09T11:44:00Z,40.02,62.00
2026-05-09T11:45:00Z,40.02,61.00
2026-05-09T11:46:00Z,41.00,61.00
2026-05-09T11:47:00Z,41.00,60.62
2026-05-09T11:48:00Z,41.00,60.00
2026-05-09T11:50:00Z,41.00,60.00
2026-05-09T11:51:00Z,41.00,60.00
2026-05-09T11:54:00Z,41.00,58.79
2026-05-09T11:55:00Z,41.00,59.00
2026-05-09T11:56:00Z,41.00,59.00
2026-05-09T11:57:00Z,41.13,57.29
2026-05-09T11:59:00Z,41.13,57.00
2026-05-09T12:04:00Z,45.00,57.00
2026-05-09T12:05:00Z,45.00,57.00
2026-05-09T12:06:00Z,45.00,57.84
2026-05-09T12:07:00Z,45.00,57.19
2026-05-09T12:08:00Z,44.00,57.19
2026-05-09T12:09:00Z,42.00,58.00
2026-05-09T12:10:00Z,43.00,58.11
2026-05-09T12:11:00Z,45.00,56.00
2026-05-09T12:12:00Z,45.00,56.00
2026-05-09T12:13:00Z,43.01,58.02
2026-05-09T12:14:00Z,42.00,58.00
2026-05-09T12:15:00Z,45.98,57.85
2026-05-09T12:16:00Z,42.62,57.16
2026-05-09T12:17:00Z,42.00,59.00
2026-05-09T12:18:00Z,42.00,59.01
2026-05-09T12:19:00Z,43.08,58.41
2026-05-09T12:20:00Z,43.95,57.62
2026-05-09T12:21:00Z,44.00,59.74
2026-05-09T12:22:00Z,45.89,59.10
2026-05-09T12:23:00Z,36.00,62.05
2026-05-09T12:24:00Z,41.80,60.44
2026-05-09T12:25:00Z,43.03,58.39
2026-05-09T12:26:00Z,41.00,58.04
2026-05-09T12:27:00Z,44.01,56.31
2026-05-09T12:28:00Z,45.21,57.85
2026-05-09T12:29:00Z,45.30,57.49
2026-05-09T12:30:00Z,41.00,60.00
2026-05-09T12:31:00Z,41.00,60.00
2026-05-09T12:32:00Z,44.06,56.79
2026-05-09T12:33:00Z,45.91,56.34
2026-05-09T12:34:00Z,46.79,55.00
2026-05-09T12:35:00Z,44.23,57.75
2026-05-09T12:36:00Z,40.77,58.61
2026-05-09T12:37:00Z,43.00,57.89
2026-05-09T12:38:00Z,43.00,57.49
2026-05-09T12:39:00Z,43.00,58.00
2026-05-09T12:40:00Z,43.00,58.00
2026-05-09T12:41:00Z,44.08,54.34
2026-05-09T12:42:00Z,41.92,58.25
2026-05-09T12:43:00Z,45.00,58.02
2026-05-09T12:44:00Z,44.95,54.43
2026-05-09T12:45:00Z,44.95,55.00
2026-05-09T12:46:00Z,44.95,57.02
2026-05-09T12:47:00Z,44.95,57.22
2026-05-09T12:48:00Z,42.81,59.00
2026-05-09T12:49:00Z,43.61,59.00
2026-05-09T12:50:00Z,45.00,59.00
2026-05-09T12:51:00Z,46.36,55.12
2026-05-09T12:52:00Z,47.96,53.81
2026-05-09T12:53:00Z,47.96,55.22
2026-05-09T12:54:00Z,43.00,57.45
2026-05-09T12:55:00Z,43.00,57.99
2026-05-09T12:56:00Z,42.04,59.56
2026-05-09T12:57:00Z,31.99,67.11
2026-05-09T12:58:00Z,31.70,66.25
2026-05-09T12:59:00Z,39.65,61.91
2026-05-09T13:00:00Z,42.44,58.75
2026-05-09T13:01:00Z,43.19,56.03
2026-05-09T13:02:00Z,50.09,52.73
2026-05-09T13:03:00Z,49.82,54.30
2026-05-09T13:04:00Z,48.73,49.65
2026-05-09T13:05:00Z,50.05,50.87
2026-05-09T13:06:00Z,43.45,55.47
2026-05-09T13:07:00Z,34.33,66.83
2026-05-09T13:08:00Z,26.92,70.60
2026-05-09T13:09:00Z,22.64,78.15
2026-05-09T13:10:00Z,21.19,78.86
2026-05-09T13:11:00Z,20.99,79.53
2026-05-09T13:12:00Z,21.00,79.40
2026-05-09T13:13:00Z,21.00,78.89
2026-05-09T13:14:00Z,21.87,80.48
2026-05-09T13:15:00Z,22.87,77.95
2026-05-09T13:16:00Z,24.64,74.22
2026-05-09T13:17:00Z,24.27,76.80
2026-05-09T13:18:00Z,18.00,78.04
2026-05-09T13:19:00Z,15.46,86.17
2026-05-09T13:20:00Z,10.88,89.15
2026-05-09T13:21:00Z,15.19,84.91
2026-05-09T13:22:00Z,19.28,80.30
2026-05-09T13:23:00Z,19.27,83.09
2026-05-09T13:24:00Z,16.30,86.67
2026-05-09T13:25:00Z,15.17,84.62
2026-05-09T13:26:00Z,13.27,87.61
2026-05-09T13:27:00Z,13.29,88.53
2026-05-09T13:28:00Z,10.94,88.93
2026-05-09T13:29:00Z,13.43,87.11
2026-05-09T13:30:00Z,11.22,87.73
2026-05-09T13:31:00Z,12.92,86.38
2026-05-09T13:32:00Z,16.67,82.23
2026-05-09T13:33:00Z,10.56,89.76
2026-05-09T13:34:00Z,8.18,91.40
2026-05-09T13:35:00Z,9.49,92.83
2026-05-09T13:36:00Z,5.54,94.79
2026-05-09T13:37:00Z,2.99,96.72
2026-05-09T13:38:00Z,2.99,97.67
2026-05-09T13:39:00Z,2.87,97.45
2026-05-09T13:40:00Z,3.66,95.99
2026-05-09T13:41:00Z,3.29,97.30
2026-05-09T13:42:00Z,2.71,98.88
2026-05-09T13:43:00Z,1.91,98.16
2026-05-09T13:44:00Z,1.66,99.00
2026-05-09T13:45:00Z,1.99,98.00
2026-05-09T13:46:00Z,2.00,99.00
2026-05-09T13:47:00Z,2.00,98.03
2026-05-09T13:48:00Z,2.00,98.27
2026-05-09T13:49:00Z,1.97,99.00
2026-05-09T13:50:00Z,1.07,99.00
2026-05-09T13:51:00Z,1.10,99.00
2026-05-09T13:52:00Z,1.00,99.00
2026-05-09T13:53:00Z,1.00,99.00
2026-05-09T13:54:00Z,1.00,99.00
2026-05-09T13:55:00Z,1.00,99.00
2026-05-09T13:56:00Z,3.39,97.93
2026-05-09T13:57:00Z,4.94,95.31
2026-05-09T13:58:00Z,4.84,94.92
2026-05-09T13:59:00Z,5.00,95.00
2026-05-09T14:00:00Z,3.22,96.47
2026-05-09T14:01:00Z,5.77,95.27
2026-05-09T14:02:00Z,1.58,97.61
2026-05-09T14:03:00Z,1.00,99.00
2026-05-09T14:04:00Z,1.00,99.00
2026-05-09T14:05:00Z,1.00,99.00
2026-05-09T14:06:00Z,1.00,99.00
