# event_ticker=KXATPCHALLENGERMATCH-26APR28TOMSHA
# final_score=6-2 6-4
# match_winner=Marat Sharipov
# fav_player=Marat Sharipov
# dog_player=Bernard Tomic
# kalshi_date=2026-04-28
timestamp,Bernard Tomic,Marat Sharipov
2026-04-28T21:12:00Z,,71.00
2026-04-28T21:27:00Z,,71.00
2026-04-28T21:37:00Z,,71.00
2026-04-28T22:30:00Z,,71.00
2026-04-28T22:31:00Z,,71.00
2026-04-28T23:04:00Z,,70.00
2026-04-28T23:07:00Z,,71.00
2026-04-28T23:31:00Z,,70.00
2026-04-28T23:34:00Z,31.00,70.00
2026-04-28T23:39:00Z,31.00,70.00
2026-04-28T23:40:00Z,31.00,70.00
2026-04-29T00:46:00Z,31.00,70.00
2026-04-29T00:56:00Z,31.00,70.00
2026-04-29T01:08:00Z,31.00,70.00
2026-04-29T01:11:00Z,31.00,70.00
2026-04-29T01:19:00Z,31.00,70.00
2026-04-29T01:32:00Z,31.00,70.00
2026-04-29T01:38:00Z,31.00,72.00
2026-04-29T01:45:00Z,31.00,72.00
2026-04-29T01:47:00Z,31.00,72.00
2026-04-29T01:48:00Z,31.00,72.00
2026-04-29T01:49:00Z,31.00,72.00
2026-04-29T02:10:00Z,31.00,72.00
2026-04-29T02:12:00Z,31.00,71.00
2026-04-29T02:17:00Z,31.00,71.00
2026-04-29T02:20:00Z,31.00,69.00
2026-04-29T02:26:00Z,31.00,69.00
2026-04-29T02:30:00Z,31.00,71.00
2026-04-29T02:32:00Z,30.00,71.00
2026-04-29T02:33:00Z,31.00,71.00
2026-04-29T02:34:00Z,31.00,71.00
2026-04-29T02:40:00Z,31.00,70.00
2026-04-29T02:42:00Z,31.00,70.00
2026-04-29T02:47:00Z,31.00,70.00
2026-04-29T02:51:00Z,31.00,71.00
2026-04-29T02:54:00Z,31.00,71.00
2026-04-29T02:58:00Z,31.00,71.00
2026-04-29T02:59:00Z,31.00,71.00
2026-04-29T03:00:00Z,31.00,71.00
2026-04-29T03:01:00Z,31.00,71.00
2026-04-29T03:05:00Z,31.00,71.00
2026-04-29T03:09:00Z,31.00,71.00
2026-04-29T03:11:00Z,31.00,71.00
2026-04-29T03:12:00Z,31.00,71.00
2026-04-29T03:13:00Z,31.00,71.00
2026-04-29T03:15:00Z,31.00,71.00
2026-04-29T03:16:00Z,31.00,71.00
2026-04-29T03:21:00Z,31.00,71.00
2026-04-29T03:28:00Z,31.00,69.00
2026-04-29T03:32:00Z,31.00,69.00
2026-04-29T03:36:00Z,31.00,71.00
2026-04-29T03:37:00Z,31.00,72.00
2026-04-29T03:49:00Z,31.00,72.00
2026-04-29T03:50:00Z,31.00,69.00
2026-04-29T03:55:00Z,31.00,72.00
2026-04-29T04:04:00Z,31.00,72.00
2026-04-29T04:06:00Z,31.00,72.00
2026-04-29T04:07:00Z,31.00,71.95
2026-04-29T04:16:00Z,31.00,71.91
2026-04-29T04:20:00Z,31.00,71.91
2026-04-29T04:21:00Z,31.00,71.00
2026-04-29T04:22:00Z,31.00,71.49
2026-04-29T04:23:00Z,31.40,72.00
2026-04-29T04:25:00Z,31.00,71.00
2026-04-29T04:33:00Z,31.00,71.00
2026-04-29T04:36:00Z,32.00,71.00
2026-04-29T04:37:00Z,30.00,71.86
2026-04-29T04:38:00Z,30.00,68.00
2026-04-29T04:43:00Z,32.00,68.00
2026-04-29T04:45:00Z,32.00,71.00
2026-04-29T04:47:00Z,29.17,71.98
2026-04-29T04:48:00Z,29.17,71.00
2026-04-29T04:54:00Z,29.17,71.75
2026-04-29T04:55:00Z,29.17,71.75
2026-04-29T04:56:00Z,29.17,71.96
2026-04-29T04:58:00Z,29.17,72.00
2026-04-29T04:59:00Z,29.17,72.00
2026-04-29T05:01:00Z,29.00,72.00
2026-04-29T05:06:00Z,29.00,72.00
2026-04-29T05:07:00Z,30.00,72.00
2026-04-29T05:08:00Z,30.00,72.00
2026-04-29T05:09:00Z,30.98,71.00
2026-04-29T05:10:00Z,31.00,71.00
2026-04-29T05:11:00Z,31.98,69.00
2026-04-29T05:12:00Z,31.98,72.00
2026-04-29T05:16:00Z,31.98,72.00
2026-04-29T05:18:00Z,31.98,72.00
2026-04-29T05:25:00Z,31.98,72.00
2026-04-29T05:27:00Z,31.98,72.00
2026-04-29T05:28:00Z,31.00,72.00
2026-04-29T05:43:00Z,31.00,72.00
2026-04-29T05:48:00Z,30.94,72.00
2026-04-29T05:51:00Z,30.94,72.00
2026-04-29T06:03:00Z,30.00,72.00
2026-04-29T06:09:00Z,30.00,71.00
2026-04-29T06:11:00Z,30.00,70.00
2026-04-29T06:12:00Z,30.00,70.00
2026-04-29T06:22:00Z,30.00,71.00
2026-04-29T06:23:00Z,30.00,72.00
2026-04-29T06:24:00Z,30.00,72.00
2026-04-29T06:26:00Z,30.00,72.00
2026-04-29T06:29:00Z,30.00,72.00
2026-04-29T06:32:00Z,30.00,72.00
2026-04-29T06:36:00Z,30.92,72.00
2026-04-29T06:43:00Z,31.00,72.00
2026-04-29T06:53:00Z,31.00,71.00
2026-04-29T07:02:00Z,31.00,71.00
2026-04-29T07:11:00Z,31.00,71.00
2026-04-29T07:18:00Z,28.00,71.00
2026-04-29T07:34:00Z,28.00,71.00
2026-04-29T07:35:00Z,31.00,71.00
2026-04-29T07:57:00Z,31.06,71.00
2026-04-29T08:02:00Z,31.06,71.00
2026-04-29T08:17:00Z,31.06,71.00
2026-04-29T08:48:00Z,31.06,71.00
2026-04-29T08:49:00Z,31.06,71.00
2026-04-29T08:50:00Z,31.98,71.00
2026-04-29T08:52:00Z,31.94,70.00
2026-04-29T08:53:00Z,31.51,70.00
2026-04-29T08:54:00Z,32.33,70.00
2026-04-29T08:55:00Z,33.00,70.00
2026-04-29T08:56:00Z,27.90,71.01
2026-04-29T08:57:00Z,30.00,71.01
2026-04-29T08:58:00Z,29.00,72.15
2026-04-29T08:59:00Z,26.68,74.66
2026-04-29T09:00:00Z,26.47,79.00
2026-04-29T09:01:00Z,28.42,74.00
2026-04-29T09:02:00Z,30.00,72.00
2026-04-29T09:03:00Z,28.00,73.00
2026-04-29T09:04:00Z,28.00,73.49
2026-04-29T09:05:00Z,28.00,75.00
2026-04-29T09:06:00Z,28.00,76.81
2026-04-29T09:07:00Z,19.65,83.49
2026-04-29T09:08:00Z,14.17,86.00
2026-04-29T09:09:00Z,15.00,86.00
2026-04-29T09:10:00Z,14.99,86.71
2026-04-29T09:11:00Z,14.99,87.29
2026-04-29T09:12:00Z,12.04,87.29
2026-04-29T09:13:00Z,12.24,88.00
2026-04-29T09:14:00Z,14.00,87.00
2026-04-29T09:15:00Z,13.95,87.00
2026-04-29T09:16:00Z,13.00,88.17
