# event_ticker=KXATPMATCH-26APR27MEDBUD
# final_score=6-3 6-2
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-04-27
timestamp,Daniil Medvedev,Nicolai Budkov Kjaer
2026-04-27T01:50:00Z,72.00,29.00
2026-04-27T01:51:00Z,72.00,29.00
2026-04-27T01:58:00Z,72.00,29.00
2026-04-27T02:00:00Z,72.00,29.00
2026-04-27T02:02:00Z,72.00,29.00
2026-04-27T02:03:00Z,72.00,29.00
2026-04-27T02:05:00Z,72.00,29.00
2026-04-27T02:07:00Z,72.00,29.00
2026-04-27T02:13:00Z,72.00,29.00
2026-04-27T02:22:00Z,72.00,28.00
2026-04-27T02:23:00Z,73.00,28.00
2026-04-27T02:24:00Z,73.00,28.00
2026-04-27T02:26:00Z,73.00,28.00
2026-04-27T02:30:00Z,73.00,28.00
2026-04-27T02:31:00Z,73.00,28.00
2026-04-27T02:32:00Z,73.00,28.00
2026-04-27T02:35:00Z,73.00,28.00
2026-04-27T02:36:00Z,73.00,28.00
2026-04-27T02:38:00Z,73.00,28.00
2026-04-27T02:39:00Z,73.00,28.00
2026-04-27T02:40:00Z,73.00,28.00
2026-04-27T02:45:00Z,73.00,28.00
2026-04-27T02:47:00Z,73.00,28.00
2026-04-27T02:48:00Z,73.00,28.00
2026-04-27T02:54:00Z,73.00,28.00
2026-04-27T02:55:00Z,73.00,28.00
2026-04-27T02:58:00Z,73.00,28.00
2026-04-27T02:59:00Z,73.00,28.00
2026-04-27T03:01:00Z,73.00,28.00
2026-04-27T03:03:00Z,73.00,28.00
2026-04-27T03:05:00Z,73.00,28.00
2026-04-27T03:07:00Z,73.00,28.00
2026-04-27T03:09:00Z,73.00,28.00
2026-04-27T03:10:00Z,73.00,28.00
2026-04-27T03:15:00Z,73.00,28.00
2026-04-27T03:17:00Z,73.00,28.00
2026-04-27T03:19:00Z,73.00,28.00
2026-04-27T03:20:00Z,73.00,28.00
2026-04-27T03:25:00Z,73.00,28.00
2026-04-27T03:26:00Z,73.00,28.00
2026-04-27T03:28:00Z,73.00,28.00
2026-04-27T03:31:00Z,73.00,28.00
2026-04-27T03:32:00Z,73.00,28.00
2026-04-27T03:33:00Z,73.96,28.00
2026-04-27T03:34:00Z,74.76,27.00
2026-04-27T03:37:00Z,75.00,27.00
2026-04-27T03:38:00Z,74.00,27.00
2026-04-27T03:39:00Z,75.00,27.00
2026-04-27T03:40:00Z,75.00,27.00
2026-04-27T03:42:00Z,74.78,27.00
2026-04-27T03:44:00Z,75.00,27.00
2026-04-27T03:45:00Z,74.00,27.00
2026-04-27T03:51:00Z,74.00,27.00
2026-04-27T03:53:00Z,74.00,27.00
2026-04-27T04:01:00Z,74.00,27.00
2026-04-27T04:03:00Z,74.00,27.00
2026-04-27T04:06:00Z,74.00,27.00
2026-04-27T04:07:00Z,74.00,27.00
2026-04-27T04:10:00Z,74.00,27.00
2026-04-27T04:12:00Z,74.00,27.00
2026-04-27T04:14:00Z,74.00,27.00
2026-04-27T04:15:00Z,74.00,27.00
2026-04-27T04:17:00Z,75.00,27.00
2026-04-27T04:18:00Z,75.00,27.00
2026-04-27T04:20:00Z,75.00,26.00
2026-04-27T04:22:00Z,74.00,27.00
2026-04-27T04:23:00Z,74.00,27.00
2026-04-27T04:24:00Z,74.00,27.00
2026-04-27T04:25:00Z,74.00,27.00
2026-04-27T04:27:00Z,74.00,27.00
2026-04-27T04:28:00Z,74.00,27.00
2026-04-27T04:29:00Z,74.00,27.00
2026-04-27T04:31:00Z,74.00,27.00
2026-04-27T04:32:00Z,74.00,27.00
2026-04-27T04:33:00Z,74.00,27.00
2026-04-27T04:35:00Z,74.00,27.00
2026-04-27T04:36:00Z,74.00,27.00
2026-04-27T04:37:00Z,74.00,27.00
2026-04-27T04:40:00Z,74.00,27.00
2026-04-27T04:41:00Z,74.00,27.00
2026-04-27T04:43:00Z,74.00,27.00
2026-04-27T04:45:00Z,74.00,27.00
2026-04-27T04:47:00Z,74.00,27.00
2026-04-27T04:48:00Z,75.00,27.00
2026-04-27T04:49:00Z,75.00,27.00
2026-04-27T04:50:00Z,75.00,27.00
2026-04-27T04:51:00Z,75.00,27.00
2026-04-27T04:52:00Z,75.00,27.00
2026-04-27T04:57:00Z,75.00,27.00
2026-04-27T04:58:00Z,75.00,27.00
2026-04-27T04:59:00Z,75.00,27.00
2026-04-27T05:00:00Z,75.00,27.00
2026-04-27T05:01:00Z,75.00,27.00
2026-04-27T05:02:00Z,75.00,27.00
2026-04-27T05:03:00Z,75.00,27.00
2026-04-27T05:05:00Z,75.00,27.00
2026-04-27T05:06:00Z,75.00,27.00
2026-04-27T05:07:00Z,75.00,27.00
2026-04-27T05:08:00Z,75.00,27.00
2026-04-27T05:10:00Z,75.00,27.00
2026-04-27T05:11:00Z,75.00,25.00
2026-04-27T05:12:00Z,75.00,25.00
2026-04-27T05:13:00Z,75.00,25.00
2026-04-27T05:14:00Z,75.00,25.00
2026-04-27T05:15:00Z,75.00,27.00
2026-04-27T05:16:00Z,75.00,27.00
2026-04-27T05:17:00Z,75.00,27.00
2026-04-27T05:19:00Z,75.00,27.00
2026-04-27T05:22:00Z,74.97,27.00
2026-04-27T05:23:00Z,74.97,27.00
2026-04-27T05:25:00Z,75.00,27.00
2026-04-27T05:26:00Z,75.00,27.00
2026-04-27T05:27:00Z,75.00,27.00
2026-04-27T05:28:00Z,75.00,27.00
2026-04-27T05:29:00Z,75.00,27.00
2026-04-27T05:32:00Z,75.00,27.00
2026-04-27T05:33:00Z,75.00,27.00
2026-04-27T05:35:00Z,75.00,27.00
2026-04-27T05:37:00Z,75.00,27.00
2026-04-27T05:41:00Z,75.00,27.00
2026-04-27T05:42:00Z,75.00,27.00
2026-04-27T05:43:00Z,75.00,27.00
2026-04-27T05:44:00Z,75.00,27.00
2026-04-27T05:47:00Z,75.00,27.00
2026-04-27T05:51:00Z,75.00,27.00
2026-04-27T05:52:00Z,75.00,27.00
2026-04-27T05:53:00Z,73.83,27.00
2026-04-27T05:55:00Z,75.00,27.00
2026-04-27T05:56:00Z,75.00,25.00
2026-04-27T05:59:00Z,75.00,27.00
2026-04-27T06:00:00Z,75.00,27.00
2026-04-27T06:02:00Z,75.00,27.00
2026-04-27T06:04:00Z,75.00,27.00
2026-04-27T06:05:00Z,75.00,27.00
2026-04-27T06:06:00Z,75.00,27.00
2026-04-27T06:07:00Z,75.00,25.00
2026-04-27T06:08:00Z,75.00,25.00
2026-04-27T06:11:00Z,75.00,25.00
2026-04-27T06:14:00Z,75.00,25.00
2026-04-27T06:16:00Z,74.00,25.00
2026-04-27T06:18:00Z,74.00,27.00
2026-04-27T06:20:00Z,74.00,27.00
2026-04-27T06:21:00Z,74.00,27.00
2026-04-27T06:22:00Z,74.00,27.00
2026-04-27T06:26:00Z,74.00,27.00
2026-04-27T06:27:00Z,74.00,27.00
2026-04-27T06:28:00Z,74.00,27.00
2026-04-27T06:39:00Z,73.00,27.00
2026-04-27T06:41:00Z,73.00,27.00
2026-04-27T06:43:00Z,73.00,27.00
2026-04-27T06:46:00Z,74.00,27.00
2026-04-27T06:47:00Z,73.00,27.00
2026-04-27T06:48:00Z,74.00,27.00
2026-04-27T06:50:00Z,74.00,27.00
2026-04-27T06:54:00Z,74.00,27.00
2026-04-27T06:56:00Z,74.00,27.00
2026-04-27T06:57:00Z,74.00,27.00
2026-04-27T06:59:00Z,74.00,27.00
2026-04-27T07:01:00Z,74.00,27.00
2026-04-27T07:05:00Z,74.00,27.00
2026-04-27T07:07:00Z,74.00,27.00
2026-04-27T07:08:00Z,74.00,27.00
2026-04-27T07:09:00Z,74.00,27.00
2026-04-27T07:10:00Z,74.00,27.00
2026-04-27T07:11:00Z,74.00,27.00
2026-04-27T07:12:00Z,74.00,27.00
2026-04-27T07:13:00Z,74.00,27.00
2026-04-27T07:15:00Z,74.00,27.00
2026-04-27T07:21:00Z,74.00,27.00
2026-04-27T07:31:00Z,74.00,27.00
2026-04-27T07:32:00Z,74.00,27.00
2026-04-27T07:35:00Z,74.00,27.00
2026-04-27T07:37:00Z,74.00,27.00
2026-04-27T07:39:00Z,74.00,27.00
2026-04-27T07:44:00Z,74.00,27.00
2026-04-27T07:45:00Z,74.00,27.00
2026-04-27T07:46:00Z,74.00,27.00
2026-04-27T07:47:00Z,74.00,27.00
2026-04-27T07:49:00Z,74.00,27.00
2026-04-27T07:51:00Z,74.00,27.00
2026-04-27T07:57:00Z,74.00,27.00
2026-04-27T08:01:00Z,74.00,27.00
2026-04-27T08:02:00Z,74.00,27.00
2026-04-27T08:05:00Z,74.00,27.00
2026-04-27T08:09:00Z,74.00,27.00
2026-04-27T08:10:00Z,74.00,27.00
2026-04-27T08:16:00Z,74.00,27.00
2026-04-27T08:24:00Z,74.00,27.00
2026-04-27T08:28:00Z,74.00,27.00
2026-04-27T08:29:00Z,74.00,27.00
2026-04-27T08:33:00Z,74.00,27.00
2026-04-27T08:35:00Z,74.00,27.00
2026-04-27T08:40:00Z,74.00,27.00
2026-04-27T08:45:00Z,74.00,27.00
2026-04-27T08:48:00Z,74.00,27.00
2026-04-27T08:53:00Z,74.00,27.00
2026-04-27T08:54:00Z,74.00,27.00
2026-04-27T08:57:00Z,74.00,25.00
2026-04-27T08:58:00Z,74.00,25.00
2026-04-27T09:00:00Z,74.00,25.00
2026-04-27T09:01:00Z,74.00,26.00
2026-04-27T09:03:00Z,74.00,26.00
2026-04-27T09:07:00Z,74.00,26.00
2026-04-27T09:10:00Z,74.00,26.00
2026-04-27T09:13:00Z,74.00,26.00
2026-04-27T09:14:00Z,74.00,26.00
2026-04-27T09:16:00Z,74.00,26.00
2026-04-27T09:17:00Z,74.00,26.00
2026-04-27T09:19:00Z,74.00,26.00
2026-04-27T09:22:00Z,74.00,26.00
2026-04-27T09:23:00Z,74.00,26.00
2026-04-27T09:24:00Z,74.00,26.00
2026-04-27T09:29:00Z,74.00,26.00
2026-04-27T09:38:00Z,74.00,26.00
2026-04-27T09:41:00Z,74.00,26.00
2026-04-27T09:43:00Z,74.00,26.00
2026-04-27T09:45:00Z,74.00,26.00
2026-04-27T09:46:00Z,74.00,26.00
2026-04-27T09:50:00Z,74.00,26.00
2026-04-27T09:51:00Z,73.00,26.00
2026-04-27T09:52:00Z,73.00,26.00
2026-04-27T09:56:00Z,74.00,26.00
2026-04-27T09:57:00Z,74.00,26.00
2026-04-27T09:58:00Z,74.00,27.00
2026-04-27T10:01:00Z,74.00,27.00
2026-04-27T10:07:00Z,74.00,27.00
2026-04-27T10:08:00Z,74.00,27.00
2026-04-27T10:09:00Z,74.00,27.00
2026-04-27T10:11:00Z,74.00,27.00
2026-04-27T10:12:00Z,74.00,26.00
2026-04-27T10:13:00Z,74.00,26.00
2026-04-27T10:14:00Z,74.00,26.00
2026-04-27T10:15:00Z,74.00,26.00
2026-04-27T10:16:00Z,74.00,26.00
2026-04-27T10:18:00Z,74.00,26.00
2026-04-27T10:20:00Z,73.54,26.00
2026-04-27T10:22:00Z,75.00,26.00
2026-04-27T10:23:00Z,75.00,26.00
2026-04-27T10:25:00Z,75.00,27.00
2026-04-27T10:26:00Z,75.00,27.00
2026-04-27T10:27:00Z,75.00,27.00
2026-04-27T10:28:00Z,75.00,27.00
2026-04-27T10:29:00Z,75.00,27.00
2026-04-27T10:30:00Z,75.00,27.00
2026-04-27T10:32:00Z,75.00,27.00
2026-04-27T10:33:00Z,75.00,27.00
2026-04-27T10:34:00Z,75.00,27.00
