# event_ticker=KXATPMATCH-26APR28LEHMUS
# final_score=6-3 6-3
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Lorenzo Musetti
# kalshi_date=2026-04-28
timestamp,Jiri Lehecka,Lorenzo Musetti
2026-04-27T23:12:00Z,,60.00
2026-04-27T23:17:00Z,,60.00
2026-04-27T23:18:00Z,41.00,60.00
2026-04-27T23:21:00Z,41.00,60.00
2026-04-27T23:22:00Z,41.00,60.00
2026-04-27T23:23:00Z,41.00,60.00
2026-04-27T23:26:00Z,41.00,60.00
2026-04-27T23:27:00Z,41.00,60.00
2026-04-27T23:30:00Z,41.00,60.00
2026-04-27T23:31:00Z,41.00,60.00
2026-04-27T23:36:00Z,41.00,60.00
2026-04-27T23:42:00Z,41.00,60.00
2026-04-27T23:44:00Z,41.00,60.00
2026-04-27T23:46:00Z,41.00,60.00
2026-04-27T23:48:00Z,41.00,60.00
2026-04-27T23:52:00Z,41.00,59.29
2026-04-28T00:00:00Z,41.00,59.29
2026-04-28T00:10:00Z,41.00,60.00
2026-04-28T00:18:00Z,41.00,60.00
2026-04-28T00:20:00Z,41.00,60.00
2026-04-28T00:22:00Z,41.00,60.00
2026-04-28T00:24:00Z,41.00,60.00
2026-04-28T00:25:00Z,41.00,60.00
2026-04-28T00:33:00Z,41.00,60.00
2026-04-28T00:39:00Z,41.00,60.00
2026-04-28T00:40:00Z,41.00,60.00
2026-04-28T00:45:00Z,41.00,60.00
2026-04-28T00:46:00Z,41.00,61.00
2026-04-28T00:48:00Z,41.00,61.00
2026-04-28T00:53:00Z,41.00,61.00
2026-04-28T00:58:00Z,41.00,61.00
2026-04-28T00:59:00Z,41.00,61.00
2026-04-28T01:07:00Z,41.00,61.00
2026-04-28T01:08:00Z,41.00,60.00
2026-04-28T01:09:00Z,41.00,61.00
2026-04-28T01:12:00Z,41.00,61.00
2026-04-28T01:14:00Z,41.00,61.00
2026-04-28T01:15:00Z,41.00,61.00
2026-04-28T01:17:00Z,41.00,61.00
2026-04-28T01:21:00Z,41.00,61.00
2026-04-28T01:22:00Z,41.00,61.00
2026-04-28T01:23:00Z,40.00,61.00
2026-04-28T01:26:00Z,40.00,61.00
2026-04-28T01:27:00Z,40.00,61.00
2026-04-28T01:28:00Z,40.00,61.00
2026-04-28T01:29:00Z,40.00,61.00
2026-04-28T01:30:00Z,40.28,61.00
2026-04-28T01:31:00Z,40.28,61.00
2026-04-28T01:36:00Z,40.28,61.00
2026-04-28T01:41:00Z,40.28,61.00
2026-04-28T01:44:00Z,40.28,59.20
2026-04-28T01:45:00Z,40.28,61.00
2026-04-28T01:46:00Z,41.00,61.00
2026-04-28T01:48:00Z,41.00,61.00
2026-04-28T01:49:00Z,41.00,61.00
2026-04-28T01:50:00Z,41.00,61.00
2026-04-28T01:53:00Z,41.00,61.00
2026-04-28T01:55:00Z,41.00,61.00
2026-04-28T01:57:00Z,41.00,61.00
2026-04-28T02:00:00Z,41.00,61.00
2026-04-28T02:01:00Z,41.00,61.00
2026-04-28T02:04:00Z,41.00,61.00
2026-04-28T02:05:00Z,41.00,61.00
2026-04-28T02:07:00Z,41.00,61.00
2026-04-28T02:08:00Z,41.00,61.00
2026-04-28T02:10:00Z,41.00,61.00
2026-04-28T02:13:00Z,41.00,61.00
2026-04-28T02:14:00Z,41.00,61.00
2026-04-28T02:16:00Z,41.00,61.00
2026-04-28T02:19:00Z,41.00,61.00
2026-04-28T02:21:00Z,41.00,59.00
2026-04-28T02:23:00Z,41.00,61.00
2026-04-28T02:25:00Z,41.00,61.00
2026-04-28T02:27:00Z,41.00,61.00
2026-04-28T02:30:00Z,39.74,61.00
2026-04-28T02:31:00Z,39.74,61.00
2026-04-28T02:32:00Z,39.74,61.00
2026-04-28T02:34:00Z,39.74,61.00
2026-04-28T02:35:00Z,39.74,61.00
2026-04-28T02:37:00Z,41.00,61.00
2026-04-28T02:38:00Z,41.00,61.00
2026-04-28T02:39:00Z,41.00,61.00
2026-04-28T02:42:00Z,41.00,61.00
2026-04-28T02:43:00Z,41.00,61.00
2026-04-28T02:45:00Z,41.00,61.00
2026-04-28T02:48:00Z,40.00,61.00
2026-04-28T02:52:00Z,40.00,61.00
2026-04-28T02:54:00Z,40.00,61.00
2026-04-28T02:56:00Z,40.00,61.00
2026-04-28T02:57:00Z,40.00,61.00
2026-04-28T03:00:00Z,40.00,61.00
2026-04-28T03:01:00Z,40.00,61.00
2026-04-28T03:03:00Z,40.00,61.00
2026-04-28T03:05:00Z,40.00,61.00
2026-04-28T03:06:00Z,40.00,61.00
2026-04-28T03:07:00Z,40.00,61.00
2026-04-28T03:08:00Z,40.15,61.00
2026-04-28T03:10:00Z,40.15,61.00
2026-04-28T03:11:00Z,41.00,61.00
2026-04-28T03:12:00Z,41.00,61.00
2026-04-28T03:13:00Z,39.00,61.00
2026-04-28T03:20:00Z,39.00,61.00
2026-04-28T03:21:00Z,39.00,61.00
2026-04-28T03:22:00Z,39.00,61.00
2026-04-28T03:23:00Z,39.00,61.00
2026-04-28T03:25:00Z,39.00,61.00
2026-04-28T03:27:00Z,39.00,61.00
2026-04-28T03:28:00Z,41.00,61.00
2026-04-28T03:29:00Z,41.00,61.00
2026-04-28T03:30:00Z,41.00,61.00
2026-04-28T03:35:00Z,41.00,61.00
2026-04-28T03:37:00Z,41.00,61.00
2026-04-28T03:38:00Z,41.00,61.00
2026-04-28T03:39:00Z,41.00,61.00
2026-04-28T03:40:00Z,41.00,61.00
2026-04-28T03:41:00Z,41.00,61.00
2026-04-28T03:42:00Z,41.00,61.00
2026-04-28T03:44:00Z,41.00,61.00
2026-04-28T03:45:00Z,41.00,61.00
2026-04-28T03:46:00Z,41.00,61.00
2026-04-28T03:48:00Z,40.99,61.00
2026-04-28T03:50:00Z,41.00,61.00
2026-04-28T03:51:00Z,41.00,61.00
2026-04-28T03:52:00Z,41.00,61.00
2026-04-28T03:53:00Z,41.00,61.00
2026-04-28T03:54:00Z,41.00,61.00
2026-04-28T03:55:00Z,41.00,60.00
2026-04-28T03:57:00Z,41.00,60.00
2026-04-28T03:59:00Z,41.00,60.00
2026-04-28T04:01:00Z,41.00,60.00
2026-04-28T04:02:00Z,41.00,60.00
2026-04-28T04:03:00Z,40.00,60.00
2026-04-28T04:04:00Z,41.00,60.00
2026-04-28T04:05:00Z,41.00,60.00
2026-04-28T04:07:00Z,41.00,60.00
2026-04-28T04:10:00Z,41.00,60.00
2026-04-28T04:12:00Z,41.00,60.00
2026-04-28T04:14:00Z,41.00,60.00
2026-04-28T04:16:00Z,41.00,60.00
2026-04-28T04:18:00Z,41.00,60.00
2026-04-28T04:20:00Z,41.00,60.00
2026-04-28T04:22:00Z,41.00,60.00
2026-04-28T04:23:00Z,41.00,60.00
2026-04-28T04:24:00Z,41.00,60.00
2026-04-28T04:25:00Z,41.00,60.00
2026-04-28T04:27:00Z,41.00,60.00
2026-04-28T04:28:00Z,41.00,60.00
2026-04-28T04:29:00Z,41.00,60.00
2026-04-28T04:30:00Z,41.00,60.00
2026-04-28T04:31:00Z,41.00,60.00
2026-04-28T04:33:00Z,41.00,60.00
2026-04-28T04:34:00Z,41.00,60.00
2026-04-28T04:35:00Z,41.00,60.00
2026-04-28T04:36:00Z,41.00,60.00
2026-04-28T04:37:00Z,41.00,60.00
2026-04-28T04:39:00Z,41.00,60.00
2026-04-28T04:40:00Z,41.00,60.00
2026-04-28T04:41:00Z,41.00,60.00
2026-04-28T04:42:00Z,41.00,60.00
2026-04-28T04:44:00Z,41.00,60.00
2026-04-28T04:47:00Z,41.00,60.00
2026-04-28T04:48:00Z,41.00,60.00
2026-04-28T04:50:00Z,41.00,60.00
