# event_ticker=KXATPCHALLENGERMATCH-26MAR11NAVHAR
# final_score=6-7(3) 6-2 6-2
# score_resolution=6-7 6-2 6-2
# match_winner=Mariano Navone
# fav_player=Mariano Navone
# dog_player=Nick Hardt
# kalshi_date=2026-03-11
timestamp,Mariano Navone,Nick Hardt
2026-03-11T13:46:00Z,83.00,
2026-03-11T14:11:00Z,83.00,18.00
2026-03-11T15:04:00Z,84.00,18.00
2026-03-11T16:48:00Z,84.00,18.00
2026-03-11T17:08:00Z,81.00,16.00
2026-03-11T18:56:00Z,82.00,16.00
2026-03-11T19:15:00Z,82.00,18.00
2026-03-11T19:24:00Z,82.00,18.00
2026-03-11T19:54:00Z,82.00,18.00
2026-03-11T20:06:00Z,80.00,18.00
2026-03-11T20:19:00Z,82.00,18.00
2026-03-11T20:42:00Z,82.00,18.00
2026-03-11T21:15:00Z,82.00,20.00
2026-03-11T22:00:00Z,82.00,17.00
2026-03-11T22:16:00Z,82.00,17.00
2026-03-11T22:37:00Z,82.00,19.00
2026-03-11T23:25:00Z,83.00,19.00
2026-03-11T23:30:00Z,83.00,19.00
2026-03-11T23:32:00Z,83.00,19.00
2026-03-11T23:36:00Z,83.00,19.00
2026-03-11T23:48:00Z,82.00,19.00
2026-03-11T23:57:00Z,82.00,19.00
2026-03-12T00:11:00Z,82.00,19.00
2026-03-12T00:15:00Z,82.00,19.00
2026-03-12T00:19:00Z,83.00,19.00
2026-03-12T00:21:00Z,83.00,19.00
2026-03-12T00:25:00Z,83.00,19.00
2026-03-12T00:27:00Z,83.00,19.00
2026-03-12T00:31:00Z,83.00,19.00
2026-03-12T00:47:00Z,83.00,17.00
2026-03-12T00:57:00Z,83.00,19.00
2026-03-12T01:01:00Z,83.00,18.00
2026-03-12T01:02:00Z,83.00,18.00
2026-03-12T01:07:00Z,83.00,18.00
2026-03-12T01:08:00Z,84.00,18.00
2026-03-12T01:14:00Z,84.00,18.00
2026-03-12T01:15:00Z,84.00,16.00
2026-03-12T01:16:00Z,84.00,18.00
2026-03-12T01:17:00Z,84.00,18.00
2026-03-12T01:20:00Z,84.00,18.00
2026-03-12T01:26:00Z,84.00,18.00
2026-03-12T01:29:00Z,84.00,18.00
2026-03-12T01:30:00Z,84.00,18.00
2026-03-12T01:32:00Z,84.83,18.00
2026-03-12T01:35:00Z,85.00,18.00
2026-03-12T01:36:00Z,84.08,17.00
2026-03-12T01:37:00Z,84.08,17.00
2026-03-12T01:39:00Z,84.08,17.00
2026-03-12T01:40:00Z,84.08,15.00
2026-03-12T01:41:00Z,86.00,14.06
2026-03-12T01:42:00Z,87.98,14.00
2026-03-12T01:43:00Z,86.00,14.00
2026-03-12T01:44:00Z,86.00,14.00
2026-03-12T01:45:00Z,86.07,14.00
2026-03-12T01:46:00Z,83.00,16.25
2026-03-12T01:47:00Z,83.00,17.00
2026-03-12T01:48:00Z,83.00,17.41
2026-03-12T01:49:00Z,83.00,18.74
2026-03-12T01:50:00Z,80.74,23.62
2026-03-12T01:51:00Z,78.00,22.21
2026-03-12T01:52:00Z,75.00,25.80
2026-03-12T01:53:00Z,71.26,29.05
2026-03-12T01:54:00Z,69.00,28.69
2026-03-12T01:55:00Z,67.93,31.55
2026-03-12T01:56:00Z,70.00,32.84
2026-03-12T01:57:00Z,70.00,31.07
2026-03-12T01:58:00Z,70.00,30.63
2026-03-12T01:59:00Z,65.00,32.60
2026-03-12T02:00:00Z,62.42,36.19
2026-03-12T02:01:00Z,65.99,33.97
2026-03-12T02:02:00Z,68.00,32.00
2026-03-12T02:03:00Z,69.00,31.96
2026-03-12T02:04:00Z,68.17,31.96
2026-03-12T02:05:00Z,72.91,29.31
2026-03-12T02:06:00Z,71.00,29.31
2026-03-12T02:07:00Z,68.19,30.82
2026-03-12T02:08:00Z,65.90,35.00
2026-03-12T02:09:00Z,64.00,37.00
2026-03-12T02:10:00Z,65.83,37.00
2026-03-12T02:11:00Z,65.83,36.00
2026-03-12T02:12:00Z,65.83,32.00
2026-03-12T02:13:00Z,68.00,34.00
2026-03-12T02:14:00Z,72.13,30.69
2026-03-12T02:15:00Z,72.54,24.01
2026-03-12T02:16:00Z,76.00,28.27
2026-03-12T02:17:00Z,77.00,23.04
2026-03-12T02:18:00Z,78.25,21.47
2026-03-12T02:19:00Z,79.02,21.83
2026-03-12T02:20:00Z,81.00,22.00
2026-03-12T02:21:00Z,81.00,22.00
2026-03-12T02:22:00Z,81.37,20.00
2026-03-12T02:23:00Z,78.00,20.97
2026-03-12T02:24:00Z,81.18,20.62
2026-03-12T02:25:00Z,82.10,17.79
2026-03-12T02:26:00Z,82.10,17.08
2026-03-12T02:27:00Z,82.00,16.03
2026-03-12T02:28:00Z,83.14,15.74
2026-03-12T02:29:00Z,81.08,18.00
2026-03-12T02:30:00Z,82.00,18.15
2026-03-12T02:31:00Z,80.03,18.15
2026-03-12T02:32:00Z,79.74,21.17
2026-03-12T02:33:00Z,78.00,24.86
2026-03-12T02:34:00Z,75.00,25.00
2026-03-12T02:35:00Z,76.00,24.57
2026-03-12T02:36:00Z,74.55,24.24
2026-03-12T02:37:00Z,78.00,24.00
2026-03-12T02:38:00Z,71.99,28.00
2026-03-12T02:39:00Z,62.66,40.40
2026-03-12T02:40:00Z,53.92,46.00
2026-03-12T02:41:00Z,53.59,46.27
2026-03-12T02:42:00Z,52.01,45.00
2026-03-12T02:43:00Z,58.99,40.64
2026-03-12T02:44:00Z,63.05,33.82
2026-03-12T02:45:00Z,71.00,31.08
2026-03-12T02:46:00Z,71.00,34.00
2026-03-12T02:47:00Z,63.27,38.00
2026-03-12T02:48:00Z,68.07,32.49
2026-03-12T02:49:00Z,61.00,39.59
2026-03-12T02:50:00Z,57.93,43.70
2026-03-12T02:51:00Z,59.56,45.99
2026-03-12T02:52:00Z,59.56,45.33
2026-03-12T02:53:00Z,59.56,48.78
2026-03-12T02:54:00Z,59.56,50.00
2026-03-12T02:55:00Z,48.00,52.25
2026-03-12T02:56:00Z,48.00,52.24
2026-03-12T02:57:00Z,48.01,52.00
2026-03-12T02:58:00Z,48.83,51.24
2026-03-12T02:59:00Z,54.55,44.82
2026-03-12T03:00:00Z,58.37,41.80
2026-03-12T03:01:00Z,55.50,41.33
2026-03-12T03:02:00Z,61.03,39.92
2026-03-12T03:03:00Z,61.88,37.88
2026-03-12T03:04:00Z,63.00,37.76
2026-03-12T03:05:00Z,63.00,36.44
2026-03-12T03:06:00Z,65.00,33.85
2026-03-12T03:07:00Z,66.10,33.00
2026-03-12T03:08:00Z,69.00,29.55
2026-03-12T03:09:00Z,67.17,34.42
2026-03-12T03:10:00Z,67.92,31.41
2026-03-12T03:11:00Z,65.37,34.91
2026-03-12T03:12:00Z,66.00,34.97
2026-03-12T03:13:00Z,64.63,33.96
2026-03-12T03:14:00Z,72.19,26.53
2026-03-12T03:15:00Z,73.95,26.25
2026-03-12T03:16:00Z,74.00,25.00
2026-03-12T03:17:00Z,74.53,25.00
2026-03-12T03:18:00Z,75.27,25.56
2026-03-12T03:19:00Z,75.47,24.13
2026-03-12T03:20:00Z,77.18,22.82
2026-03-12T03:21:00Z,77.99,23.81
2026-03-12T03:22:00Z,78.00,23.70
2026-03-12T03:23:00Z,76.00,24.00
2026-03-12T03:24:00Z,76.00,23.78
2026-03-12T03:25:00Z,76.89,23.66
2026-03-12T03:26:00Z,76.93,24.00
2026-03-12T03:27:00Z,77.00,22.81
2026-03-12T03:28:00Z,77.53,22.60
2026-03-12T03:29:00Z,77.53,22.94
2026-03-12T03:30:00Z,76.77,22.25
2026-03-12T03:31:00Z,76.00,24.00
2026-03-12T03:32:00Z,74.95,25.00
2026-03-12T03:33:00Z,75.25,25.00
2026-03-12T03:34:00Z,75.80,24.00
2026-03-12T03:35:00Z,76.04,23.47
2026-03-12T03:36:00Z,77.99,22.64
2026-03-12T03:37:00Z,78.17,21.40
2026-03-12T03:38:00Z,77.00,22.69
2026-03-12T03:39:00Z,77.04,23.00
2026-03-12T03:40:00Z,77.11,23.00
2026-03-12T03:41:00Z,77.01,23.00
2026-03-12T03:42:00Z,76.64,23.00
2026-03-12T03:43:00Z,76.00,22.86
2026-03-12T03:44:00Z,78.00,21.00
2026-03-12T03:45:00Z,79.07,20.94
2026-03-12T03:46:00Z,79.02,20.47
2026-03-12T03:47:00Z,76.00,23.34
2026-03-12T03:48:00Z,78.40,23.85
2026-03-12T03:49:00Z,85.10,17.19
2026-03-12T03:50:00Z,88.98,11.70
2026-03-12T03:51:00Z,87.97,13.28
2026-03-12T03:52:00Z,89.19,12.34
2026-03-12T03:53:00Z,91.37,9.72
2026-03-12T03:54:00Z,91.13,9.55
2026-03-12T03:55:00Z,92.93,8.10
2026-03-12T03:56:00Z,95.96,5.31
2026-03-12T03:57:00Z,97.00,3.10
2026-03-12T03:58:00Z,97.97,2.28
2026-03-12T03:59:00Z,97.90,1.85
2026-03-12T04:00:00Z,98.00,3.81
2026-03-12T04:01:00Z,98.57,1.58
2026-03-12T04:02:00Z,98.98,1.20
2026-03-12T04:03:00Z,98.63,1.05
2026-03-12T04:04:00Z,99.00,2.00
2026-03-12T04:05:00Z,98.00,2.00
2026-03-12T04:06:00Z,99.00,2.00
2026-03-12T04:07:00Z,97.99,3.00
2026-03-12T04:08:00Z,98.80,1.95
2026-03-12T04:09:00Z,98.97,2.00
2026-03-12T04:10:00Z,98.94,1.06
2026-03-12T04:11:00Z,99.00,1.02
2026-03-12T04:12:00Z,99.00,1.00
2026-03-12T04:13:00Z,99.00,1.00
2026-03-12T04:14:00Z,99.00,1.00
2026-03-12T04:15:00Z,99.00,1.00
2026-03-12T04:16:00Z,99.00,1.00
2026-03-12T04:17:00Z,99.00,1.00
2026-03-12T04:18:00Z,99.00,1.13
2026-03-12T04:19:00Z,99.00,1.00
2026-03-12T04:20:00Z,99.00,1.00
2026-03-12T04:21:00Z,99.00,1.00
2026-03-12T04:22:00Z,99.00,1.00
