# event_ticker=KXATPMATCH-26MAY06BROBAE
# final_score=6-3 7-6(8)
# score_resolution=6-3 7-6
# match_winner=Sebastian Baez
# fav_player=Sebastian Baez
# dog_player=Jenson Brooksby
# kalshi_date=2026-05-06
timestamp,Jenson Brooksby,Sebastian Baez
2026-05-05T21:22:00Z,27.00,
2026-05-05T21:48:00Z,27.00,75.00
2026-05-05T21:52:00Z,26.00,75.00
2026-05-05T21:56:00Z,27.00,75.00
2026-05-05T22:03:00Z,27.00,75.00
2026-05-05T22:21:00Z,27.00,75.00
2026-05-05T22:48:00Z,26.00,75.00
2026-05-05T22:50:00Z,26.00,75.00
2026-05-05T22:54:00Z,26.00,75.00
2026-05-05T22:59:00Z,27.00,75.00
2026-05-05T23:03:00Z,26.00,75.00
2026-05-05T23:09:00Z,26.00,75.00
2026-05-05T23:20:00Z,26.00,75.00
2026-05-05T23:26:00Z,27.00,75.00
2026-05-05T23:27:00Z,27.00,74.00
2026-05-05T23:51:00Z,27.00,74.00
2026-05-05T23:52:00Z,27.00,74.00
2026-05-06T00:00:00Z,27.00,74.00
2026-05-06T00:08:00Z,27.00,75.00
2026-05-06T00:25:00Z,27.00,75.00
2026-05-06T00:37:00Z,27.00,75.00
2026-05-06T00:42:00Z,27.00,75.00
2026-05-06T00:50:00Z,27.00,75.00
2026-05-06T01:05:00Z,27.00,75.00
2026-05-06T01:08:00Z,27.00,75.00
2026-05-06T01:11:00Z,27.00,75.00
2026-05-06T01:14:00Z,27.00,74.00
2026-05-06T01:31:00Z,27.00,74.00
2026-05-06T01:33:00Z,27.00,74.00
2026-05-06T01:39:00Z,27.00,75.00
2026-05-06T01:41:00Z,27.00,75.00
2026-05-06T01:45:00Z,27.00,75.00
2026-05-06T01:49:00Z,27.00,75.00
2026-05-06T01:52:00Z,27.00,75.00
2026-05-06T01:53:00Z,27.00,75.00
2026-05-06T01:54:00Z,27.00,75.00
2026-05-06T01:57:00Z,27.00,75.00
2026-05-06T02:01:00Z,27.00,75.32
2026-05-06T02:05:00Z,27.00,75.00
2026-05-06T02:07:00Z,27.00,76.00
2026-05-06T02:11:00Z,27.00,76.00
2026-05-06T02:21:00Z,27.00,75.00
2026-05-06T02:24:00Z,27.00,76.00
2026-05-06T02:25:00Z,27.00,76.00
2026-05-06T02:30:00Z,27.00,76.00
2026-05-06T02:32:00Z,27.00,76.00
2026-05-06T02:37:00Z,27.00,76.00
2026-05-06T02:40:00Z,27.00,75.00
2026-05-06T02:43:00Z,27.00,76.00
2026-05-06T02:47:00Z,27.00,76.00
2026-05-06T02:48:00Z,27.00,76.00
2026-05-06T02:49:00Z,27.00,76.00
2026-05-06T02:52:00Z,27.00,76.00
2026-05-06T02:55:00Z,27.00,76.00
2026-05-06T02:56:00Z,27.00,75.00
2026-05-06T02:57:00Z,27.00,75.00
