# event_ticker=KXATPCHALLENGERMATCH-26MAY30MMOBOU
# final_score=1-6 6-1 6-2
# score_resolution=6-1 1-6 2-6
# match_winner=Michael Mmoh
# fav_player=Justin Boulais
# dog_player=Michael Mmoh
# kalshi_date=2026-05-30
timestamp,Michael Mmoh,Justin Boulais
2026-05-30T11:11:00Z,,25.00
2026-05-30T11:37:00Z,77.00,25.00
2026-05-30T11:54:00Z,77.00,25.00
2026-05-30T12:18:00Z,77.00,23.00
2026-05-30T12:27:00Z,77.00,23.00
2026-05-30T12:58:00Z,77.00,24.00
2026-05-30T13:05:00Z,77.00,24.00
2026-05-30T13:08:00Z,77.00,24.00
2026-05-30T14:28:00Z,77.00,24.00
2026-05-30T15:02:00Z,77.00,25.00
2026-05-30T15:07:00Z,77.00,25.00
2026-05-30T15:15:00Z,77.00,25.00
2026-05-30T15:18:00Z,77.00,25.00
2026-05-30T15:20:00Z,77.00,25.00
2026-05-30T15:26:00Z,77.00,25.00
2026-05-30T15:44:00Z,77.00,24.00
2026-05-30T15:45:00Z,77.00,24.76
2026-05-30T15:46:00Z,77.00,24.76
2026-05-30T16:26:00Z,77.00,24.76
2026-05-30T16:29:00Z,77.00,24.00
2026-05-30T16:40:00Z,77.00,24.00
2026-05-30T16:42:00Z,77.00,24.00
2026-05-30T16:45:00Z,77.00,24.00
2026-05-30T17:07:00Z,77.00,24.00
2026-05-30T17:08:00Z,77.00,24.00
2026-05-30T17:13:00Z,77.00,23.00
2026-05-30T17:18:00Z,77.00,24.00
2026-05-30T17:19:00Z,77.00,24.00
2026-05-30T17:22:00Z,77.00,24.00
2026-05-30T17:24:00Z,77.00,24.00
2026-05-30T17:29:00Z,77.00,24.00
2026-05-30T17:30:00Z,77.00,24.00
2026-05-30T17:32:00Z,77.00,24.00
2026-05-30T17:35:00Z,77.00,24.00
2026-05-30T17:40:00Z,77.00,24.00
2026-05-30T17:56:00Z,75.03,24.00
2026-05-30T17:57:00Z,75.03,25.00
2026-05-30T17:59:00Z,77.00,26.00
2026-05-30T18:02:00Z,77.00,25.00
2026-05-30T18:06:00Z,77.00,25.00
2026-05-30T18:08:00Z,77.00,25.28
2026-05-30T18:10:00Z,77.00,25.00
2026-05-30T18:13:00Z,78.00,25.00
2026-05-30T18:17:00Z,78.00,25.00
2026-05-30T18:20:00Z,78.00,25.00
2026-05-30T18:21:00Z,78.00,26.00
2026-05-30T18:22:00Z,78.00,25.00
2026-05-30T18:23:00Z,78.00,26.00
2026-05-30T18:25:00Z,78.00,26.00
2026-05-30T18:28:00Z,76.99,26.00
2026-05-30T18:29:00Z,76.99,24.00
2026-05-30T18:37:00Z,76.99,25.00
2026-05-30T18:39:00Z,76.99,25.00
2026-05-30T18:41:00Z,76.99,25.36
2026-05-30T18:42:00Z,76.99,25.00
2026-05-30T18:47:00Z,76.99,25.30
2026-05-30T18:51:00Z,76.99,25.00
2026-05-30T18:55:00Z,77.00,25.00
2026-05-30T18:59:00Z,77.00,25.00
2026-05-30T19:04:00Z,77.00,25.00
2026-05-30T19:07:00Z,77.00,25.00
2026-05-30T19:09:00Z,76.00,25.00
2026-05-30T19:10:00Z,76.00,25.00
2026-05-30T19:11:00Z,76.00,25.63
2026-05-30T19:12:00Z,76.00,25.00
2026-05-30T19:19:00Z,76.00,26.00
2026-05-30T19:23:00Z,76.00,26.28
2026-05-30T19:24:00Z,76.00,26.00
2026-05-30T19:25:00Z,76.00,26.00
2026-05-30T19:26:00Z,76.00,26.00
2026-05-30T19:27:00Z,73.98,26.68
2026-05-30T19:28:00Z,77.00,25.48
2026-05-30T19:29:00Z,75.00,25.00
2026-05-30T19:30:00Z,75.53,27.88
2026-05-30T19:31:00Z,73.00,28.00
2026-05-30T19:32:00Z,74.14,24.02
2026-05-30T19:33:00Z,74.00,24.48
2026-05-30T19:34:00Z,76.00,24.03
2026-05-30T19:35:00Z,75.88,25.99
2026-05-30T19:36:00Z,77.03,23.92
2026-05-30T19:37:00Z,76.00,24.92
2026-05-30T19:38:00Z,78.56,22.97
2026-05-30T19:39:00Z,79.24,21.06
2026-05-30T19:40:00Z,77.57,25.22
2026-05-30T19:41:00Z,73.89,27.43
2026-05-30T19:42:00Z,73.00,28.00
2026-05-30T19:43:00Z,71.10,30.82
2026-05-30T19:44:00Z,67.60,33.77
2026-05-30T19:45:00Z,63.12,38.30
2026-05-30T19:46:00Z,57.25,41.38
2026-05-30T19:47:00Z,57.04,45.18
2026-05-30T19:48:00Z,57.81,44.41
2026-05-30T19:49:00Z,60.06,40.24
2026-05-30T19:50:00Z,66.94,31.30
2026-05-30T19:51:00Z,71.00,29.98
2026-05-30T19:52:00Z,69.95,30.33
2026-05-30T19:53:00Z,64.32,36.28
2026-05-30T19:54:00Z,63.12,40.51
2026-05-30T19:55:00Z,55.92,45.43
2026-05-30T19:56:00Z,56.07,43.15
2026-05-30T19:57:00Z,61.48,41.58
2026-05-30T19:58:00Z,56.00,44.54
2026-05-30T19:59:00Z,53.93,47.44
2026-05-30T20:00:00Z,56.00,45.36
2026-05-30T20:01:00Z,55.86,48.36
2026-05-30T20:02:00Z,54.42,46.20
2026-05-30T20:03:00Z,55.80,46.81
2026-05-30T20:04:00Z,49.84,48.94
2026-05-30T20:05:00Z,50.00,50.63
2026-05-30T20:06:00Z,48.93,51.79
2026-05-30T20:07:00Z,50.91,50.26
2026-05-30T20:08:00Z,47.33,53.46
2026-05-30T20:09:00Z,48.92,52.84
2026-05-30T20:10:00Z,44.46,55.68
2026-05-30T20:11:00Z,40.83,60.16
2026-05-30T20:12:00Z,39.04,61.81
2026-05-30T20:13:00Z,38.00,62.61
2026-05-30T20:14:00Z,38.00,63.00
2026-05-30T20:15:00Z,38.00,62.95
2026-05-30T20:16:00Z,38.00,62.00
2026-05-30T20:17:00Z,38.04,63.01
2026-05-30T20:18:00Z,39.93,62.52
2026-05-30T20:19:00Z,37.69,64.77
2026-05-30T20:20:00Z,39.00,64.24
2026-05-30T20:21:00Z,41.38,58.69
2026-05-30T20:22:00Z,43.64,57.92
2026-05-30T20:23:00Z,47.21,55.11
2026-05-30T20:24:00Z,50.98,49.45
2026-05-30T20:25:00Z,52.43,47.97
2026-05-30T20:26:00Z,54.71,46.13
2026-05-30T20:27:00Z,49.08,51.85
2026-05-30T20:28:00Z,46.25,54.89
2026-05-30T20:29:00Z,40.50,59.26
2026-05-30T20:30:00Z,36.40,64.67
2026-05-30T20:31:00Z,38.15,64.85
2026-05-30T20:32:00Z,41.73,60.06
2026-05-30T20:33:00Z,40.26,62.14
2026-05-30T20:34:00Z,39.95,60.25
2026-05-30T20:35:00Z,38.21,62.14
2026-05-30T20:36:00Z,42.53,58.01
2026-05-30T20:37:00Z,43.00,57.92
2026-05-30T20:38:00Z,42.63,58.95
2026-05-30T20:39:00Z,39.70,59.43
2026-05-30T20:40:00Z,42.00,59.35
2026-05-30T20:41:00Z,45.17,56.09
2026-05-30T20:42:00Z,45.43,51.07
2026-05-30T20:43:00Z,57.11,42.17
2026-05-30T20:44:00Z,54.85,45.28
2026-05-30T20:45:00Z,50.61,47.13
2026-05-30T20:46:00Z,53.51,48.77
2026-05-30T20:47:00Z,57.60,42.16
2026-05-30T20:48:00Z,60.23,38.90
2026-05-30T20:49:00Z,61.16,38.94
2026-05-30T20:50:00Z,61.82,38.37
2026-05-30T20:51:00Z,62.12,39.01
2026-05-30T20:52:00Z,63.77,36.49
2026-05-30T20:53:00Z,63.79,34.77
2026-05-30T20:54:00Z,67.44,31.18
2026-05-30T20:55:00Z,69.07,31.71
2026-05-30T20:56:00Z,69.90,30.20
2026-05-30T20:57:00Z,71.14,29.02
2026-05-30T20:58:00Z,70.18,29.99
2026-05-30T20:59:00Z,70.65,29.92
2026-05-30T21:00:00Z,70.80,29.97
2026-05-30T21:01:00Z,70.90,29.68
2026-05-30T21:02:00Z,70.42,30.00
2026-05-30T21:03:00Z,70.05,29.80
2026-05-30T21:04:00Z,71.00,29.70
2026-05-30T21:05:00Z,70.24,29.85
2026-05-30T21:06:00Z,70.46,29.49
2026-05-30T21:07:00Z,70.04,29.86
2026-05-30T21:08:00Z,71.10,28.12
2026-05-30T21:09:00Z,77.20,21.20
2026-05-30T21:10:00Z,75.28,22.42
2026-05-30T21:11:00Z,72.67,28.58
2026-05-30T21:12:00Z,71.06,28.30
2026-05-30T21:13:00Z,71.03,26.48
2026-05-30T21:14:00Z,70.28,27.09
2026-05-30T21:15:00Z,70.44,27.12
2026-05-30T21:16:00Z,71.02,27.70
2026-05-30T21:17:00Z,69.66,28.02
2026-05-30T21:18:00Z,70.00,28.01
2026-05-30T21:19:00Z,70.03,28.00
2026-05-30T21:20:00Z,70.30,29.19
2026-05-30T21:21:00Z,70.24,29.31
2026-05-30T21:22:00Z,70.49,29.33
2026-05-30T21:23:00Z,70.01,28.30
2026-05-30T21:24:00Z,70.37,29.66
2026-05-30T21:25:00Z,70.12,29.00
2026-05-30T21:26:00Z,69.58,29.92
2026-05-30T21:27:00Z,69.08,29.03
2026-05-30T21:28:00Z,70.01,29.02
2026-05-30T21:29:00Z,69.84,29.12
2026-05-30T21:30:00Z,70.00,29.07
2026-05-30T21:31:00Z,70.07,29.00
2026-05-30T21:32:00Z,70.57,29.96
2026-05-30T21:33:00Z,69.43,29.07
2026-05-30T21:34:00Z,68.84,29.32
2026-05-30T21:35:00Z,69.69,29.33
2026-05-30T21:36:00Z,69.30,29.06
2026-05-30T21:37:00Z,69.67,29.00
2026-05-30T21:38:00Z,69.00,29.36
2026-05-30T21:39:00Z,69.03,29.88
2026-05-30T21:40:00Z,69.26,29.38
2026-05-30T21:41:00Z,69.00,29.15
2026-05-30T21:42:00Z,69.25,29.02
2026-05-30T21:43:00Z,70.00,29.00
2026-05-30T21:44:00Z,71.00,29.81
2026-05-30T21:45:00Z,70.01,29.14
2026-05-30T21:46:00Z,70.00,30.00
2026-05-30T21:47:00Z,70.59,28.98
2026-05-30T21:48:00Z,71.00,28.15
2026-05-30T21:49:00Z,70.08,30.00
2026-05-30T21:50:00Z,69.54,28.71
2026-05-30T21:51:00Z,70.69,29.46
2026-05-30T21:52:00Z,69.59,29.98
2026-05-30T21:53:00Z,69.01,29.32
2026-05-30T21:54:00Z,69.85,29.23
2026-05-30T21:55:00Z,69.00,29.06
2026-05-30T21:56:00Z,69.76,29.04
2026-05-30T21:57:00Z,69.00,30.00
2026-05-30T21:58:00Z,69.50,29.29
2026-05-30T21:59:00Z,70.00,29.97
2026-05-30T22:00:00Z,69.00,29.01
2026-05-30T22:01:00Z,69.00,30.00
2026-05-30T22:02:00Z,68.97,29.94
2026-05-30T22:03:00Z,68.00,30.00
2026-05-30T22:04:00Z,68.00,29.25
2026-05-30T22:05:00Z,68.00,29.04
2026-05-30T22:06:00Z,68.00,29.00
2026-05-30T22:07:00Z,69.06,29.33
2026-05-30T22:08:00Z,69.06,29.60
2026-05-30T22:09:00Z,69.00,30.00
2026-05-30T22:10:00Z,69.00,29.01
2026-05-30T22:11:00Z,70.47,30.00
2026-05-30T22:12:00Z,71.00,30.00
2026-05-30T22:13:00Z,70.72,29.00
2026-05-30T22:14:00Z,70.01,30.00
2026-05-30T22:15:00Z,70.06,30.00
2026-05-30T22:16:00Z,69.57,29.60
2026-05-30T22:17:00Z,70.06,29.00
2026-05-30T22:18:00Z,71.00,29.00
2026-05-30T22:19:00Z,70.00,29.14
2026-05-30T22:20:00Z,69.67,30.78
2026-05-30T22:21:00Z,68.78,30.05
2026-05-30T22:22:00Z,68.78,31.00
2026-05-30T22:23:00Z,68.77,30.47
2026-05-30T22:24:00Z,69.81,30.80
2026-05-30T22:25:00Z,68.70,30.08
2026-05-30T22:26:00Z,67.61,30.08
2026-05-30T22:27:00Z,67.07,30.75
2026-05-30T22:28:00Z,68.53,31.00
2026-05-30T22:29:00Z,70.00,31.90
2026-05-30T22:30:00Z,69.75,31.17
2026-05-30T22:31:00Z,69.97,32.50
2026-05-30T22:32:00Z,69.89,31.86
2026-05-30T22:33:00Z,68.35,31.86
2026-05-30T22:34:00Z,68.11,31.37
2026-05-30T22:35:00Z,69.00,31.00
2026-05-30T22:36:00Z,69.91,31.41
2026-05-30T22:37:00Z,69.55,30.08
2026-05-30T22:38:00Z,69.96,31.49
2026-05-30T22:39:00Z,69.50,31.57
2026-05-30T22:40:00Z,68.25,29.67
2026-05-30T22:41:00Z,69.90,31.13
2026-05-30T22:42:00Z,69.98,31.32
2026-05-30T22:43:00Z,67.01,31.00
2026-05-30T22:44:00Z,68.99,31.74
2026-05-30T22:45:00Z,67.60,31.40
2026-05-30T22:46:00Z,68.92,32.00
2026-05-30T22:47:00Z,68.98,32.11
2026-05-30T22:48:00Z,68.78,32.99
2026-05-30T22:49:00Z,67.14,32.16
2026-05-30T22:50:00Z,68.30,31.84
2026-05-30T22:51:00Z,68.63,33.16
2026-05-30T22:52:00Z,69.00,29.78
2026-05-30T22:53:00Z,69.86,29.00
2026-05-30T22:54:00Z,69.94,30.00
2026-05-30T22:55:00Z,69.13,31.91
