# event_ticker=KXATPMATCH-25AUG19MEDFEA
# final_score=6-4 7-6(2)
# score_resolution=6-4 7-6
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Jacob Fearnley
# kalshi_date=2025-08-19
timestamp,Hamad Medjedovic,Jacob Fearnley
2025-08-19T13:02:00Z,69.00,
2025-08-19T13:26:00Z,69.00,37.00
2025-08-19T13:27:00Z,69.00,38.00
2025-08-19T14:00:00Z,69.00,35.00
2025-08-19T14:22:00Z,69.00,35.00
2025-08-19T14:42:00Z,65.00,35.00
2025-08-19T15:40:00Z,65.00,36.00
2025-08-19T16:15:00Z,65.00,36.00
2025-08-19T16:21:00Z,65.91,36.00
2025-08-19T16:58:00Z,65.91,36.00
2025-08-19T17:01:00Z,65.91,36.00
2025-08-19T17:34:00Z,65.91,37.00
2025-08-19T18:36:00Z,64.00,37.00
2025-08-19T19:01:00Z,64.00,37.00
2025-08-19T19:38:00Z,64.00,37.00
2025-08-19T19:39:00Z,64.00,37.00
2025-08-19T19:47:00Z,64.00,36.71
2025-08-19T19:48:00Z,64.00,36.71
2025-08-19T19:59:00Z,66.00,36.71
2025-08-19T20:08:00Z,66.00,36.60
2025-08-19T20:09:00Z,65.00,36.60
2025-08-19T20:10:00Z,65.00,37.00
2025-08-19T20:11:00Z,67.38,35.00
2025-08-19T20:12:00Z,62.76,37.79
2025-08-19T20:13:00Z,62.76,38.25
2025-08-19T20:14:00Z,60.00,41.00
2025-08-19T20:15:00Z,60.00,41.00
2025-08-19T20:16:00Z,63.00,38.00
2025-08-19T20:17:00Z,64.00,38.00
2025-08-19T20:18:00Z,69.23,30.00
2025-08-19T20:19:00Z,72.17,29.00
2025-08-19T20:20:00Z,78.85,29.00
2025-08-19T20:22:00Z,78.85,15.22
2025-08-19T20:23:00Z,80.08,21.66
2025-08-19T20:24:00Z,78.00,23.42
2025-08-19T20:25:00Z,75.00,24.99
2025-08-19T20:26:00Z,76.00,25.00
2025-08-19T20:27:00Z,76.24,23.93
2025-08-19T20:28:00Z,79.00,23.23
2025-08-19T20:30:00Z,79.00,21.84
2025-08-19T20:31:00Z,79.81,23.79
2025-08-19T20:32:00Z,80.00,23.60
2025-08-19T20:33:00Z,78.00,24.00
2025-08-19T20:34:00Z,83.84,20.00
2025-08-19T20:35:00Z,83.89,17.45
2025-08-19T20:36:00Z,85.04,16.00
2025-08-19T20:37:00Z,84.12,16.56
2025-08-19T20:38:00Z,82.36,19.04
2025-08-19T20:39:00Z,82.00,20.00
2025-08-19T20:40:00Z,82.00,20.00
2025-08-19T20:41:00Z,83.00,19.77
2025-08-19T20:42:00Z,85.11,16.95
2025-08-19T20:43:00Z,82.00,20.00
2025-08-19T20:44:00Z,83.59,19.00
2025-08-19T20:45:00Z,82.00,17.27
2025-08-19T20:46:00Z,82.00,18.44
2025-08-19T20:47:00Z,82.00,19.48
2025-08-19T20:48:00Z,82.00,20.00
2025-08-19T20:50:00Z,82.19,20.00
2025-08-19T20:51:00Z,85.00,20.00
2025-08-19T20:52:00Z,86.00,20.00
2025-08-19T20:53:00Z,86.00,17.31
2025-08-19T20:54:00Z,88.22,14.52
2025-08-19T20:55:00Z,89.68,14.00
2025-08-19T20:56:00Z,89.68,16.91
2025-08-19T20:57:00Z,84.00,18.00
2025-08-19T20:58:00Z,84.00,19.53
2025-08-19T20:59:00Z,80.00,20.83
2025-08-19T21:00:00Z,80.00,19.66
2025-08-19T21:01:00Z,83.38,19.22
2025-08-19T21:02:00Z,82.76,20.47
2025-08-19T21:03:00Z,81.39,22.34
2025-08-19T21:04:00Z,81.00,21.00
2025-08-19T21:05:00Z,81.00,21.00
2025-08-19T21:06:00Z,74.67,21.24
2025-08-19T21:07:00Z,70.97,30.41
2025-08-19T21:08:00Z,60.00,38.00
2025-08-19T21:09:00Z,57.07,43.68
2025-08-19T21:10:00Z,55.44,44.72
2025-08-19T21:11:00Z,52.07,47.80
2025-08-19T21:12:00Z,55.76,47.06
2025-08-19T21:13:00Z,52.00,46.17
2025-08-19T21:14:00Z,57.31,45.00
2025-08-19T21:15:00Z,57.31,49.01
2025-08-19T21:16:00Z,51.34,44.08
2025-08-19T21:17:00Z,56.00,51.23
2025-08-19T21:18:00Z,56.22,41.72
2025-08-19T21:19:00Z,56.00,47.89
2025-08-19T21:20:00Z,66.52,29.43
2025-08-19T21:21:00Z,74.00,27.00
2025-08-19T21:22:00Z,75.62,25.17
2025-08-19T21:23:00Z,78.06,23.34
2025-08-19T21:24:00Z,75.74,29.00
2025-08-19T21:25:00Z,67.63,29.86
2025-08-19T21:26:00Z,64.30,35.08
2025-08-19T21:27:00Z,76.91,22.27
2025-08-19T21:28:00Z,80.00,19.60
2025-08-19T21:29:00Z,82.97,17.41
2025-08-19T21:30:00Z,82.97,22.39
2025-08-19T21:31:00Z,78.00,21.17
2025-08-19T21:32:00Z,85.66,13.49
2025-08-19T21:33:00Z,83.00,17.58
2025-08-19T21:34:00Z,79.00,21.66
2025-08-19T21:35:00Z,78.33,24.77
2025-08-19T21:36:00Z,76.99,23.00
2025-08-19T21:37:00Z,71.00,28.75
2025-08-19T21:38:00Z,80.89,23.08
2025-08-19T21:39:00Z,80.89,17.00
2025-08-19T21:40:00Z,84.22,13.61
2025-08-19T21:41:00Z,89.11,12.15
2025-08-19T21:42:00Z,83.89,16.58
2025-08-19T21:43:00Z,93.63,10.58
2025-08-19T21:44:00Z,95.58,6.01
2025-08-19T21:45:00Z,98.95,2.90
2025-08-19T21:46:00Z,99.00,2.90
