# event_ticker=KXATPMATCH-25AUG13NARALC
# final_score=6-1 6-4
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Luca Nardi
# kalshi_date=2025-08-13
timestamp,Carlos Alcaraz,Luca Nardi
2025-08-13T13:32:00Z,93.00,
2025-08-13T13:41:00Z,92.00,
2025-08-13T13:54:00Z,92.00,9.00
2025-08-13T13:57:00Z,93.00,9.00
2025-08-13T13:59:00Z,93.00,8.97
2025-08-13T14:18:00Z,93.00,8.97
2025-08-13T14:24:00Z,93.00,9.00
2025-08-13T14:32:00Z,93.00,8.90
2025-08-13T14:40:00Z,93.00,8.90
2025-08-13T15:45:00Z,92.00,8.90
2025-08-13T15:47:00Z,92.00,9.00
2025-08-13T15:53:00Z,92.00,9.00
2025-08-13T15:58:00Z,92.00,9.00
2025-08-13T16:54:00Z,92.00,9.00
2025-08-13T16:59:00Z,92.00,9.00
2025-08-13T17:02:00Z,92.00,9.00
2025-08-13T17:03:00Z,92.00,9.00
2025-08-13T17:09:00Z,92.00,9.00
2025-08-13T17:25:00Z,92.00,9.00
2025-08-13T17:26:00Z,92.00,9.00
2025-08-13T17:29:00Z,92.00,9.00
2025-08-13T17:30:00Z,92.00,9.00
2025-08-13T17:37:00Z,92.96,9.00
2025-08-13T17:41:00Z,92.96,8.00
2025-08-13T17:46:00Z,93.00,8.00
2025-08-13T18:00:00Z,93.00,8.00
2025-08-13T18:02:00Z,93.00,8.98
2025-08-13T18:26:00Z,93.00,8.00
2025-08-13T18:34:00Z,93.00,8.00
2025-08-13T18:38:00Z,93.00,8.00
2025-08-13T18:48:00Z,93.00,8.00
2025-08-13T18:49:00Z,93.00,8.00
2025-08-13T18:51:00Z,93.00,8.00
2025-08-13T18:55:00Z,93.00,8.00
2025-08-13T18:57:00Z,93.00,8.00
2025-08-13T19:00:00Z,93.00,8.00
2025-08-13T19:46:00Z,93.00,8.95
2025-08-13T20:14:00Z,93.00,7.00
2025-08-13T20:29:00Z,93.00,8.95
2025-08-13T20:32:00Z,93.00,9.00
2025-08-13T20:35:00Z,93.00,9.00
2025-08-13T20:45:00Z,93.00,9.00
2025-08-13T20:46:00Z,93.00,9.00
2025-08-13T20:49:00Z,93.00,9.00
2025-08-13T20:58:00Z,93.00,9.00
2025-08-13T21:02:00Z,93.00,9.00
2025-08-13T21:22:00Z,93.00,7.00
2025-08-13T21:24:00Z,93.00,9.00
2025-08-13T21:29:00Z,93.00,9.00
2025-08-13T21:42:00Z,93.00,9.00
2025-08-13T21:45:00Z,93.00,9.00
2025-08-13T21:51:00Z,93.00,9.00
2025-08-13T21:55:00Z,93.00,9.00
2025-08-13T22:02:00Z,93.00,9.00
2025-08-13T22:07:00Z,93.00,9.00
2025-08-13T22:10:00Z,93.00,9.00
2025-08-13T22:11:00Z,93.00,9.00
2025-08-13T22:13:00Z,93.00,9.00
2025-08-13T22:14:00Z,93.00,9.00
2025-08-13T22:17:00Z,93.00,9.00
2025-08-13T22:19:00Z,93.00,9.00
2025-08-13T22:21:00Z,93.00,9.00
2025-08-13T22:26:00Z,93.00,9.00
2025-08-13T22:31:00Z,93.00,9.00
2025-08-13T22:32:00Z,93.00,9.00
2025-08-13T22:34:00Z,93.00,9.00
2025-08-13T22:35:00Z,93.00,9.00
2025-08-13T22:40:00Z,93.00,9.00
2025-08-13T22:41:00Z,93.00,9.00
2025-08-13T22:43:00Z,93.00,9.00
2025-08-13T22:44:00Z,93.00,9.00
2025-08-13T22:45:00Z,93.00,9.00
2025-08-13T22:51:00Z,93.00,9.00
2025-08-13T22:52:00Z,93.00,9.00
2025-08-13T22:55:00Z,93.00,9.00
2025-08-13T22:57:00Z,93.00,9.00
2025-08-13T22:58:00Z,93.00,9.00
2025-08-13T23:01:00Z,93.00,8.43
2025-08-13T23:03:00Z,93.00,8.43
2025-08-13T23:04:00Z,93.00,9.00
2025-08-13T23:05:00Z,93.00,9.00
2025-08-13T23:09:00Z,93.00,9.00
2025-08-13T23:15:00Z,93.00,7.00
2025-08-13T23:16:00Z,93.00,9.00
2025-08-13T23:19:00Z,93.00,9.00
2025-08-13T23:24:00Z,93.00,9.00
2025-08-13T23:34:00Z,93.00,9.00
2025-08-13T23:41:00Z,93.00,9.00
2025-08-13T23:46:00Z,93.00,9.00
2025-08-13T23:47:00Z,93.00,9.00
2025-08-13T23:49:00Z,93.90,9.00
2025-08-14T00:02:00Z,94.00,9.00
2025-08-14T00:06:00Z,94.00,8.00
2025-08-14T00:09:00Z,94.00,8.00
2025-08-14T00:14:00Z,93.00,8.00
2025-08-14T00:19:00Z,94.00,8.63
2025-08-14T00:21:00Z,93.00,8.63
2025-08-14T00:22:00Z,93.00,8.00
2025-08-14T00:25:00Z,93.00,9.00
2025-08-14T00:27:00Z,94.00,9.00
2025-08-14T00:30:00Z,94.00,9.00
2025-08-14T00:31:00Z,94.00,7.00
2025-08-14T00:32:00Z,94.00,7.00
2025-08-14T00:33:00Z,94.00,7.00
2025-08-14T00:34:00Z,94.00,7.00
2025-08-14T00:35:00Z,94.00,7.00
2025-08-14T00:36:00Z,94.00,6.00
2025-08-14T00:37:00Z,94.00,7.00
2025-08-14T00:38:00Z,94.00,6.92
2025-08-14T00:39:00Z,94.00,7.00
2025-08-14T00:40:00Z,94.24,6.67
2025-08-14T00:41:00Z,95.56,6.71
2025-08-14T00:42:00Z,96.00,6.71
2025-08-14T00:43:00Z,95.46,5.94
2025-08-14T00:44:00Z,96.59,5.82
2025-08-14T00:45:00Z,97.94,4.55
2025-08-14T00:46:00Z,97.94,4.00
2025-08-14T00:47:00Z,97.94,3.00
2025-08-14T00:48:00Z,97.50,4.23
2025-08-14T00:49:00Z,97.50,4.00
2025-08-14T00:50:00Z,96.67,3.00
2025-08-14T00:51:00Z,96.67,4.00
2025-08-14T00:52:00Z,98.60,4.00
2025-08-14T00:53:00Z,98.60,2.00
2025-08-14T00:54:00Z,98.60,3.00
2025-08-14T00:55:00Z,98.00,2.83
2025-08-14T00:56:00Z,98.00,3.53
2025-08-14T00:57:00Z,98.00,3.58
2025-08-14T00:58:00Z,98.00,3.21
2025-08-14T00:59:00Z,98.11,3.58
2025-08-14T01:00:00Z,98.11,3.00
2025-08-14T01:01:00Z,98.11,2.07
2025-08-14T01:02:00Z,97.00,2.00
2025-08-14T01:03:00Z,99.00,2.16
2025-08-14T01:04:00Z,99.00,2.28
2025-08-14T01:05:00Z,99.00,2.28
2025-08-14T01:06:00Z,97.00,2.00
2025-08-14T01:07:00Z,97.00,2.94
2025-08-14T01:08:00Z,97.00,3.00
2025-08-14T01:09:00Z,98.97,3.00
2025-08-14T01:10:00Z,99.00,1.99
2025-08-14T01:11:00Z,98.95,1.00
2025-08-14T01:12:00Z,98.95,1.06
2025-08-14T01:13:00Z,99.00,2.00
2025-08-14T01:14:00Z,99.00,2.00
2025-08-14T01:15:00Z,99.00,2.00
2025-08-14T01:17:00Z,99.00,1.98
2025-08-14T01:18:00Z,99.00,2.00
2025-08-14T01:19:00Z,99.00,2.00
2025-08-14T01:20:00Z,99.00,2.00
2025-08-14T01:21:00Z,99.00,2.00
2025-08-14T01:22:00Z,97.84,2.00
2025-08-14T01:23:00Z,97.00,2.12
2025-08-14T01:24:00Z,96.99,5.36
2025-08-14T01:25:00Z,93.00,9.10
2025-08-14T01:26:00Z,90.89,11.89
2025-08-14T01:27:00Z,91.66,12.00
2025-08-14T01:28:00Z,91.66,9.99
2025-08-14T01:29:00Z,95.98,7.74
2025-08-14T01:30:00Z,95.98,3.40
2025-08-14T01:31:00Z,95.98,4.00
2025-08-14T01:32:00Z,95.98,1.11
2025-08-14T01:33:00Z,95.98,3.78
2025-08-14T01:34:00Z,98.00,4.00
2025-08-14T01:35:00Z,98.00,3.57
2025-08-14T01:36:00Z,98.00,4.00
2025-08-14T01:37:00Z,97.00,4.55
2025-08-14T01:38:00Z,97.22,4.48
2025-08-14T01:39:00Z,97.22,1.00
2025-08-14T01:40:00Z,97.22,1.00
2025-08-14T01:41:00Z,97.22,1.00
2025-08-14T01:42:00Z,97.22,1.01
2025-08-14T01:43:00Z,97.22,2.38
2025-08-14T01:44:00Z,97.22,3.00
2025-08-14T01:45:00Z,98.00,3.00
2025-08-14T01:46:00Z,98.00,4.04
2025-08-14T01:47:00Z,97.00,4.77
2025-08-14T01:48:00Z,98.13,4.03
2025-08-14T01:49:00Z,99.00,1.33
2025-08-14T01:53:00Z,99.00,1.00
