# event_ticker=KXATPMATCH-25NOV08NORTIE
# final_score=6-3 3-6 7-6(6)
# score_resolution=3-6 6-3 6-7
# match_winner=Learner Tien
# fav_player=Cameron Norrie
# dog_player=Learner Tien
# kalshi_date=2025-11-08
timestamp,Cameron Norrie,Learner Tien
2025-11-08T04:22:00Z,,63.00
2025-11-08T04:25:00Z,40.00,63.00
2025-11-08T04:41:00Z,40.00,62.00
2025-11-08T04:43:00Z,40.00,63.00
2025-11-08T04:44:00Z,40.00,63.00
2025-11-08T04:46:00Z,40.00,63.00
2025-11-08T04:54:00Z,40.00,61.89
2025-11-08T05:11:00Z,40.00,62.00
2025-11-08T05:13:00Z,40.00,62.00
2025-11-08T05:17:00Z,40.00,62.00
2025-11-08T05:21:00Z,40.00,62.00
2025-11-08T05:23:00Z,40.00,62.00
2025-11-08T05:31:00Z,40.00,62.00
2025-11-08T05:32:00Z,40.00,62.00
2025-11-08T05:33:00Z,40.00,62.00
2025-11-08T05:35:00Z,40.00,62.00
2025-11-08T05:36:00Z,40.00,62.00
2025-11-08T05:37:00Z,40.00,62.00
2025-11-08T05:38:00Z,40.00,62.00
2025-11-08T05:39:00Z,40.00,62.00
2025-11-08T05:40:00Z,40.00,62.00
2025-11-08T05:41:00Z,40.00,62.00
2025-11-08T05:43:00Z,40.00,62.00
2025-11-08T05:44:00Z,40.00,62.00
2025-11-08T05:45:00Z,40.00,62.00
2025-11-08T05:46:00Z,40.00,63.00
2025-11-08T05:48:00Z,39.00,63.00
2025-11-08T05:49:00Z,40.00,63.00
2025-11-08T05:50:00Z,40.00,63.00
2025-11-08T05:51:00Z,40.00,63.00
2025-11-08T05:56:00Z,40.00,63.00
2025-11-08T06:03:00Z,40.00,63.00
2025-11-08T06:09:00Z,40.00,63.00
2025-11-08T06:10:00Z,40.00,63.00
2025-11-08T06:11:00Z,40.00,63.00
2025-11-08T06:15:00Z,40.00,63.00
2025-11-08T06:20:00Z,39.95,63.00
2025-11-08T06:26:00Z,39.00,63.00
2025-11-08T06:28:00Z,39.00,63.00
2025-11-08T06:30:00Z,39.00,62.00
2025-11-08T06:31:00Z,38.00,62.00
