# event_ticker=KXATPCHALLENGERMATCH-26MAY12JUSROD
# final_score=6-3 RET
# match_winner=Guido Ivan Justo
# fav_player=Lorenzo Joaquin Rodriguez
# dog_player=Guido Ivan Justo
# kalshi_date=2026-05-12
timestamp,Guido Ivan Justo,Lorenzo Joaquin Rodriguez
2026-05-12T02:31:00Z,,46.00
2026-05-12T03:01:00Z,56.00,46.00
2026-05-12T03:48:00Z,56.00,46.00
2026-05-12T04:37:00Z,56.00,46.00
2026-05-12T04:38:00Z,54.45,46.00
2026-05-12T06:05:00Z,54.45,46.00
2026-05-12T09:39:00Z,54.45,46.27
2026-05-12T11:08:00Z,54.45,46.00
2026-05-12T11:09:00Z,54.45,46.00
2026-05-12T11:26:00Z,54.45,46.00
2026-05-12T11:58:00Z,56.00,46.00
2026-05-12T12:03:00Z,56.00,46.00
2026-05-12T12:06:00Z,56.00,46.00
2026-05-12T12:48:00Z,54.47,46.00
2026-05-12T13:00:00Z,54.47,46.00
2026-05-12T13:03:00Z,56.98,46.00
2026-05-12T13:08:00Z,56.98,42.61
2026-05-12T13:15:00Z,61.58,40.89
2026-05-12T13:16:00Z,64.89,35.56
2026-05-12T13:18:00Z,68.15,35.56
2026-05-12T13:19:00Z,72.00,30.00
2026-05-12T13:20:00Z,67.00,33.05
2026-05-12T13:21:00Z,66.00,34.00
2026-05-12T13:22:00Z,63.90,37.31
2026-05-12T13:23:00Z,63.90,42.00
2026-05-12T13:24:00Z,59.79,40.00
2026-05-12T13:25:00Z,65.00,38.08
2026-05-12T13:26:00Z,73.96,38.08
2026-05-12T13:27:00Z,74.00,38.08
2026-05-12T13:28:00Z,76.00,38.08
2026-05-12T13:29:00Z,76.00,38.08
2026-05-12T13:30:00Z,77.04,38.08
2026-05-12T13:33:00Z,78.00,31.00
2026-05-12T13:34:00Z,78.00,31.00
2026-05-12T13:35:00Z,78.00,31.00
2026-05-12T13:36:00Z,76.25,24.00
2026-05-12T13:37:00Z,78.00,22.65
2026-05-12T13:38:00Z,74.79,25.20
2026-05-12T13:40:00Z,72.29,26.94
2026-05-12T13:41:00Z,68.03,32.15
2026-05-12T13:42:00Z,68.03,35.94
2026-05-12T13:43:00Z,68.03,38.00
2026-05-12T13:44:00Z,62.00,40.00
2026-05-12T13:45:00Z,63.46,37.00
2026-05-12T13:46:00Z,64.00,37.00
2026-05-12T13:47:00Z,60.00,41.00
2026-05-12T13:48:00Z,60.00,45.00
2026-05-12T13:49:00Z,63.16,36.39
2026-05-12T13:50:00Z,72.61,27.10
2026-05-12T13:51:00Z,69.00,31.63
2026-05-12T13:52:00Z,74.00,22.43
2026-05-12T13:53:00Z,79.62,20.00
2026-05-12T13:54:00Z,78.00,22.15
2026-05-12T13:55:00Z,80.33,22.15
2026-05-12T13:56:00Z,83.08,17.00
2026-05-12T13:57:00Z,85.00,17.65
2026-05-12T13:58:00Z,96.36,3.88
2026-05-12T13:59:00Z,98.50,1.18
2026-05-12T14:00:00Z,99.00,1.18
