# event_ticker=KXATPMATCH-25AUG11FRISON
# final_score=7-6(4) 7-5
# score_resolution=6-7 5-7
# match_winner=Taylor Fritz
# fav_player=Lorenzo Sonego
# dog_player=Taylor Fritz
# kalshi_date=2025-08-11
timestamp,Lorenzo Sonego,Taylor Fritz
2025-08-11T10:21:00Z,,87.00
2025-08-11T10:39:00Z,,87.00
2025-08-11T11:15:00Z,24.00,87.00
2025-08-11T11:20:00Z,24.00,87.00
2025-08-11T11:29:00Z,24.00,87.00
2025-08-11T12:05:00Z,18.00,85.00
2025-08-11T12:08:00Z,18.00,85.00
2025-08-11T12:10:00Z,18.00,85.00
2025-08-11T12:23:00Z,18.00,84.00
2025-08-11T12:36:00Z,18.00,84.00
2025-08-11T12:40:00Z,18.00,84.00
2025-08-11T12:42:00Z,18.00,84.00
2025-08-11T12:44:00Z,18.00,84.00
2025-08-11T12:46:00Z,18.00,84.00
2025-08-11T12:47:00Z,18.00,84.00
2025-08-11T12:48:00Z,18.00,84.00
2025-08-11T12:53:00Z,18.00,84.00
2025-08-11T13:01:00Z,18.00,84.00
2025-08-11T13:02:00Z,18.00,84.00
2025-08-11T13:06:00Z,18.00,84.00
2025-08-11T13:08:00Z,18.00,84.00
2025-08-11T13:13:00Z,18.00,84.00
2025-08-11T13:19:00Z,18.00,83.00
2025-08-11T13:22:00Z,18.00,83.00
2025-08-11T13:23:00Z,18.00,83.00
2025-08-11T13:25:00Z,18.00,82.00
2025-08-11T13:31:00Z,18.00,83.00
2025-08-11T13:51:00Z,18.00,83.00
2025-08-11T13:54:00Z,18.00,83.00
2025-08-11T13:59:00Z,18.00,83.00
2025-08-11T14:04:00Z,18.00,83.00
2025-08-11T14:10:00Z,18.00,83.00
2025-08-11T14:15:00Z,18.17,83.00
2025-08-11T14:31:00Z,18.17,83.00
2025-08-11T14:33:00Z,18.17,83.00
2025-08-11T14:41:00Z,19.00,83.00
2025-08-11T14:42:00Z,19.00,83.00
2025-08-11T14:44:00Z,19.00,83.00
2025-08-11T14:48:00Z,19.00,83.00
2025-08-11T14:50:00Z,19.00,83.27
2025-08-11T14:54:00Z,19.00,84.00
2025-08-11T14:55:00Z,19.00,84.00
2025-08-11T14:57:00Z,19.00,84.00
2025-08-11T15:07:00Z,19.00,84.00
2025-08-11T15:08:00Z,18.00,84.00
2025-08-11T15:12:00Z,18.00,84.00
2025-08-11T15:15:00Z,18.00,84.00
2025-08-11T15:18:00Z,18.00,84.00
2025-08-11T15:23:00Z,18.00,84.00
2025-08-11T15:24:00Z,18.00,84.00
2025-08-11T15:25:00Z,18.00,84.00
2025-08-11T15:33:00Z,18.00,84.00
2025-08-11T15:34:00Z,18.00,84.00
2025-08-11T15:35:00Z,18.00,84.00
2025-08-11T15:37:00Z,18.00,84.00
2025-08-11T15:40:00Z,18.00,83.00
2025-08-11T15:41:00Z,18.00,83.00
2025-08-11T15:44:00Z,18.00,83.00
2025-08-11T15:45:00Z,18.00,83.00
2025-08-11T15:53:00Z,18.00,83.00
2025-08-11T16:01:00Z,18.00,83.00
2025-08-11T16:09:00Z,18.00,82.00
2025-08-11T16:10:00Z,18.00,83.51
2025-08-11T16:12:00Z,18.00,84.00
2025-08-11T16:27:00Z,18.00,84.00
2025-08-11T16:28:00Z,18.00,83.00
2025-08-11T16:29:00Z,18.00,83.00
2025-08-11T16:31:00Z,18.00,83.00
2025-08-11T16:34:00Z,18.00,83.00
2025-08-11T16:36:00Z,18.00,83.00
2025-08-11T16:41:00Z,18.00,83.00
2025-08-11T16:45:00Z,18.00,83.00
2025-08-11T16:48:00Z,18.00,83.00
2025-08-11T16:52:00Z,18.00,83.00
2025-08-11T16:55:00Z,18.00,83.55
2025-08-11T16:56:00Z,18.00,83.55
2025-08-11T17:01:00Z,18.00,84.00
2025-08-11T17:09:00Z,18.00,84.00
2025-08-11T17:13:00Z,18.00,84.00
2025-08-11T17:14:00Z,17.00,84.00
2025-08-11T17:15:00Z,18.00,84.00
2025-08-11T17:16:00Z,18.00,84.00
2025-08-11T17:20:00Z,18.00,84.00
2025-08-11T17:26:00Z,18.00,84.00
