# event_ticker=KXATPMATCH-26FEB18CERTIR
# final_score=6-2 3-1 RET
# match_winner=Thiago Agustin Tirante
# fav_player=Francisco Cerundolo
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-02-18
timestamp,Francisco Cerundolo,Thiago Agustin Tirante
2026-02-18T10:38:00Z,,20.00
2026-02-18T11:31:00Z,81.00,20.00
2026-02-18T11:36:00Z,81.00,20.00
2026-02-18T11:38:00Z,80.00,20.00
2026-02-18T11:41:00Z,80.00,21.00
2026-02-18T11:53:00Z,80.00,21.00
2026-02-18T11:59:00Z,80.00,20.00
2026-02-18T12:20:00Z,80.00,20.00
2026-02-18T12:22:00Z,81.00,20.00
2026-02-18T12:44:00Z,80.00,20.00
2026-02-18T13:07:00Z,81.00,20.00
2026-02-18T13:11:00Z,81.00,20.00
2026-02-18T13:15:00Z,81.00,20.00
2026-02-18T13:22:00Z,81.00,20.00
2026-02-18T13:26:00Z,81.00,20.00
2026-02-18T13:51:00Z,81.00,20.00
2026-02-18T14:08:00Z,81.00,20.00
2026-02-18T14:13:00Z,81.00,20.00
2026-02-18T14:18:00Z,81.00,20.00
2026-02-18T14:21:00Z,81.00,20.00
2026-02-18T14:22:00Z,81.00,20.00
2026-02-18T14:23:00Z,81.00,20.00
2026-02-18T14:24:00Z,81.00,20.00
2026-02-18T14:26:00Z,81.00,20.00
2026-02-18T14:37:00Z,81.00,20.00
2026-02-18T14:38:00Z,81.00,20.00
2026-02-18T14:42:00Z,81.00,20.00
2026-02-18T14:52:00Z,81.00,18.00
2026-02-18T14:53:00Z,82.00,18.00
2026-02-18T14:54:00Z,82.00,18.00
2026-02-18T14:58:00Z,81.74,18.00
2026-02-18T15:10:00Z,82.00,18.00
2026-02-18T15:16:00Z,82.00,18.00
2026-02-18T15:19:00Z,82.00,18.00
2026-02-18T15:27:00Z,82.00,18.00
2026-02-18T15:29:00Z,81.00,18.00
2026-02-18T15:31:00Z,81.00,18.00
2026-02-18T15:35:00Z,81.00,18.00
2026-02-18T15:37:00Z,81.00,18.00
2026-02-18T15:44:00Z,81.00,18.00
2026-02-18T15:48:00Z,81.00,18.00
2026-02-18T15:52:00Z,81.00,18.00
2026-02-18T15:53:00Z,81.00,18.00
2026-02-18T16:01:00Z,81.00,18.00
2026-02-18T16:14:00Z,81.00,18.00
2026-02-18T16:17:00Z,81.00,18.00
2026-02-18T16:25:00Z,81.00,20.00
2026-02-18T16:26:00Z,81.00,20.00
2026-02-18T16:28:00Z,81.00,20.00
2026-02-18T16:30:00Z,81.00,20.00
2026-02-18T16:37:00Z,81.00,20.00
2026-02-18T16:39:00Z,81.00,20.00
2026-02-18T16:51:00Z,81.00,20.00
2026-02-18T16:56:00Z,81.00,20.00
2026-02-18T17:01:00Z,81.00,20.00
2026-02-18T17:07:00Z,81.00,20.00
2026-02-18T17:13:00Z,81.00,20.00
2026-02-18T17:17:00Z,81.00,20.00
2026-02-18T17:19:00Z,81.00,20.00
2026-02-18T17:26:00Z,81.00,20.00
2026-02-18T17:28:00Z,81.00,20.00
2026-02-18T17:29:00Z,81.00,20.00
2026-02-18T17:32:00Z,81.00,20.00
2026-02-18T17:33:00Z,81.00,20.00
2026-02-18T17:38:00Z,81.00,20.00
2026-02-18T17:41:00Z,80.00,20.00
2026-02-18T17:42:00Z,80.00,20.00
2026-02-18T17:44:00Z,81.00,20.00
2026-02-18T17:59:00Z,81.00,19.00
2026-02-18T18:01:00Z,81.00,20.00
2026-02-18T18:06:00Z,81.00,20.00
2026-02-18T18:20:00Z,81.00,20.00
2026-02-18T18:22:00Z,81.00,20.00
2026-02-18T18:25:00Z,81.00,20.00
2026-02-18T18:26:00Z,81.00,20.00
2026-02-18T18:29:00Z,81.00,20.00
2026-02-18T18:43:00Z,81.00,20.00
2026-02-18T18:50:00Z,81.00,20.00
2026-02-18T18:55:00Z,81.00,20.00
2026-02-18T18:56:00Z,81.00,18.00
2026-02-18T18:57:00Z,81.00,18.00
2026-02-18T19:04:00Z,81.00,18.00
2026-02-18T19:05:00Z,81.00,20.00
2026-02-18T19:06:00Z,81.00,20.00
2026-02-18T19:08:00Z,81.00,20.00
2026-02-18T19:09:00Z,81.00,20.00
2026-02-18T19:12:00Z,81.00,20.00
2026-02-18T19:20:00Z,81.00,20.00
2026-02-18T19:31:00Z,81.16,20.00
2026-02-18T19:32:00Z,82.00,20.00
2026-02-18T19:34:00Z,82.00,20.00
2026-02-18T19:40:00Z,82.00,20.00
2026-02-18T19:44:00Z,82.00,20.00
2026-02-18T19:48:00Z,82.00,20.00
2026-02-18T19:53:00Z,82.00,20.00
2026-02-18T19:58:00Z,82.00,20.00
2026-02-18T20:03:00Z,82.00,20.00
2026-02-18T20:04:00Z,82.00,20.00
2026-02-18T20:05:00Z,82.00,20.00
2026-02-18T20:09:00Z,82.00,20.00
2026-02-18T20:13:00Z,82.00,20.00
2026-02-18T20:14:00Z,82.00,20.00
2026-02-18T20:15:00Z,82.00,20.00
2026-02-18T20:16:00Z,82.00,20.00
2026-02-18T20:19:00Z,82.00,20.00
2026-02-18T20:20:00Z,82.00,20.00
2026-02-18T20:22:00Z,82.00,20.00
2026-02-18T20:24:00Z,82.00,20.00
2026-02-18T20:29:00Z,82.00,20.00
2026-02-18T20:32:00Z,82.00,20.00
2026-02-18T20:33:00Z,82.00,20.00
2026-02-18T20:35:00Z,82.00,20.00
2026-02-18T20:41:00Z,82.00,20.00
2026-02-18T20:47:00Z,82.00,20.00
2026-02-18T20:49:00Z,82.00,20.00
2026-02-18T20:51:00Z,82.00,20.00
2026-02-18T20:54:00Z,82.00,20.00
2026-02-18T20:55:00Z,81.00,20.00
2026-02-18T20:56:00Z,82.00,20.00
2026-02-18T20:59:00Z,82.00,20.00
2026-02-18T21:00:00Z,82.00,20.00
2026-02-18T21:01:00Z,81.06,20.00
2026-02-18T21:02:00Z,81.06,20.00
2026-02-18T21:03:00Z,81.06,20.00
2026-02-18T21:07:00Z,82.00,20.00
2026-02-18T21:08:00Z,82.00,19.00
2026-02-18T21:09:00Z,82.00,20.00
2026-02-18T21:10:00Z,82.00,20.00
2026-02-18T21:12:00Z,82.00,19.00
2026-02-18T21:14:00Z,82.00,20.00
2026-02-18T21:15:00Z,82.00,20.00
2026-02-18T21:17:00Z,81.00,20.00
2026-02-18T21:23:00Z,82.00,20.00
2026-02-18T21:26:00Z,82.00,20.00
2026-02-18T21:27:00Z,82.00,20.00
2026-02-18T21:29:00Z,82.00,20.00
2026-02-18T21:30:00Z,81.62,20.00
2026-02-18T21:32:00Z,82.00,20.00
2026-02-18T21:33:00Z,82.00,20.00
2026-02-18T21:34:00Z,82.00,20.00
2026-02-18T21:39:00Z,82.00,20.00
2026-02-18T21:42:00Z,82.00,19.00
2026-02-18T21:43:00Z,82.00,19.00
2026-02-18T21:44:00Z,82.00,19.00
2026-02-18T21:45:00Z,82.00,19.00
2026-02-18T21:46:00Z,82.00,18.00
2026-02-18T21:47:00Z,81.72,18.00
2026-02-18T21:48:00Z,82.00,18.00
2026-02-18T21:49:00Z,82.00,18.00
2026-02-18T21:50:00Z,82.00,18.00
2026-02-18T21:51:00Z,82.00,17.88
2026-02-18T21:52:00Z,82.00,17.00
2026-02-18T21:53:00Z,82.00,17.00
2026-02-18T21:54:00Z,82.00,17.00
2026-02-18T21:55:00Z,82.00,17.00
2026-02-18T21:56:00Z,82.00,17.00
2026-02-18T21:57:00Z,83.00,17.00
2026-02-18T21:58:00Z,83.00,17.00
2026-02-18T21:59:00Z,83.00,17.00
2026-02-18T22:00:00Z,83.00,17.00
2026-02-18T22:01:00Z,83.00,18.00
2026-02-18T22:02:00Z,83.00,18.00
2026-02-18T22:03:00Z,83.00,18.00
2026-02-18T22:05:00Z,83.00,18.00
2026-02-18T22:07:00Z,83.00,18.00
2026-02-18T22:08:00Z,83.00,18.00
2026-02-18T22:09:00Z,83.00,18.00
2026-02-18T22:10:00Z,83.00,18.00
2026-02-18T22:11:00Z,83.00,18.00
2026-02-18T22:12:00Z,82.00,19.33
2026-02-18T22:13:00Z,83.00,18.62
2026-02-18T22:14:00Z,80.56,20.23
2026-02-18T22:15:00Z,71.71,27.26
2026-02-18T22:16:00Z,72.02,29.02
2026-02-18T22:17:00Z,72.71,27.40
2026-02-18T22:18:00Z,70.90,30.11
2026-02-18T22:19:00Z,67.63,31.87
2026-02-18T22:20:00Z,70.40,31.50
2026-02-18T22:21:00Z,67.73,34.74
2026-02-18T22:22:00Z,63.53,38.51
2026-02-18T22:23:00Z,71.81,32.31
2026-02-18T22:24:00Z,69.86,31.92
2026-02-18T22:25:00Z,68.91,31.75
2026-02-18T22:26:00Z,64.94,35.80
2026-02-18T22:27:00Z,65.13,36.37
2026-02-18T22:28:00Z,66.82,34.04
2026-02-18T22:29:00Z,62.52,38.14
2026-02-18T22:30:00Z,63.29,38.99
2026-02-18T22:31:00Z,61.87,40.44
2026-02-18T22:32:00Z,60.80,40.93
2026-02-18T22:33:00Z,60.33,42.69
2026-02-18T22:34:00Z,61.34,41.83
2026-02-18T22:35:00Z,61.82,39.48
2026-02-18T22:36:00Z,61.07,40.59
2026-02-18T22:37:00Z,57.16,43.75
2026-02-18T22:38:00Z,58.76,43.02
2026-02-18T22:39:00Z,62.30,38.35
2026-02-18T22:40:00Z,61.55,39.15
2026-02-18T22:41:00Z,60.42,41.53
2026-02-18T22:42:00Z,56.42,44.54
2026-02-18T22:43:00Z,56.69,44.49
2026-02-18T22:44:00Z,55.39,46.04
2026-02-18T22:45:00Z,54.18,47.96
2026-02-18T22:46:00Z,53.98,48.17
2026-02-18T22:47:00Z,51.86,50.78
2026-02-18T22:48:00Z,53.07,49.36
2026-02-18T22:49:00Z,46.92,56.41
2026-02-18T22:50:00Z,42.17,58.01
2026-02-18T22:51:00Z,42.64,58.06
2026-02-18T22:52:00Z,45.28,56.98
2026-02-18T22:53:00Z,47.12,55.41
2026-02-18T22:54:00Z,44.44,56.12
2026-02-18T22:55:00Z,44.31,58.43
2026-02-18T22:56:00Z,53.80,56.58
2026-02-18T22:57:00Z,49.45,52.24
2026-02-18T22:58:00Z,45.37,56.22
2026-02-18T22:59:00Z,43.20,58.53
2026-02-18T23:00:00Z,45.09,56.76
2026-02-18T23:01:00Z,46.68,55.46
2026-02-18T23:02:00Z,46.50,54.96
2026-02-18T23:03:00Z,46.58,55.40
2026-02-18T23:04:00Z,46.16,55.54
2026-02-18T23:05:00Z,45.80,55.55
2026-02-18T23:06:00Z,46.84,53.68
2026-02-18T23:07:00Z,38.10,61.44
2026-02-18T23:08:00Z,26.71,74.41
2026-02-18T23:09:00Z,25.54,79.53
2026-02-18T23:10:00Z,26.29,76.80
2026-02-18T23:11:00Z,25.36,73.98
2026-02-18T23:12:00Z,18.82,81.24
2026-02-18T23:13:00Z,19.98,80.37
2026-02-18T23:14:00Z,19.38,82.01
2026-02-18T23:15:00Z,17.25,81.22
2026-02-18T23:16:00Z,17.12,84.26
2026-02-18T23:17:00Z,12.19,88.95
2026-02-18T23:18:00Z,13.44,88.25
2026-02-18T23:19:00Z,13.27,86.91
2026-02-18T23:20:00Z,17.47,83.19
2026-02-18T23:21:00Z,18.21,82.20
2026-02-18T23:22:00Z,18.95,80.82
2026-02-18T23:23:00Z,16.36,82.06
2026-02-18T23:24:00Z,3.82,96.65
2026-02-18T23:25:00Z,1.00,99.00
2026-02-18T23:26:00Z,1.00,99.00
