# event_ticker=KXATPMATCH-26FEB11OCONOR
# final_score=7-6(9) 6-4
# score_resolution=6-7 4-6
# match_winner=Christopher O'Connell
# fav_player=Cameron Norrie
# dog_player=Christopher O'Connell
# kalshi_date=2026-02-11
timestamp,Cameron Norrie,Christopher O'Connell
2026-02-11T06:32:00Z,76.00,24.00
2026-02-11T06:36:00Z,77.00,23.00
2026-02-11T06:39:00Z,77.00,23.00
2026-02-11T06:42:00Z,77.50,23.00
2026-02-11T06:45:00Z,78.00,23.00
2026-02-11T06:46:00Z,78.00,23.00
2026-02-11T06:47:00Z,78.00,23.00
2026-02-11T06:48:00Z,78.00,23.00
2026-02-11T06:52:00Z,78.00,23.00
2026-02-11T06:54:00Z,78.00,23.00
2026-02-11T06:56:00Z,78.00,23.00
2026-02-11T06:58:00Z,78.00,23.00
2026-02-11T06:59:00Z,78.00,23.00
2026-02-11T07:01:00Z,78.00,23.00
2026-02-11T07:05:00Z,78.00,23.00
2026-02-11T07:16:00Z,78.00,23.00
2026-02-11T07:19:00Z,78.00,23.00
2026-02-11T07:39:00Z,78.00,23.00
2026-02-11T07:42:00Z,77.00,23.00
2026-02-11T07:49:00Z,76.00,23.00
2026-02-11T07:52:00Z,76.00,24.00
2026-02-11T07:56:00Z,77.00,24.00
2026-02-11T08:09:00Z,77.00,24.00
2026-02-11T08:10:00Z,77.00,24.00
2026-02-11T08:17:00Z,77.00,24.00
2026-02-11T08:18:00Z,77.00,24.00
2026-02-11T08:20:00Z,77.00,24.00
2026-02-11T08:21:00Z,77.00,24.00
2026-02-11T08:23:00Z,77.00,24.00
2026-02-11T08:27:00Z,77.00,24.00
2026-02-11T08:36:00Z,77.00,24.00
2026-02-11T08:42:00Z,77.00,24.00
2026-02-11T08:47:00Z,77.00,24.00
2026-02-11T08:50:00Z,77.00,24.00
2026-02-11T08:53:00Z,77.00,24.00
2026-02-11T08:54:00Z,77.00,24.00
2026-02-11T08:59:00Z,77.80,24.00
2026-02-11T09:02:00Z,77.00,24.00
2026-02-11T09:05:00Z,77.00,24.00
2026-02-11T09:06:00Z,77.00,24.00
2026-02-11T09:14:00Z,77.00,24.00
2026-02-11T09:19:00Z,77.00,24.00
2026-02-11T09:20:00Z,77.00,24.00
2026-02-11T09:25:00Z,77.00,24.00
2026-02-11T09:32:00Z,77.00,23.00
2026-02-11T09:33:00Z,77.00,23.00
2026-02-11T09:40:00Z,77.72,23.00
2026-02-11T09:43:00Z,78.00,23.00
2026-02-11T09:44:00Z,78.00,23.00
2026-02-11T09:53:00Z,78.00,24.00
2026-02-11T09:55:00Z,78.00,24.00
2026-02-11T10:02:00Z,78.00,24.00
2026-02-11T10:09:00Z,78.00,24.00
2026-02-11T10:11:00Z,78.00,24.00
2026-02-11T10:16:00Z,78.00,24.00
2026-02-11T10:23:00Z,78.00,23.00
2026-02-11T10:24:00Z,78.00,24.00
2026-02-11T10:25:00Z,78.00,24.00
2026-02-11T10:26:00Z,78.00,24.00
2026-02-11T10:32:00Z,78.00,24.00
2026-02-11T10:37:00Z,78.00,24.00
2026-02-11T10:38:00Z,78.00,24.00
2026-02-11T10:42:00Z,76.00,24.00
2026-02-11T10:43:00Z,76.00,24.00
2026-02-11T10:52:00Z,78.00,24.00
2026-02-11T10:53:00Z,78.00,24.00
2026-02-11T11:00:00Z,78.00,24.00
2026-02-11T11:02:00Z,78.00,24.00
2026-02-11T11:10:00Z,78.00,24.00
2026-02-11T11:30:00Z,78.00,24.00
2026-02-11T11:32:00Z,78.00,24.00
2026-02-11T11:34:00Z,78.00,24.00
2026-02-11T11:36:00Z,77.01,24.00
2026-02-11T11:39:00Z,77.01,23.00
2026-02-11T11:42:00Z,77.00,23.00
2026-02-11T11:44:00Z,77.00,23.00
2026-02-11T11:46:00Z,77.00,23.00
2026-02-11T11:53:00Z,77.00,23.00
2026-02-11T11:58:00Z,77.00,23.00
2026-02-11T12:00:00Z,77.00,23.00
2026-02-11T12:03:00Z,77.00,23.00
2026-02-11T12:07:00Z,77.00,23.00
2026-02-11T12:10:00Z,77.00,23.00
2026-02-11T12:14:00Z,77.00,23.00
2026-02-11T12:16:00Z,77.00,23.00
2026-02-11T12:27:00Z,77.00,23.00
2026-02-11T12:30:00Z,77.00,24.00
2026-02-11T12:33:00Z,77.00,24.00
2026-02-11T12:36:00Z,77.00,24.00
2026-02-11T12:39:00Z,77.00,24.00
2026-02-11T12:43:00Z,77.00,24.00
2026-02-11T12:44:00Z,77.00,24.00
2026-02-11T12:48:00Z,77.00,24.00
2026-02-11T12:49:00Z,77.00,24.00
2026-02-11T12:53:00Z,77.00,24.00
2026-02-11T12:54:00Z,77.00,24.00
2026-02-11T12:55:00Z,77.00,24.00
2026-02-11T12:56:00Z,77.00,24.00
2026-02-11T12:59:00Z,77.00,24.00
2026-02-11T13:03:00Z,77.00,24.00
2026-02-11T13:04:00Z,76.32,24.00
2026-02-11T13:05:00Z,77.00,24.00
2026-02-11T13:09:00Z,77.00,24.00
2026-02-11T13:13:00Z,77.00,24.00
2026-02-11T13:14:00Z,77.00,24.00
2026-02-11T13:15:00Z,77.00,24.00
2026-02-11T13:16:00Z,77.00,24.00
2026-02-11T13:19:00Z,77.00,24.00
2026-02-11T13:21:00Z,77.00,24.00
2026-02-11T13:23:00Z,77.00,24.00
2026-02-11T13:24:00Z,77.00,24.00
2026-02-11T13:26:00Z,77.00,24.00
2026-02-11T13:27:00Z,77.00,24.00
2026-02-11T13:35:00Z,77.00,24.00
2026-02-11T13:36:00Z,77.00,24.00
2026-02-11T13:37:00Z,77.00,24.00
2026-02-11T13:40:00Z,77.00,24.00
2026-02-11T13:41:00Z,77.00,24.00
2026-02-11T13:42:00Z,77.00,24.00
2026-02-11T13:43:00Z,77.00,24.00
2026-02-11T13:44:00Z,77.00,24.00
2026-02-11T13:48:00Z,77.00,24.00
2026-02-11T13:50:00Z,77.00,24.00
2026-02-11T13:51:00Z,77.00,24.00
2026-02-11T13:52:00Z,77.98,24.00
2026-02-11T13:54:00Z,78.00,24.00
2026-02-11T13:55:00Z,78.00,24.00
2026-02-11T13:57:00Z,78.00,24.00
2026-02-11T13:59:00Z,78.00,24.00
2026-02-11T14:00:00Z,78.00,24.00
2026-02-11T14:01:00Z,78.00,24.00
2026-02-11T14:03:00Z,78.00,24.00
2026-02-11T14:04:00Z,78.00,24.00
2026-02-11T14:06:00Z,78.00,24.00
2026-02-11T14:09:00Z,76.01,24.00
2026-02-11T14:10:00Z,76.21,24.00
2026-02-11T14:14:00Z,78.00,24.00
2026-02-11T14:17:00Z,78.00,24.00
2026-02-11T14:18:00Z,78.00,24.00
2026-02-11T14:19:00Z,78.00,24.00
2026-02-11T14:20:00Z,78.00,24.00
2026-02-11T14:21:00Z,78.00,24.00
2026-02-11T14:25:00Z,76.00,24.00
2026-02-11T14:26:00Z,77.67,24.00
2026-02-11T14:27:00Z,78.00,24.00
2026-02-11T14:28:00Z,78.00,24.00
2026-02-11T14:33:00Z,78.00,24.00
2026-02-11T14:35:00Z,78.00,24.00
2026-02-11T14:39:00Z,76.46,24.00
2026-02-11T14:41:00Z,76.00,24.00
2026-02-11T14:42:00Z,76.00,26.00
2026-02-11T14:43:00Z,75.00,26.00
2026-02-11T14:44:00Z,76.00,26.00
2026-02-11T14:46:00Z,76.00,26.00
2026-02-11T14:47:00Z,76.00,26.00
2026-02-11T14:48:00Z,76.00,26.00
2026-02-11T14:49:00Z,76.00,24.00
2026-02-11T14:50:00Z,76.19,26.00
2026-02-11T14:51:00Z,76.19,25.00
2026-02-11T14:52:00Z,76.00,25.00
2026-02-11T14:53:00Z,76.00,25.00
2026-02-11T14:54:00Z,76.00,25.00
2026-02-11T14:55:00Z,76.00,24.00
2026-02-11T14:56:00Z,76.00,24.58
2026-02-11T14:57:00Z,76.00,24.58
2026-02-11T14:58:00Z,76.00,25.00
2026-02-11T14:59:00Z,76.00,25.00
2026-02-11T15:00:00Z,77.00,26.00
2026-02-11T15:01:00Z,77.00,26.00
2026-02-11T15:02:00Z,77.00,25.97
2026-02-11T15:03:00Z,77.00,25.85
2026-02-11T15:04:00Z,77.00,25.00
2026-02-11T15:05:00Z,77.82,25.00
2026-02-11T15:06:00Z,76.03,25.48
2026-02-11T15:07:00Z,78.37,21.72
2026-02-11T15:08:00Z,78.97,20.90
2026-02-11T15:09:00Z,76.25,23.04
2026-02-11T15:10:00Z,76.24,26.88
2026-02-11T15:11:00Z,75.62,27.00
2026-02-11T15:12:00Z,76.22,24.23
2026-02-11T15:13:00Z,77.00,24.96
2026-02-11T15:14:00Z,81.92,23.34
2026-02-11T15:15:00Z,83.10,17.71
2026-02-11T15:16:00Z,84.53,15.77
2026-02-11T15:17:00Z,87.00,14.00
2026-02-11T15:18:00Z,85.08,16.61
2026-02-11T15:19:00Z,86.80,14.53
2026-02-11T15:20:00Z,81.28,19.24
2026-02-11T15:21:00Z,84.74,16.90
2026-02-11T15:22:00Z,87.00,14.61
2026-02-11T15:23:00Z,86.94,14.89
2026-02-11T15:24:00Z,87.17,14.18
2026-02-11T15:25:00Z,87.04,13.37
2026-02-11T15:26:00Z,88.14,13.34
2026-02-11T15:27:00Z,86.66,14.24
2026-02-11T15:28:00Z,86.00,14.95
2026-02-11T15:29:00Z,87.68,14.00
2026-02-11T15:30:00Z,83.18,16.61
2026-02-11T15:31:00Z,84.60,17.17
2026-02-11T15:32:00Z,75.01,24.48
2026-02-11T15:33:00Z,72.67,29.06
2026-02-11T15:34:00Z,68.74,31.46
2026-02-11T15:35:00Z,69.16,32.98
2026-02-11T15:36:00Z,68.31,33.93
2026-02-11T15:37:00Z,66.60,33.80
2026-02-11T15:38:00Z,66.78,34.30
2026-02-11T15:39:00Z,72.35,29.43
2026-02-11T15:40:00Z,70.55,30.93
2026-02-11T15:41:00Z,71.79,30.33
2026-02-11T15:42:00Z,66.18,33.34
2026-02-11T15:43:00Z,71.92,28.24
2026-02-11T15:44:00Z,70.94,30.31
2026-02-11T15:45:00Z,68.00,32.41
2026-02-11T15:46:00Z,68.15,32.20
2026-02-11T15:47:00Z,63.31,35.71
2026-02-11T15:48:00Z,66.91,33.45
2026-02-11T15:49:00Z,59.39,39.31
2026-02-11T15:50:00Z,60.54,38.12
2026-02-11T15:51:00Z,70.64,31.91
2026-02-11T15:52:00Z,77.02,27.15
2026-02-11T15:53:00Z,72.10,28.64
2026-02-11T15:54:00Z,68.92,31.63
2026-02-11T15:55:00Z,66.49,34.70
2026-02-11T15:56:00Z,66.01,35.00
2026-02-11T15:57:00Z,64.57,36.54
2026-02-11T15:58:00Z,65.22,38.22
2026-02-11T15:59:00Z,68.90,31.12
2026-02-11T16:00:00Z,70.08,33.30
2026-02-11T16:01:00Z,71.90,26.15
2026-02-11T16:02:00Z,75.97,26.11
2026-02-11T16:03:00Z,61.54,37.80
2026-02-11T16:04:00Z,61.94,37.63
2026-02-11T16:05:00Z,74.78,28.75
2026-02-11T16:06:00Z,55.33,42.01
2026-02-11T16:07:00Z,65.39,38.23
2026-02-11T16:08:00Z,63.50,39.79
2026-02-11T16:09:00Z,70.53,30.70
2026-02-11T16:10:00Z,63.88,33.44
2026-02-11T16:11:00Z,64.11,34.62
2026-02-11T16:12:00Z,53.16,47.51
2026-02-11T16:13:00Z,44.50,54.93
2026-02-11T16:14:00Z,44.02,55.63
2026-02-11T16:15:00Z,40.19,60.14
2026-02-11T16:16:00Z,42.90,58.62
2026-02-11T16:17:00Z,46.17,55.29
2026-02-11T16:18:00Z,44.76,59.43
2026-02-11T16:19:00Z,23.53,75.74
2026-02-11T16:20:00Z,23.34,78.91
2026-02-11T16:21:00Z,19.50,80.86
2026-02-11T16:22:00Z,18.85,80.27
2026-02-11T16:23:00Z,19.89,81.53
2026-02-11T16:24:00Z,19.64,81.20
2026-02-11T16:25:00Z,22.41,79.63
2026-02-11T16:26:00Z,22.00,78.54
2026-02-11T16:27:00Z,22.60,78.27
2026-02-11T16:28:00Z,21.62,80.12
2026-02-11T16:29:00Z,18.20,84.71
2026-02-11T16:30:00Z,15.90,85.00
2026-02-11T16:31:00Z,13.65,88.07
2026-02-11T16:32:00Z,17.05,86.17
2026-02-11T16:33:00Z,17.99,82.82
2026-02-11T16:34:00Z,18.57,84.12
2026-02-11T16:35:00Z,34.17,77.26
2026-02-11T16:36:00Z,20.06,79.61
2026-02-11T16:37:00Z,20.49,82.13
2026-02-11T16:38:00Z,24.98,76.37
2026-02-11T16:39:00Z,20.35,82.02
2026-02-11T16:40:00Z,14.48,85.26
2026-02-11T16:41:00Z,20.76,81.57
2026-02-11T16:42:00Z,13.83,86.27
2026-02-11T16:43:00Z,14.52,85.46
2026-02-11T16:44:00Z,14.79,86.57
2026-02-11T16:45:00Z,12.56,86.60
2026-02-11T16:46:00Z,13.66,87.52
2026-02-11T16:47:00Z,15.56,87.21
2026-02-11T16:48:00Z,14.42,88.10
2026-02-11T16:49:00Z,13.75,87.53
2026-02-11T16:50:00Z,14.44,87.90
2026-02-11T16:51:00Z,9.33,89.84
2026-02-11T16:52:00Z,8.20,93.00
2026-02-11T16:53:00Z,8.63,91.97
2026-02-11T16:54:00Z,8.74,91.68
2026-02-11T16:55:00Z,14.27,85.30
2026-02-11T16:56:00Z,10.17,89.74
2026-02-11T16:57:00Z,4.68,96.33
2026-02-11T16:58:00Z,3.69,97.74
2026-02-11T16:59:00Z,7.57,92.48
2026-02-11T17:00:00Z,7.83,91.92
2026-02-11T17:01:00Z,5.91,93.74
2026-02-11T17:02:00Z,10.20,91.43
2026-02-11T17:03:00Z,9.48,90.49
2026-02-11T17:04:00Z,2.57,98.16
2026-02-11T17:05:00Z,1.00,99.00
2026-02-11T17:06:00Z,1.00,99.00
2026-02-11T17:07:00Z,1.00,99.00
2026-02-11T17:08:00Z,1.00,99.00
2026-02-11T17:09:00Z,1.00,99.00
2026-02-11T17:10:00Z,1.00,99.00
2026-02-11T17:11:00Z,1.00,99.00
2026-02-11T17:12:00Z,1.00,99.00
