# event_ticker=KXATPMATCH-25JUL20BONMAR
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Fabian Marozsan
# fav_player=Benjamin Bonzi
# dog_player=Fabian Marozsan
# kalshi_date=2025-07-20
timestamp,Benjamin Bonzi,Fabian Marozsan
2025-07-21T03:27:00Z,40.00,
2025-07-21T03:29:00Z,40.00,59.95
2025-07-21T03:34:00Z,40.00,60.00
2025-07-21T03:44:00Z,40.00,60.00
2025-07-21T03:53:00Z,40.00,60.00
2025-07-21T04:03:00Z,40.00,60.00
2025-07-21T04:08:00Z,40.00,61.00
2025-07-21T04:13:00Z,40.00,61.00
2025-07-21T04:14:00Z,40.00,61.00
2025-07-21T04:29:00Z,40.00,61.00
2025-07-21T04:42:00Z,40.00,62.00
2025-07-21T04:43:00Z,40.00,62.00
2025-07-21T04:50:00Z,40.00,62.00
2025-07-21T04:55:00Z,40.00,61.25
2025-07-21T04:58:00Z,40.00,61.25
2025-07-21T05:13:00Z,40.02,61.25
2025-07-21T05:27:00Z,41.00,61.25
2025-07-21T05:29:00Z,39.00,61.25
2025-07-21T06:02:00Z,39.00,61.00
2025-07-21T06:59:00Z,41.00,61.00
2025-07-21T12:19:00Z,41.00,60.00
2025-07-21T12:37:00Z,41.00,60.00
2025-07-21T12:38:00Z,41.00,60.00
2025-07-21T13:29:00Z,41.00,61.00
2025-07-21T13:36:00Z,40.00,61.00
2025-07-21T13:38:00Z,40.00,59.00
2025-07-21T13:55:00Z,41.33,59.00
2025-07-21T14:00:00Z,41.33,58.00
2025-07-21T14:16:00Z,41.33,59.98
2025-07-21T14:21:00Z,40.00,59.98
2025-07-21T14:28:00Z,42.00,59.98
2025-07-21T14:31:00Z,42.00,60.00
2025-07-21T14:32:00Z,42.00,60.00
2025-07-21T14:59:00Z,41.00,60.00
2025-07-21T15:00:00Z,41.00,60.00
2025-07-21T15:06:00Z,41.00,61.00
2025-07-21T15:07:00Z,42.00,61.00
2025-07-21T15:08:00Z,42.00,61.00
2025-07-21T15:09:00Z,42.00,61.00
2025-07-21T15:10:00Z,42.00,60.44
2025-07-21T15:11:00Z,43.00,58.00
2025-07-21T15:12:00Z,46.00,57.00
2025-07-21T15:14:00Z,44.00,57.00
2025-07-21T15:16:00Z,50.00,57.00
2025-07-21T15:17:00Z,47.39,57.00
2025-07-21T15:18:00Z,51.38,57.00
2025-07-21T15:19:00Z,45.50,55.00
2025-07-21T15:20:00Z,44.00,55.00
2025-07-21T15:22:00Z,44.00,53.00
2025-07-21T15:23:00Z,48.00,53.00
2025-07-21T15:24:00Z,45.03,55.00
2025-07-21T15:26:00Z,54.00,45.55
2025-07-21T15:27:00Z,54.33,45.55
2025-07-21T15:28:00Z,67.04,33.00
2025-07-21T15:29:00Z,67.04,34.95
2025-07-21T15:30:00Z,67.43,34.95
2025-07-21T15:31:00Z,67.43,32.00
2025-07-21T15:32:00Z,67.43,34.00
2025-07-21T15:33:00Z,67.43,37.00
2025-07-21T15:34:00Z,62.61,38.00
2025-07-21T15:35:00Z,60.00,42.91
2025-07-21T15:36:00Z,49.42,49.00
2025-07-21T15:38:00Z,49.42,50.05
2025-07-21T15:40:00Z,43.00,57.00
2025-07-21T15:41:00Z,47.00,57.00
2025-07-21T15:44:00Z,45.00,57.00
2025-07-21T15:45:00Z,45.00,58.00
2025-07-21T15:47:00Z,38.93,72.13
2025-07-21T15:48:00Z,32.00,69.39
2025-07-21T15:49:00Z,32.00,77.00
2025-07-21T15:50:00Z,19.05,77.00
2025-07-21T15:51:00Z,18.00,81.01
2025-07-21T15:53:00Z,23.81,81.01
2025-07-21T15:54:00Z,23.56,78.12
2025-07-21T15:55:00Z,6.80,81.25
2025-07-21T15:56:00Z,20.84,84.80
2025-07-21T15:57:00Z,21.86,85.00
2025-07-21T15:58:00Z,19.00,85.00
2025-07-21T15:59:00Z,17.98,81.18
2025-07-21T16:00:00Z,14.83,81.18
2025-07-21T16:01:00Z,17.00,83.00
2025-07-21T16:02:00Z,12.05,87.14
2025-07-21T16:03:00Z,7.19,87.14
2025-07-21T16:04:00Z,8.00,87.14
2025-07-21T16:05:00Z,11.21,87.14
2025-07-21T16:06:00Z,11.21,92.00
2025-07-21T16:07:00Z,5.23,92.00
2025-07-21T16:08:00Z,4.94,95.59
2025-07-21T16:09:00Z,4.94,96.00
2025-07-21T16:10:00Z,1.00,96.00
2025-07-21T16:11:00Z,3.00,98.00
2025-07-21T16:12:00Z,3.00,98.00
2025-07-21T16:13:00Z,2.16,98.00
2025-07-21T16:14:00Z,3.00,97.48
2025-07-21T16:15:00Z,2.81,97.48
2025-07-21T16:17:00Z,1.00,97.48
2025-07-21T16:18:00Z,1.00,98.13
2025-07-21T16:20:00Z,1.00,98.00
2025-07-21T16:21:00Z,1.00,98.00
2025-07-21T16:22:00Z,1.00,99.00
2025-07-21T16:23:00Z,2.00,99.00
2025-07-21T16:24:00Z,1.00,99.00
2025-07-21T16:25:00Z,1.00,99.00
2025-07-21T16:26:00Z,1.00,99.00
2025-07-21T16:29:00Z,1.00,99.00
2025-07-21T16:31:00Z,1.00,99.00
