# event_ticker=KXATPMATCH-26APR10AUGSIN
# final_score=6-3 6-4
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Felix Auger-Aliassime
# kalshi_date=2026-04-10
timestamp,Jannik Sinner,Felix Auger-Aliassime
2026-04-10T00:21:00Z,89.00,11.00
2026-04-10T00:26:00Z,90.00,11.00
2026-04-10T00:27:00Z,90.00,11.00
2026-04-10T00:32:00Z,90.00,11.00
2026-04-10T00:40:00Z,90.00,11.00
2026-04-10T00:41:00Z,89.50,11.00
2026-04-10T00:43:00Z,89.50,11.79
2026-04-10T00:45:00Z,90.00,11.79
2026-04-10T00:46:00Z,90.00,12.00
2026-04-10T00:48:00Z,90.00,12.00
2026-04-10T00:55:00Z,90.00,12.00
2026-04-10T00:58:00Z,90.00,12.00
2026-04-10T01:00:00Z,90.00,12.00
2026-04-10T01:02:00Z,89.00,12.00
2026-04-10T01:03:00Z,90.00,12.00
2026-04-10T01:04:00Z,90.00,12.00
2026-04-10T01:07:00Z,89.00,12.00
2026-04-10T01:09:00Z,88.49,12.00
2026-04-10T01:10:00Z,88.00,12.00
2026-04-10T01:15:00Z,89.00,12.00
2026-04-10T01:16:00Z,88.00,12.00
2026-04-10T01:20:00Z,89.92,12.00
2026-04-10T01:22:00Z,89.92,12.00
2026-04-10T01:24:00Z,89.92,12.00
2026-04-10T01:28:00Z,90.00,12.00
2026-04-10T01:29:00Z,90.00,12.00
2026-04-10T01:30:00Z,90.00,12.00
2026-04-10T01:32:00Z,90.00,12.00
2026-04-10T01:34:00Z,90.00,12.00
2026-04-10T01:35:00Z,90.00,12.00
2026-04-10T01:39:00Z,90.00,12.00
2026-04-10T01:41:00Z,90.00,12.00
2026-04-10T01:49:00Z,89.00,12.00
2026-04-10T01:51:00Z,89.00,12.00
2026-04-10T01:53:00Z,90.00,12.00
2026-04-10T01:56:00Z,90.00,12.00
2026-04-10T01:57:00Z,90.00,12.00
2026-04-10T01:58:00Z,90.00,12.00
2026-04-10T01:59:00Z,90.00,12.00
2026-04-10T02:00:00Z,90.00,12.00
2026-04-10T02:03:00Z,90.00,11.89
2026-04-10T02:04:00Z,90.00,11.00
2026-04-10T02:05:00Z,90.00,11.00
2026-04-10T02:06:00Z,89.00,12.00
2026-04-10T02:09:00Z,90.00,12.00
2026-04-10T02:12:00Z,90.00,12.00
2026-04-10T02:14:00Z,90.00,12.00
2026-04-10T02:16:00Z,90.00,10.83
2026-04-10T02:17:00Z,89.00,12.00
2026-04-10T02:19:00Z,90.00,12.00
2026-04-10T02:20:00Z,90.00,12.00
2026-04-10T02:22:00Z,90.00,12.00
2026-04-10T02:26:00Z,90.00,12.00
2026-04-10T02:29:00Z,90.00,12.00
2026-04-10T02:33:00Z,90.00,12.00
2026-04-10T02:34:00Z,90.00,12.00
2026-04-10T02:35:00Z,89.81,12.00
2026-04-10T02:36:00Z,89.33,12.00
2026-04-10T02:38:00Z,89.33,12.00
2026-04-10T02:39:00Z,89.50,12.00
2026-04-10T02:40:00Z,89.50,12.00
2026-04-10T02:41:00Z,89.93,12.00
2026-04-10T02:43:00Z,90.00,12.00
2026-04-10T02:44:00Z,90.00,12.00
2026-04-10T02:46:00Z,90.00,12.00
2026-04-10T02:48:00Z,90.00,12.00
2026-04-10T02:49:00Z,90.00,12.00
2026-04-10T02:50:00Z,90.00,12.00
2026-04-10T02:51:00Z,90.00,12.00
2026-04-10T02:54:00Z,90.00,12.00
2026-04-10T02:55:00Z,90.00,12.00
2026-04-10T02:56:00Z,90.00,12.00
2026-04-10T02:57:00Z,90.00,12.00
2026-04-10T02:58:00Z,90.00,12.00
2026-04-10T02:59:00Z,90.00,12.00
2026-04-10T03:00:00Z,90.00,11.00
2026-04-10T03:01:00Z,90.00,11.00
2026-04-10T03:02:00Z,90.00,11.00
2026-04-10T03:03:00Z,90.00,12.00
2026-04-10T03:05:00Z,90.00,12.00
2026-04-10T03:07:00Z,90.00,12.00
2026-04-10T03:08:00Z,90.00,12.00
2026-04-10T03:10:00Z,90.00,12.00
2026-04-10T03:13:00Z,90.00,12.00
2026-04-10T03:15:00Z,90.00,12.00
2026-04-10T03:17:00Z,90.00,12.00
2026-04-10T03:22:00Z,90.00,12.00
2026-04-10T03:25:00Z,90.00,12.00
2026-04-10T03:26:00Z,90.00,12.00
2026-04-10T03:29:00Z,90.00,12.00
2026-04-10T03:30:00Z,90.00,12.00
2026-04-10T03:31:00Z,90.00,12.00
2026-04-10T03:33:00Z,90.00,12.00
2026-04-10T03:34:00Z,90.00,12.00
2026-04-10T03:37:00Z,90.00,12.00
2026-04-10T03:39:00Z,90.00,12.00
2026-04-10T03:40:00Z,90.00,12.00
2026-04-10T03:42:00Z,90.00,12.00
2026-04-10T03:43:00Z,90.00,12.00
2026-04-10T03:46:00Z,90.00,12.00
2026-04-10T03:48:00Z,90.00,12.00
2026-04-10T03:49:00Z,90.00,11.00
2026-04-10T03:52:00Z,90.00,11.00
2026-04-10T03:54:00Z,90.00,11.00
2026-04-10T03:56:00Z,90.00,11.00
2026-04-10T03:59:00Z,89.04,11.00
2026-04-10T04:01:00Z,89.04,11.00
2026-04-10T04:05:00Z,89.04,10.53
2026-04-10T04:06:00Z,89.04,11.00
2026-04-10T04:07:00Z,89.04,11.00
2026-04-10T04:08:00Z,89.04,11.00
2026-04-10T04:10:00Z,90.00,11.00
2026-04-10T04:12:00Z,90.00,11.00
2026-04-10T04:15:00Z,90.00,11.00
2026-04-10T04:16:00Z,90.00,11.00
2026-04-10T04:17:00Z,90.00,11.00
2026-04-10T04:19:00Z,90.00,11.00
2026-04-10T04:20:00Z,90.00,10.21
2026-04-10T04:21:00Z,90.00,11.00
2026-04-10T04:22:00Z,90.00,11.00
2026-04-10T04:24:00Z,90.00,10.98
2026-04-10T04:27:00Z,90.00,11.00
2026-04-10T04:29:00Z,90.00,11.00
2026-04-10T04:30:00Z,90.00,11.00
2026-04-10T04:31:00Z,90.00,11.00
2026-04-10T04:32:00Z,90.00,11.00
2026-04-10T04:33:00Z,90.00,11.00
2026-04-10T04:34:00Z,90.00,11.00
2026-04-10T04:35:00Z,90.00,11.00
2026-04-10T04:39:00Z,90.00,11.00
2026-04-10T04:40:00Z,90.00,11.00
2026-04-10T04:42:00Z,90.00,11.00
2026-04-10T04:44:00Z,90.00,10.49
2026-04-10T04:45:00Z,90.00,11.00
2026-04-10T04:47:00Z,90.00,11.00
2026-04-10T04:48:00Z,90.00,11.00
2026-04-10T04:51:00Z,90.00,11.00
2026-04-10T04:52:00Z,90.00,11.51
2026-04-10T04:54:00Z,90.00,11.51
2026-04-10T04:55:00Z,90.00,12.00
2026-04-10T04:56:00Z,90.00,12.00
2026-04-10T05:00:00Z,89.00,12.00
2026-04-10T05:01:00Z,90.00,12.00
2026-04-10T05:02:00Z,90.00,12.00
2026-04-10T05:06:00Z,90.00,12.00
2026-04-10T05:07:00Z,90.00,12.00
2026-04-10T05:08:00Z,90.00,12.00
2026-04-10T05:09:00Z,90.00,11.99
2026-04-10T05:10:00Z,89.50,12.00
2026-04-10T05:12:00Z,90.00,12.00
2026-04-10T05:14:00Z,90.00,12.00
2026-04-10T05:17:00Z,90.00,12.00
2026-04-10T05:18:00Z,90.00,12.00
2026-04-10T05:19:00Z,90.00,12.00
2026-04-10T05:21:00Z,90.00,12.00
