# event_ticker=KXATPCHALLENGERMATCH-26APR22KOZHAR
# final_score=6-2 2-6 6-0
# match_winner=Nick Hardt
# fav_player=Nick Hardt
# dog_player=Stefan Kozlov
# kalshi_date=2026-04-22
timestamp,Stefan Kozlov,Nick Hardt
2026-04-22T04:19:00Z,,45.00
2026-04-22T04:44:00Z,,45.00
2026-04-22T05:08:00Z,,45.00
2026-04-22T05:28:00Z,,45.00
2026-04-22T06:01:00Z,57.00,45.00
2026-04-22T06:03:00Z,54.00,45.00
2026-04-22T06:06:00Z,54.00,43.00
2026-04-22T06:48:00Z,56.00,43.00
2026-04-22T09:20:00Z,56.00,43.00
2026-04-22T09:38:00Z,57.00,43.00
2026-04-22T09:48:00Z,57.00,46.00
2026-04-22T10:03:00Z,56.00,46.00
2026-04-22T10:52:00Z,56.00,46.00
2026-04-22T10:58:00Z,57.00,46.00
2026-04-22T12:10:00Z,57.00,46.00
2026-04-22T12:23:00Z,56.00,46.00
2026-04-22T12:57:00Z,56.00,47.40
2026-04-22T13:18:00Z,53.00,47.40
2026-04-22T13:24:00Z,53.00,47.40
2026-04-22T14:09:00Z,53.00,49.00
2026-04-22T14:11:00Z,53.00,49.00
2026-04-22T14:28:00Z,53.00,49.00
2026-04-22T14:29:00Z,53.00,49.00
2026-04-22T14:36:00Z,53.00,49.00
2026-04-22T14:51:00Z,53.00,49.00
2026-04-22T14:55:00Z,53.00,49.00
2026-04-22T14:56:00Z,48.07,55.56
2026-04-22T14:58:00Z,50.00,55.56
2026-04-22T14:59:00Z,50.00,53.00
2026-04-22T15:00:00Z,51.00,52.00
2026-04-22T15:01:00Z,51.00,52.00
2026-04-22T15:02:00Z,52.00,52.00
2026-04-22T15:06:00Z,52.00,52.00
2026-04-22T15:07:00Z,52.00,52.00
2026-04-22T15:08:00Z,52.00,52.00
2026-04-22T15:09:00Z,52.00,49.00
2026-04-22T15:10:00Z,53.07,49.00
2026-04-22T15:11:00Z,53.01,49.00
2026-04-22T15:12:00Z,53.23,48.00
2026-04-22T15:13:00Z,54.76,48.03
2026-04-22T15:14:00Z,55.13,45.25
2026-04-22T15:15:00Z,56.22,45.38
2026-04-22T15:16:00Z,57.00,44.00
2026-04-22T15:17:00Z,60.54,39.09
2026-04-22T15:18:00Z,67.87,38.70
2026-04-22T15:19:00Z,59.91,41.00
2026-04-22T15:20:00Z,58.58,44.48
2026-04-22T15:21:00Z,60.27,41.85
2026-04-22T15:22:00Z,59.03,43.19
2026-04-22T15:23:00Z,54.65,46.62
2026-04-22T15:24:00Z,47.22,52.11
2026-04-22T15:25:00Z,42.33,58.26
2026-04-22T15:26:00Z,40.02,60.00
2026-04-22T15:27:00Z,39.00,59.32
2026-04-22T15:28:00Z,38.27,60.46
2026-04-22T15:29:00Z,38.42,63.00
2026-04-22T15:30:00Z,39.54,59.69
2026-04-22T15:31:00Z,37.33,63.92
2026-04-22T15:32:00Z,37.28,64.93
2026-04-22T15:33:00Z,36.74,64.77
2026-04-22T15:34:00Z,37.97,62.38
2026-04-22T15:35:00Z,39.76,60.70
2026-04-22T15:36:00Z,41.00,59.97
2026-04-22T15:37:00Z,40.65,60.00
2026-04-22T15:38:00Z,38.76,61.64
2026-04-22T15:39:00Z,39.90,60.20
2026-04-22T15:40:00Z,42.16,59.25
2026-04-22T15:41:00Z,37.46,62.55
2026-04-22T15:42:00Z,35.69,65.97
2026-04-22T15:43:00Z,32.83,67.17
2026-04-22T15:44:00Z,35.16,66.43
2026-04-22T15:45:00Z,30.01,70.52
2026-04-22T15:46:00Z,27.00,72.00
2026-04-22T15:47:00Z,27.19,72.62
2026-04-22T15:48:00Z,26.06,74.22
2026-04-22T15:49:00Z,23.06,76.89
2026-04-22T15:50:00Z,23.38,76.84
2026-04-22T15:51:00Z,23.87,76.68
2026-04-22T15:52:00Z,24.00,76.81
2026-04-22T15:53:00Z,24.00,76.98
2026-04-22T15:54:00Z,24.79,76.00
2026-04-22T15:55:00Z,26.11,73.84
2026-04-22T15:56:00Z,24.86,76.74
2026-04-22T15:57:00Z,25.39,76.31
2026-04-22T15:58:00Z,24.52,75.12
2026-04-22T15:59:00Z,25.06,76.19
2026-04-22T16:00:00Z,24.36,75.00
2026-04-22T16:01:00Z,20.96,80.69
2026-04-22T16:02:00Z,13.08,86.11
2026-04-22T16:03:00Z,15.60,85.14
2026-04-22T16:04:00Z,17.02,82.11
2026-04-22T16:05:00Z,24.36,78.35
2026-04-22T16:06:00Z,27.77,73.72
2026-04-22T16:07:00Z,28.85,71.00
2026-04-22T16:08:00Z,30.00,71.00
2026-04-22T16:09:00Z,30.32,71.30
2026-04-22T16:10:00Z,33.49,64.79
2026-04-22T16:11:00Z,37.54,63.11
2026-04-22T16:12:00Z,35.73,62.00
2026-04-22T16:13:00Z,41.93,58.33
2026-04-22T16:14:00Z,44.20,56.41
2026-04-22T16:15:00Z,44.14,57.56
2026-04-22T16:16:00Z,44.36,58.23
2026-04-22T16:17:00Z,45.56,55.63
2026-04-22T16:18:00Z,40.81,59.34
2026-04-22T16:19:00Z,40.44,59.66
2026-04-22T16:20:00Z,35.49,66.89
2026-04-22T16:21:00Z,31.09,68.81
2026-04-22T16:22:00Z,29.44,71.47
2026-04-22T16:23:00Z,25.89,73.98
2026-04-22T16:24:00Z,26.18,73.56
2026-04-22T16:25:00Z,36.44,63.34
2026-04-22T16:26:00Z,35.94,67.21
2026-04-22T16:27:00Z,38.49,62.38
2026-04-22T16:28:00Z,45.33,55.04
2026-04-22T16:29:00Z,43.93,56.73
2026-04-22T16:30:00Z,46.88,56.20
2026-04-22T16:31:00Z,49.71,50.60
2026-04-22T16:32:00Z,51.72,49.23
2026-04-22T16:33:00Z,52.93,47.83
2026-04-22T16:34:00Z,54.19,46.86
2026-04-22T16:35:00Z,53.33,49.52
2026-04-22T16:36:00Z,54.91,44.59
2026-04-22T16:37:00Z,57.09,44.99
2026-04-22T16:38:00Z,57.11,45.23
2026-04-22T16:39:00Z,56.82,43.00
2026-04-22T16:40:00Z,57.37,44.24
2026-04-22T16:41:00Z,58.91,42.00
2026-04-22T16:42:00Z,58.99,41.97
2026-04-22T16:43:00Z,59.66,40.86
2026-04-22T16:44:00Z,60.20,42.00
2026-04-22T16:45:00Z,62.08,41.57
2026-04-22T16:46:00Z,64.59,36.43
2026-04-22T16:47:00Z,61.48,38.47
2026-04-22T16:48:00Z,49.45,52.04
2026-04-22T16:49:00Z,42.90,58.98
2026-04-22T16:50:00Z,45.82,59.95
2026-04-22T16:51:00Z,50.89,49.95
2026-04-22T16:52:00Z,45.74,52.88
2026-04-22T16:53:00Z,46.89,49.93
2026-04-22T16:54:00Z,38.13,63.27
2026-04-22T16:55:00Z,46.54,51.88
2026-04-22T16:56:00Z,46.21,54.08
2026-04-22T16:57:00Z,41.63,56.84
2026-04-22T16:58:00Z,33.28,68.95
2026-04-22T16:59:00Z,29.85,70.24
2026-04-22T17:00:00Z,31.90,70.55
2026-04-22T17:01:00Z,29.06,70.74
2026-04-22T17:02:00Z,34.16,68.28
2026-04-22T17:03:00Z,34.09,68.16
2026-04-22T17:04:00Z,28.69,72.43
2026-04-22T17:05:00Z,17.16,82.27
2026-04-22T17:06:00Z,11.04,88.79
2026-04-22T17:07:00Z,9.99,89.76
2026-04-22T17:08:00Z,15.20,85.85
2026-04-22T17:09:00Z,15.54,83.83
2026-04-22T17:10:00Z,8.24,90.43
2026-04-22T17:11:00Z,5.17,94.26
