# event_ticker=KXATPMATCH-25OCT19MOUMED
# final_score=7-6(3) 6-4
# score_resolution=7-6 6-4
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Daniil Medvedev
# kalshi_date=2025-10-19
timestamp,Corentin Moutet,Daniil Medvedev
2025-10-19T00:17:00Z,,69.46
2025-10-19T00:18:00Z,,70.00
2025-10-19T00:23:00Z,,70.00
2025-10-19T00:27:00Z,,70.34
2025-10-19T00:29:00Z,31.00,70.34
2025-10-19T00:42:00Z,31.00,69.00
2025-10-19T00:45:00Z,31.00,69.00
2025-10-19T00:46:00Z,31.00,69.00
2025-10-19T00:55:00Z,31.00,69.00
2025-10-19T00:57:00Z,31.00,69.00
2025-10-19T00:58:00Z,31.00,70.00
2025-10-19T01:07:00Z,31.00,70.00
2025-10-19T01:09:00Z,31.00,70.16
2025-10-19T01:16:00Z,31.00,69.00
2025-10-19T01:20:00Z,31.00,69.00
2025-10-19T01:21:00Z,31.00,71.00
2025-10-19T01:23:00Z,31.00,69.00
2025-10-19T01:32:00Z,31.00,69.00
2025-10-19T01:42:00Z,31.00,71.00
2025-10-19T01:47:00Z,31.00,71.00
2025-10-19T01:58:00Z,31.00,71.00
2025-10-19T01:59:00Z,31.00,71.00
2025-10-19T02:05:00Z,31.00,71.00
2025-10-19T02:09:00Z,31.00,71.00
2025-10-19T02:11:00Z,31.00,71.00
2025-10-19T02:12:00Z,31.00,71.00
2025-10-19T02:19:00Z,31.00,71.00
2025-10-19T02:24:00Z,31.00,71.00
2025-10-19T02:33:00Z,31.00,71.00
2025-10-19T02:37:00Z,31.00,71.00
2025-10-19T02:46:00Z,31.00,71.00
2025-10-19T02:48:00Z,31.00,71.00
2025-10-19T02:53:00Z,30.00,71.00
2025-10-19T02:56:00Z,30.00,72.00
2025-10-19T02:58:00Z,30.00,72.00
2025-10-19T03:00:00Z,30.00,72.00
2025-10-19T03:01:00Z,30.00,72.00
