# event_ticker=KXATPMATCH-25NOV02BLATIE
# final_score=6-3 6-3
# match_winner=Learner Tien
# fav_player=Learner Tien
# dog_player=Ugo Blanchet
# kalshi_date=2025-11-02
timestamp,Learner Tien,Ugo Blanchet
2025-11-03T01:01:00Z,79.00,
2025-11-03T01:44:00Z,79.00,22.00
2025-11-03T01:51:00Z,79.00,22.00
2025-11-03T01:53:00Z,79.00,22.00
2025-11-03T02:05:00Z,79.00,22.00
2025-11-03T02:18:00Z,79.00,22.00
2025-11-03T02:30:00Z,79.00,22.00
2025-11-03T02:38:00Z,79.00,22.00
2025-11-03T02:41:00Z,79.00,22.00
2025-11-03T02:47:00Z,79.00,22.00
2025-11-03T02:54:00Z,79.00,22.00
2025-11-03T02:56:00Z,79.88,22.00
2025-11-03T03:10:00Z,79.88,21.00
2025-11-03T03:21:00Z,80.00,21.00
2025-11-03T03:22:00Z,80.00,21.00
2025-11-03T03:26:00Z,80.00,21.00
2025-11-03T03:28:00Z,78.48,21.00
2025-11-03T03:30:00Z,80.00,21.00
2025-11-03T03:37:00Z,80.00,21.00
2025-11-03T03:52:00Z,80.00,21.00
2025-11-03T03:59:00Z,80.00,21.00
2025-11-03T04:05:00Z,80.00,21.00
2025-11-03T04:11:00Z,80.00,21.00
2025-11-03T04:12:00Z,80.00,21.00
2025-11-03T04:14:00Z,80.00,21.00
2025-11-03T04:18:00Z,80.00,21.00
2025-11-03T04:24:00Z,80.00,21.00
2025-11-03T04:26:00Z,80.00,21.00
2025-11-03T04:28:00Z,80.00,21.00
2025-11-03T04:29:00Z,80.00,21.00
2025-11-03T04:31:00Z,80.00,21.00
2025-11-03T04:34:00Z,80.00,21.00
2025-11-03T04:37:00Z,80.00,21.00
2025-11-03T04:40:00Z,80.00,21.00
2025-11-03T04:43:00Z,80.00,21.00
2025-11-03T04:47:00Z,80.00,21.00
2025-11-03T04:54:00Z,80.00,21.00
2025-11-03T04:58:00Z,80.00,21.00
2025-11-03T05:04:00Z,80.00,21.00
2025-11-03T05:05:00Z,80.00,21.00
2025-11-03T05:07:00Z,80.00,21.00
2025-11-03T05:08:00Z,80.00,21.00
2025-11-03T05:11:00Z,80.00,21.00
2025-11-03T05:13:00Z,80.00,21.00
2025-11-03T05:17:00Z,80.00,21.00
2025-11-03T05:18:00Z,80.00,21.00
2025-11-03T05:19:00Z,80.00,21.00
2025-11-03T05:23:00Z,80.00,21.00
2025-11-03T05:24:00Z,80.00,21.00
2025-11-03T05:27:00Z,80.00,21.00
2025-11-03T05:28:00Z,80.00,21.00
2025-11-03T05:31:00Z,80.00,21.00
2025-11-03T05:34:00Z,80.00,21.00
2025-11-03T05:45:00Z,80.00,21.00
2025-11-03T05:46:00Z,80.00,21.00
2025-11-03T05:53:00Z,80.00,21.00
2025-11-03T05:55:00Z,80.00,21.00
2025-11-03T05:58:00Z,80.00,21.00
2025-11-03T06:01:00Z,80.00,21.00
2025-11-03T06:02:00Z,80.00,21.00
2025-11-03T06:04:00Z,80.00,21.00
2025-11-03T06:05:00Z,80.00,20.00
2025-11-03T06:07:00Z,80.00,20.00
2025-11-03T06:09:00Z,80.00,20.00
2025-11-03T06:12:00Z,80.00,21.00
2025-11-03T06:13:00Z,80.00,21.00
2025-11-03T06:19:00Z,80.00,21.00
2025-11-03T06:23:00Z,80.00,21.00
2025-11-03T06:24:00Z,80.00,21.00
2025-11-03T06:25:00Z,80.00,21.00
2025-11-03T06:33:00Z,80.00,21.00
2025-11-03T06:39:00Z,80.00,21.00
2025-11-03T06:44:00Z,80.00,21.00
2025-11-03T06:45:00Z,80.00,21.00
2025-11-03T06:47:00Z,80.00,21.00
2025-11-03T06:48:00Z,80.00,21.00
2025-11-03T06:55:00Z,80.00,21.00
2025-11-03T06:58:00Z,80.00,21.00
2025-11-03T06:59:00Z,80.00,21.00
2025-11-03T07:11:00Z,80.00,21.00
2025-11-03T07:15:00Z,80.00,21.00
2025-11-03T07:20:00Z,80.00,21.00
2025-11-03T07:22:00Z,80.00,21.00
2025-11-03T07:35:00Z,80.00,21.00
2025-11-03T07:37:00Z,80.00,21.00
2025-11-03T07:39:00Z,80.00,21.00
2025-11-03T07:41:00Z,80.00,21.00
2025-11-03T07:45:00Z,80.00,21.00
2025-11-03T07:47:00Z,80.00,21.00
2025-11-03T07:48:00Z,80.00,21.00
2025-11-03T07:53:00Z,80.00,21.00
2025-11-03T07:57:00Z,80.00,21.00
2025-11-03T07:59:00Z,80.00,21.00
2025-11-03T08:03:00Z,80.00,21.00
2025-11-03T08:18:00Z,80.00,21.00
2025-11-03T08:19:00Z,80.00,21.00
2025-11-03T08:22:00Z,80.00,21.00
2025-11-03T08:24:00Z,80.00,21.00
2025-11-03T08:26:00Z,80.00,21.00
2025-11-03T08:33:00Z,80.00,22.00
2025-11-03T08:50:00Z,80.00,22.00
2025-11-03T08:55:00Z,80.00,22.00
2025-11-03T09:06:00Z,80.00,22.00
2025-11-03T09:11:00Z,80.00,20.00
2025-11-03T09:14:00Z,80.00,20.00
2025-11-03T09:16:00Z,80.00,21.00
2025-11-03T09:26:00Z,80.00,21.00
2025-11-03T09:30:00Z,80.00,21.00
2025-11-03T09:37:00Z,80.00,21.00
2025-11-03T09:46:00Z,80.00,21.00
2025-11-03T09:56:00Z,80.00,21.00
2025-11-03T10:00:00Z,80.00,21.00
2025-11-03T10:12:00Z,80.00,21.00
2025-11-03T10:20:00Z,80.00,21.00
2025-11-03T10:26:00Z,80.00,21.00
2025-11-03T10:30:00Z,80.00,21.00
2025-11-03T10:32:00Z,80.00,21.00
2025-11-03T10:34:00Z,79.00,21.00
2025-11-03T10:47:00Z,80.00,21.00
2025-11-03T10:48:00Z,80.00,21.00
2025-11-03T11:11:00Z,80.00,21.00
2025-11-03T11:16:00Z,80.00,21.00
2025-11-03T11:46:00Z,80.00,20.00
