# event_ticker=KXATPMATCH-26MAY08NAKBAU
# final_score=6-4 6-0
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-05-08
timestamp,Brandon Nakashima,Roberto Bautista Agut
2026-05-09T02:28:00Z,,37.00
2026-05-09T02:31:00Z,64.00,37.00
2026-05-09T02:39:00Z,64.00,37.00
2026-05-09T03:01:00Z,64.00,38.00
2026-05-09T03:04:00Z,64.00,37.00
2026-05-09T03:08:00Z,64.00,37.00
2026-05-09T03:17:00Z,64.00,37.00
2026-05-09T03:18:00Z,64.00,37.00
2026-05-09T03:24:00Z,64.00,37.00
2026-05-09T04:03:00Z,64.00,38.00
2026-05-09T04:12:00Z,64.00,38.00
2026-05-09T04:30:00Z,64.00,38.00
2026-05-09T04:38:00Z,64.00,38.00
2026-05-09T04:50:00Z,64.00,38.00
2026-05-09T04:54:00Z,64.00,37.00
2026-05-09T05:08:00Z,63.00,37.00
2026-05-09T05:09:00Z,64.00,37.00
2026-05-09T05:12:00Z,64.00,37.00
2026-05-09T05:14:00Z,64.00,37.00
2026-05-09T05:15:00Z,64.00,38.00
2026-05-09T05:19:00Z,64.00,38.00
2026-05-09T05:42:00Z,64.00,38.00
2026-05-09T05:48:00Z,64.00,38.00
2026-05-09T05:51:00Z,64.00,38.00
2026-05-09T05:53:00Z,64.00,38.00
2026-05-09T06:17:00Z,64.00,38.00
2026-05-09T06:34:00Z,64.00,38.00
2026-05-09T06:39:00Z,64.00,37.00
2026-05-09T06:41:00Z,64.00,37.00
2026-05-09T06:48:00Z,64.00,37.00
2026-05-09T07:01:00Z,64.00,37.00
2026-05-09T07:02:00Z,64.00,37.00
2026-05-09T07:07:00Z,64.27,37.00
2026-05-09T07:13:00Z,64.00,37.00
2026-05-09T07:19:00Z,64.00,38.00
2026-05-09T07:25:00Z,64.00,38.00
2026-05-09T07:28:00Z,64.00,38.00
2026-05-09T07:29:00Z,64.00,38.00
2026-05-09T07:59:00Z,64.00,38.00
2026-05-09T08:02:00Z,64.00,38.00
2026-05-09T08:18:00Z,64.00,38.00
2026-05-09T08:24:00Z,64.00,38.00
2026-05-09T08:31:00Z,64.00,38.00
2026-05-09T08:32:00Z,64.00,38.00
2026-05-09T08:44:00Z,64.00,38.00
2026-05-09T09:14:00Z,64.00,38.00
2026-05-09T09:27:00Z,64.00,38.00
2026-05-09T10:20:00Z,64.00,38.00
2026-05-09T10:24:00Z,64.00,38.00
2026-05-09T10:36:00Z,64.00,38.00
2026-05-09T10:40:00Z,64.00,38.00
2026-05-09T10:47:00Z,64.00,38.00
2026-05-09T10:50:00Z,64.00,38.00
2026-05-09T10:54:00Z,64.00,38.00
2026-05-09T10:57:00Z,64.00,38.00
2026-05-09T11:00:00Z,64.00,38.00
2026-05-09T11:09:00Z,64.00,38.00
2026-05-09T11:10:00Z,64.00,38.00
2026-05-09T11:11:00Z,64.00,38.00
2026-05-09T11:12:00Z,64.00,38.00
2026-05-09T11:16:00Z,64.00,38.00
2026-05-09T11:24:00Z,64.00,38.00
2026-05-09T11:25:00Z,64.00,38.00
2026-05-09T11:26:00Z,64.00,38.00
2026-05-09T11:27:00Z,64.00,38.00
2026-05-09T11:46:00Z,64.00,38.00
2026-05-09T11:48:00Z,64.00,38.00
2026-05-09T11:58:00Z,64.00,38.00
2026-05-09T12:05:00Z,64.00,38.00
2026-05-09T12:09:00Z,64.00,38.00
2026-05-09T12:10:00Z,64.00,38.00
2026-05-09T12:13:00Z,64.00,37.00
2026-05-09T12:15:00Z,64.00,38.00
2026-05-09T12:17:00Z,64.00,38.00
2026-05-09T12:20:00Z,64.00,38.00
2026-05-09T12:24:00Z,64.00,38.00
2026-05-09T12:26:00Z,64.00,38.00
2026-05-09T12:28:00Z,64.00,38.00
2026-05-09T12:30:00Z,64.00,38.00
2026-05-09T12:36:00Z,64.00,38.00
2026-05-09T12:38:00Z,64.00,38.00
2026-05-09T12:39:00Z,64.00,38.00
2026-05-09T12:46:00Z,64.00,38.00
2026-05-09T12:47:00Z,64.00,38.00
2026-05-09T12:48:00Z,64.00,38.00
2026-05-09T12:49:00Z,64.00,38.00
2026-05-09T12:52:00Z,64.00,38.00
2026-05-09T12:53:00Z,64.00,38.00
2026-05-09T12:56:00Z,64.00,38.00
2026-05-09T12:58:00Z,64.00,37.00
2026-05-09T12:59:00Z,64.00,38.00
2026-05-09T13:00:00Z,64.00,38.00
2026-05-09T13:01:00Z,64.37,38.00
2026-05-09T13:03:00Z,64.67,38.00
2026-05-09T13:05:00Z,64.67,37.00
2026-05-09T13:09:00Z,64.00,37.00
2026-05-09T13:14:00Z,64.00,37.00
