# event_ticker=KXATPMATCH-26MAY08NAKBAU
# final_score=6-4 6-0
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-05-08
timestamp,Brandon Nakashima,Roberto Bautista Agut
2026-05-09T13:15:00Z,64.00,37.00
2026-05-09T13:20:00Z,64.00,37.00
2026-05-09T13:21:00Z,64.00,37.00
2026-05-09T13:22:00Z,64.00,37.00
2026-05-09T13:23:00Z,64.00,37.00
2026-05-09T13:25:00Z,64.00,37.00
2026-05-09T13:26:00Z,64.00,37.00
2026-05-09T13:28:00Z,64.00,37.00
2026-05-09T13:29:00Z,64.00,37.00
2026-05-09T13:30:00Z,64.00,37.00
2026-05-09T13:31:00Z,64.00,37.00
2026-05-09T13:35:00Z,64.00,37.00
2026-05-09T13:37:00Z,64.00,37.00
2026-05-09T13:38:00Z,63.00,37.00
2026-05-09T13:39:00Z,62.00,37.00
2026-05-09T13:40:00Z,64.65,37.00
2026-05-09T13:42:00Z,64.00,37.00
2026-05-09T13:43:00Z,65.00,37.00
2026-05-09T13:44:00Z,65.00,37.00
2026-05-09T13:45:00Z,65.00,37.00
2026-05-09T13:47:00Z,65.00,37.00
2026-05-09T13:48:00Z,65.00,37.00
2026-05-09T13:51:00Z,65.00,37.00
2026-05-09T13:53:00Z,65.00,37.00
2026-05-09T13:54:00Z,65.00,37.00
2026-05-09T13:55:00Z,65.00,37.00
2026-05-09T14:01:00Z,65.00,37.00
2026-05-09T14:03:00Z,65.00,37.00
2026-05-09T14:04:00Z,65.00,37.00
2026-05-09T14:05:00Z,65.07,37.00
2026-05-09T14:06:00Z,65.07,37.00
2026-05-09T14:07:00Z,65.00,37.00
2026-05-09T14:08:00Z,65.66,37.00
2026-05-09T14:09:00Z,65.38,37.00
2026-05-09T14:10:00Z,65.00,37.00
2026-05-09T14:12:00Z,65.00,37.00
2026-05-09T14:14:00Z,65.00,37.00
2026-05-09T14:15:00Z,65.94,37.00
2026-05-09T14:16:00Z,65.00,37.00
2026-05-09T14:17:00Z,65.08,37.00
2026-05-09T14:18:00Z,65.75,37.00
2026-05-09T14:19:00Z,65.00,37.00
2026-05-09T14:20:00Z,66.03,36.36
2026-05-09T14:21:00Z,67.94,32.00
2026-05-09T14:22:00Z,72.07,28.63
2026-05-09T14:23:00Z,76.60,24.00
2026-05-09T14:24:00Z,76.00,24.00
2026-05-09T14:25:00Z,76.72,25.00
2026-05-09T14:26:00Z,76.72,24.00
2026-05-09T14:27:00Z,77.57,23.00
2026-05-09T14:28:00Z,78.98,22.00
2026-05-09T14:29:00Z,78.51,22.00
2026-05-09T14:30:00Z,80.26,21.00
2026-05-09T14:31:00Z,79.00,21.00
2026-05-09T14:32:00Z,78.02,21.58
2026-05-09T14:33:00Z,77.01,22.00
2026-05-09T14:34:00Z,77.37,24.97
2026-05-09T14:35:00Z,73.09,25.97
2026-05-09T14:36:00Z,68.57,32.62
2026-05-09T14:37:00Z,65.85,33.86
2026-05-09T14:38:00Z,63.56,38.22
2026-05-09T14:39:00Z,65.65,37.13
2026-05-09T14:40:00Z,65.78,35.69
2026-05-09T14:41:00Z,64.73,38.66
2026-05-09T14:42:00Z,62.86,37.99
2026-05-09T14:43:00Z,61.29,37.56
2026-05-09T14:44:00Z,61.52,37.43
2026-05-09T14:45:00Z,62.66,37.94
2026-05-09T14:46:00Z,63.30,36.25
2026-05-09T14:47:00Z,61.02,40.43
2026-05-09T14:48:00Z,61.00,40.80
2026-05-09T14:49:00Z,61.00,40.95
2026-05-09T14:50:00Z,62.00,38.75
2026-05-09T14:51:00Z,63.00,37.22
2026-05-09T14:52:00Z,61.52,38.84
2026-05-09T14:53:00Z,61.00,40.00
2026-05-09T14:54:00Z,61.00,40.00
2026-05-09T14:55:00Z,59.51,40.03
2026-05-09T14:56:00Z,59.04,41.96
2026-05-09T14:57:00Z,54.39,45.22
2026-05-09T14:58:00Z,54.06,49.19
2026-05-09T14:59:00Z,54.90,47.66
2026-05-09T15:00:00Z,57.85,42.24
2026-05-09T15:01:00Z,61.15,40.60
2026-05-09T15:02:00Z,69.44,31.75
2026-05-09T15:03:00Z,72.40,27.17
2026-05-09T15:04:00Z,80.48,20.79
2026-05-09T15:05:00Z,80.98,19.31
2026-05-09T15:06:00Z,81.14,18.78
2026-05-09T15:07:00Z,81.88,18.13
2026-05-09T15:08:00Z,77.49,23.24
2026-05-09T15:09:00Z,81.79,22.80
2026-05-09T15:10:00Z,83.92,16.82
2026-05-09T15:11:00Z,83.90,16.99
2026-05-09T15:12:00Z,83.22,17.00
2026-05-09T15:13:00Z,84.23,16.57
2026-05-09T15:14:00Z,87.92,12.80
2026-05-09T15:15:00Z,87.53,12.83
2026-05-09T15:16:00Z,86.09,15.53
2026-05-09T15:17:00Z,93.46,8.08
2026-05-09T15:18:00Z,93.47,6.64
2026-05-09T15:19:00Z,94.99,5.54
2026-05-09T15:20:00Z,95.54,4.10
2026-05-09T15:21:00Z,95.93,4.52
2026-05-09T15:22:00Z,96.52,4.80
2026-05-09T15:23:00Z,97.09,2.47
2026-05-09T15:24:00Z,97.03,3.14
2026-05-09T15:25:00Z,96.00,5.00
2026-05-09T15:26:00Z,94.81,5.49
2026-05-09T15:27:00Z,96.05,4.04
2026-05-09T15:28:00Z,98.54,2.59
2026-05-09T15:29:00Z,98.93,1.93
2026-05-09T15:30:00Z,99.00,1.82
2026-05-09T15:31:00Z,99.00,1.00
2026-05-09T15:32:00Z,99.00,1.00
2026-05-09T15:33:00Z,98.36,1.08
2026-05-09T15:34:00Z,99.00,1.00
2026-05-09T15:35:00Z,99.00,1.00
2026-05-09T15:36:00Z,99.00,1.00
2026-05-09T15:37:00Z,99.00,1.00
2026-05-09T15:38:00Z,99.00,1.00
2026-05-09T15:39:00Z,99.00,1.00
2026-05-09T15:40:00Z,99.00,1.00
2026-05-09T15:41:00Z,99.00,1.00
2026-05-09T15:42:00Z,99.00,1.00
