# event_ticker=KXATPMATCH-25OCT30FRIBUB
# final_score=7-6(5) 6-2
# score_resolution=7-6 6-2
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Taylor Fritz
# kalshi_date=2025-10-30
timestamp,Alexander Bublik,Taylor Fritz
2025-10-30T03:24:00Z,,58.00
2025-10-30T03:30:00Z,44.00,58.00
2025-10-30T03:42:00Z,44.00,58.00
2025-10-30T03:44:00Z,44.00,58.00
2025-10-30T03:53:00Z,44.00,57.04
2025-10-30T03:54:00Z,44.00,58.00
2025-10-30T04:09:00Z,44.00,58.00
2025-10-30T04:15:00Z,44.00,58.00
2025-10-30T04:19:00Z,44.00,58.00
2025-10-30T04:20:00Z,44.00,58.00
2025-10-30T04:23:00Z,44.00,58.00
2025-10-30T04:26:00Z,44.00,58.00
2025-10-30T04:32:00Z,44.00,58.00
2025-10-30T04:34:00Z,44.00,58.00
2025-10-30T04:36:00Z,44.00,58.00
2025-10-30T04:38:00Z,44.00,58.00
2025-10-30T04:41:00Z,44.00,58.00
2025-10-30T04:45:00Z,44.00,58.00
2025-10-30T04:46:00Z,44.00,58.00
2025-10-30T04:47:00Z,44.00,58.00
2025-10-30T04:53:00Z,44.00,58.00
2025-10-30T04:55:00Z,44.00,58.00
2025-10-30T05:00:00Z,44.00,58.00
2025-10-30T05:03:00Z,44.00,58.00
2025-10-30T05:09:00Z,44.00,58.00
2025-10-30T05:10:00Z,44.00,58.00
2025-10-30T05:12:00Z,44.00,58.00
2025-10-30T05:33:00Z,44.00,58.00
2025-10-30T05:36:00Z,44.00,58.00
2025-10-30T05:39:00Z,44.00,58.00
2025-10-30T06:00:00Z,44.00,58.00
2025-10-30T06:03:00Z,44.00,58.00
2025-10-30T06:06:00Z,44.00,58.00
2025-10-30T06:08:00Z,44.00,58.00
2025-10-30T06:17:00Z,44.00,58.00
2025-10-30T06:21:00Z,44.00,58.00
2025-10-30T06:25:00Z,43.00,58.00
2025-10-30T06:28:00Z,43.00,58.00
2025-10-30T06:39:00Z,43.00,58.00
2025-10-30T06:53:00Z,43.00,58.00
2025-10-30T09:02:00Z,43.00,58.00
2025-10-30T09:09:00Z,43.00,58.00
2025-10-30T09:12:00Z,43.00,58.00
2025-10-30T09:15:00Z,43.00,58.00
2025-10-30T09:18:00Z,43.00,57.00
2025-10-30T09:21:00Z,43.00,58.00
2025-10-30T09:55:00Z,43.00,58.00
2025-10-30T09:57:00Z,43.00,58.00
2025-10-30T10:13:00Z,43.00,58.00
2025-10-30T10:14:00Z,43.00,58.00
2025-10-30T10:15:00Z,43.00,58.00
2025-10-30T10:24:00Z,43.00,58.00
2025-10-30T10:42:00Z,43.00,58.00
2025-10-30T10:45:00Z,44.00,58.00
2025-10-30T10:59:00Z,44.00,58.00
2025-10-30T11:02:00Z,44.00,57.00
2025-10-30T11:12:00Z,44.00,58.00
2025-10-30T11:30:00Z,44.00,58.00
2025-10-30T11:37:00Z,44.00,58.00
2025-10-30T11:38:00Z,44.00,58.00
2025-10-30T11:41:00Z,44.00,58.00
2025-10-30T11:42:00Z,44.00,58.00
2025-10-30T11:43:00Z,44.00,58.00
2025-10-30T11:44:00Z,44.00,58.00
2025-10-30T11:49:00Z,44.00,58.00
2025-10-30T11:51:00Z,44.00,58.00
2025-10-30T11:55:00Z,44.00,58.00
2025-10-30T11:58:00Z,44.00,58.00
2025-10-30T12:00:00Z,44.00,58.00
2025-10-30T12:02:00Z,44.00,58.00
2025-10-30T12:17:00Z,44.00,58.00
2025-10-30T12:21:00Z,44.00,58.00
2025-10-30T12:27:00Z,44.00,58.00
2025-10-30T12:29:00Z,44.00,58.00
2025-10-30T12:30:00Z,44.00,58.00
2025-10-30T12:37:00Z,44.00,58.00
2025-10-30T12:41:00Z,44.00,58.00
2025-10-30T12:43:00Z,44.00,58.00
2025-10-30T12:45:00Z,44.00,58.00
2025-10-30T12:47:00Z,44.00,58.00
2025-10-30T12:53:00Z,44.00,58.00
2025-10-30T13:02:00Z,44.00,58.00
2025-10-30T13:03:00Z,44.00,58.00
2025-10-30T13:07:00Z,44.00,58.00
2025-10-30T13:11:00Z,44.00,58.00
2025-10-30T13:14:00Z,44.00,58.00
2025-10-30T13:17:00Z,44.00,58.00
2025-10-30T13:18:00Z,44.00,58.00
2025-10-30T13:19:00Z,44.00,58.00
2025-10-30T13:27:00Z,44.00,58.00
2025-10-30T13:28:00Z,44.26,58.00
2025-10-30T13:29:00Z,45.00,58.00
2025-10-30T13:30:00Z,45.00,58.00
2025-10-30T13:31:00Z,45.00,58.00
2025-10-30T13:32:00Z,45.00,58.00
2025-10-30T13:33:00Z,45.00,58.00
2025-10-30T13:36:00Z,45.00,58.00
2025-10-30T13:37:00Z,45.00,58.00
2025-10-30T13:38:00Z,45.00,58.00
2025-10-30T13:44:00Z,45.00,58.00
2025-10-30T13:47:00Z,45.00,57.00
2025-10-30T13:48:00Z,45.00,58.00
2025-10-30T13:51:00Z,45.00,58.00
2025-10-30T13:52:00Z,43.00,58.00
2025-10-30T13:56:00Z,43.00,58.00
2025-10-30T13:59:00Z,43.00,58.00
2025-10-30T14:00:00Z,44.00,58.00
2025-10-30T14:01:00Z,43.00,58.00
2025-10-30T14:05:00Z,44.00,58.00
2025-10-30T14:06:00Z,44.00,58.00
2025-10-30T14:07:00Z,44.00,58.00
2025-10-30T14:08:00Z,44.00,58.00
2025-10-30T14:09:00Z,44.00,58.00
2025-10-30T14:10:00Z,44.79,58.00
2025-10-30T14:13:00Z,44.79,58.00
2025-10-30T14:14:00Z,44.79,58.00
2025-10-30T14:18:00Z,44.79,58.00
2025-10-30T14:19:00Z,45.00,58.00
2025-10-30T14:21:00Z,45.00,58.00
2025-10-30T14:22:00Z,45.00,58.00
2025-10-30T14:24:00Z,45.00,53.87
2025-10-30T14:25:00Z,45.00,54.00
2025-10-30T14:26:00Z,46.44,54.00
2025-10-30T14:28:00Z,46.44,55.00
2025-10-30T14:29:00Z,46.44,55.12
2025-10-30T14:30:00Z,46.44,56.00
2025-10-30T14:31:00Z,46.00,56.00
2025-10-30T14:32:00Z,46.00,56.00
2025-10-30T14:33:00Z,46.00,56.00
2025-10-30T14:34:00Z,46.00,56.00
2025-10-30T14:35:00Z,46.00,56.00
2025-10-30T14:36:00Z,46.00,56.00
2025-10-30T14:37:00Z,46.00,55.00
2025-10-30T14:38:00Z,46.00,56.00
2025-10-30T14:39:00Z,46.00,56.00
2025-10-30T14:40:00Z,46.00,56.00
2025-10-30T14:41:00Z,46.00,56.00
2025-10-30T14:42:00Z,46.00,56.00
2025-10-30T14:43:00Z,46.00,56.00
2025-10-30T14:45:00Z,46.00,56.00
2025-10-30T14:46:00Z,46.00,56.00
2025-10-30T14:47:00Z,46.00,56.00
2025-10-30T14:48:00Z,46.00,56.00
2025-10-30T14:49:00Z,46.00,56.00
2025-10-30T14:50:00Z,46.00,56.00
2025-10-30T14:51:00Z,46.00,56.00
2025-10-30T14:52:00Z,46.00,55.80
2025-10-30T14:53:00Z,46.00,55.50
2025-10-30T14:54:00Z,46.00,56.00
2025-10-30T14:55:00Z,46.00,56.00
2025-10-30T14:56:00Z,46.00,56.00
2025-10-30T14:57:00Z,46.00,56.00
2025-10-30T14:58:00Z,46.00,56.00
2025-10-30T14:59:00Z,46.00,56.00
2025-10-30T15:00:00Z,46.00,56.00
2025-10-30T15:01:00Z,46.00,56.00
2025-10-30T15:02:00Z,46.00,56.00
2025-10-30T15:03:00Z,46.00,56.00
2025-10-30T15:04:00Z,46.64,56.00
2025-10-30T15:05:00Z,46.80,56.00
2025-10-30T15:06:00Z,47.68,56.00
2025-10-30T15:07:00Z,47.45,56.00
2025-10-30T15:08:00Z,47.17,55.90
2025-10-30T15:09:00Z,47.00,56.00
2025-10-30T15:10:00Z,46.92,55.48
2025-10-30T15:11:00Z,47.14,53.83
2025-10-30T15:12:00Z,50.11,54.44
2025-10-30T15:13:00Z,47.86,53.97
2025-10-30T15:14:00Z,48.52,54.88
2025-10-30T15:15:00Z,48.16,53.56
2025-10-30T15:16:00Z,46.54,58.24
2025-10-30T15:17:00Z,44.04,59.80
2025-10-30T15:18:00Z,43.99,57.92
2025-10-30T15:19:00Z,44.00,57.03
2025-10-30T15:20:00Z,45.39,56.21
2025-10-30T15:21:00Z,44.59,57.33
2025-10-30T15:22:00Z,48.60,53.31
2025-10-30T15:23:00Z,53.49,51.47
2025-10-30T15:24:00Z,50.85,49.10
2025-10-30T15:25:00Z,51.02,52.83
2025-10-30T15:26:00Z,48.66,54.03
2025-10-30T15:27:00Z,47.97,55.99
2025-10-30T15:28:00Z,45.81,56.93
2025-10-30T15:29:00Z,40.14,61.18
2025-10-30T15:30:00Z,42.60,60.00
2025-10-30T15:31:00Z,46.16,56.67
2025-10-30T15:32:00Z,46.86,55.46
2025-10-30T15:33:00Z,43.56,58.71
2025-10-30T15:34:00Z,43.00,58.61
