# event_ticker=KXATPMATCH-26APR03UGOVAN
# final_score=0-6 6-3 6-2
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Luca Van Assche
# kalshi_date=2026-04-03
timestamp,Camilo Ugo Carabelli,Luca Van Assche
2026-04-03T02:26:00Z,52.00,
2026-04-03T02:55:00Z,53.00,
2026-04-03T02:57:00Z,53.00,46.81
2026-04-03T03:01:00Z,53.00,46.81
2026-04-03T03:06:00Z,53.00,46.81
2026-04-03T03:11:00Z,53.98,46.81
2026-04-03T03:25:00Z,53.00,46.81
2026-04-03T03:36:00Z,53.50,46.81
2026-04-03T03:40:00Z,55.00,46.81
2026-04-03T03:45:00Z,55.00,46.00
2026-04-03T03:46:00Z,55.00,46.00
2026-04-03T03:49:00Z,55.00,44.76
2026-04-03T03:56:00Z,55.00,44.76
2026-04-03T04:09:00Z,55.00,48.00
2026-04-03T04:12:00Z,55.36,48.00
2026-04-03T04:24:00Z,55.00,48.00
2026-04-03T04:28:00Z,55.00,48.00
2026-04-03T04:29:00Z,56.00,46.78
2026-04-03T04:31:00Z,52.00,46.78
2026-04-03T04:35:00Z,69.00,46.78
2026-04-03T04:37:00Z,69.00,46.78
2026-04-03T04:43:00Z,66.17,46.78
2026-04-03T04:44:00Z,65.00,46.78
2026-04-03T04:45:00Z,65.00,45.93
2026-04-03T04:46:00Z,62.00,45.93
2026-04-03T04:47:00Z,57.00,46.12
2026-04-03T04:49:00Z,56.00,46.12
2026-04-03T04:50:00Z,56.00,46.12
2026-04-03T04:51:00Z,56.00,48.00
2026-04-03T04:57:00Z,56.00,48.00
2026-04-03T05:01:00Z,56.00,46.04
2026-04-03T05:04:00Z,56.00,46.04
2026-04-03T05:05:00Z,56.00,48.00
2026-04-03T05:07:00Z,56.00,46.00
2026-04-03T05:08:00Z,57.00,46.00
2026-04-03T05:09:00Z,57.00,46.00
2026-04-03T05:12:00Z,56.74,46.79
2026-04-03T05:13:00Z,57.00,46.00
2026-04-03T05:14:00Z,57.00,46.00
2026-04-03T05:15:00Z,57.90,46.00
2026-04-03T05:17:00Z,57.00,46.00
2026-04-03T05:18:00Z,57.83,46.00
2026-04-03T05:19:00Z,57.82,46.00
2026-04-03T05:25:00Z,57.89,46.00
2026-04-03T05:28:00Z,57.89,47.00
2026-04-03T05:29:00Z,57.89,47.00
2026-04-03T05:32:00Z,57.89,46.00
2026-04-03T05:33:00Z,57.89,46.00
2026-04-03T05:36:00Z,59.00,46.00
2026-04-03T05:38:00Z,59.00,43.00
2026-04-03T05:39:00Z,57.40,43.00
2026-04-03T05:40:00Z,56.00,46.34
2026-04-03T05:43:00Z,56.00,47.00
2026-04-03T05:46:00Z,59.00,46.00
2026-04-03T05:47:00Z,59.00,42.60
2026-04-03T05:49:00Z,56.00,45.20
2026-04-03T05:50:00Z,57.00,45.20
2026-04-03T05:51:00Z,57.00,45.20
2026-04-03T05:52:00Z,59.64,45.20
2026-04-03T05:53:00Z,57.00,45.00
2026-04-03T05:56:00Z,60.22,45.00
2026-04-03T05:57:00Z,62.00,45.00
2026-04-03T05:58:00Z,57.00,45.00
2026-04-03T05:59:00Z,57.11,45.00
2026-04-03T06:00:00Z,56.42,45.00
2026-04-03T06:01:00Z,57.17,45.00
2026-04-03T06:02:00Z,61.00,45.00
2026-04-03T06:04:00Z,57.00,45.00
2026-04-03T06:05:00Z,60.12,45.00
2026-04-03T06:06:00Z,57.00,45.00
2026-04-03T06:09:00Z,57.00,44.00
2026-04-03T06:11:00Z,57.00,45.00
2026-04-03T06:12:00Z,57.00,45.00
2026-04-03T06:14:00Z,57.00,44.05
2026-04-03T06:15:00Z,57.00,44.05
2026-04-03T06:17:00Z,57.00,44.81
2026-04-03T06:18:00Z,57.00,45.00
2026-04-03T06:19:00Z,56.40,45.00
2026-04-03T06:20:00Z,57.00,46.00
2026-04-03T06:21:00Z,57.00,46.00
2026-04-03T06:22:00Z,56.98,46.00
2026-04-03T06:23:00Z,57.00,46.00
2026-04-03T06:24:00Z,58.00,46.00
2026-04-03T06:26:00Z,58.00,46.00
2026-04-03T06:33:00Z,58.00,46.00
2026-04-03T06:34:00Z,57.00,46.00
2026-04-03T06:35:00Z,57.00,46.00
2026-04-03T06:40:00Z,57.00,46.00
2026-04-03T06:41:00Z,57.68,46.00
2026-04-03T06:50:00Z,56.00,46.00
2026-04-03T06:51:00Z,56.00,44.00
2026-04-03T07:07:00Z,57.00,44.00
2026-04-03T07:08:00Z,57.00,44.00
2026-04-03T07:16:00Z,57.00,44.00
2026-04-03T07:23:00Z,57.00,44.00
2026-04-03T07:28:00Z,57.00,43.00
2026-04-03T07:34:00Z,57.00,43.00
2026-04-03T07:36:00Z,57.00,43.00
2026-04-03T07:37:00Z,57.00,43.00
2026-04-03T07:38:00Z,57.00,43.00
2026-04-03T07:48:00Z,57.00,43.00
2026-04-03T07:53:00Z,57.00,43.00
2026-04-03T07:54:00Z,57.00,43.00
2026-04-03T07:58:00Z,57.00,43.00
2026-04-03T08:06:00Z,57.00,43.00
2026-04-03T08:07:00Z,59.00,43.00
2026-04-03T08:26:00Z,59.00,43.00
2026-04-03T08:30:00Z,59.00,43.00
2026-04-03T08:39:00Z,59.00,43.00
2026-04-03T08:41:00Z,59.00,43.00
2026-04-03T08:48:00Z,59.00,43.00
2026-04-03T08:51:00Z,59.00,43.00
2026-04-03T08:56:00Z,59.00,43.00
2026-04-03T09:04:00Z,59.00,43.00
2026-04-03T09:08:00Z,59.00,43.00
2026-04-03T09:15:00Z,58.00,43.00
2026-04-03T09:16:00Z,58.00,43.00
2026-04-03T09:22:00Z,58.00,43.00
2026-04-03T09:24:00Z,58.00,42.00
2026-04-03T09:28:00Z,58.00,42.00
2026-04-03T09:38:00Z,59.00,42.00
2026-04-03T09:48:00Z,59.16,42.00
2026-04-03T09:49:00Z,60.00,42.00
2026-04-03T09:51:00Z,60.00,42.00
2026-04-03T09:55:00Z,60.00,42.00
2026-04-03T10:01:00Z,60.00,42.00
2026-04-03T10:11:00Z,60.00,42.00
2026-04-03T10:12:00Z,60.00,42.00
2026-04-03T10:18:00Z,60.41,42.00
2026-04-03T10:20:00Z,61.00,42.00
2026-04-03T10:26:00Z,61.00,42.00
2026-04-03T10:32:00Z,61.00,42.00
2026-04-03T10:36:00Z,60.00,42.00
2026-04-03T10:41:00Z,60.00,42.00
2026-04-03T10:49:00Z,60.00,42.00
2026-04-03T10:57:00Z,60.00,42.00
2026-04-03T10:59:00Z,60.00,42.00
2026-04-03T11:04:00Z,60.00,42.00
2026-04-03T11:05:00Z,60.00,42.00
2026-04-03T11:06:00Z,60.00,42.00
2026-04-03T11:09:00Z,60.00,42.00
2026-04-03T11:14:00Z,61.00,42.00
2026-04-03T11:19:00Z,61.00,42.00
2026-04-03T11:23:00Z,61.00,42.00
2026-04-03T11:29:00Z,61.00,42.00
2026-04-03T11:30:00Z,61.00,42.00
2026-04-03T11:32:00Z,61.00,42.00
2026-04-03T11:34:00Z,61.00,42.00
2026-04-03T11:35:00Z,61.00,42.00
2026-04-03T11:36:00Z,61.00,42.00
2026-04-03T11:37:00Z,61.00,42.00
2026-04-03T11:42:00Z,61.00,42.00
2026-04-03T11:48:00Z,61.00,42.00
2026-04-03T11:52:00Z,61.00,42.00
2026-04-03T11:53:00Z,61.00,42.00
2026-04-03T11:56:00Z,61.00,41.00
2026-04-03T11:59:00Z,61.00,41.00
2026-04-03T12:01:00Z,61.54,41.00
2026-04-03T12:04:00Z,62.00,41.00
2026-04-03T12:08:00Z,62.00,41.00
2026-04-03T12:09:00Z,62.00,41.00
2026-04-03T12:10:00Z,62.00,41.00
2026-04-03T12:11:00Z,62.00,41.00
2026-04-03T12:12:00Z,62.00,41.00
2026-04-03T12:13:00Z,62.00,41.00
2026-04-03T12:19:00Z,62.00,41.00
2026-04-03T12:23:00Z,62.00,41.00
2026-04-03T12:26:00Z,62.00,42.00
2026-04-03T12:29:00Z,62.00,42.00
2026-04-03T12:33:00Z,61.00,42.00
2026-04-03T12:36:00Z,62.00,41.00
2026-04-03T12:37:00Z,62.00,41.00
2026-04-03T12:39:00Z,62.00,41.00
2026-04-03T12:42:00Z,62.00,41.00
2026-04-03T12:43:00Z,62.00,41.00
2026-04-03T12:44:00Z,62.00,42.00
2026-04-03T12:45:00Z,62.00,42.00
2026-04-03T12:56:00Z,62.00,41.00
2026-04-03T12:58:00Z,62.00,41.00
2026-04-03T13:02:00Z,62.00,41.00
2026-04-03T13:04:00Z,62.00,41.00
2026-04-03T13:05:00Z,62.00,41.00
2026-04-03T13:07:00Z,62.00,41.00
2026-04-03T13:08:00Z,62.00,41.00
2026-04-03T13:12:00Z,62.00,41.00
2026-04-03T13:13:00Z,62.00,41.00
2026-04-03T13:15:00Z,62.00,41.00
2026-04-03T13:17:00Z,62.00,41.00
2026-04-03T13:18:00Z,63.00,41.00
2026-04-03T13:20:00Z,63.00,41.00
2026-04-03T13:21:00Z,63.00,41.00
2026-04-03T13:22:00Z,63.00,41.00
2026-04-03T13:23:00Z,63.00,40.00
2026-04-03T13:24:00Z,63.00,40.00
2026-04-03T13:26:00Z,63.00,40.00
2026-04-03T13:28:00Z,62.00,40.00
2026-04-03T13:29:00Z,63.00,41.00
2026-04-03T13:30:00Z,63.00,41.00
2026-04-03T13:31:00Z,63.00,41.00
2026-04-03T13:32:00Z,63.00,41.00
2026-04-03T13:33:00Z,63.00,41.00
2026-04-03T13:34:00Z,63.00,41.00
2026-04-03T13:36:00Z,63.00,40.52
2026-04-03T13:37:00Z,63.00,41.00
2026-04-03T13:38:00Z,63.00,41.00
2026-04-03T13:39:00Z,62.17,41.00
2026-04-03T13:40:00Z,63.00,41.00
2026-04-03T13:41:00Z,63.00,38.65
2026-04-03T13:43:00Z,62.00,39.00
2026-04-03T13:44:00Z,62.18,39.00
2026-04-03T13:45:00Z,61.70,39.00
2026-04-03T13:46:00Z,61.20,38.25
2026-04-03T13:47:00Z,61.02,40.00
2026-04-03T13:48:00Z,61.05,40.00
2026-04-03T13:49:00Z,62.00,39.00
2026-04-03T13:50:00Z,62.00,40.62
2026-04-03T13:51:00Z,62.00,39.01
2026-04-03T13:52:00Z,62.00,39.01
2026-04-03T13:53:00Z,62.00,40.00
2026-04-03T13:54:00Z,62.00,40.00
2026-04-03T13:55:00Z,62.00,40.00
2026-04-03T13:56:00Z,61.50,40.00
2026-04-03T13:57:00Z,61.57,39.00
2026-04-03T13:58:00Z,62.00,40.00
2026-04-03T13:59:00Z,62.00,39.56
2026-04-03T14:00:00Z,61.09,41.00
2026-04-03T14:01:00Z,61.00,41.00
2026-04-03T14:02:00Z,61.00,40.23
2026-04-03T14:03:00Z,61.00,41.00
2026-04-03T14:04:00Z,61.00,41.00
2026-04-03T14:05:00Z,61.00,41.00
2026-04-03T14:06:00Z,61.00,41.00
2026-04-03T14:07:00Z,61.00,41.00
2026-04-03T14:08:00Z,61.00,41.02
2026-04-03T14:09:00Z,61.00,41.02
2026-04-03T14:10:00Z,60.00,41.00
2026-04-03T14:11:00Z,61.00,41.00
2026-04-03T14:12:00Z,60.99,41.00
2026-04-03T14:13:00Z,61.00,41.00
2026-04-03T14:14:00Z,62.00,41.00
2026-04-03T14:15:00Z,61.96,40.02
2026-04-03T14:16:00Z,62.00,41.00
2026-04-03T14:17:00Z,62.00,41.00
2026-04-03T14:18:00Z,62.00,38.90
2026-04-03T14:19:00Z,61.72,41.00
2026-04-03T14:20:00Z,62.00,41.00
2026-04-03T14:21:00Z,61.98,40.99
2026-04-03T14:22:00Z,61.00,44.20
2026-04-03T14:23:00Z,60.45,42.95
2026-04-03T14:24:00Z,56.88,47.07
2026-04-03T14:25:00Z,48.42,52.05
2026-04-03T14:26:00Z,48.78,54.16
2026-04-03T14:27:00Z,44.80,55.06
2026-04-03T14:28:00Z,44.31,58.46
2026-04-03T14:29:00Z,42.81,57.90
2026-04-03T14:30:00Z,38.44,67.64
2026-04-03T14:31:00Z,44.68,57.96
2026-04-03T14:32:00Z,42.96,59.29
2026-04-03T14:33:00Z,38.90,63.17
2026-04-03T14:34:00Z,39.05,61.02
2026-04-03T14:35:00Z,36.76,64.63
2026-04-03T14:36:00Z,39.96,62.29
2026-04-03T14:37:00Z,38.80,62.09
2026-04-03T14:38:00Z,38.33,61.96
2026-04-03T14:39:00Z,34.05,68.19
2026-04-03T14:40:00Z,27.50,71.14
2026-04-03T14:41:00Z,28.54,73.00
2026-04-03T14:42:00Z,29.62,71.96
2026-04-03T14:43:00Z,25.34,74.01
2026-04-03T14:44:00Z,24.86,77.00
2026-04-03T14:45:00Z,23.19,78.76
2026-04-03T14:46:00Z,18.79,82.23
2026-04-03T14:47:00Z,18.15,82.68
2026-04-03T14:48:00Z,17.74,83.20
2026-04-03T14:49:00Z,18.35,81.22
2026-04-03T14:50:00Z,17.94,82.59
2026-04-03T14:51:00Z,17.90,82.55
2026-04-03T14:52:00Z,19.34,83.09
2026-04-03T14:53:00Z,19.75,82.81
2026-04-03T14:54:00Z,20.66,80.11
2026-04-03T14:55:00Z,19.36,80.93
2026-04-03T14:56:00Z,19.82,80.31
2026-04-03T14:57:00Z,19.99,81.00
2026-04-03T14:58:00Z,20.51,80.84
2026-04-03T14:59:00Z,20.79,81.27
2026-04-03T15:00:00Z,19.26,82.43
2026-04-03T15:01:00Z,15.21,84.72
2026-04-03T15:02:00Z,13.62,87.52
2026-04-03T15:03:00Z,21.30,80.61
2026-04-03T15:04:00Z,23.78,78.00
2026-04-03T15:05:00Z,27.49,74.65
