# event_ticker=KXATPMATCH-26MAR20NAVVAC
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Valentin Vacherot
# fav_player=Mariano Navone
# dog_player=Valentin Vacherot
# kalshi_date=2026-03-20
timestamp,Mariano Navone,Valentin Vacherot
2026-03-21T01:58:00Z,33.00,69.00
2026-03-21T01:59:00Z,33.00,69.00
2026-03-21T02:00:00Z,33.00,69.00
2026-03-21T02:01:00Z,33.00,69.00
2026-03-21T02:02:00Z,33.98,70.04
2026-03-21T02:03:00Z,30.27,73.00
2026-03-21T02:04:00Z,30.97,73.00
2026-03-21T02:05:00Z,29.00,70.00
2026-03-21T02:06:00Z,31.82,70.06
2026-03-21T02:07:00Z,28.00,73.66
2026-03-21T02:08:00Z,27.00,74.00
2026-03-21T02:09:00Z,26.92,71.07
2026-03-21T02:10:00Z,26.56,75.00
2026-03-21T02:11:00Z,24.06,77.00
2026-03-21T02:12:00Z,26.00,77.00
2026-03-21T02:13:00Z,21.90,80.00
2026-03-21T02:14:00Z,24.71,79.00
2026-03-21T02:15:00Z,26.61,75.00
2026-03-21T02:16:00Z,24.56,75.00
2026-03-21T02:17:00Z,22.00,75.00
2026-03-21T02:18:00Z,21.00,79.00
2026-03-21T02:19:00Z,21.96,78.94
2026-03-21T02:20:00Z,20.50,85.19
2026-03-21T02:21:00Z,11.72,86.89
2026-03-21T02:22:00Z,11.12,88.60
2026-03-21T02:23:00Z,13.04,85.99
2026-03-21T02:24:00Z,16.00,86.00
2026-03-21T02:25:00Z,14.00,90.00
2026-03-21T02:26:00Z,10.68,90.00
2026-03-21T02:27:00Z,10.68,91.00
2026-03-21T02:28:00Z,11.00,91.00
2026-03-21T02:29:00Z,12.00,89.00
2026-03-21T02:30:00Z,12.95,89.00
2026-03-21T02:31:00Z,13.52,91.00
2026-03-21T02:32:00Z,14.56,85.99
2026-03-21T02:33:00Z,16.82,83.70
2026-03-21T02:34:00Z,15.81,84.26
2026-03-21T02:35:00Z,14.20,85.80
2026-03-21T02:36:00Z,13.11,86.07
2026-03-21T02:37:00Z,13.30,88.51
2026-03-21T02:38:00Z,18.99,82.00
2026-03-21T02:39:00Z,14.81,87.08
2026-03-21T02:40:00Z,11.59,89.05
2026-03-21T02:41:00Z,12.00,89.00
2026-03-21T02:42:00Z,11.84,89.00
2026-03-21T02:43:00Z,12.37,89.00
2026-03-21T02:44:00Z,13.26,88.00
2026-03-21T02:45:00Z,12.03,89.00
2026-03-21T02:46:00Z,13.00,88.67
2026-03-21T02:47:00Z,13.16,87.00
2026-03-21T02:48:00Z,12.00,88.98
2026-03-21T02:49:00Z,12.98,89.00
2026-03-21T02:50:00Z,13.28,88.00
2026-03-21T02:51:00Z,13.28,88.36
2026-03-21T02:52:00Z,15.50,85.00
2026-03-21T02:53:00Z,16.00,85.00
2026-03-21T02:54:00Z,16.14,85.53
2026-03-21T02:55:00Z,12.00,88.18
2026-03-21T02:56:00Z,10.49,89.15
2026-03-21T02:57:00Z,11.00,89.15
2026-03-21T02:58:00Z,12.70,89.47
2026-03-21T02:59:00Z,14.00,87.00
2026-03-21T03:00:00Z,13.09,89.98
2026-03-21T03:01:00Z,14.47,86.15
2026-03-21T03:02:00Z,14.29,86.00
2026-03-21T03:03:00Z,15.00,85.16
2026-03-21T03:04:00Z,17.21,84.99
2026-03-21T03:05:00Z,15.17,87.97
2026-03-21T03:06:00Z,12.98,88.01
2026-03-21T03:07:00Z,11.69,88.21
2026-03-21T03:08:00Z,12.30,88.47
2026-03-21T03:09:00Z,11.00,89.00
2026-03-21T03:10:00Z,13.66,88.72
2026-03-21T03:11:00Z,9.89,91.00
2026-03-21T03:12:00Z,7.60,94.22
2026-03-21T03:13:00Z,3.00,96.67
2026-03-21T03:14:00Z,3.01,97.00
2026-03-21T03:15:00Z,2.63,97.84
2026-03-21T03:16:00Z,1.30,99.00
2026-03-21T03:17:00Z,1.31,99.00
2026-03-21T03:18:00Z,1.88,99.00
2026-03-21T03:19:00Z,1.19,99.00
2026-03-21T03:20:00Z,1.19,98.60
2026-03-21T03:21:00Z,2.00,99.00
2026-03-21T03:22:00Z,2.38,99.00
2026-03-21T03:23:00Z,4.02,97.09
2026-03-21T03:24:00Z,3.91,98.72
2026-03-21T03:25:00Z,1.85,99.00
2026-03-21T03:26:00Z,1.00,99.00
