# event_ticker=KXATPCHALLENGERMATCH-26JUN01ARDZIN
# final_score=6-4 6-4
# match_winner=Landon Ardila
# fav_player=Landon Ardila
# dog_player=Tyler Zink
# kalshi_date=2026-06-01
timestamp,Landon Ardila,Tyler Zink
2026-06-02T15:09:00Z,17.00,85.95
2026-06-02T15:10:00Z,14.00,85.95
2026-06-02T15:11:00Z,14.00,87.00
2026-06-02T15:12:00Z,14.76,87.00
2026-06-02T15:13:00Z,15.97,85.00
2026-06-02T15:14:00Z,16.00,85.00
2026-06-02T15:15:00Z,15.98,85.00
2026-06-02T15:16:00Z,16.10,85.00
2026-06-02T15:17:00Z,15.30,86.00
2026-06-02T15:18:00Z,15.94,86.00
2026-06-02T15:19:00Z,15.00,86.00
2026-06-02T15:20:00Z,16.43,86.00
2026-06-02T15:21:00Z,17.21,84.00
2026-06-02T15:22:00Z,16.63,85.24
2026-06-02T15:23:00Z,16.57,85.70
2026-06-02T15:24:00Z,15.00,87.58
2026-06-02T15:25:00Z,16.67,84.48
2026-06-02T15:26:00Z,16.64,83.14
2026-06-02T15:27:00Z,15.80,85.00
2026-06-02T15:28:00Z,15.83,84.49
2026-06-02T15:29:00Z,15.93,84.98
2026-06-02T15:30:00Z,15.79,86.32
2026-06-02T15:31:00Z,15.25,85.80
2026-06-02T15:32:00Z,13.55,86.91
2026-06-02T15:33:00Z,12.23,88.62
2026-06-02T15:34:00Z,15.97,85.21
2026-06-02T15:35:00Z,17.65,82.06
2026-06-02T15:36:00Z,19.20,83.00
2026-06-02T15:37:00Z,19.15,78.19
2026-06-02T15:38:00Z,22.43,78.16
2026-06-02T15:39:00Z,24.28,76.98
2026-06-02T15:40:00Z,20.86,82.01
2026-06-02T15:41:00Z,23.85,76.37
2026-06-02T15:42:00Z,32.90,62.75
2026-06-02T15:43:00Z,38.44,63.09
2026-06-02T15:44:00Z,39.87,61.56
2026-06-02T15:45:00Z,37.52,63.19
2026-06-02T15:46:00Z,39.78,63.40
2026-06-02T15:47:00Z,42.89,57.18
2026-06-02T15:48:00Z,44.51,56.86
2026-06-02T15:49:00Z,43.09,57.00
2026-06-02T15:50:00Z,42.85,58.00
2026-06-02T15:51:00Z,40.37,58.39
2026-06-02T15:52:00Z,44.97,57.21
2026-06-02T15:53:00Z,47.48,54.71
2026-06-02T15:54:00Z,50.01,52.01
2026-06-02T15:55:00Z,48.25,52.00
2026-06-02T15:56:00Z,49.00,52.00
2026-06-02T15:57:00Z,49.59,51.46
2026-06-02T15:58:00Z,49.37,51.52
2026-06-02T15:59:00Z,49.02,51.44
2026-06-02T16:00:00Z,55.01,46.23
2026-06-02T16:01:00Z,61.02,40.58
2026-06-02T16:02:00Z,68.10,31.44
2026-06-02T16:03:00Z,69.74,30.94
2026-06-02T16:04:00Z,69.99,32.38
2026-06-02T16:05:00Z,73.68,27.89
2026-06-02T16:06:00Z,75.76,24.81
2026-06-02T16:07:00Z,75.64,27.88
2026-06-02T16:08:00Z,72.08,29.78
2026-06-02T16:09:00Z,72.31,29.66
2026-06-02T16:10:00Z,67.77,29.82
2026-06-02T16:11:00Z,68.48,35.74
2026-06-02T16:12:00Z,73.17,28.75
2026-06-02T16:13:00Z,72.05,28.74
2026-06-02T16:14:00Z,78.26,22.14
2026-06-02T16:15:00Z,79.38,22.77
2026-06-02T16:16:00Z,82.62,19.36
2026-06-02T16:17:00Z,77.25,23.00
2026-06-02T16:18:00Z,76.86,24.64
2026-06-02T16:19:00Z,81.15,24.18
2026-06-02T16:20:00Z,84.04,17.46
2026-06-02T16:21:00Z,80.76,18.75
2026-06-02T16:22:00Z,84.94,16.96
2026-06-02T16:23:00Z,87.31,12.07
2026-06-02T16:24:00Z,94.25,7.93
2026-06-02T16:25:00Z,92.20,10.24
2026-06-02T16:26:00Z,86.22,13.64
2026-06-02T16:27:00Z,88.15,11.43
2026-06-02T16:28:00Z,84.33,17.43
2026-06-02T16:29:00Z,83.63,16.84
2026-06-02T16:30:00Z,77.30,23.75
2026-06-02T16:31:00Z,76.76,19.35
2026-06-02T16:32:00Z,86.98,20.02
2026-06-02T16:33:00Z,87.38,12.66
2026-06-02T16:34:00Z,84.60,15.92
2026-06-02T16:35:00Z,86.21,17.91
2026-06-02T16:36:00Z,90.87,10.73
2026-06-02T16:37:00Z,92.94,8.70
2026-06-02T16:38:00Z,89.04,10.72
2026-06-02T16:39:00Z,88.56,12.29
2026-06-02T16:40:00Z,88.91,12.51
2026-06-02T16:41:00Z,85.51,18.84
2026-06-02T16:42:00Z,77.37,22.83
2026-06-02T16:43:00Z,78.12,22.81
2026-06-02T16:44:00Z,81.67,19.15
2026-06-02T16:45:00Z,93.52,8.89
2026-06-02T16:46:00Z,98.93,1.59
2026-06-02T16:47:00Z,99.00,1.59
