# event_ticker=KXATPMATCH-26MAR22AUGATM
# final_score=6-3 1-6 6-3
# score_resolution=3-6 6-1 3-6
# match_winner=Terence Atmane
# fav_player=Felix Auger-Aliassime
# dog_player=Terence Atmane
# kalshi_date=2026-03-22
timestamp,Felix Auger-Aliassime,Terence Atmane
2026-03-23T04:37:00Z,76.00,
2026-03-23T04:39:00Z,76.00,25.00
2026-03-23T04:40:00Z,75.00,24.00
2026-03-23T04:41:00Z,76.00,24.00
2026-03-23T04:42:00Z,76.00,24.00
2026-03-23T04:43:00Z,76.00,25.00
2026-03-23T04:51:00Z,76.00,25.00
2026-03-23T05:02:00Z,76.00,25.00
2026-03-23T05:04:00Z,76.00,25.00
2026-03-23T05:05:00Z,76.00,25.00
2026-03-23T05:07:00Z,76.00,25.00
2026-03-23T05:10:00Z,76.00,25.00
2026-03-23T05:15:00Z,76.00,25.00
2026-03-23T05:19:00Z,76.00,25.00
2026-03-23T05:21:00Z,76.00,25.00
2026-03-23T05:22:00Z,76.00,25.00
2026-03-23T05:33:00Z,76.00,25.00
2026-03-23T05:40:00Z,76.00,25.00
2026-03-23T05:41:00Z,76.00,25.00
2026-03-23T05:43:00Z,76.00,25.00
2026-03-23T05:50:00Z,76.00,25.00
2026-03-23T05:55:00Z,76.00,25.00
2026-03-23T05:56:00Z,76.00,25.00
2026-03-23T06:01:00Z,76.00,25.00
2026-03-23T06:03:00Z,76.00,25.00
2026-03-23T06:08:00Z,76.00,25.00
2026-03-23T06:09:00Z,76.00,25.00
2026-03-23T06:13:00Z,76.00,25.00
2026-03-23T06:42:00Z,76.00,25.00
2026-03-23T06:48:00Z,76.00,25.00
2026-03-23T06:51:00Z,76.00,25.00
2026-03-23T06:52:00Z,76.00,25.00
2026-03-23T06:59:00Z,76.00,25.00
2026-03-23T07:00:00Z,76.00,25.00
2026-03-23T07:06:00Z,76.00,25.00
2026-03-23T07:17:00Z,76.00,25.00
2026-03-23T07:18:00Z,76.00,25.00
2026-03-23T07:19:00Z,76.00,25.00
2026-03-23T07:41:00Z,75.00,25.00
2026-03-23T07:42:00Z,75.00,25.00
2026-03-23T07:47:00Z,76.00,25.00
2026-03-23T07:51:00Z,76.00,25.00
2026-03-23T08:04:00Z,76.00,25.00
2026-03-23T08:09:00Z,76.00,25.00
2026-03-23T08:11:00Z,76.00,25.00
2026-03-23T08:15:00Z,76.00,25.00
2026-03-23T08:27:00Z,76.00,25.00
2026-03-23T08:29:00Z,76.00,25.00
2026-03-23T08:36:00Z,76.00,25.00
2026-03-23T08:45:00Z,76.00,25.00
2026-03-23T09:03:00Z,76.00,25.00
2026-03-23T09:13:00Z,75.00,25.00
2026-03-23T09:21:00Z,75.00,25.00
2026-03-23T09:28:00Z,76.00,25.00
2026-03-23T09:34:00Z,76.00,25.00
2026-03-23T09:41:00Z,76.00,25.00
2026-03-23T10:03:00Z,76.00,25.00
2026-03-23T10:06:00Z,76.00,25.00
2026-03-23T10:10:00Z,76.00,25.00
2026-03-23T10:29:00Z,76.00,25.00
2026-03-23T10:31:00Z,76.00,25.00
2026-03-23T10:41:00Z,76.00,25.00
2026-03-23T10:52:00Z,76.00,25.00
2026-03-23T11:03:00Z,76.00,25.00
2026-03-23T11:04:00Z,74.87,25.00
2026-03-23T11:05:00Z,76.00,25.00
2026-03-23T11:15:00Z,76.00,25.00
2026-03-23T11:21:00Z,76.00,25.00
2026-03-23T11:24:00Z,76.00,25.00
2026-03-23T11:41:00Z,76.00,25.00
2026-03-23T11:42:00Z,76.00,25.00
2026-03-23T11:47:00Z,76.00,25.00
2026-03-23T11:49:00Z,76.00,25.00
2026-03-23T12:01:00Z,76.00,25.00
2026-03-23T12:04:00Z,76.00,25.00
2026-03-23T12:08:00Z,76.00,25.00
2026-03-23T12:13:00Z,76.00,25.00
2026-03-23T12:19:00Z,76.00,25.00
2026-03-23T12:21:00Z,76.00,25.00
2026-03-23T12:22:00Z,76.00,25.00
2026-03-23T12:30:00Z,76.00,25.00
2026-03-23T12:32:00Z,76.00,25.00
2026-03-23T12:34:00Z,76.00,25.00
2026-03-23T12:39:00Z,76.00,25.00
2026-03-23T12:54:00Z,76.00,25.00
2026-03-23T12:58:00Z,76.00,25.00
2026-03-23T13:02:00Z,76.00,25.00
2026-03-23T13:03:00Z,76.00,25.00
2026-03-23T13:08:00Z,76.00,24.00
2026-03-23T13:11:00Z,76.00,25.00
2026-03-23T13:12:00Z,76.00,25.00
2026-03-23T13:13:00Z,76.00,25.00
2026-03-23T13:14:00Z,76.00,25.00
2026-03-23T13:16:00Z,76.00,25.00
2026-03-23T13:18:00Z,77.00,25.00
2026-03-23T13:19:00Z,77.00,25.00
2026-03-23T13:20:00Z,77.00,25.00
2026-03-23T13:21:00Z,77.00,25.00
2026-03-23T13:22:00Z,77.00,25.00
2026-03-23T13:24:00Z,77.00,24.00
2026-03-23T13:32:00Z,77.00,24.00
2026-03-23T13:35:00Z,77.00,24.00
2026-03-23T13:38:00Z,77.00,25.00
2026-03-23T13:41:00Z,77.00,25.00
2026-03-23T13:45:00Z,77.00,25.00
2026-03-23T13:46:00Z,77.00,25.00
2026-03-23T13:53:00Z,77.00,25.00
2026-03-23T13:55:00Z,77.00,24.00
2026-03-23T14:01:00Z,77.00,24.00
2026-03-23T14:03:00Z,77.00,24.00
2026-03-23T14:07:00Z,77.00,24.00
2026-03-23T14:08:00Z,77.00,24.00
2026-03-23T14:11:00Z,77.00,24.00
2026-03-23T14:12:00Z,77.00,24.00
2026-03-23T14:13:00Z,76.93,24.00
2026-03-23T14:14:00Z,76.93,24.00
2026-03-23T14:18:00Z,78.00,24.00
2026-03-23T14:20:00Z,78.00,24.00
2026-03-23T14:25:00Z,78.00,23.00
2026-03-23T14:26:00Z,78.00,24.00
2026-03-23T14:28:00Z,76.00,24.00
2026-03-23T14:31:00Z,78.00,24.00
2026-03-23T14:32:00Z,78.00,24.00
2026-03-23T14:34:00Z,78.00,24.00
2026-03-23T14:35:00Z,78.00,24.00
2026-03-23T14:38:00Z,77.00,24.00
2026-03-23T14:41:00Z,77.00,24.00
2026-03-23T14:45:00Z,78.00,24.00
2026-03-23T14:47:00Z,78.00,24.00
2026-03-23T14:48:00Z,78.00,24.00
2026-03-23T14:49:00Z,78.00,24.00
2026-03-23T14:50:00Z,78.00,23.00
2026-03-23T14:51:00Z,78.00,24.00
2026-03-23T14:54:00Z,78.00,24.00
2026-03-23T14:55:00Z,78.00,24.00
2026-03-23T14:57:00Z,78.00,24.00
2026-03-23T14:58:00Z,78.00,24.00
2026-03-23T15:03:00Z,78.00,24.00
2026-03-23T15:04:00Z,78.00,24.00
2026-03-23T15:05:00Z,78.00,24.00
2026-03-23T15:08:00Z,78.00,23.00
2026-03-23T15:13:00Z,78.00,23.00
2026-03-23T15:14:00Z,78.00,23.00
2026-03-23T15:15:00Z,78.00,23.00
2026-03-23T15:16:00Z,78.00,23.00
2026-03-23T15:17:00Z,78.00,23.00
2026-03-23T15:19:00Z,78.00,23.00
2026-03-23T15:22:00Z,78.00,23.00
2026-03-23T15:23:00Z,78.00,23.00
2026-03-23T15:25:00Z,78.00,23.00
2026-03-23T15:26:00Z,78.00,23.00
2026-03-23T15:27:00Z,78.00,23.00
2026-03-23T15:28:00Z,78.00,23.00
2026-03-23T15:31:00Z,78.00,23.00
2026-03-23T15:34:00Z,78.00,23.00
2026-03-23T15:35:00Z,78.00,23.00
2026-03-23T15:36:00Z,78.00,23.00
2026-03-23T15:37:00Z,78.00,23.00
2026-03-23T15:38:00Z,78.00,23.00
2026-03-23T15:40:00Z,78.00,23.00
2026-03-23T15:41:00Z,78.00,23.00
2026-03-23T15:42:00Z,78.00,23.00
2026-03-23T15:43:00Z,78.00,23.00
2026-03-23T15:44:00Z,78.00,23.00
2026-03-23T15:45:00Z,77.97,23.00
2026-03-23T15:47:00Z,78.00,23.00
2026-03-23T15:48:00Z,78.00,23.00
2026-03-23T15:49:00Z,78.00,23.00
2026-03-23T15:50:00Z,78.00,23.00
2026-03-23T15:52:00Z,77.12,23.00
2026-03-23T15:53:00Z,78.00,23.00
2026-03-23T15:54:00Z,78.00,23.00
2026-03-23T15:55:00Z,78.00,24.00
2026-03-23T15:56:00Z,78.00,24.00
2026-03-23T15:57:00Z,78.00,24.00
2026-03-23T15:58:00Z,78.00,24.00
2026-03-23T15:59:00Z,78.00,24.00
2026-03-23T16:00:00Z,78.00,24.00
2026-03-23T16:02:00Z,78.00,24.00
2026-03-23T16:03:00Z,78.00,24.00
