# event_ticker=KXATPCHALLENGERMATCH-26JUN06MONDON
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Alexander Donski
# fav_player=Khololwam Montsi
# dog_player=Alexander Donski
# kalshi_date=2026-06-06
timestamp,Khololwam Montsi,Alexander Donski
2026-06-05T23:21:00Z,,37.00
2026-06-05T23:36:00Z,,37.00
2026-06-05T23:38:00Z,66.00,37.00
2026-06-06T01:26:00Z,66.00,37.00
2026-06-06T01:32:00Z,66.00,37.00
2026-06-06T01:36:00Z,66.00,37.00
2026-06-06T01:40:00Z,66.00,37.00
2026-06-06T01:59:00Z,66.00,37.00
2026-06-06T02:07:00Z,66.00,37.00
2026-06-06T02:37:00Z,66.00,37.00
2026-06-06T02:48:00Z,66.00,37.00
2026-06-06T02:49:00Z,66.00,37.00
2026-06-06T02:58:00Z,66.00,38.00
2026-06-06T03:04:00Z,66.00,38.00
2026-06-06T03:05:00Z,66.00,38.00
2026-06-06T03:11:00Z,66.00,37.00
2026-06-06T03:24:00Z,66.00,37.00
2026-06-06T03:26:00Z,66.00,36.00
2026-06-06T03:37:00Z,66.00,36.00
2026-06-06T03:39:00Z,66.00,36.00
2026-06-06T03:46:00Z,66.00,36.00
2026-06-06T03:49:00Z,66.00,36.00
2026-06-06T03:50:00Z,66.00,36.00
2026-06-06T03:51:00Z,66.00,36.00
2026-06-06T03:52:00Z,66.00,36.00
2026-06-06T03:53:00Z,66.00,36.00
2026-06-06T03:54:00Z,66.00,36.00
2026-06-06T03:57:00Z,66.00,36.00
2026-06-06T04:01:00Z,65.00,36.00
2026-06-06T04:02:00Z,65.00,36.00
2026-06-06T04:04:00Z,65.00,36.00
2026-06-06T04:06:00Z,65.00,36.00
2026-06-06T04:09:00Z,65.00,36.00
2026-06-06T04:12:00Z,65.00,37.00
2026-06-06T04:13:00Z,65.00,37.00
2026-06-06T04:14:00Z,65.00,37.00
2026-06-06T04:19:00Z,65.00,37.00
2026-06-06T04:21:00Z,63.04,37.00
2026-06-06T04:22:00Z,65.00,37.00
2026-06-06T04:24:00Z,65.00,37.00
2026-06-06T04:27:00Z,65.00,37.00
2026-06-06T04:28:00Z,65.00,37.85
2026-06-06T04:29:00Z,65.00,38.00
2026-06-06T04:30:00Z,65.00,37.00
2026-06-06T04:31:00Z,65.00,37.00
2026-06-06T04:32:00Z,65.00,37.90
2026-06-06T04:33:00Z,65.00,37.00
2026-06-06T04:35:00Z,65.00,37.00
2026-06-06T04:37:00Z,65.00,37.00
2026-06-06T04:39:00Z,65.00,37.00
2026-06-06T04:41:00Z,65.00,37.00
2026-06-06T04:42:00Z,65.00,38.00
2026-06-06T04:43:00Z,65.00,38.00
2026-06-06T04:44:00Z,65.00,38.00
2026-06-06T04:46:00Z,65.00,38.00
2026-06-06T04:47:00Z,65.00,38.00
2026-06-06T04:48:00Z,65.00,38.00
2026-06-06T04:49:00Z,65.00,38.00
2026-06-06T04:50:00Z,65.00,38.00
2026-06-06T04:51:00Z,65.00,38.56
2026-06-06T04:52:00Z,65.00,38.03
2026-06-06T04:53:00Z,65.00,38.86
2026-06-06T04:54:00Z,65.00,39.00
2026-06-06T04:55:00Z,65.00,39.00
2026-06-06T04:56:00Z,65.00,39.00
2026-06-06T04:57:00Z,65.00,39.00
2026-06-06T04:58:00Z,65.00,39.00
2026-06-06T05:00:00Z,65.00,39.00
2026-06-06T05:02:00Z,65.00,39.00
2026-06-06T05:03:00Z,65.00,39.00
2026-06-06T05:04:00Z,65.00,39.00
2026-06-06T05:05:00Z,65.00,39.00
2026-06-06T05:09:00Z,65.00,39.00
2026-06-06T05:10:00Z,65.00,39.00
2026-06-06T05:11:00Z,65.00,38.91
2026-06-06T05:12:00Z,64.00,38.92
2026-06-06T05:13:00Z,63.00,39.70
2026-06-06T05:14:00Z,63.00,39.63
2026-06-06T05:15:00Z,63.00,39.98
2026-06-06T05:16:00Z,63.00,39.00
2026-06-06T05:17:00Z,62.00,39.00
2026-06-06T05:18:00Z,62.00,39.00
2026-06-06T05:19:00Z,62.00,39.25
2026-06-06T05:20:00Z,63.00,40.00
2026-06-06T05:21:00Z,63.00,40.00
2026-06-06T05:22:00Z,63.00,41.00
2026-06-06T05:23:00Z,63.00,41.00
2026-06-06T05:24:00Z,63.00,41.01
2026-06-06T05:25:00Z,60.00,40.78
2026-06-06T05:26:00Z,60.00,41.90
2026-06-06T05:27:00Z,60.00,43.00
2026-06-06T05:28:00Z,60.00,42.95
2026-06-06T05:29:00Z,60.00,42.99
2026-06-06T05:30:00Z,60.00,42.99
2026-06-06T05:31:00Z,60.00,43.00
2026-06-06T05:32:00Z,59.00,43.00
2026-06-06T05:33:00Z,60.00,43.00
2026-06-06T05:34:00Z,60.00,43.00
2026-06-06T05:35:00Z,60.00,43.00
2026-06-06T05:37:00Z,60.00,43.00
2026-06-06T05:38:00Z,60.00,43.00
2026-06-06T05:41:00Z,60.00,43.00
2026-06-06T05:42:00Z,60.00,43.00
2026-06-06T05:44:00Z,60.00,42.00
2026-06-06T05:47:00Z,60.00,42.00
2026-06-06T05:48:00Z,60.00,42.00
2026-06-06T05:50:00Z,60.00,42.00
2026-06-06T05:51:00Z,60.53,42.00
2026-06-06T05:55:00Z,60.00,42.00
2026-06-06T05:57:00Z,60.00,40.00
2026-06-06T05:58:00Z,60.00,43.00
2026-06-06T06:00:00Z,60.00,42.00
2026-06-06T06:01:00Z,60.00,42.76
2026-06-06T06:02:00Z,60.00,43.00
2026-06-06T06:04:00Z,60.00,42.00
2026-06-06T06:09:00Z,60.00,42.00
2026-06-06T06:10:00Z,60.00,43.00
2026-06-06T06:11:00Z,60.00,43.00
2026-06-06T06:12:00Z,60.00,40.00
2026-06-06T06:13:00Z,60.00,43.00
2026-06-06T06:14:00Z,60.00,43.00
2026-06-06T06:15:00Z,60.00,43.00
2026-06-06T06:16:00Z,60.00,43.00
2026-06-06T06:19:00Z,60.00,43.00
2026-06-06T06:20:00Z,59.90,43.00
2026-06-06T06:24:00Z,59.90,41.00
2026-06-06T06:25:00Z,59.90,42.48
2026-06-06T06:27:00Z,60.00,42.48
2026-06-06T06:31:00Z,60.00,43.00
2026-06-06T06:35:00Z,59.00,43.00
2026-06-06T06:38:00Z,59.00,41.00
2026-06-06T06:40:00Z,58.00,41.00
2026-06-06T06:41:00Z,58.00,42.00
2026-06-06T06:42:00Z,58.00,42.41
2026-06-06T06:43:00Z,58.00,42.00
2026-06-06T06:45:00Z,58.00,43.00
2026-06-06T06:48:00Z,58.00,42.89
2026-06-06T06:50:00Z,59.00,42.89
2026-06-06T06:51:00Z,59.00,42.89
2026-06-06T06:55:00Z,58.00,43.00
2026-06-06T06:56:00Z,58.00,43.00
2026-06-06T06:57:00Z,58.00,43.00
2026-06-06T07:00:00Z,58.00,43.00
2026-06-06T07:01:00Z,58.00,43.00
2026-06-06T07:03:00Z,59.00,43.00
2026-06-06T07:06:00Z,59.00,43.00
2026-06-06T07:09:00Z,59.00,43.00
2026-06-06T07:10:00Z,59.00,43.00
2026-06-06T07:13:00Z,59.00,43.00
2026-06-06T07:14:00Z,59.00,42.00
2026-06-06T07:15:00Z,59.00,42.00
2026-06-06T07:17:00Z,59.00,42.00
2026-06-06T07:19:00Z,59.00,42.00
2026-06-06T07:21:00Z,59.00,42.00
2026-06-06T07:22:00Z,59.00,42.00
2026-06-06T07:25:00Z,59.00,42.00
2026-06-06T07:27:00Z,59.00,42.00
2026-06-06T07:28:00Z,59.00,42.00
2026-06-06T07:30:00Z,59.00,42.00
2026-06-06T07:33:00Z,59.00,42.00
2026-06-06T07:34:00Z,59.00,42.00
2026-06-06T07:35:00Z,59.00,42.00
2026-06-06T07:40:00Z,59.00,42.00
2026-06-06T07:49:00Z,59.00,42.00
2026-06-06T07:51:00Z,60.00,42.00
2026-06-06T07:52:00Z,60.00,42.00
2026-06-06T07:56:00Z,60.00,42.00
2026-06-06T07:58:00Z,60.00,42.00
2026-06-06T07:59:00Z,60.00,42.00
2026-06-06T08:00:00Z,61.85,42.00
2026-06-06T08:02:00Z,61.85,42.00
2026-06-06T08:03:00Z,61.85,42.00
2026-06-06T08:04:00Z,61.85,42.00
2026-06-06T08:06:00Z,60.00,42.00
2026-06-06T08:08:00Z,60.00,42.00
2026-06-06T08:09:00Z,60.00,42.00
2026-06-06T08:12:00Z,59.00,42.00
2026-06-06T08:15:00Z,60.00,41.00
2026-06-06T08:17:00Z,60.00,42.00
2026-06-06T08:21:00Z,60.00,42.00
2026-06-06T08:22:00Z,60.00,42.00
2026-06-06T08:25:00Z,60.00,42.00
2026-06-06T08:28:00Z,60.00,42.00
2026-06-06T08:30:00Z,60.00,42.00
2026-06-06T08:31:00Z,60.00,42.00
2026-06-06T08:32:00Z,60.00,42.00
2026-06-06T08:35:00Z,60.00,42.00
2026-06-06T08:36:00Z,60.00,41.00
2026-06-06T08:37:00Z,60.00,42.00
2026-06-06T08:38:00Z,60.00,42.00
2026-06-06T08:39:00Z,60.00,42.00
2026-06-06T08:41:00Z,60.00,42.00
2026-06-06T08:43:00Z,60.00,42.00
2026-06-06T08:44:00Z,60.00,42.00
2026-06-06T08:45:00Z,60.00,41.19
2026-06-06T08:46:00Z,60.00,41.19
2026-06-06T08:47:00Z,60.00,41.00
2026-06-06T08:50:00Z,60.00,42.00
2026-06-06T08:53:00Z,60.00,42.00
2026-06-06T08:55:00Z,60.08,42.00
2026-06-06T08:57:00Z,60.08,42.00
2026-06-06T08:59:00Z,60.08,42.00
2026-06-06T09:00:00Z,60.00,42.00
2026-06-06T09:01:00Z,60.00,42.99
2026-06-06T09:03:00Z,60.00,43.00
2026-06-06T09:05:00Z,60.00,43.00
2026-06-06T09:06:00Z,60.00,43.00
2026-06-06T09:07:00Z,60.00,43.00
2026-06-06T09:10:00Z,59.87,42.81
2026-06-06T09:11:00Z,58.73,43.83
2026-06-06T09:12:00Z,57.62,43.83
2026-06-06T09:16:00Z,58.00,43.00
2026-06-06T09:17:00Z,58.00,42.00
2026-06-06T09:18:00Z,58.00,40.52
2026-06-06T09:19:00Z,58.00,38.87
2026-06-06T09:20:00Z,59.00,38.00
2026-06-06T09:21:00Z,59.00,38.00
2026-06-06T09:22:00Z,59.00,39.00
2026-06-06T09:24:00Z,59.00,39.00
2026-06-06T09:27:00Z,59.00,39.00
2026-06-06T09:28:00Z,58.00,39.00
2026-06-06T09:37:00Z,58.00,39.68
2026-06-06T09:39:00Z,58.00,38.15
2026-06-06T09:42:00Z,58.00,38.00
2026-06-06T09:46:00Z,60.00,38.00
2026-06-06T09:52:00Z,60.00,40.00
2026-06-06T09:58:00Z,60.00,40.00
2026-06-06T10:03:00Z,60.00,40.00
2026-06-06T10:04:00Z,60.00,40.00
2026-06-06T10:05:00Z,60.00,40.00
2026-06-06T10:08:00Z,60.00,40.00
2026-06-06T10:11:00Z,61.00,40.00
2026-06-06T10:12:00Z,61.00,40.00
2026-06-06T10:17:00Z,61.00,41.00
2026-06-06T10:21:00Z,61.00,41.00
2026-06-06T10:23:00Z,61.00,42.00
2026-06-06T10:26:00Z,61.00,42.00
2026-06-06T10:27:00Z,61.00,42.00
2026-06-06T10:31:00Z,61.00,42.00
2026-06-06T10:32:00Z,61.00,42.00
2026-06-06T10:33:00Z,61.00,42.00
2026-06-06T10:34:00Z,61.00,42.00
2026-06-06T10:35:00Z,61.00,42.00
2026-06-06T10:36:00Z,60.00,42.00
2026-06-06T10:37:00Z,60.00,42.00
2026-06-06T10:40:00Z,60.00,38.00
2026-06-06T10:44:00Z,60.48,38.00
2026-06-06T10:45:00Z,60.40,38.00
2026-06-06T10:48:00Z,61.18,41.00
2026-06-06T10:50:00Z,61.53,41.00
2026-06-06T10:53:00Z,61.53,38.00
2026-06-06T10:54:00Z,61.53,41.00
2026-06-06T10:56:00Z,60.00,41.00
2026-06-06T10:59:00Z,60.00,41.00
2026-06-06T11:00:00Z,60.00,41.85
2026-06-06T11:04:00Z,60.00,42.00
2026-06-06T11:06:00Z,63.58,44.53
2026-06-06T11:07:00Z,56.00,44.00
2026-06-06T11:08:00Z,56.00,44.00
2026-06-06T11:09:00Z,61.00,43.00
