# event_ticker=KXATPCHALLENGERMATCH-26MAR11TRUFOR
# final_score=7-6(0) 4-6 7-6(5)
# score_resolution=6-7 6-4 6-7
# match_winner=Marco Trungelliti
# fav_player=Jonas Forejtek
# dog_player=Marco Trungelliti
# kalshi_date=2026-03-11
timestamp,Jonas Forejtek,Marco Trungelliti
2026-03-11T00:43:00Z,,69.00
2026-03-11T02:39:00Z,,68.00
2026-03-11T03:29:00Z,31.00,68.00
2026-03-11T04:44:00Z,31.00,68.00
2026-03-11T05:01:00Z,31.00,68.00
2026-03-11T05:04:00Z,31.00,68.00
2026-03-11T05:06:00Z,31.00,69.04
2026-03-11T05:15:00Z,31.00,66.00
2026-03-11T05:50:00Z,31.00,69.00
2026-03-11T05:55:00Z,31.00,69.00
2026-03-11T05:57:00Z,31.00,69.00
2026-03-11T06:07:00Z,31.00,69.00
2026-03-11T06:09:00Z,31.00,69.00
2026-03-11T06:22:00Z,31.00,68.00
2026-03-11T06:51:00Z,31.00,69.00
2026-03-11T06:53:00Z,31.00,69.90
2026-03-11T07:10:00Z,31.00,70.00
2026-03-11T07:27:00Z,31.00,70.00
2026-03-11T07:28:00Z,31.00,70.00
2026-03-11T07:30:00Z,31.00,70.00
2026-03-11T07:32:00Z,31.00,70.00
2026-03-11T07:34:00Z,31.00,70.00
2026-03-11T07:45:00Z,33.00,70.00
2026-03-11T07:53:00Z,33.00,70.00
2026-03-11T07:54:00Z,33.00,70.00
2026-03-11T08:02:00Z,33.00,70.00
2026-03-11T08:05:00Z,33.00,71.90
2026-03-11T08:07:00Z,33.00,71.00
2026-03-11T08:08:00Z,33.00,71.00
2026-03-11T08:09:00Z,34.00,68.00
2026-03-11T08:10:00Z,35.00,68.00
2026-03-11T08:11:00Z,34.96,72.45
2026-03-11T08:13:00Z,30.17,72.45
2026-03-11T08:14:00Z,30.00,72.45
2026-03-11T08:15:00Z,29.00,72.45
2026-03-11T08:16:00Z,31.00,72.45
2026-03-11T08:17:00Z,31.00,74.00
2026-03-11T08:18:00Z,31.00,75.01
2026-03-11T08:19:00Z,27.00,75.00
2026-03-11T08:20:00Z,27.00,75.89
2026-03-11T08:21:00Z,23.88,77.41
2026-03-11T08:22:00Z,27.00,72.00
2026-03-11T08:24:00Z,31.00,72.00
2026-03-11T08:26:00Z,32.71,72.50
2026-03-11T08:27:00Z,32.31,72.50
2026-03-11T08:28:00Z,30.55,71.91
2026-03-11T08:30:00Z,29.00,73.80
2026-03-11T08:31:00Z,29.00,73.80
2026-03-11T08:32:00Z,29.35,73.80
2026-03-11T08:33:00Z,29.78,70.00
2026-03-11T08:34:00Z,35.32,66.01
2026-03-11T08:35:00Z,35.32,71.00
2026-03-11T08:36:00Z,35.92,67.92
2026-03-11T08:37:00Z,30.00,68.53
2026-03-11T08:39:00Z,29.50,71.00
2026-03-11T08:40:00Z,24.00,73.00
2026-03-11T08:42:00Z,21.00,81.49
2026-03-11T08:44:00Z,14.00,85.00
2026-03-11T08:45:00Z,15.00,85.21
2026-03-11T08:46:00Z,15.00,86.00
2026-03-11T08:47:00Z,13.67,86.00
2026-03-11T08:48:00Z,15.00,85.00
2026-03-11T08:49:00Z,15.00,87.00
2026-03-11T08:50:00Z,14.00,86.00
2026-03-11T08:51:00Z,15.75,86.00
2026-03-11T08:52:00Z,19.01,81.18
2026-03-11T08:53:00Z,25.00,76.14
2026-03-11T08:54:00Z,27.31,72.84
2026-03-11T08:55:00Z,31.44,72.84
2026-03-11T08:56:00Z,31.00,69.00
2026-03-11T08:57:00Z,29.93,72.00
2026-03-11T08:58:00Z,30.00,68.00
2026-03-11T08:59:00Z,30.00,67.00
2026-03-11T09:00:00Z,38.30,65.95
2026-03-11T09:01:00Z,38.30,67.56
2026-03-11T09:02:00Z,38.30,72.00
2026-03-11T09:03:00Z,31.37,72.00
2026-03-11T09:04:00Z,34.93,67.00
2026-03-11T09:05:00Z,35.55,66.37
2026-03-11T09:06:00Z,35.55,75.06
2026-03-11T09:07:00Z,35.55,81.00
2026-03-11T09:08:00Z,22.00,81.00
2026-03-11T09:09:00Z,13.04,85.17
2026-03-11T09:10:00Z,13.49,86.42
2026-03-11T09:11:00Z,14.00,86.41
2026-03-11T09:12:00Z,14.00,86.58
2026-03-11T09:13:00Z,14.00,86.00
2026-03-11T09:14:00Z,14.00,86.00
2026-03-11T09:15:00Z,14.14,86.00
