# event_ticker=KXATPCHALLENGERMATCH-26MAR11TRUFOR
# final_score=7-6(0) 4-6 7-6(5)
# score_resolution=6-7 6-4 6-7
# match_winner=Marco Trungelliti
# fav_player=Jonas Forejtek
# dog_player=Marco Trungelliti
# kalshi_date=2026-03-11
timestamp,Jonas Forejtek,Marco Trungelliti
2026-03-11T09:16:00Z,14.14,86.00
2026-03-11T09:17:00Z,17.00,86.00
2026-03-11T09:18:00Z,18.87,83.00
2026-03-11T09:19:00Z,17.00,82.15
2026-03-11T09:20:00Z,16.50,82.15
2026-03-11T09:21:00Z,16.00,85.00
2026-03-11T09:22:00Z,16.08,85.00
2026-03-11T09:23:00Z,16.00,85.00
2026-03-11T09:24:00Z,15.98,86.00
2026-03-11T09:25:00Z,15.79,85.00
2026-03-11T09:26:00Z,16.06,85.00
2026-03-11T09:27:00Z,17.19,84.00
2026-03-11T09:28:00Z,17.00,83.04
2026-03-11T09:29:00Z,15.00,83.04
2026-03-11T09:30:00Z,17.46,84.00
2026-03-11T09:31:00Z,17.77,84.00
2026-03-11T09:32:00Z,18.00,84.00
2026-03-11T09:33:00Z,18.00,82.21
2026-03-11T09:34:00Z,20.00,81.92
2026-03-11T09:37:00Z,17.50,83.89
2026-03-11T09:38:00Z,20.79,81.00
2026-03-11T09:39:00Z,19.58,81.00
2026-03-11T09:40:00Z,22.00,79.08
2026-03-11T09:41:00Z,22.00,78.93
2026-03-11T09:42:00Z,21.19,78.36
2026-03-11T09:43:00Z,18.62,81.00
2026-03-11T09:44:00Z,19.00,81.00
2026-03-11T09:45:00Z,19.00,85.13
2026-03-11T09:46:00Z,21.23,82.41
2026-03-11T09:47:00Z,23.78,79.00
2026-03-11T09:48:00Z,22.00,79.00
2026-03-11T09:49:00Z,27.73,76.76
2026-03-11T09:50:00Z,33.15,59.01
2026-03-11T09:51:00Z,42.66,54.78
2026-03-11T09:52:00Z,44.67,55.00
2026-03-11T09:53:00Z,46.68,55.86
2026-03-11T09:54:00Z,47.21,55.59
2026-03-11T09:55:00Z,46.71,55.00
2026-03-11T09:56:00Z,48.00,55.00
2026-03-11T09:57:00Z,44.00,55.00
2026-03-11T09:58:00Z,44.57,61.71
2026-03-11T09:59:00Z,50.03,51.00
2026-03-11T10:00:00Z,56.10,48.25
2026-03-11T10:01:00Z,50.00,50.86
2026-03-11T10:02:00Z,49.69,50.66
2026-03-11T10:03:00Z,47.67,54.10
2026-03-11T10:04:00Z,32.00,67.22
2026-03-11T10:05:00Z,34.00,63.35
2026-03-11T10:06:00Z,40.06,64.43
2026-03-11T10:07:00Z,47.07,64.43
2026-03-11T10:08:00Z,47.07,49.86
2026-03-11T10:09:00Z,51.27,51.04
2026-03-11T10:10:00Z,43.02,53.22
2026-03-11T10:11:00Z,45.00,53.32
2026-03-11T10:12:00Z,47.54,54.55
2026-03-11T10:13:00Z,43.98,55.21
2026-03-11T10:14:00Z,44.89,58.22
2026-03-11T10:15:00Z,38.25,65.19
2026-03-11T10:16:00Z,48.83,51.59
2026-03-11T10:17:00Z,49.68,53.13
2026-03-11T10:18:00Z,49.59,53.48
2026-03-11T10:19:00Z,56.57,45.06
2026-03-11T10:20:00Z,66.93,33.50
2026-03-11T10:21:00Z,64.45,35.02
2026-03-11T10:22:00Z,54.62,48.84
2026-03-11T10:23:00Z,55.63,46.45
2026-03-11T10:24:00Z,59.67,44.43
2026-03-11T10:25:00Z,53.16,46.47
2026-03-11T10:26:00Z,48.07,50.28
2026-03-11T10:27:00Z,44.51,57.26
2026-03-11T10:28:00Z,55.92,48.36
2026-03-11T10:29:00Z,55.88,45.23
2026-03-11T10:30:00Z,55.89,45.95
2026-03-11T10:31:00Z,53.08,49.12
2026-03-11T10:32:00Z,49.24,53.56
2026-03-11T10:33:00Z,46.23,54.27
2026-03-11T10:34:00Z,40.24,57.46
2026-03-11T10:35:00Z,39.73,63.04
2026-03-11T10:36:00Z,27.47,67.32
2026-03-11T10:37:00Z,28.80,71.28
2026-03-11T10:38:00Z,47.78,52.90
2026-03-11T10:39:00Z,54.00,46.32
2026-03-11T10:40:00Z,54.16,45.58
2026-03-11T10:41:00Z,56.38,46.24
2026-03-11T10:42:00Z,59.35,40.90
2026-03-11T10:43:00Z,79.55,16.20
2026-03-11T10:44:00Z,83.09,18.85
2026-03-11T10:45:00Z,70.88,30.56
2026-03-11T10:46:00Z,51.43,51.37
2026-03-11T10:47:00Z,43.46,56.66
2026-03-11T10:48:00Z,48.70,50.60
2026-03-11T10:49:00Z,54.33,46.45
2026-03-11T10:50:00Z,56.94,44.16
2026-03-11T10:51:00Z,56.38,44.95
2026-03-11T10:52:00Z,62.63,35.13
2026-03-11T10:53:00Z,67.85,41.69
2026-03-11T10:54:00Z,51.57,48.86
2026-03-11T10:55:00Z,50.94,51.08
2026-03-11T10:56:00Z,50.50,53.78
2026-03-11T10:57:00Z,44.35,55.84
2026-03-11T10:58:00Z,57.10,43.02
2026-03-11T10:59:00Z,51.37,48.65
2026-03-11T11:00:00Z,72.70,26.06
2026-03-11T11:01:00Z,69.30,30.96
2026-03-11T11:02:00Z,81.60,28.16
2026-03-11T11:03:00Z,53.08,47.95
2026-03-11T11:04:00Z,39.75,71.47
2026-03-11T11:05:00Z,7.65,95.84
2026-03-11T11:06:00Z,1.00,99.00
2026-03-11T11:07:00Z,1.00,99.00
2026-03-11T11:08:00Z,1.00,99.00
2026-03-11T11:09:00Z,1.00,99.00
2026-03-11T11:10:00Z,1.00,99.00
2026-03-11T11:11:00Z,1.00,99.00
2026-03-11T11:12:00Z,1.00,99.00
