# event_ticker=KXATPCHALLENGERMATCH-26MAY12PIRFOR
# final_score=4-6 6-1 6-0
# score_resolution=6-4 1-6 0-6
# match_winner=Zsombor Piros
# fav_player=Jonas Forejtek
# dog_player=Zsombor Piros
# kalshi_date=2026-05-12
timestamp,Zsombor Piros,Jonas Forejtek
2026-05-13T08:02:00Z,65.73,37.00
2026-05-13T08:08:00Z,65.00,37.00
2026-05-13T08:09:00Z,65.00,37.00
2026-05-13T08:10:00Z,65.00,36.00
2026-05-13T08:12:00Z,65.00,36.00
2026-05-13T08:13:00Z,65.00,36.00
2026-05-13T08:16:00Z,65.00,36.00
2026-05-13T08:17:00Z,65.00,36.00
2026-05-13T08:28:00Z,65.99,36.00
2026-05-13T08:37:00Z,65.05,36.00
2026-05-13T08:38:00Z,65.00,37.92
2026-05-13T08:39:00Z,65.00,37.87
2026-05-13T08:40:00Z,62.45,37.71
2026-05-13T08:41:00Z,58.00,42.00
2026-05-13T08:42:00Z,59.90,42.53
2026-05-13T08:43:00Z,58.00,43.00
2026-05-13T08:44:00Z,54.08,46.17
2026-05-13T08:45:00Z,52.89,47.31
2026-05-13T08:46:00Z,53.99,46.67
2026-05-13T08:47:00Z,53.99,42.00
2026-05-13T08:48:00Z,58.87,39.00
2026-05-13T08:49:00Z,57.99,44.00
2026-05-13T08:50:00Z,57.00,44.00
2026-05-13T08:51:00Z,59.95,40.56
2026-05-13T08:52:00Z,56.95,43.37
2026-05-13T08:53:00Z,54.98,46.00
2026-05-13T08:54:00Z,50.28,49.73
2026-05-13T08:55:00Z,50.01,50.00
2026-05-13T08:56:00Z,48.10,56.26
2026-05-13T08:57:00Z,50.00,50.09
2026-05-13T08:58:00Z,54.00,45.56
2026-05-13T08:59:00Z,54.00,45.18
2026-05-13T09:00:00Z,50.65,48.00
2026-05-13T09:01:00Z,50.00,50.00
2026-05-13T09:02:00Z,50.63,52.00
2026-05-13T09:03:00Z,49.77,49.31
2026-05-13T09:04:00Z,52.91,48.65
2026-05-13T09:05:00Z,50.14,51.44
2026-05-13T09:06:00Z,50.90,47.36
2026-05-13T09:07:00Z,56.00,45.18
2026-05-13T09:08:00Z,55.38,41.84
2026-05-13T09:09:00Z,50.00,49.71
2026-05-13T09:10:00Z,48.09,50.39
2026-05-13T09:11:00Z,48.00,51.00
2026-05-13T09:12:00Z,46.59,53.84
2026-05-13T09:13:00Z,50.14,49.77
2026-05-13T09:14:00Z,53.95,47.00
2026-05-13T09:15:00Z,53.08,47.00
2026-05-13T09:16:00Z,55.68,45.09
2026-05-13T09:17:00Z,61.17,38.38
2026-05-13T09:18:00Z,59.42,39.47
2026-05-13T09:19:00Z,51.64,48.26
2026-05-13T09:20:00Z,50.90,49.26
2026-05-13T09:21:00Z,47.91,56.15
2026-05-13T09:22:00Z,39.26,60.31
2026-05-13T09:23:00Z,35.96,67.24
2026-05-13T09:24:00Z,26.02,72.27
2026-05-13T09:25:00Z,26.20,73.84
2026-05-13T09:26:00Z,27.53,73.40
2026-05-13T09:27:00Z,28.08,74.00
2026-05-13T09:28:00Z,16.16,83.20
2026-05-13T09:29:00Z,27.71,73.32
2026-05-13T09:30:00Z,28.03,73.05
2026-05-13T09:31:00Z,25.97,77.00
2026-05-13T09:32:00Z,27.67,72.21
2026-05-13T09:33:00Z,32.57,66.52
2026-05-13T09:34:00Z,32.11,69.64
2026-05-13T09:35:00Z,43.00,57.89
2026-05-13T09:36:00Z,43.66,55.00
2026-05-13T09:37:00Z,46.26,52.57
2026-05-13T09:38:00Z,45.48,55.00
2026-05-13T09:39:00Z,47.61,52.67
2026-05-13T09:40:00Z,46.47,53.00
2026-05-13T09:41:00Z,50.30,51.53
2026-05-13T09:42:00Z,50.42,51.09
2026-05-13T09:43:00Z,45.39,54.00
2026-05-13T09:44:00Z,42.91,57.00
2026-05-13T09:45:00Z,38.26,60.67
2026-05-13T09:46:00Z,35.83,64.06
2026-05-13T09:47:00Z,37.00,63.82
2026-05-13T09:48:00Z,40.96,59.18
2026-05-13T09:49:00Z,44.30,56.00
2026-05-13T09:50:00Z,48.16,51.52
2026-05-13T09:51:00Z,51.77,48.44
2026-05-13T09:52:00Z,52.20,49.00
2026-05-13T09:53:00Z,54.00,45.00
2026-05-13T09:54:00Z,56.61,41.36
2026-05-13T09:55:00Z,56.32,41.36
2026-05-13T09:56:00Z,56.95,42.00
2026-05-13T09:57:00Z,59.76,41.00
2026-05-13T09:58:00Z,60.16,39.00
2026-05-13T09:59:00Z,63.29,39.00
2026-05-13T10:00:00Z,62.45,39.00
2026-05-13T10:01:00Z,64.00,37.00
2026-05-13T10:02:00Z,64.19,37.00
2026-05-13T10:03:00Z,62.60,37.60
2026-05-13T10:04:00Z,64.71,34.59
2026-05-13T10:05:00Z,70.28,30.00
2026-05-13T10:06:00Z,67.10,34.27
2026-05-13T10:07:00Z,69.43,31.25
2026-05-13T10:08:00Z,69.94,27.51
2026-05-13T10:09:00Z,74.14,25.76
2026-05-13T10:10:00Z,81.94,18.78
2026-05-13T10:11:00Z,88.64,11.20
2026-05-13T10:12:00Z,92.04,9.05
2026-05-13T10:13:00Z,91.72,8.84
2026-05-13T10:14:00Z,92.08,7.90
2026-05-13T10:15:00Z,94.98,4.19
2026-05-13T10:16:00Z,98.58,3.42
2026-05-13T10:17:00Z,98.48,1.78
2026-05-13T10:18:00Z,99.00,1.00
2026-05-13T10:19:00Z,99.00,1.00
2026-05-13T10:20:00Z,99.00,1.00
2026-05-13T10:21:00Z,99.00,1.00
2026-05-13T10:22:00Z,99.00,1.00
2026-05-13T10:23:00Z,99.00,1.00
2026-05-13T10:24:00Z,99.00,1.00
2026-05-13T10:26:00Z,99.00,1.00
