# event_ticker=KXATPCHALLENGERMATCH-26MAY12PIRFOR
# final_score=4-6 6-1 6-0
# score_resolution=6-4 1-6 0-6
# match_winner=Zsombor Piros
# fav_player=Jonas Forejtek
# dog_player=Zsombor Piros
# kalshi_date=2026-05-12
timestamp,Zsombor Piros,Jonas Forejtek
2026-05-12T21:15:00Z,63.64,
2026-05-12T21:20:00Z,64.00,
2026-05-12T21:49:00Z,64.00,36.00
2026-05-12T22:33:00Z,64.00,36.00
2026-05-12T22:41:00Z,64.00,36.00
2026-05-12T22:53:00Z,65.00,36.00
2026-05-12T23:28:00Z,64.00,36.00
2026-05-12T23:54:00Z,64.00,36.00
2026-05-13T00:04:00Z,63.00,36.00
2026-05-13T00:07:00Z,63.00,36.00
2026-05-13T00:21:00Z,63.00,37.00
2026-05-13T01:01:00Z,64.58,37.00
2026-05-13T02:02:00Z,64.58,37.00
2026-05-13T02:08:00Z,65.00,37.00
2026-05-13T02:11:00Z,65.00,37.00
2026-05-13T02:21:00Z,63.00,37.00
2026-05-13T02:22:00Z,63.00,37.65
2026-05-13T02:26:00Z,63.00,37.00
2026-05-13T02:31:00Z,65.00,37.00
2026-05-13T02:41:00Z,65.00,37.00
2026-05-13T02:44:00Z,65.00,37.00
2026-05-13T02:45:00Z,65.00,37.00
2026-05-13T02:47:00Z,65.00,37.00
2026-05-13T02:59:00Z,65.00,37.00
2026-05-13T03:10:00Z,65.00,37.00
2026-05-13T03:11:00Z,65.00,37.00
2026-05-13T03:19:00Z,65.00,37.00
2026-05-13T03:44:00Z,65.00,37.00
2026-05-13T03:47:00Z,65.00,37.00
2026-05-13T03:54:00Z,65.00,37.58
2026-05-13T04:16:00Z,65.00,37.58
2026-05-13T04:17:00Z,65.00,37.00
2026-05-13T04:21:00Z,65.00,37.00
2026-05-13T04:24:00Z,65.00,37.00
2026-05-13T04:44:00Z,65.00,37.00
2026-05-13T04:47:00Z,65.00,37.00
2026-05-13T04:49:00Z,65.00,37.00
2026-05-13T04:53:00Z,65.00,37.00
2026-05-13T04:58:00Z,65.00,37.00
2026-05-13T05:00:00Z,65.00,37.00
2026-05-13T05:02:00Z,65.00,37.00
2026-05-13T05:03:00Z,65.00,37.00
2026-05-13T05:09:00Z,65.00,37.00
2026-05-13T05:10:00Z,65.00,37.00
2026-05-13T05:11:00Z,65.00,36.00
2026-05-13T05:12:00Z,65.00,36.00
2026-05-13T05:20:00Z,65.00,37.00
2026-05-13T05:28:00Z,65.00,37.00
2026-05-13T05:29:00Z,65.00,37.00
2026-05-13T05:31:00Z,65.00,37.00
2026-05-13T05:32:00Z,64.00,37.00
2026-05-13T05:34:00Z,65.00,37.00
2026-05-13T05:37:00Z,65.00,37.00
2026-05-13T05:40:00Z,65.00,37.00
2026-05-13T05:44:00Z,65.00,37.00
2026-05-13T05:56:00Z,65.00,37.00
2026-05-13T06:12:00Z,64.00,37.00
2026-05-13T06:19:00Z,65.00,37.00
2026-05-13T06:26:00Z,65.00,37.00
2026-05-13T06:30:00Z,65.00,37.00
2026-05-13T06:46:00Z,65.00,37.00
2026-05-13T06:48:00Z,65.00,37.00
2026-05-13T06:54:00Z,65.00,37.00
2026-05-13T07:13:00Z,65.00,37.00
2026-05-13T07:14:00Z,65.00,37.00
2026-05-13T07:16:00Z,65.00,37.00
2026-05-13T07:28:00Z,65.00,37.00
2026-05-13T07:36:00Z,65.00,37.00
2026-05-13T07:42:00Z,65.00,37.00
2026-05-13T07:43:00Z,65.00,37.00
2026-05-13T07:58:00Z,65.00,37.00
2026-05-13T07:59:00Z,65.00,37.00
2026-05-13T08:00:00Z,65.00,37.00
2026-05-13T08:01:00Z,65.00,37.00
