# event_ticker=KXATPMATCH-25OCT03GRIBRO
# final_score=6-1 1-6 6-1
# score_resolution=1-6 6-1 1-6
# match_winner=Tallon Griekspoor
# fav_player=Jenson Brooksby
# dog_player=Tallon Griekspoor
# kalshi_date=2025-10-03
timestamp,Jenson Brooksby,Tallon Griekspoor
2025-10-02T23:09:00Z,65.00,
2025-10-02T23:36:00Z,65.00,
2025-10-02T23:39:00Z,65.00,
2025-10-02T23:44:00Z,65.00,36.00
2025-10-02T23:51:00Z,65.00,36.00
2025-10-03T00:15:00Z,65.00,36.00
2025-10-03T00:18:00Z,65.00,37.00
2025-10-03T00:44:00Z,65.00,37.00
2025-10-03T01:02:00Z,65.00,37.00
2025-10-03T01:31:00Z,65.00,37.00
2025-10-03T01:54:00Z,65.00,37.00
2025-10-03T02:07:00Z,65.00,37.00
2025-10-03T02:38:00Z,65.00,36.00
2025-10-03T03:00:00Z,65.00,36.00
2025-10-03T03:14:00Z,65.00,36.00
2025-10-03T03:22:00Z,65.00,36.00
2025-10-03T03:24:00Z,65.00,35.00
2025-10-03T03:37:00Z,65.00,35.00
2025-10-03T03:43:00Z,65.00,36.00
2025-10-03T03:44:00Z,65.00,36.00
2025-10-03T03:45:00Z,65.00,36.00
2025-10-03T03:46:00Z,65.00,36.00
2025-10-03T03:47:00Z,65.00,36.00
2025-10-03T03:49:00Z,64.00,36.00
2025-10-03T03:50:00Z,64.00,36.00
2025-10-03T03:53:00Z,64.00,37.00
2025-10-03T03:58:00Z,64.00,37.00
2025-10-03T03:59:00Z,64.00,37.00
2025-10-03T04:00:00Z,64.00,37.00
2025-10-03T04:02:00Z,64.00,37.00
2025-10-03T04:03:00Z,64.00,37.00
2025-10-03T04:04:00Z,64.00,37.00
2025-10-03T04:06:00Z,64.00,37.00
2025-10-03T04:12:00Z,64.00,37.00
2025-10-03T04:13:00Z,64.00,37.00
2025-10-03T04:16:00Z,64.00,37.00
2025-10-03T04:32:00Z,64.00,37.00
2025-10-03T04:40:00Z,64.00,37.00
2025-10-03T04:42:00Z,64.00,37.00
2025-10-03T05:06:00Z,64.00,37.00
2025-10-03T05:07:00Z,64.00,37.00
2025-10-03T05:13:00Z,64.00,37.00
2025-10-03T05:19:00Z,64.00,37.00
2025-10-03T05:29:00Z,64.00,37.00
2025-10-03T05:42:00Z,64.00,37.00
2025-10-03T05:53:00Z,64.00,37.00
2025-10-03T05:57:00Z,64.00,37.00
2025-10-03T05:58:00Z,64.00,37.00
2025-10-03T06:03:00Z,64.00,37.00
2025-10-03T06:05:00Z,64.00,36.00
2025-10-03T06:22:00Z,64.00,36.00
2025-10-03T06:23:00Z,64.00,36.00
2025-10-03T06:25:00Z,64.87,36.00
2025-10-03T06:32:00Z,64.87,37.00
2025-10-03T06:33:00Z,64.87,37.00
2025-10-03T06:43:00Z,65.00,37.00
2025-10-03T06:47:00Z,65.00,37.00
2025-10-03T06:49:00Z,65.00,37.00
2025-10-03T06:50:00Z,65.00,37.00
2025-10-03T06:57:00Z,65.00,37.00
2025-10-03T07:39:00Z,65.00,37.00
2025-10-03T07:44:00Z,65.00,37.00
2025-10-03T07:45:00Z,64.00,37.00
2025-10-03T07:54:00Z,64.00,37.00
2025-10-03T07:55:00Z,64.00,37.00
2025-10-03T08:09:00Z,64.00,37.00
2025-10-03T08:11:00Z,64.02,37.00
2025-10-03T08:33:00Z,65.00,37.00
2025-10-03T08:35:00Z,65.00,37.00
2025-10-03T08:37:00Z,65.00,36.55
2025-10-03T08:39:00Z,66.00,36.55
2025-10-03T08:40:00Z,66.00,36.00
2025-10-03T08:41:00Z,66.00,36.00
2025-10-03T08:42:00Z,66.00,35.00
2025-10-03T08:43:00Z,66.00,35.00
2025-10-03T08:52:00Z,68.42,35.00
2025-10-03T08:53:00Z,67.00,33.00
2025-10-03T08:54:00Z,67.00,33.00
2025-10-03T08:59:00Z,68.00,33.00
2025-10-03T09:00:00Z,68.00,33.00
2025-10-03T09:02:00Z,68.00,33.00
2025-10-03T09:03:00Z,68.00,33.00
2025-10-03T09:06:00Z,68.00,33.00
2025-10-03T09:08:00Z,68.00,33.00
2025-10-03T09:15:00Z,68.00,33.00
2025-10-03T09:20:00Z,68.00,33.00
2025-10-03T09:21:00Z,68.00,33.00
2025-10-03T09:26:00Z,68.00,33.00
2025-10-03T09:27:00Z,68.00,33.00
2025-10-03T09:30:00Z,68.00,33.00
2025-10-03T09:31:00Z,68.00,33.00
2025-10-03T09:32:00Z,68.00,33.00
2025-10-03T09:33:00Z,68.00,32.00
2025-10-03T09:38:00Z,68.00,33.00
2025-10-03T09:40:00Z,68.00,33.00
2025-10-03T09:41:00Z,68.00,33.00
2025-10-03T09:45:00Z,68.00,33.00
2025-10-03T09:46:00Z,68.00,33.00
2025-10-03T09:58:00Z,68.00,33.00
2025-10-03T09:59:00Z,68.00,33.00
2025-10-03T10:00:00Z,68.00,33.14
2025-10-03T10:01:00Z,68.00,33.14
2025-10-03T10:03:00Z,68.00,33.14
2025-10-03T10:04:00Z,68.00,34.00
2025-10-03T10:05:00Z,68.00,34.00
2025-10-03T10:06:00Z,68.00,34.00
2025-10-03T10:08:00Z,68.00,34.00
2025-10-03T10:09:00Z,68.00,34.00
2025-10-03T10:10:00Z,68.00,34.00
2025-10-03T10:11:00Z,68.00,34.00
2025-10-03T10:12:00Z,68.00,34.00
2025-10-03T10:19:00Z,67.56,34.00
2025-10-03T10:20:00Z,68.00,34.00
2025-10-03T10:22:00Z,68.00,34.00
2025-10-03T10:24:00Z,68.00,34.00
2025-10-03T10:25:00Z,68.00,34.00
2025-10-03T10:26:00Z,68.00,32.00
2025-10-03T10:28:00Z,68.00,32.00
2025-10-03T10:29:00Z,68.00,32.00
2025-10-03T10:34:00Z,67.00,32.00
2025-10-03T10:37:00Z,67.00,32.00
2025-10-03T10:39:00Z,67.00,36.00
2025-10-03T10:40:00Z,67.00,36.00
2025-10-03T10:42:00Z,66.77,36.00
2025-10-03T10:43:00Z,66.77,36.00
2025-10-03T10:44:00Z,67.00,36.95
2025-10-03T10:45:00Z,66.00,36.93
2025-10-03T10:46:00Z,65.00,37.00
2025-10-03T10:47:00Z,65.65,37.00
2025-10-03T10:48:00Z,65.65,34.02
2025-10-03T10:49:00Z,71.07,35.00
2025-10-03T10:50:00Z,76.20,29.86
2025-10-03T10:51:00Z,66.14,32.84
2025-10-03T10:52:00Z,69.61,34.00
2025-10-03T10:54:00Z,66.73,33.18
2025-10-03T10:55:00Z,65.00,33.18
2025-10-03T10:56:00Z,64.01,39.86
2025-10-03T10:57:00Z,62.30,54.98
2025-10-03T10:58:00Z,43.24,62.42
2025-10-03T10:59:00Z,43.24,59.27
2025-10-03T11:00:00Z,42.00,59.60
2025-10-03T11:01:00Z,41.97,61.22
2025-10-03T11:02:00Z,43.37,62.00
2025-10-03T11:03:00Z,44.11,61.00
2025-10-03T11:04:00Z,35.73,64.83
2025-10-03T11:05:00Z,34.91,70.00
2025-10-03T11:06:00Z,32.00,69.07
2025-10-03T11:07:00Z,29.28,69.10
2025-10-03T11:08:00Z,29.48,72.12
2025-10-03T11:09:00Z,29.00,72.94
2025-10-03T11:10:00Z,27.77,73.13
2025-10-03T11:11:00Z,26.37,74.00
2025-10-03T11:12:00Z,26.43,74.00
2025-10-03T11:13:00Z,26.43,73.00
2025-10-03T11:14:00Z,23.00,76.30
2025-10-03T11:15:00Z,28.00,75.52
2025-10-03T11:16:00Z,28.00,75.78
2025-10-03T11:17:00Z,25.00,78.47
2025-10-03T11:18:00Z,25.99,78.47
2025-10-03T11:19:00Z,25.99,76.00
2025-10-03T11:20:00Z,25.99,77.78
2025-10-03T11:21:00Z,25.00,78.14
2025-10-03T11:22:00Z,15.18,84.12
2025-10-03T11:23:00Z,20.00,84.10
2025-10-03T11:24:00Z,28.00,84.10
2025-10-03T11:25:00Z,29.00,71.17
2025-10-03T11:26:00Z,36.83,65.53
2025-10-03T11:27:00Z,42.79,60.35
2025-10-03T11:28:00Z,43.85,53.03
2025-10-03T11:29:00Z,40.57,61.98
2025-10-03T11:30:00Z,34.77,63.31
2025-10-03T11:31:00Z,42.00,58.05
2025-10-03T11:32:00Z,47.00,55.00
2025-10-03T11:33:00Z,48.16,51.81
2025-10-03T11:34:00Z,49.00,51.81
2025-10-03T11:35:00Z,48.00,51.81
2025-10-03T11:36:00Z,50.00,54.50
2025-10-03T11:37:00Z,52.83,55.63
2025-10-03T11:38:00Z,47.00,53.46
2025-10-03T11:39:00Z,44.78,53.95
2025-10-03T11:40:00Z,38.11,62.59
2025-10-03T11:41:00Z,38.11,68.90
2025-10-03T11:42:00Z,48.00,66.71
2025-10-03T11:43:00Z,45.93,55.00
2025-10-03T11:44:00Z,53.00,49.24
2025-10-03T11:47:00Z,55.97,44.67
2025-10-03T11:48:00Z,58.53,42.70
2025-10-03T11:49:00Z,58.53,45.77
2025-10-03T11:50:00Z,63.55,41.30
2025-10-03T11:51:00Z,64.26,35.00
2025-10-03T11:52:00Z,66.00,36.31
2025-10-03T11:53:00Z,66.00,39.00
2025-10-03T11:54:00Z,63.00,39.00
2025-10-03T11:55:00Z,63.50,39.00
2025-10-03T11:56:00Z,64.00,38.00
2025-10-03T11:57:00Z,64.00,38.00
2025-10-03T11:58:00Z,67.73,37.12
2025-10-03T11:59:00Z,67.73,36.14
2025-10-03T12:00:00Z,59.00,38.00
2025-10-03T12:01:00Z,75.00,38.00
2025-10-03T12:02:00Z,75.00,38.05
2025-10-03T12:03:00Z,66.00,38.67
2025-10-03T12:04:00Z,75.00,33.72
2025-10-03T12:05:00Z,73.14,23.79
2025-10-03T12:06:00Z,67.89,38.66
2025-10-03T12:07:00Z,62.00,40.65
2025-10-03T12:08:00Z,62.33,42.28
2025-10-03T12:09:00Z,57.20,46.26
2025-10-03T12:10:00Z,40.97,59.01
2025-10-03T12:11:00Z,39.88,59.02
2025-10-03T12:12:00Z,39.88,74.89
2025-10-03T12:13:00Z,26.18,76.10
2025-10-03T12:14:00Z,20.10,78.10
2025-10-03T12:15:00Z,31.41,73.74
2025-10-03T12:16:00Z,20.53,74.69
2025-10-03T12:17:00Z,16.09,82.04
2025-10-03T12:18:00Z,16.45,82.51
2025-10-03T12:19:00Z,19.53,84.17
2025-10-03T12:20:00Z,19.67,85.36
2025-10-03T12:21:00Z,21.75,84.47
2025-10-03T12:22:00Z,15.63,85.75
2025-10-03T12:23:00Z,17.97,86.55
2025-10-03T12:24:00Z,17.98,84.94
2025-10-03T12:25:00Z,13.22,89.14
2025-10-03T12:26:00Z,12.67,88.39
2025-10-03T12:27:00Z,13.54,88.00
2025-10-03T12:28:00Z,8.80,93.60
2025-10-03T12:29:00Z,8.47,91.50
2025-10-03T12:30:00Z,3.11,98.74
2025-10-03T12:31:00Z,1.00,98.77
2025-10-03T12:32:00Z,1.00,98.98
2025-10-03T12:33:00Z,1.00,99.00
2025-10-03T12:34:00Z,1.00,99.00
2025-10-03T12:35:00Z,1.00,99.00
2025-10-03T12:37:00Z,1.00,99.00
2025-10-03T12:38:00Z,1.00,99.00
2025-10-03T12:40:00Z,1.00,99.00
