# event_ticker=KXATPCHALLENGERMATCH-26MAY28BOUMEJ
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Justin Boulais
# fav_player=Nicolas Mejia
# dog_player=Justin Boulais
# kalshi_date=2026-05-28
timestamp,Justin Boulais,Nicolas Mejia
2026-05-28T06:50:00Z,35.00,
2026-05-28T06:53:00Z,35.00,69.00
2026-05-28T06:56:00Z,36.00,69.00
2026-05-28T13:29:00Z,36.00,66.00
2026-05-28T14:04:00Z,36.00,66.00
2026-05-28T14:42:00Z,33.00,66.00
2026-05-28T14:44:00Z,33.00,66.00
2026-05-28T15:06:00Z,34.00,66.00
2026-05-28T15:20:00Z,34.00,66.00
2026-05-28T15:53:00Z,34.00,66.00
2026-05-28T15:54:00Z,34.00,66.00
2026-05-28T15:55:00Z,34.16,66.00
2026-05-28T15:56:00Z,34.16,66.00
2026-05-28T15:57:00Z,34.16,67.00
2026-05-28T15:59:00Z,34.16,67.00
2026-05-28T16:03:00Z,34.16,67.00
2026-05-28T16:04:00Z,34.16,67.00
2026-05-28T16:09:00Z,34.16,67.00
2026-05-28T16:10:00Z,34.16,67.00
2026-05-28T16:11:00Z,34.16,67.80
2026-05-28T16:13:00Z,34.16,67.00
2026-05-28T16:20:00Z,34.16,67.00
2026-05-28T16:25:00Z,34.16,68.00
2026-05-28T16:27:00Z,34.16,68.00
2026-05-28T16:28:00Z,34.16,68.00
2026-05-28T16:33:00Z,34.16,68.00
2026-05-28T16:40:00Z,35.98,68.00
2026-05-28T16:41:00Z,35.98,68.00
2026-05-28T16:44:00Z,35.98,65.00
2026-05-28T16:51:00Z,35.00,65.00
2026-05-28T16:52:00Z,35.00,68.00
2026-05-28T16:54:00Z,35.00,66.00
2026-05-28T16:56:00Z,35.00,66.82
2026-05-28T16:58:00Z,35.00,65.00
2026-05-28T17:01:00Z,35.00,67.00
2026-05-28T17:10:00Z,35.00,67.00
2026-05-28T17:11:00Z,35.00,67.00
2026-05-28T17:14:00Z,35.00,67.00
2026-05-28T17:15:00Z,34.00,66.00
2026-05-28T17:16:00Z,36.28,65.00
2026-05-28T17:17:00Z,32.10,67.80
2026-05-28T17:18:00Z,35.32,67.00
2026-05-28T17:19:00Z,35.44,65.00
2026-05-28T17:20:00Z,35.00,66.00
2026-05-28T17:21:00Z,35.16,64.06
2026-05-28T17:22:00Z,39.64,60.16
2026-05-28T17:23:00Z,40.12,59.20
2026-05-28T17:24:00Z,34.74,66.54
2026-05-28T17:25:00Z,34.00,67.01
2026-05-28T17:26:00Z,30.67,68.32
2026-05-28T17:27:00Z,34.65,66.00
2026-05-28T17:28:00Z,36.88,65.00
2026-05-28T17:29:00Z,36.00,64.00
2026-05-28T17:30:00Z,35.04,65.87
2026-05-28T17:31:00Z,33.16,66.11
2026-05-28T17:33:00Z,33.00,68.00
2026-05-28T17:34:00Z,30.98,69.96
2026-05-28T17:35:00Z,27.00,72.02
2026-05-28T17:36:00Z,21.00,76.71
2026-05-28T17:37:00Z,18.38,79.68
2026-05-28T17:38:00Z,20.54,80.85
2026-05-28T17:39:00Z,23.46,76.00
2026-05-28T17:40:00Z,27.56,72.22
2026-05-28T17:41:00Z,30.44,71.04
2026-05-28T17:42:00Z,32.00,68.00
2026-05-28T17:43:00Z,32.00,68.00
2026-05-28T17:44:00Z,34.24,66.09
2026-05-28T17:45:00Z,35.89,65.56
2026-05-28T17:46:00Z,36.94,63.08
2026-05-28T17:47:00Z,38.00,63.00
2026-05-28T17:48:00Z,37.85,62.05
2026-05-28T17:49:00Z,40.29,59.14
2026-05-28T17:50:00Z,37.00,62.81
2026-05-28T17:51:00Z,39.48,60.21
2026-05-28T17:52:00Z,45.16,54.19
2026-05-28T17:53:00Z,52.88,45.93
2026-05-28T17:54:00Z,57.98,43.98
2026-05-28T17:55:00Z,57.84,43.97
2026-05-28T17:56:00Z,58.11,43.95
2026-05-28T17:57:00Z,68.04,32.59
2026-05-28T17:58:00Z,61.06,32.82
2026-05-28T17:59:00Z,66.89,32.28
2026-05-28T18:00:00Z,64.55,37.11
2026-05-28T18:01:00Z,62.21,38.36
2026-05-28T18:02:00Z,63.72,35.94
2026-05-28T18:03:00Z,65.74,33.01
2026-05-28T18:04:00Z,62.12,35.00
2026-05-28T18:05:00Z,63.98,37.79
2026-05-28T18:06:00Z,63.56,37.94
2026-05-28T18:07:00Z,62.47,38.23
2026-05-28T18:08:00Z,63.00,39.00
2026-05-28T18:09:00Z,64.53,35.58
2026-05-28T18:10:00Z,67.27,33.48
2026-05-28T18:11:00Z,67.27,32.00
2026-05-28T18:12:00Z,67.63,35.35
2026-05-28T18:13:00Z,66.99,33.13
2026-05-28T18:14:00Z,67.00,33.41
2026-05-28T18:15:00Z,66.00,34.02
2026-05-28T18:16:00Z,71.78,30.53
2026-05-28T18:17:00Z,78.17,20.59
2026-05-28T18:18:00Z,78.03,21.22
2026-05-28T18:19:00Z,80.06,18.97
2026-05-28T18:20:00Z,81.78,18.26
2026-05-28T18:21:00Z,78.84,22.43
2026-05-28T18:22:00Z,72.94,29.28
2026-05-28T18:23:00Z,75.94,26.73
2026-05-28T18:24:00Z,68.53,29.24
2026-05-28T18:25:00Z,68.57,33.12
2026-05-28T18:26:00Z,74.73,28.72
2026-05-28T18:27:00Z,73.60,28.10
2026-05-28T18:28:00Z,78.73,19.91
2026-05-28T18:29:00Z,82.97,18.98
2026-05-28T18:30:00Z,82.73,17.95
2026-05-28T18:31:00Z,85.69,15.41
2026-05-28T18:32:00Z,87.00,13.85
2026-05-28T18:33:00Z,87.48,13.50
2026-05-28T18:34:00Z,85.41,12.24
2026-05-28T18:35:00Z,86.92,13.65
2026-05-28T18:36:00Z,87.27,12.10
2026-05-28T18:37:00Z,85.72,13.66
2026-05-28T18:38:00Z,85.63,14.94
2026-05-28T18:39:00Z,88.27,12.34
2026-05-28T18:40:00Z,85.00,15.16
2026-05-28T18:41:00Z,85.00,16.00
2026-05-28T18:42:00Z,82.60,13.68
2026-05-28T18:43:00Z,90.12,10.99
2026-05-28T18:44:00Z,90.00,10.60
2026-05-28T18:45:00Z,91.00,9.77
2026-05-28T18:46:00Z,90.10,10.00
2026-05-28T18:47:00Z,91.14,10.44
2026-05-28T18:48:00Z,89.89,10.16
2026-05-28T18:49:00Z,88.97,11.20
2026-05-28T18:50:00Z,89.00,12.22
2026-05-28T18:51:00Z,89.00,13.00
2026-05-28T18:52:00Z,88.73,14.53
2026-05-28T18:53:00Z,92.17,9.52
2026-05-28T18:54:00Z,93.93,8.74
2026-05-28T18:55:00Z,95.00,5.10
2026-05-28T18:56:00Z,95.15,5.97
2026-05-28T18:57:00Z,95.16,4.92
2026-05-28T18:58:00Z,93.03,6.75
2026-05-28T18:59:00Z,92.99,8.00
2026-05-28T19:00:00Z,93.00,7.99
2026-05-28T19:01:00Z,93.35,5.10
2026-05-28T19:02:00Z,95.01,7.18
2026-05-28T19:03:00Z,88.95,11.97
2026-05-28T19:04:00Z,85.79,16.06
2026-05-28T19:05:00Z,91.72,5.39
2026-05-28T19:06:00Z,97.38,3.46
2026-05-28T19:07:00Z,99.00,1.00
2026-05-28T19:08:00Z,99.00,1.00
2026-05-28T19:09:00Z,99.00,1.00
2026-05-28T19:10:00Z,99.00,1.00
2026-05-28T19:11:00Z,99.00,1.00
2026-05-28T19:12:00Z,99.00,1.00
