# event_ticker=KXATPCHALLENGERMATCH-26APR15SHIJON
# final_score=6-3 6-3
# match_winner=Sanhui Shin
# fav_player=Sanhui Shin
# dog_player=Maximus Jones
# kalshi_date=2026-04-15
timestamp,Sanhui Shin,Maximus Jones
2026-04-15T22:00:00Z,,71.00
2026-04-15T22:52:00Z,29.00,71.00
2026-04-15T22:53:00Z,29.00,71.00
2026-04-15T22:54:00Z,29.00,71.00
2026-04-15T23:14:00Z,29.00,72.00
2026-04-15T23:21:00Z,29.00,72.68
2026-04-15T23:29:00Z,29.00,72.00
2026-04-15T23:33:00Z,29.00,72.00
2026-04-16T00:02:00Z,29.00,72.00
2026-04-16T00:12:00Z,29.00,70.00
2026-04-16T00:15:00Z,29.00,72.00
2026-04-16T01:00:00Z,29.00,72.00
2026-04-16T01:06:00Z,29.00,72.00
2026-04-16T01:08:00Z,29.00,72.00
2026-04-16T01:59:00Z,29.00,72.00
2026-04-16T02:21:00Z,29.80,72.00
2026-04-16T02:32:00Z,29.80,72.00
2026-04-16T02:34:00Z,29.00,73.00
2026-04-16T03:22:00Z,29.00,73.00
2026-04-16T03:39:00Z,29.00,73.00
2026-04-16T04:08:00Z,29.00,73.00
2026-04-16T04:14:00Z,29.67,73.00
2026-04-16T04:17:00Z,29.67,73.00
2026-04-16T04:18:00Z,29.67,73.00
2026-04-16T04:20:00Z,29.67,73.00
2026-04-16T04:28:00Z,29.67,73.00
2026-04-16T04:36:00Z,29.67,73.00
2026-04-16T04:37:00Z,29.67,73.00
2026-04-16T04:39:00Z,29.00,73.00
2026-04-16T04:40:00Z,30.00,73.00
2026-04-16T04:57:00Z,30.00,73.29
2026-04-16T04:59:00Z,30.00,73.84
2026-04-16T05:00:00Z,29.00,74.00
2026-04-16T05:01:00Z,29.00,74.00
2026-04-16T05:03:00Z,29.00,74.00
2026-04-16T05:05:00Z,29.00,74.00
2026-04-16T05:06:00Z,29.00,74.00
2026-04-16T05:08:00Z,29.00,73.00
2026-04-16T05:09:00Z,29.00,74.00
2026-04-16T05:13:00Z,30.00,74.00
2026-04-16T05:18:00Z,30.00,74.00
2026-04-16T05:20:00Z,30.00,74.00
2026-04-16T05:21:00Z,29.00,73.00
2026-04-16T05:22:00Z,30.00,73.00
2026-04-16T05:23:00Z,30.00,73.00
2026-04-16T05:26:00Z,30.00,73.92
2026-04-16T05:30:00Z,29.00,73.98
2026-04-16T05:31:00Z,29.00,73.98
2026-04-16T05:32:00Z,29.00,73.98
2026-04-16T05:33:00Z,29.00,73.00
2026-04-16T05:36:00Z,29.00,73.00
2026-04-16T05:38:00Z,28.00,74.08
2026-04-16T05:39:00Z,28.00,72.25
2026-04-16T05:41:00Z,28.08,72.25
2026-04-16T05:42:00Z,25.33,74.76
2026-04-16T05:43:00Z,28.63,74.76
2026-04-16T05:44:00Z,36.25,73.65
2026-04-16T05:45:00Z,35.43,68.26
2026-04-16T05:46:00Z,28.35,72.16
2026-04-16T05:47:00Z,33.56,74.00
2026-04-16T05:48:00Z,33.09,69.77
2026-04-16T05:49:00Z,34.61,70.19
2026-04-16T05:50:00Z,29.12,72.88
2026-04-16T05:51:00Z,31.03,72.00
2026-04-16T05:52:00Z,32.19,69.72
2026-04-16T05:53:00Z,33.83,67.44
2026-04-16T05:54:00Z,29.00,73.93
2026-04-16T05:55:00Z,28.63,73.48
2026-04-16T05:56:00Z,32.20,72.00
2026-04-16T05:57:00Z,35.00,67.54
2026-04-16T05:58:00Z,39.86,62.45
2026-04-16T05:59:00Z,44.38,62.78
2026-04-16T06:00:00Z,36.82,62.78
2026-04-16T06:01:00Z,36.82,68.84
2026-04-16T06:02:00Z,34.81,66.65
2026-04-16T06:03:00Z,34.78,66.25
2026-04-16T06:04:00Z,40.14,62.38
2026-04-16T06:05:00Z,40.30,59.62
2026-04-16T06:06:00Z,48.23,52.00
2026-04-16T06:07:00Z,48.04,49.54
2026-04-16T06:08:00Z,52.59,48.58
2026-04-16T06:09:00Z,53.41,47.43
2026-04-16T06:10:00Z,51.90,49.61
2026-04-16T06:11:00Z,41.55,59.35
2026-04-16T06:12:00Z,47.75,53.39
2026-04-16T06:13:00Z,46.05,57.54
2026-04-16T06:14:00Z,50.79,50.43
2026-04-16T06:15:00Z,56.75,45.11
2026-04-16T06:16:00Z,56.45,45.04
2026-04-16T06:17:00Z,59.43,41.77
2026-04-16T06:18:00Z,63.01,39.77
2026-04-16T06:19:00Z,56.37,45.75
2026-04-16T06:20:00Z,54.95,49.53
2026-04-16T06:21:00Z,51.71,50.19
2026-04-16T06:22:00Z,46.19,56.65
2026-04-16T06:23:00Z,52.06,49.47
2026-04-16T06:24:00Z,51.82,50.46
2026-04-16T06:25:00Z,55.62,48.37
2026-04-16T06:26:00Z,55.07,50.56
2026-04-16T06:27:00Z,56.85,46.71
2026-04-16T06:28:00Z,60.13,42.21
2026-04-16T06:29:00Z,60.49,41.95
2026-04-16T06:30:00Z,59.68,42.67
2026-04-16T06:31:00Z,59.07,43.69
2026-04-16T06:32:00Z,57.74,43.49
2026-04-16T06:33:00Z,54.10,50.32
2026-04-16T06:34:00Z,60.87,42.90
2026-04-16T06:35:00Z,58.61,46.75
2026-04-16T06:36:00Z,61.64,42.90
2026-04-16T06:37:00Z,62.47,38.25
2026-04-16T06:38:00Z,59.81,41.81
2026-04-16T06:39:00Z,57.80,44.06
2026-04-16T06:40:00Z,63.57,37.62
2026-04-16T06:41:00Z,65.47,35.07
2026-04-16T06:42:00Z,63.31,37.81
2026-04-16T06:43:00Z,62.73,38.67
2026-04-16T06:44:00Z,72.60,32.97
2026-04-16T06:45:00Z,75.03,32.21
2026-04-16T06:46:00Z,83.63,16.60
2026-04-16T06:47:00Z,89.55,10.63
2026-04-16T06:48:00Z,92.16,7.30
2026-04-16T06:49:00Z,91.02,9.54
2026-04-16T06:50:00Z,92.47,10.18
2026-04-16T06:51:00Z,88.81,11.97
2026-04-16T06:52:00Z,95.13,5.63
2026-04-16T06:53:00Z,94.71,5.55
2026-04-16T06:54:00Z,95.09,4.75
2026-04-16T06:55:00Z,95.99,4.69
2026-04-16T06:56:00Z,97.89,1.54
2026-04-16T06:57:00Z,98.40,1.65
2026-04-16T06:58:00Z,97.04,4.09
2026-04-16T06:59:00Z,98.16,3.05
2026-04-16T07:00:00Z,97.86,2.85
2026-04-16T07:01:00Z,97.86,5.00
2026-04-16T09:01:00Z,97.04,3.13
2026-04-16T09:02:00Z,99.00,1.00
