# event_ticker=KXATPMATCH-26APR23GARBLO
# final_score=4-6 7-5 7-5
# match_winner=Alexander Blockx
# fav_player=Alexander Blockx
# dog_player=Cristian Garin
# kalshi_date=2026-04-23
timestamp,Cristian Garin,Alexander Blockx
2026-04-22T21:27:00Z,37.00,
2026-04-22T21:31:00Z,37.00,
2026-04-22T21:44:00Z,37.86,
2026-04-22T22:06:00Z,39.00,
2026-04-22T22:08:00Z,39.00,
2026-04-22T22:13:00Z,39.00,64.00
2026-04-22T22:28:00Z,37.00,64.00
2026-04-22T22:57:00Z,38.00,64.00
2026-04-22T23:03:00Z,38.00,64.00
2026-04-22T23:12:00Z,35.00,65.00
2026-04-22T23:13:00Z,35.00,65.00
2026-04-23T00:01:00Z,35.00,65.00
2026-04-23T00:02:00Z,34.00,66.00
2026-04-23T00:03:00Z,34.00,66.00
2026-04-23T00:04:00Z,34.00,67.00
2026-04-23T00:08:00Z,34.00,67.00
2026-04-23T00:14:00Z,34.00,67.00
2026-04-23T00:18:00Z,34.00,67.00
2026-04-23T00:39:00Z,34.00,67.00
2026-04-23T01:00:00Z,34.00,67.00
2026-04-23T01:01:00Z,34.00,67.00
2026-04-23T01:06:00Z,34.00,67.00
2026-04-23T01:15:00Z,34.00,67.00
2026-04-23T01:29:00Z,34.00,67.00
2026-04-23T01:37:00Z,34.00,67.00
2026-04-23T01:43:00Z,34.00,67.00
2026-04-23T01:46:00Z,34.00,67.00
2026-04-23T01:49:00Z,34.00,67.00
2026-04-23T01:50:00Z,34.00,67.00
2026-04-23T02:01:00Z,34.00,67.00
2026-04-23T02:06:00Z,34.00,67.00
2026-04-23T02:07:00Z,34.00,67.00
2026-04-23T02:10:00Z,34.00,67.00
2026-04-23T02:16:00Z,34.00,67.00
2026-04-23T02:24:00Z,34.32,67.00
2026-04-23T02:35:00Z,35.00,67.00
2026-04-23T02:42:00Z,35.00,67.00
2026-04-23T02:50:00Z,35.00,67.00
2026-04-23T02:51:00Z,34.00,67.00
2026-04-23T02:52:00Z,34.00,67.00
2026-04-23T02:53:00Z,34.00,67.00
2026-04-23T02:58:00Z,34.00,67.00
2026-04-23T03:06:00Z,34.00,67.00
2026-04-23T03:09:00Z,34.00,67.00
2026-04-23T03:12:00Z,34.00,67.00
2026-04-23T03:15:00Z,34.00,67.00
2026-04-23T03:18:00Z,34.00,67.00
2026-04-23T03:19:00Z,34.00,67.00
2026-04-23T03:21:00Z,34.00,67.00
2026-04-23T03:28:00Z,34.00,67.00
2026-04-23T03:29:00Z,34.00,67.00
2026-04-23T03:38:00Z,34.00,67.00
2026-04-23T03:39:00Z,34.00,67.00
2026-04-23T03:41:00Z,34.00,67.00
2026-04-23T03:47:00Z,34.00,67.00
2026-04-23T03:48:00Z,34.00,67.00
2026-04-23T03:58:00Z,34.00,67.00
2026-04-23T04:03:00Z,34.00,67.00
2026-04-23T04:07:00Z,34.00,67.00
2026-04-23T04:13:00Z,34.00,67.00
2026-04-23T04:21:00Z,34.00,67.00
2026-04-23T04:23:00Z,34.00,67.00
2026-04-23T04:24:00Z,34.00,67.00
2026-04-23T04:30:00Z,34.00,67.00
2026-04-23T04:33:00Z,34.00,67.00
2026-04-23T04:39:00Z,34.00,67.00
2026-04-23T04:41:00Z,34.91,67.00
2026-04-23T04:43:00Z,35.00,67.00
2026-04-23T04:47:00Z,35.00,67.00
2026-04-23T04:49:00Z,35.00,67.00
2026-04-23T04:52:00Z,35.00,67.00
2026-04-23T04:55:00Z,35.00,67.00
2026-04-23T04:56:00Z,35.00,67.00
2026-04-23T05:02:00Z,35.00,67.00
2026-04-23T05:03:00Z,35.00,67.00
2026-04-23T05:04:00Z,35.00,67.97
2026-04-23T05:11:00Z,35.00,68.00
2026-04-23T05:12:00Z,34.00,68.99
2026-04-23T05:13:00Z,34.00,69.00
2026-04-23T05:14:00Z,34.00,69.00
2026-04-23T05:15:00Z,34.00,69.00
2026-04-23T05:16:00Z,34.00,69.00
2026-04-23T05:17:00Z,34.00,69.00
2026-04-23T05:19:00Z,34.00,69.00
2026-04-23T05:20:00Z,34.00,69.00
2026-04-23T05:21:00Z,33.00,69.00
2026-04-23T05:22:00Z,33.00,67.00
2026-04-23T05:25:00Z,34.00,69.00
2026-04-23T05:26:00Z,34.00,69.00
2026-04-23T05:27:00Z,34.00,69.00
2026-04-23T05:28:00Z,34.00,69.00
2026-04-23T05:30:00Z,33.00,69.00
2026-04-23T05:35:00Z,34.00,69.00
2026-04-23T05:36:00Z,34.00,69.00
2026-04-23T05:39:00Z,34.00,69.00
2026-04-23T05:40:00Z,34.00,69.00
2026-04-23T05:41:00Z,34.00,69.00
2026-04-23T05:44:00Z,34.00,68.00
2026-04-23T05:47:00Z,34.00,68.00
2026-04-23T05:49:00Z,34.00,66.19
2026-04-23T05:50:00Z,34.00,68.00
2026-04-23T05:51:00Z,34.00,68.00
2026-04-23T05:52:00Z,34.00,68.00
2026-04-23T05:55:00Z,34.00,68.00
2026-04-23T05:57:00Z,34.00,68.00
2026-04-23T05:58:00Z,34.00,68.59
2026-04-23T05:59:00Z,34.00,68.59
2026-04-23T06:01:00Z,34.00,68.00
2026-04-23T06:04:00Z,34.00,68.00
2026-04-23T06:05:00Z,34.00,68.00
2026-04-23T06:06:00Z,34.00,68.00
2026-04-23T06:08:00Z,34.00,68.00
2026-04-23T06:11:00Z,34.00,68.00
2026-04-23T06:12:00Z,34.00,68.00
2026-04-23T06:14:00Z,34.00,68.00
2026-04-23T06:15:00Z,34.00,68.00
2026-04-23T06:16:00Z,34.00,68.00
2026-04-23T06:19:00Z,34.00,68.00
2026-04-23T06:21:00Z,34.00,68.00
2026-04-23T06:22:00Z,34.00,68.00
2026-04-23T06:24:00Z,34.00,69.00
2026-04-23T06:25:00Z,34.00,69.00
2026-04-23T06:26:00Z,34.00,69.00
2026-04-23T06:28:00Z,34.00,69.00
2026-04-23T06:32:00Z,33.00,69.00
2026-04-23T06:34:00Z,34.00,69.00
2026-04-23T06:36:00Z,34.00,69.00
2026-04-23T06:37:00Z,34.00,69.00
2026-04-23T06:39:00Z,34.00,69.00
2026-04-23T06:40:00Z,34.00,69.00
2026-04-23T06:44:00Z,34.00,69.00
2026-04-23T06:50:00Z,34.00,68.00
2026-04-23T06:55:00Z,34.00,69.00
2026-04-23T06:57:00Z,34.00,69.00
2026-04-23T06:58:00Z,34.00,69.00
2026-04-23T06:59:00Z,34.00,69.00
2026-04-23T07:00:00Z,34.00,69.00
2026-04-23T09:01:00Z,36.25,61.41
2026-04-23T09:02:00Z,42.43,61.00
2026-04-23T09:03:00Z,42.00,61.00
2026-04-23T09:04:00Z,42.54,61.00
2026-04-23T09:05:00Z,42.54,60.00
2026-04-23T09:06:00Z,43.00,60.23
2026-04-23T09:07:00Z,43.00,61.00
2026-04-23T09:08:00Z,42.87,60.19
2026-04-23T09:09:00Z,42.00,61.00
2026-04-23T09:10:00Z,42.00,60.00
2026-04-23T09:11:00Z,41.00,59.77
2026-04-23T09:12:00Z,38.00,61.33
2026-04-23T09:13:00Z,37.00,63.68
2026-04-23T09:14:00Z,37.24,62.46
2026-04-23T09:15:00Z,40.75,61.00
2026-04-23T09:16:00Z,43.57,57.92
2026-04-23T09:17:00Z,51.25,54.59
2026-04-23T09:18:00Z,45.87,53.15
2026-04-23T09:19:00Z,46.48,54.95
2026-04-23T09:20:00Z,50.29,49.48
2026-04-23T09:21:00Z,57.77,44.00
2026-04-23T09:22:00Z,55.91,44.16
2026-04-23T09:23:00Z,56.00,42.69
2026-04-23T09:24:00Z,55.23,48.23
2026-04-23T09:25:00Z,57.11,42.87
2026-04-23T09:26:00Z,64.60,35.95
2026-04-23T09:27:00Z,64.76,38.02
2026-04-23T09:28:00Z,67.78,33.98
2026-04-23T09:29:00Z,64.44,35.15
2026-04-23T09:30:00Z,65.49,34.93
2026-04-23T09:31:00Z,66.00,35.00
2026-04-23T09:32:00Z,71.00,33.67
2026-04-23T09:33:00Z,71.35,31.34
2026-04-23T09:34:00Z,72.00,30.00
2026-04-23T09:35:00Z,70.05,30.00
2026-04-23T09:36:00Z,70.05,30.67
2026-04-23T09:37:00Z,71.00,30.67
2026-04-23T09:38:00Z,70.62,30.83
2026-04-23T09:39:00Z,74.00,27.13
2026-04-23T09:40:00Z,73.00,26.45
2026-04-23T09:41:00Z,74.79,26.83
2026-04-23T09:42:00Z,73.00,26.17
2026-04-23T09:43:00Z,72.99,27.00
2026-04-23T09:44:00Z,72.99,26.94
2026-04-23T09:45:00Z,74.83,26.67
2026-04-23T09:46:00Z,76.80,24.00
2026-04-23T09:47:00Z,78.00,23.92
2026-04-23T09:48:00Z,77.00,23.98
2026-04-23T09:49:00Z,76.00,24.00
2026-04-23T09:50:00Z,76.00,24.00
2026-04-23T09:51:00Z,75.00,24.80
2026-04-23T09:52:00Z,73.02,25.99
2026-04-23T09:53:00Z,74.00,26.93
2026-04-23T09:54:00Z,74.00,26.88
2026-04-23T09:55:00Z,74.00,24.98
2026-04-23T09:56:00Z,76.10,24.00
2026-04-23T09:57:00Z,75.00,24.66
2026-04-23T09:58:00Z,75.00,26.92
2026-04-23T09:59:00Z,74.00,27.00
2026-04-23T10:00:00Z,74.00,26.69
2026-04-23T10:01:00Z,76.00,25.85
2026-04-23T10:02:00Z,77.00,23.91
2026-04-23T10:03:00Z,77.00,24.59
2026-04-23T10:04:00Z,76.00,25.00
2026-04-23T10:05:00Z,75.00,26.90
2026-04-23T10:06:00Z,73.00,26.66
2026-04-23T10:07:00Z,74.00,30.12
2026-04-23T10:08:00Z,77.00,24.22
2026-04-23T10:09:00Z,77.00,26.90
2026-04-23T10:10:00Z,72.77,29.41
2026-04-23T10:11:00Z,76.21,23.44
2026-04-23T10:12:00Z,77.00,25.57
2026-04-23T10:13:00Z,77.00,25.49
2026-04-23T10:14:00Z,72.19,26.60
2026-04-23T10:15:00Z,72.00,28.93
2026-04-23T10:16:00Z,75.09,29.00
2026-04-23T10:17:00Z,72.00,28.00
2026-04-23T10:18:00Z,74.01,26.00
2026-04-23T10:19:00Z,80.08,21.77
2026-04-23T10:20:00Z,76.04,26.20
2026-04-23T10:21:00Z,77.34,23.07
2026-04-23T10:22:00Z,77.34,27.58
2026-04-23T10:23:00Z,71.02,30.33
2026-04-23T10:24:00Z,72.48,36.32
2026-04-23T10:25:00Z,74.00,30.26
2026-04-23T10:26:00Z,71.41,34.30
2026-04-23T10:27:00Z,72.70,32.96
2026-04-23T10:28:00Z,73.19,27.97
2026-04-23T10:29:00Z,74.57,27.01
2026-04-23T10:30:00Z,74.73,26.75
2026-04-23T10:31:00Z,81.28,15.43
2026-04-23T10:32:00Z,84.36,17.11
2026-04-23T10:33:00Z,87.46,11.98
2026-04-23T10:34:00Z,80.57,18.09
2026-04-23T10:35:00Z,74.56,26.32
2026-04-23T10:36:00Z,72.34,27.79
2026-04-23T10:37:00Z,68.02,33.13
2026-04-23T10:38:00Z,60.24,42.74
2026-04-23T10:39:00Z,46.61,54.44
2026-04-23T10:40:00Z,44.69,55.11
2026-04-23T10:41:00Z,45.51,54.71
2026-04-23T10:42:00Z,49.33,51.33
2026-04-23T10:43:00Z,50.21,53.49
2026-04-23T10:44:00Z,48.85,50.67
2026-04-23T10:45:00Z,45.47,53.77
2026-04-23T10:46:00Z,44.51,56.93
2026-04-23T10:47:00Z,44.69,55.36
2026-04-23T10:48:00Z,46.52,54.41
2026-04-23T10:49:00Z,43.67,56.65
2026-04-23T10:50:00Z,39.76,60.65
2026-04-23T10:51:00Z,42.76,59.25
2026-04-23T10:52:00Z,35.80,68.02
2026-04-23T10:53:00Z,35.98,63.39
2026-04-23T10:54:00Z,45.12,56.95
2026-04-23T10:55:00Z,50.47,46.24
2026-04-23T10:56:00Z,45.14,53.71
2026-04-23T10:57:00Z,41.09,59.97
2026-04-23T10:58:00Z,39.40,60.52
2026-04-23T10:59:00Z,42.83,59.73
