# event_ticker=KXATPMATCH-25JUL13COLDAR
# final_score=6-2 2-6 6-2
# score_resolution=2-6 6-2 2-6
# match_winner=Luciano Darderi
# fav_player=Raphael Collignon
# dog_player=Luciano Darderi
# kalshi_date=2025-07-13
timestamp,Raphael Collignon,Luciano Darderi
2025-07-14T01:59:00Z,,63.00
2025-07-14T02:05:00Z,38.00,63.00
2025-07-14T02:10:00Z,38.00,63.00
2025-07-14T03:24:00Z,38.00,63.00
2025-07-14T03:25:00Z,38.00,63.00
2025-07-14T03:26:00Z,38.00,63.00
2025-07-14T03:38:00Z,38.00,63.00
2025-07-14T03:52:00Z,38.00,63.00
2025-07-14T04:16:00Z,38.00,63.00
2025-07-14T04:17:00Z,38.00,63.50
2025-07-14T04:32:00Z,38.00,65.00
2025-07-14T04:38:00Z,38.00,65.56
2025-07-14T04:43:00Z,38.00,66.00
2025-07-14T05:06:00Z,36.00,66.00
2025-07-14T05:14:00Z,36.00,66.00
2025-07-14T05:24:00Z,36.00,66.57
2025-07-14T06:02:00Z,36.00,66.00
2025-07-14T06:45:00Z,36.00,66.00
2025-07-14T12:05:00Z,36.00,69.00
2025-07-14T12:25:00Z,36.00,68.90
2025-07-14T12:34:00Z,36.00,70.00
2025-07-14T12:36:00Z,36.00,70.00
2025-07-14T12:38:00Z,36.00,70.00
2025-07-14T12:43:00Z,32.00,70.00
2025-07-14T12:44:00Z,32.00,70.00
2025-07-14T12:48:00Z,32.00,70.00
2025-07-14T12:50:00Z,32.00,70.00
2025-07-14T12:59:00Z,31.00,70.00
2025-07-14T13:04:00Z,31.00,71.62
2025-07-14T13:05:00Z,30.00,71.62
2025-07-14T13:14:00Z,29.00,71.62
2025-07-14T13:15:00Z,29.00,71.62
2025-07-14T13:17:00Z,29.00,72.00
2025-07-14T13:22:00Z,29.00,73.00
2025-07-14T13:26:00Z,29.00,71.00
2025-07-14T13:28:00Z,29.00,71.00
2025-07-14T13:30:00Z,28.00,71.00
2025-07-14T13:33:00Z,28.00,71.00
2025-07-14T13:34:00Z,29.00,71.00
2025-07-14T13:35:00Z,26.00,71.00
2025-07-14T13:36:00Z,26.00,75.00
2025-07-14T13:39:00Z,26.00,75.00
2025-07-14T13:40:00Z,28.00,75.00
2025-07-14T13:41:00Z,26.00,75.00
2025-07-14T13:42:00Z,26.00,76.57
2025-07-14T13:44:00Z,33.00,76.57
2025-07-14T13:47:00Z,28.00,76.57
2025-07-14T13:49:00Z,29.00,76.57
2025-07-14T13:52:00Z,29.00,77.00
2025-07-14T13:53:00Z,44.04,77.00
2025-07-14T13:55:00Z,31.00,73.00
2025-07-14T13:57:00Z,31.00,77.00
2025-07-14T13:59:00Z,31.00,75.00
2025-07-14T14:01:00Z,30.79,75.00
2025-07-14T14:02:00Z,30.79,73.05
2025-07-14T14:03:00Z,30.79,70.24
2025-07-14T14:06:00Z,29.00,74.00
2025-07-14T14:07:00Z,25.00,75.58
2025-07-14T14:08:00Z,25.00,79.00
2025-07-14T14:09:00Z,25.00,81.11
2025-07-14T14:10:00Z,25.00,86.77
2025-07-14T14:11:00Z,12.00,86.77
2025-07-14T14:12:00Z,12.00,83.00
2025-07-14T14:13:00Z,12.00,83.00
2025-07-14T14:17:00Z,10.00,88.00
2025-07-14T14:18:00Z,10.00,88.00
2025-07-14T14:19:00Z,10.99,88.00
2025-07-14T14:21:00Z,10.00,93.00
2025-07-14T14:22:00Z,7.00,93.00
2025-07-14T14:25:00Z,7.00,88.00
2025-07-14T14:27:00Z,31.86,78.13
2025-07-14T14:28:00Z,23.58,78.13
2025-07-14T14:29:00Z,23.58,77.25
2025-07-14T14:30:00Z,23.58,77.55
2025-07-14T14:33:00Z,19.00,77.55
2025-07-14T14:34:00Z,25.00,78.00
2025-07-14T14:36:00Z,25.00,79.49
2025-07-14T14:37:00Z,27.79,79.49
2025-07-14T14:38:00Z,27.93,72.00
2025-07-14T14:39:00Z,29.00,71.00
2025-07-14T14:40:00Z,29.86,76.00
2025-07-14T14:41:00Z,35.00,75.00
2025-07-14T14:43:00Z,40.95,60.00
2025-07-14T14:44:00Z,40.40,62.00
2025-07-14T14:45:00Z,40.40,59.00
2025-07-14T14:46:00Z,40.40,60.00
2025-07-14T14:47:00Z,39.00,64.87
2025-07-14T14:48:00Z,39.00,64.87
2025-07-14T14:50:00Z,39.00,64.02
2025-07-14T14:51:00Z,37.00,64.02
2025-07-14T14:52:00Z,35.00,64.02
2025-07-14T14:53:00Z,34.00,65.70
2025-07-14T14:55:00Z,39.55,62.00
2025-07-14T14:58:00Z,38.00,62.00
2025-07-14T15:02:00Z,47.55,63.41
2025-07-14T15:03:00Z,47.55,81.00
2025-07-14T15:05:00Z,47.55,60.00
2025-07-14T15:06:00Z,44.00,54.00
2025-07-14T15:07:00Z,41.01,58.33
2025-07-14T15:08:00Z,51.72,50.59
2025-07-14T15:09:00Z,45.00,50.59
2025-07-14T15:10:00Z,39.00,62.68
2025-07-14T15:11:00Z,42.00,62.68
2025-07-14T15:12:00Z,42.00,70.00
2025-07-14T15:13:00Z,47.00,57.82
2025-07-14T15:14:00Z,48.92,53.00
2025-07-14T15:15:00Z,48.92,60.00
2025-07-14T15:16:00Z,48.92,62.47
2025-07-14T15:17:00Z,44.83,59.27
2025-07-14T15:18:00Z,44.83,55.77
2025-07-14T15:19:00Z,45.65,54.99
2025-07-14T15:20:00Z,39.00,68.36
2025-07-14T15:21:00Z,39.00,69.64
2025-07-14T15:24:00Z,35.00,67.75
2025-07-14T15:25:00Z,35.00,71.08
2025-07-14T15:26:00Z,28.83,73.07
2025-07-14T15:27:00Z,42.00,56.63
2025-07-14T15:28:00Z,35.00,56.05
2025-07-14T15:29:00Z,43.85,76.95
2025-07-14T15:30:00Z,43.85,78.00
2025-07-14T15:31:00Z,38.00,78.00
2025-07-14T15:32:00Z,38.00,70.00
2025-07-14T15:33:00Z,38.00,65.34
2025-07-14T15:34:00Z,45.00,65.34
2025-07-14T15:35:00Z,45.00,57.48
2025-07-14T15:36:00Z,54.18,41.40
2025-07-14T15:37:00Z,65.99,40.39
2025-07-14T15:38:00Z,60.66,52.92
2025-07-14T15:39:00Z,44.18,61.92
2025-07-14T15:40:00Z,46.58,55.20
2025-07-14T15:41:00Z,48.95,51.00
2025-07-14T15:42:00Z,44.08,56.00
2025-07-14T15:43:00Z,43.00,62.00
2025-07-14T15:44:00Z,43.00,62.00
2025-07-14T15:45:00Z,43.00,59.11
2025-07-14T15:46:00Z,33.07,70.93
2025-07-14T15:47:00Z,17.48,83.35
2025-07-14T15:48:00Z,9.88,89.79
2025-07-14T15:49:00Z,5.31,91.00
2025-07-14T15:50:00Z,3.80,95.55
2025-07-14T15:51:00Z,5.00,95.42
2025-07-14T15:52:00Z,4.08,94.85
2025-07-14T15:53:00Z,9.00,94.85
2025-07-14T15:54:00Z,1.57,98.19
2025-07-14T15:55:00Z,1.57,99.00
2025-07-14T15:56:00Z,1.57,99.00
