# event_ticker=KXATPMATCH-25JUL20CERBUB
# final_score=6-4 4-6 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2025-07-20
timestamp,Alexander Bublik,Juan Manuel Cerundolo
2025-07-20T01:56:00Z,,33.00
2025-07-20T02:22:00Z,75.00,33.00
2025-07-20T02:47:00Z,75.00,33.00
2025-07-20T02:51:00Z,75.00,33.00
2025-07-20T02:52:00Z,75.00,33.00
2025-07-20T02:58:00Z,75.00,33.00
2025-07-20T03:27:00Z,75.00,33.00
2025-07-20T03:31:00Z,75.00,33.00
2025-07-20T03:43:00Z,74.00,33.00
2025-07-20T03:45:00Z,74.35,33.00
2025-07-20T03:49:00Z,74.35,32.74
2025-07-20T03:53:00Z,74.35,33.00
2025-07-20T04:01:00Z,75.00,33.00
2025-07-20T04:03:00Z,75.00,33.00
2025-07-20T04:05:00Z,78.76,33.00
2025-07-20T04:24:00Z,80.52,33.00
2025-07-20T04:29:00Z,82.58,33.00
2025-07-20T04:31:00Z,82.58,30.00
2025-07-20T04:32:00Z,81.00,24.00
2025-07-20T04:34:00Z,80.52,24.00
2025-07-20T04:35:00Z,80.00,24.00
2025-07-20T04:39:00Z,80.00,28.06
2025-07-20T04:40:00Z,80.00,29.00
2025-07-20T04:41:00Z,80.00,32.31
2025-07-20T04:42:00Z,79.35,25.00
2025-07-20T04:43:00Z,77.00,25.00
2025-07-20T04:44:00Z,76.86,34.00
2025-07-20T04:45:00Z,79.00,34.00
2025-07-20T04:46:00Z,79.00,29.00
2025-07-20T04:49:00Z,81.89,29.00
2025-07-20T04:50:00Z,81.89,25.00
2025-07-20T04:51:00Z,81.89,28.00
2025-07-20T04:52:00Z,81.89,27.00
2025-07-20T04:57:00Z,77.00,24.03
2025-07-20T04:58:00Z,77.00,24.00
2025-07-20T04:59:00Z,77.00,24.71
2025-07-20T05:00:00Z,82.69,25.00
2025-07-20T05:02:00Z,82.69,23.00
2025-07-20T05:07:00Z,79.00,23.21
2025-07-20T05:10:00Z,79.00,23.00
2025-07-20T05:12:00Z,78.00,23.00
2025-07-20T05:14:00Z,78.76,23.00
2025-07-20T05:17:00Z,79.00,23.00
2025-07-20T05:19:00Z,79.00,24.00
2025-07-20T05:20:00Z,79.00,24.00
2025-07-20T05:24:00Z,79.00,24.00
2025-07-20T05:25:00Z,79.00,24.00
2025-07-20T05:26:00Z,79.00,24.00
2025-07-20T05:28:00Z,79.00,24.00
2025-07-20T05:29:00Z,79.00,24.00
2025-07-20T05:35:00Z,79.00,24.00
2025-07-20T05:36:00Z,79.00,24.00
2025-07-20T05:37:00Z,78.02,23.00
2025-07-20T05:38:00Z,79.12,23.00
2025-07-20T05:39:00Z,78.00,23.00
2025-07-20T05:40:00Z,80.03,24.62
2025-07-20T05:41:00Z,79.47,21.00
2025-07-20T05:42:00Z,80.04,21.00
2025-07-20T05:43:00Z,79.00,24.00
2025-07-20T05:45:00Z,79.16,24.00
2025-07-20T05:48:00Z,79.53,24.00
2025-07-20T05:50:00Z,81.01,24.00
2025-07-20T05:51:00Z,81.01,24.00
2025-07-20T05:52:00Z,81.01,24.00
2025-07-20T05:53:00Z,81.00,23.46
2025-07-20T05:54:00Z,80.92,24.98
2025-07-20T05:55:00Z,80.92,24.10
2025-07-20T05:56:00Z,80.14,24.10
2025-07-20T05:57:00Z,79.55,24.00
2025-07-20T05:59:00Z,80.00,23.00
2025-07-20T06:00:00Z,79.00,23.52
2025-07-20T06:01:00Z,78.81,25.00
2025-07-20T06:02:00Z,80.00,24.93
2025-07-20T06:03:00Z,79.00,24.93
2025-07-20T06:04:00Z,79.00,24.93
2025-07-20T06:05:00Z,78.00,24.93
2025-07-20T06:09:00Z,78.64,24.35
2025-07-20T06:13:00Z,78.64,25.00
2025-07-20T06:14:00Z,78.64,24.00
2025-07-20T06:15:00Z,78.64,24.00
2025-07-20T06:19:00Z,78.00,24.00
2025-07-20T06:20:00Z,78.00,24.21
2025-07-20T06:21:00Z,79.39,24.21
2025-07-20T06:22:00Z,79.39,25.00
2025-07-20T06:23:00Z,79.39,24.95
2025-07-20T06:24:00Z,79.00,24.95
2025-07-20T06:25:00Z,79.00,24.95
2025-07-20T06:26:00Z,79.00,26.00
2025-07-20T06:28:00Z,79.00,27.18
2025-07-20T06:29:00Z,78.00,27.18
2025-07-20T06:33:00Z,78.00,26.00
2025-07-20T06:34:00Z,75.00,26.15
2025-07-20T06:38:00Z,76.00,26.00
2025-07-20T06:40:00Z,76.00,26.00
2025-07-20T06:41:00Z,76.00,26.00
2025-07-20T06:42:00Z,76.00,26.00
2025-07-20T06:43:00Z,76.00,26.00
2025-07-20T06:48:00Z,76.00,26.00
2025-07-20T06:49:00Z,76.40,26.00
2025-07-20T06:50:00Z,76.54,26.00
2025-07-20T06:51:00Z,76.54,26.00
2025-07-20T06:52:00Z,77.00,26.00
2025-07-20T06:54:00Z,77.00,26.00
2025-07-20T06:56:00Z,77.00,26.00
2025-07-20T06:57:00Z,77.00,26.00
2025-07-20T06:58:00Z,77.00,26.00
2025-07-20T07:00:00Z,77.00,26.00
2025-07-20T12:01:00Z,98.80,1.00
