# event_ticker=KXATPMATCH-25NOV06KORKEC
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Sebastian Korda
# fav_player=Miomir Kecmanovic
# dog_player=Sebastian Korda
# kalshi_date=2025-11-06
timestamp,Miomir Kecmanovic,Sebastian Korda
2025-11-05T23:47:00Z,,69.00
2025-11-05T23:56:00Z,,70.00
2025-11-05T23:57:00Z,33.00,70.00
2025-11-05T23:59:00Z,33.00,70.00
2025-11-06T00:00:00Z,33.00,70.00
2025-11-06T00:22:00Z,33.00,70.00
2025-11-06T00:26:00Z,33.00,70.00
2025-11-06T00:32:00Z,33.00,70.00
2025-11-06T00:38:00Z,33.00,70.00
2025-11-06T01:06:00Z,33.00,70.00
2025-11-06T01:07:00Z,33.00,70.00
2025-11-06T01:20:00Z,33.00,70.00
2025-11-06T01:27:00Z,33.00,69.00
2025-11-06T01:29:00Z,33.00,70.00
2025-11-06T01:33:00Z,33.00,70.00
2025-11-06T01:37:00Z,33.00,70.00
2025-11-06T01:39:00Z,33.00,70.00
2025-11-06T01:50:00Z,33.00,70.00
2025-11-06T01:52:00Z,33.00,70.00
2025-11-06T02:02:00Z,33.00,70.00
2025-11-06T02:06:00Z,33.00,70.00
2025-11-06T02:29:00Z,33.00,70.00
2025-11-06T02:35:00Z,33.00,70.00
2025-11-06T02:43:00Z,33.00,70.00
2025-11-06T02:52:00Z,33.00,70.00
2025-11-06T02:55:00Z,33.00,70.00
2025-11-06T02:57:00Z,33.00,70.00
2025-11-06T02:59:00Z,33.00,70.00
2025-11-06T03:00:00Z,33.00,70.00
2025-11-06T03:01:00Z,33.00,70.00
2025-11-06T03:05:00Z,33.00,70.00
2025-11-06T03:10:00Z,33.00,70.00
2025-11-06T03:14:00Z,33.00,70.00
2025-11-06T03:27:00Z,33.00,70.00
2025-11-06T03:28:00Z,33.00,70.00
2025-11-06T03:36:00Z,33.00,70.00
2025-11-06T03:38:00Z,33.00,70.00
2025-11-06T03:39:00Z,33.00,70.00
2025-11-06T03:43:00Z,33.00,70.00
2025-11-06T03:46:00Z,33.00,70.00
2025-11-06T03:58:00Z,33.00,70.00
2025-11-06T03:59:00Z,33.00,70.00
2025-11-06T04:00:00Z,32.00,69.00
2025-11-06T04:03:00Z,32.00,70.00
2025-11-06T04:07:00Z,32.00,70.00
2025-11-06T04:09:00Z,33.00,70.00
2025-11-06T04:10:00Z,33.00,70.00
2025-11-06T04:14:00Z,33.00,70.00
2025-11-06T04:17:00Z,33.00,70.00
2025-11-06T04:19:00Z,33.00,70.00
2025-11-06T04:23:00Z,33.00,70.00
2025-11-06T04:25:00Z,33.00,70.00
2025-11-06T04:26:00Z,33.00,70.00
2025-11-06T04:27:00Z,33.00,70.00
2025-11-06T04:30:00Z,33.00,70.00
2025-11-06T04:34:00Z,33.00,70.00
2025-11-06T04:40:00Z,33.00,70.00
2025-11-06T04:43:00Z,33.00,70.00
2025-11-06T04:44:00Z,33.00,69.00
2025-11-06T04:47:00Z,33.00,69.00
2025-11-06T04:49:00Z,33.00,70.00
2025-11-06T04:51:00Z,33.00,70.00
2025-11-06T04:53:00Z,33.00,70.00
2025-11-06T04:54:00Z,33.00,70.00
2025-11-06T05:02:00Z,32.00,70.00
2025-11-06T05:05:00Z,32.00,70.00
2025-11-06T05:06:00Z,33.00,70.00
2025-11-06T05:07:00Z,33.00,70.00
2025-11-06T05:08:00Z,33.00,70.00
2025-11-06T05:12:00Z,33.00,70.00
2025-11-06T05:13:00Z,33.00,70.00
2025-11-06T05:14:00Z,33.00,70.00
2025-11-06T05:15:00Z,33.00,70.00
2025-11-06T05:18:00Z,33.00,70.00
2025-11-06T05:19:00Z,33.00,70.00
2025-11-06T05:23:00Z,33.00,70.00
2025-11-06T05:24:00Z,33.00,70.00
2025-11-06T05:27:00Z,33.00,70.00
2025-11-06T05:28:00Z,33.00,70.00
2025-11-06T05:30:00Z,33.00,70.00
2025-11-06T05:33:00Z,33.00,70.00
2025-11-06T05:34:00Z,33.00,70.00
2025-11-06T05:35:00Z,33.00,70.00
2025-11-06T05:37:00Z,33.00,70.00
2025-11-06T05:38:00Z,33.00,71.00
2025-11-06T05:39:00Z,33.00,71.00
2025-11-06T05:45:00Z,33.00,71.00
2025-11-06T05:46:00Z,33.00,71.00
2025-11-06T05:47:00Z,33.00,71.00
2025-11-06T05:48:00Z,33.00,71.00
2025-11-06T05:49:00Z,33.00,71.00
2025-11-06T05:51:00Z,33.00,71.00
2025-11-06T05:53:00Z,33.00,71.00
2025-11-06T05:54:00Z,33.00,71.00
2025-11-06T05:55:00Z,33.00,71.00
2025-11-06T05:57:00Z,33.00,71.00
2025-11-06T05:58:00Z,33.00,71.00
2025-11-06T05:59:00Z,33.00,71.00
2025-11-06T06:00:00Z,33.00,71.00
2025-11-06T06:01:00Z,33.00,71.00
2025-11-06T06:02:00Z,33.00,71.00
2025-11-06T06:03:00Z,33.00,71.00
2025-11-06T06:04:00Z,33.00,71.00
2025-11-06T06:05:00Z,33.00,71.00
2025-11-06T06:06:00Z,33.00,71.00
2025-11-06T06:07:00Z,33.00,71.00
2025-11-06T06:08:00Z,33.00,71.00
2025-11-06T06:09:00Z,33.00,71.00
2025-11-06T06:10:00Z,32.73,71.00
2025-11-06T06:11:00Z,33.00,71.00
2025-11-06T06:12:00Z,33.00,71.00
2025-11-06T06:13:00Z,33.00,71.00
2025-11-06T06:14:00Z,33.00,71.00
2025-11-06T06:15:00Z,33.00,71.00
2025-11-06T06:16:00Z,33.00,71.00
2025-11-06T06:17:00Z,33.00,71.00
2025-11-06T06:18:00Z,33.00,71.33
2025-11-06T06:19:00Z,33.00,70.00
2025-11-06T06:20:00Z,33.00,70.00
2025-11-06T06:21:00Z,33.00,70.00
2025-11-06T06:22:00Z,33.00,69.64
2025-11-06T06:23:00Z,33.00,69.64
2025-11-06T06:24:00Z,33.00,69.48
2025-11-06T06:25:00Z,33.00,70.00
2025-11-06T06:26:00Z,33.00,70.00
2025-11-06T06:27:00Z,33.00,70.00
2025-11-06T06:28:00Z,33.00,70.00
2025-11-06T06:29:00Z,33.00,70.00
2025-11-06T06:30:00Z,33.00,69.00
2025-11-06T06:31:00Z,33.00,69.00
2025-11-06T06:32:00Z,33.00,69.00
2025-11-06T06:33:00Z,33.00,69.00
2025-11-06T06:34:00Z,33.00,69.05
2025-11-06T06:35:00Z,33.00,70.00
2025-11-06T06:36:00Z,33.00,70.00
2025-11-06T06:37:00Z,33.00,70.00
2025-11-06T06:38:00Z,33.00,70.00
2025-11-06T06:39:00Z,33.00,70.00
2025-11-06T06:40:00Z,33.00,70.00
2025-11-06T06:41:00Z,33.00,70.00
2025-11-06T06:42:00Z,32.24,70.00
2025-11-06T06:43:00Z,32.24,70.00
2025-11-06T06:44:00Z,33.00,70.00
2025-11-06T06:45:00Z,33.00,70.00
2025-11-06T06:46:00Z,33.00,69.80
2025-11-06T06:47:00Z,33.00,70.00
2025-11-06T06:48:00Z,33.00,70.00
2025-11-06T06:49:00Z,33.00,70.00
2025-11-06T06:50:00Z,33.00,70.00
2025-11-06T06:51:00Z,33.00,70.00
2025-11-06T06:52:00Z,33.00,70.00
2025-11-06T06:53:00Z,33.00,70.00
2025-11-06T06:55:00Z,33.00,70.00
2025-11-06T06:56:00Z,33.00,70.00
