# event_ticker=KXATPCHALLENGERMATCH-26APR22SWEMCC
# final_score=6-7(6) 6-1 7-6(8)
# score_resolution=6-7 6-1 7-6
# match_winner=James McCabe
# fav_player=James McCabe
# dog_player=Dane Sweeny
# kalshi_date=2026-04-22
timestamp,Dane Sweeny,James McCabe
2026-04-22T16:08:00Z,51.89,
2026-04-22T17:18:00Z,51.89,51.00
2026-04-22T17:58:00Z,51.00,51.00
2026-04-22T18:02:00Z,51.00,51.00
2026-04-22T19:15:00Z,51.00,51.00
2026-04-22T19:33:00Z,51.00,51.00
2026-04-22T19:37:00Z,51.00,51.00
2026-04-22T20:18:00Z,51.00,51.00
2026-04-22T20:34:00Z,51.00,51.00
2026-04-22T20:39:00Z,51.00,51.00
2026-04-22T20:43:00Z,49.00,51.00
2026-04-22T21:41:00Z,49.00,48.00
2026-04-22T22:07:00Z,54.05,48.00
2026-04-22T22:08:00Z,52.00,47.00
2026-04-22T22:30:00Z,54.00,47.00
2026-04-22T22:44:00Z,54.76,47.00
2026-04-22T23:06:00Z,55.00,47.00
2026-04-22T23:10:00Z,55.00,46.00
2026-04-23T00:09:00Z,55.00,46.00
2026-04-23T00:17:00Z,55.00,46.00
2026-04-23T00:39:00Z,55.00,46.00
2026-04-23T01:03:00Z,55.00,46.00
2026-04-23T01:44:00Z,55.00,46.00
2026-04-23T01:47:00Z,55.00,46.00
2026-04-23T01:54:00Z,56.00,46.00
2026-04-23T01:56:00Z,56.00,46.00
2026-04-23T01:58:00Z,56.00,46.00
2026-04-23T02:05:00Z,55.00,46.00
2026-04-23T02:09:00Z,55.00,46.00
2026-04-23T02:14:00Z,55.00,46.00
2026-04-23T02:16:00Z,55.00,46.00
2026-04-23T02:17:00Z,55.00,46.00
2026-04-23T02:19:00Z,55.00,46.00
2026-04-23T02:22:00Z,55.00,46.00
2026-04-23T02:23:00Z,55.00,46.00
2026-04-23T02:29:00Z,55.00,46.00
2026-04-23T02:30:00Z,55.00,46.00
2026-04-23T02:35:00Z,55.00,46.00
2026-04-23T02:59:00Z,55.00,46.00
2026-04-23T03:02:00Z,56.00,46.00
2026-04-23T03:11:00Z,56.00,46.00
2026-04-23T03:12:00Z,56.00,46.00
2026-04-23T03:20:00Z,56.00,46.00
2026-04-23T03:22:00Z,56.00,46.00
2026-04-23T03:31:00Z,56.00,46.00
2026-04-23T03:32:00Z,56.00,46.00
2026-04-23T03:34:00Z,56.61,44.64
2026-04-23T03:35:00Z,57.00,44.64
2026-04-23T03:36:00Z,57.00,44.64
2026-04-23T03:37:00Z,57.07,44.64
2026-04-23T03:38:00Z,57.34,44.64
2026-04-23T03:39:00Z,57.00,44.64
2026-04-23T03:40:00Z,57.00,44.00
2026-04-23T03:41:00Z,57.38,44.00
2026-04-23T03:42:00Z,58.00,44.00
2026-04-23T03:43:00Z,58.00,44.95
2026-04-23T03:44:00Z,63.17,39.41
2026-04-23T03:45:00Z,62.12,37.22
2026-04-23T03:46:00Z,61.49,41.57
2026-04-23T03:47:00Z,65.96,41.57
2026-04-23T03:48:00Z,69.00,32.69
2026-04-23T03:49:00Z,65.97,34.96
2026-04-23T03:50:00Z,65.67,34.96
2026-04-23T03:51:00Z,67.58,37.08
2026-04-23T03:52:00Z,59.28,42.45
2026-04-23T03:53:00Z,53.15,42.45
2026-04-23T03:54:00Z,55.07,47.00
2026-04-23T03:55:00Z,58.67,40.86
2026-04-23T03:56:00Z,59.03,41.00
2026-04-23T03:57:00Z,60.77,39.65
2026-04-23T03:58:00Z,58.93,40.29
2026-04-23T03:59:00Z,55.44,46.39
2026-04-23T04:00:00Z,60.69,39.90
2026-04-23T04:01:00Z,59.56,39.90
2026-04-23T04:02:00Z,59.71,39.77
2026-04-23T04:03:00Z,55.69,42.00
2026-04-23T04:04:00Z,54.00,47.00
2026-04-23T04:05:00Z,54.44,46.06
2026-04-23T04:06:00Z,51.32,49.00
2026-04-23T04:07:00Z,49.72,51.58
2026-04-23T04:08:00Z,47.59,53.45
2026-04-23T04:09:00Z,52.57,46.19
2026-04-23T04:10:00Z,49.39,51.44
2026-04-23T04:11:00Z,40.09,59.42
2026-04-23T04:12:00Z,34.02,67.79
2026-04-23T04:13:00Z,31.58,68.98
2026-04-23T04:14:00Z,31.41,69.03
2026-04-23T04:15:00Z,31.00,69.00
2026-04-23T04:16:00Z,32.00,69.00
2026-04-23T04:17:00Z,32.91,68.87
2026-04-23T04:18:00Z,35.44,67.72
2026-04-23T04:19:00Z,45.03,55.21
2026-04-23T04:20:00Z,49.95,51.77
2026-04-23T04:21:00Z,49.98,52.10
2026-04-23T04:22:00Z,47.23,53.26
2026-04-23T04:23:00Z,45.36,55.68
2026-04-23T04:24:00Z,44.62,58.97
2026-04-23T04:25:00Z,50.18,48.54
2026-04-23T04:26:00Z,53.96,46.87
2026-04-23T04:27:00Z,56.68,44.21
2026-04-23T04:28:00Z,54.43,46.29
2026-04-23T04:29:00Z,49.12,49.83
2026-04-23T04:30:00Z,48.00,52.42
2026-04-23T04:31:00Z,50.58,48.38
2026-04-23T04:32:00Z,53.95,47.00
2026-04-23T04:33:00Z,53.92,47.80
2026-04-23T04:34:00Z,49.16,51.92
2026-04-23T04:35:00Z,51.56,48.62
2026-04-23T04:36:00Z,51.26,47.54
2026-04-23T04:37:00Z,47.04,51.79
2026-04-23T04:38:00Z,45.30,55.00
2026-04-23T04:39:00Z,45.67,57.57
2026-04-23T04:40:00Z,51.67,49.30
2026-04-23T04:41:00Z,51.75,49.13
2026-04-23T04:42:00Z,50.74,50.67
2026-04-23T04:43:00Z,56.18,45.28
2026-04-23T04:44:00Z,64.07,35.99
2026-04-23T04:45:00Z,61.71,37.91
2026-04-23T04:46:00Z,66.84,36.27
2026-04-23T04:47:00Z,70.31,32.19
2026-04-23T04:48:00Z,69.93,29.81
2026-04-23T04:49:00Z,62.77,45.39
2026-04-23T04:50:00Z,59.22,41.03
2026-04-23T04:51:00Z,59.39,42.38
2026-04-23T04:52:00Z,54.71,47.71
2026-04-23T04:53:00Z,73.34,26.77
2026-04-23T04:54:00Z,75.39,24.46
2026-04-23T04:55:00Z,75.43,24.86
2026-04-23T04:56:00Z,75.93,25.00
2026-04-23T04:57:00Z,75.83,24.74
2026-04-23T04:58:00Z,75.44,28.88
2026-04-23T04:59:00Z,68.11,27.14
2026-04-23T05:00:00Z,62.83,35.80
2026-04-23T05:01:00Z,63.26,39.12
2026-04-23T05:02:00Z,63.55,35.77
2026-04-23T05:03:00Z,60.03,38.84
2026-04-23T05:04:00Z,57.53,43.12
2026-04-23T05:05:00Z,54.55,47.62
2026-04-23T05:06:00Z,51.05,49.61
2026-04-23T05:07:00Z,51.61,48.39
2026-04-23T05:08:00Z,57.86,42.54
2026-04-23T05:09:00Z,58.18,42.46
2026-04-23T05:10:00Z,59.33,41.00
2026-04-23T05:11:00Z,59.94,41.41
2026-04-23T05:12:00Z,55.84,45.18
2026-04-23T05:13:00Z,52.98,46.83
2026-04-23T05:14:00Z,54.85,45.67
2026-04-23T05:15:00Z,49.20,51.34
2026-04-23T05:16:00Z,49.27,50.76
2026-04-23T05:17:00Z,53.00,47.90
2026-04-23T05:18:00Z,49.53,50.13
2026-04-23T05:19:00Z,46.00,55.00
2026-04-23T05:20:00Z,47.08,54.02
2026-04-23T05:21:00Z,46.43,53.66
2026-04-23T05:22:00Z,44.58,56.08
2026-04-23T05:23:00Z,42.25,58.88
2026-04-23T05:24:00Z,42.95,57.71
2026-04-23T05:25:00Z,43.09,57.51
2026-04-23T05:26:00Z,40.81,60.50
2026-04-23T05:27:00Z,39.88,60.85
2026-04-23T05:28:00Z,38.99,61.56
2026-04-23T05:29:00Z,37.76,64.04
2026-04-23T05:30:00Z,40.54,59.76
2026-04-23T05:31:00Z,38.36,62.86
2026-04-23T05:32:00Z,41.26,59.86
2026-04-23T05:33:00Z,36.22,65.15
2026-04-23T05:34:00Z,35.96,65.85
2026-04-23T05:35:00Z,40.81,63.20
2026-04-23T05:36:00Z,43.77,56.18
2026-04-23T05:37:00Z,44.57,57.01
2026-04-23T05:38:00Z,40.43,60.19
2026-04-23T05:39:00Z,37.97,63.38
2026-04-23T05:40:00Z,37.68,64.00
2026-04-23T05:41:00Z,33.67,67.26
2026-04-23T05:42:00Z,35.32,65.60
2026-04-23T05:43:00Z,41.63,60.24
2026-04-23T05:44:00Z,42.59,57.72
2026-04-23T05:45:00Z,44.45,57.99
2026-04-23T05:46:00Z,43.12,57.40
2026-04-23T05:47:00Z,48.99,53.76
2026-04-23T05:48:00Z,47.00,54.88
2026-04-23T05:49:00Z,63.71,41.24
2026-04-23T05:50:00Z,76.07,24.94
2026-04-23T05:51:00Z,75.25,25.38
2026-04-23T05:52:00Z,64.34,36.38
2026-04-23T05:53:00Z,47.65,54.76
2026-04-23T05:54:00Z,47.61,52.66
2026-04-23T05:55:00Z,48.06,54.04
2026-04-23T05:56:00Z,43.05,60.56
2026-04-23T05:57:00Z,39.34,63.25
