# event_ticker=KXATPCHALLENGERMATCH-26APR22SWEMCC
# final_score=6-7(6) 6-1 7-6(8)
# score_resolution=6-7 6-1 7-6
# match_winner=James McCabe
# fav_player=James McCabe
# dog_player=Dane Sweeny
# kalshi_date=2026-04-22
timestamp,Dane Sweeny,James McCabe
2026-04-23T05:58:00Z,37.22,63.94
2026-04-23T05:59:00Z,36.71,64.36
2026-04-23T06:00:00Z,32.97,70.91
2026-04-23T06:01:00Z,36.33,64.83
2026-04-23T06:02:00Z,33.16,70.03
2026-04-23T06:03:00Z,26.35,76.12
2026-04-23T06:04:00Z,39.47,65.22
2026-04-23T06:05:00Z,43.49,56.08
2026-04-23T06:06:00Z,52.48,49.48
2026-04-23T06:07:00Z,47.40,55.04
2026-04-23T06:08:00Z,37.99,64.12
2026-04-23T06:09:00Z,35.52,63.15
2026-04-23T06:10:00Z,34.75,65.83
2026-04-23T06:11:00Z,39.95,64.21
2026-04-23T06:12:00Z,41.04,61.46
2026-04-23T06:13:00Z,32.93,66.78
2026-04-23T06:14:00Z,43.20,55.33
2026-04-23T06:15:00Z,43.79,55.90
2026-04-23T06:16:00Z,45.79,55.05
2026-04-23T06:17:00Z,36.06,64.85
2026-04-23T06:18:00Z,35.39,65.24
2026-04-23T06:19:00Z,36.23,63.77
2026-04-23T06:20:00Z,40.08,64.94
2026-04-23T06:21:00Z,25.06,73.11
2026-04-23T06:22:00Z,37.77,64.48
2026-04-23T06:23:00Z,35.97,62.80
2026-04-23T06:24:00Z,45.55,53.14
2026-04-23T06:25:00Z,69.25,34.86
2026-04-23T06:26:00Z,78.48,21.87
2026-04-23T06:27:00Z,73.85,31.02
2026-04-23T06:28:00Z,72.07,29.34
2026-04-23T06:29:00Z,76.43,24.88
2026-04-23T06:30:00Z,87.50,12.20
2026-04-23T06:31:00Z,81.58,17.92
2026-04-23T06:32:00Z,83.33,15.73
2026-04-23T06:33:00Z,68.17,32.61
2026-04-23T06:34:00Z,48.60,51.04
2026-04-23T06:35:00Z,30.44,67.70
2026-04-23T06:36:00Z,53.86,45.57
2026-04-23T06:37:00Z,58.81,38.31
2026-04-23T06:38:00Z,33.61,67.37
2026-04-23T06:39:00Z,4.93,97.71
2026-04-23T06:40:00Z,1.00,99.00
2026-04-23T06:41:00Z,1.00,99.00
2026-04-23T06:42:00Z,1.00,99.00
2026-04-23T06:43:00Z,1.00,99.00
