# event_ticker=KXATPMATCH-25AUG08GIRBLO
# final_score=6-2 3-6 6-3
# score_resolution=2-6 6-3 3-6
# match_winner=Alexander Blockx
# fav_player=Marcos Giron
# dog_player=Alexander Blockx
# kalshi_date=2025-08-08
timestamp,Marcos Giron,Alexander Blockx
2025-08-08T06:45:00Z,61.00,
2025-08-08T06:53:00Z,61.00,
2025-08-08T08:46:00Z,61.00,44.00
2025-08-08T08:50:00Z,60.00,44.00
2025-08-08T10:35:00Z,60.00,44.63
2025-08-08T10:38:00Z,60.00,45.00
2025-08-08T11:19:00Z,60.00,45.00
2025-08-08T11:25:00Z,60.00,45.00
2025-08-08T12:31:00Z,61.00,45.00
2025-08-08T13:00:00Z,61.00,41.00
2025-08-08T13:09:00Z,61.00,41.00
2025-08-08T13:16:00Z,61.00,41.00
2025-08-08T13:34:00Z,60.00,41.00
2025-08-08T13:36:00Z,60.00,42.00
2025-08-08T13:46:00Z,60.30,42.00
2025-08-08T14:08:00Z,61.60,42.00
2025-08-08T14:22:00Z,62.00,42.00
2025-08-08T14:51:00Z,62.00,38.00
2025-08-08T15:19:00Z,62.00,40.00
2025-08-08T15:22:00Z,62.00,40.64
2025-08-08T15:24:00Z,60.00,40.64
2025-08-08T15:35:00Z,61.00,40.64
2025-08-08T15:36:00Z,61.00,40.64
2025-08-08T15:45:00Z,61.00,41.00
2025-08-08T15:54:00Z,60.00,41.00
2025-08-08T16:04:00Z,60.00,41.00
2025-08-08T16:09:00Z,60.00,42.00
2025-08-08T16:16:00Z,60.00,42.00
2025-08-08T16:18:00Z,61.98,42.00
2025-08-08T16:21:00Z,61.98,39.00
2025-08-08T16:30:00Z,61.98,39.00
2025-08-08T16:37:00Z,61.00,39.00
2025-08-08T16:38:00Z,60.00,39.00
2025-08-08T17:01:00Z,60.00,39.00
2025-08-08T17:12:00Z,60.00,42.00
2025-08-08T17:13:00Z,59.97,42.00
2025-08-08T17:15:00Z,60.00,42.00
2025-08-08T17:21:00Z,59.00,42.00
2025-08-08T17:24:00Z,59.00,43.00
2025-08-08T17:25:00Z,58.00,43.00
2025-08-08T17:26:00Z,52.07,47.88
2025-08-08T17:27:00Z,51.80,50.00
2025-08-08T17:28:00Z,47.00,50.00
2025-08-08T17:29:00Z,42.00,50.00
2025-08-08T17:30:00Z,42.00,60.00
2025-08-08T17:31:00Z,42.32,60.00
2025-08-08T17:32:00Z,43.00,60.00
2025-08-08T17:33:00Z,45.00,60.00
2025-08-08T17:37:00Z,36.00,60.00
2025-08-08T17:39:00Z,36.17,60.00
2025-08-08T17:41:00Z,33.00,60.00
2025-08-08T17:42:00Z,33.00,73.00
2025-08-08T17:43:00Z,31.00,70.00
2025-08-08T17:44:00Z,31.00,73.00
2025-08-08T17:45:00Z,31.00,73.00
2025-08-08T17:46:00Z,27.41,73.00
2025-08-08T17:47:00Z,27.41,73.00
2025-08-08T17:51:00Z,27.41,72.00
2025-08-08T17:52:00Z,29.00,74.00
2025-08-08T17:53:00Z,31.34,70.00
2025-08-08T17:54:00Z,35.54,69.54
2025-08-08T17:55:00Z,25.55,74.66
2025-08-08T17:56:00Z,26.05,76.53
2025-08-08T17:57:00Z,28.98,73.61
2025-08-08T17:58:00Z,28.54,73.61
2025-08-08T17:59:00Z,31.99,70.00
2025-08-08T18:00:00Z,31.99,71.56
2025-08-08T18:01:00Z,36.95,63.20
2025-08-08T18:02:00Z,35.93,69.63
2025-08-08T18:03:00Z,47.64,69.63
2025-08-08T18:04:00Z,42.81,61.00
2025-08-08T18:05:00Z,48.36,61.00
2025-08-08T18:06:00Z,49.52,53.00
2025-08-08T18:07:00Z,47.23,53.00
2025-08-08T18:08:00Z,47.23,53.00
2025-08-08T18:09:00Z,52.00,53.00
2025-08-08T18:10:00Z,47.33,53.00
2025-08-08T18:11:00Z,47.33,53.00
2025-08-08T18:12:00Z,50.66,48.53
2025-08-08T18:13:00Z,48.71,48.53
2025-08-08T18:14:00Z,51.00,48.53
2025-08-08T18:15:00Z,51.00,48.53
2025-08-08T18:16:00Z,51.11,52.00
2025-08-08T18:17:00Z,47.89,53.57
2025-08-08T18:18:00Z,49.11,51.65
2025-08-08T18:19:00Z,49.55,50.00
2025-08-08T18:20:00Z,44.00,50.00
2025-08-08T18:21:00Z,49.00,53.82
2025-08-08T18:22:00Z,48.81,48.00
2025-08-08T18:23:00Z,52.11,48.00
2025-08-08T18:24:00Z,53.82,51.15
2025-08-08T18:25:00Z,53.00,51.15
2025-08-08T18:27:00Z,50.93,51.00
2025-08-08T18:28:00Z,48.04,51.00
2025-08-08T18:29:00Z,48.56,51.00
2025-08-08T18:30:00Z,39.34,60.77
2025-08-08T18:31:00Z,53.58,46.00
2025-08-08T18:32:00Z,58.37,47.32
2025-08-08T18:33:00Z,55.86,47.94
2025-08-08T18:34:00Z,55.67,49.00
2025-08-08T18:35:00Z,56.00,47.00
2025-08-08T18:36:00Z,55.05,47.00
2025-08-08T18:37:00Z,55.00,47.06
2025-08-08T18:38:00Z,54.00,48.06
2025-08-08T18:39:00Z,53.45,48.00
2025-08-08T18:40:00Z,53.70,48.00
2025-08-08T18:41:00Z,51.00,48.00
2025-08-08T18:42:00Z,46.10,53.00
2025-08-08T18:43:00Z,48.53,53.00
2025-08-08T18:44:00Z,51.00,47.62
2025-08-08T18:45:00Z,52.62,45.31
2025-08-08T18:46:00Z,53.03,51.98
2025-08-08T18:47:00Z,50.14,51.97
2025-08-08T18:48:00Z,50.35,54.00
2025-08-08T18:49:00Z,54.28,49.15
2025-08-08T18:50:00Z,51.95,52.95
2025-08-08T18:51:00Z,52.16,48.53
2025-08-08T18:52:00Z,51.36,55.34
2025-08-08T18:53:00Z,48.73,52.40
2025-08-08T18:54:00Z,48.81,54.31
2025-08-08T18:55:00Z,48.81,54.00
2025-08-08T18:56:00Z,50.91,50.18
2025-08-08T18:57:00Z,52.31,51.27
2025-08-08T18:58:00Z,59.53,45.90
2025-08-08T18:59:00Z,55.44,49.21
2025-08-08T19:00:00Z,46.71,54.00
2025-08-08T19:01:00Z,49.00,53.82
2025-08-08T19:02:00Z,49.00,52.61
2025-08-08T19:03:00Z,55.11,48.97
2025-08-08T19:04:00Z,54.67,47.91
2025-08-08T19:05:00Z,58.95,46.25
2025-08-08T19:06:00Z,58.95,49.19
2025-08-08T19:07:00Z,54.07,47.74
2025-08-08T19:08:00Z,54.07,51.77
2025-08-08T19:09:00Z,49.96,54.00
2025-08-08T19:10:00Z,46.00,54.83
2025-08-08T19:11:00Z,44.42,57.47
2025-08-08T19:12:00Z,48.15,53.08
2025-08-08T19:13:00Z,33.16,69.97
2025-08-08T19:14:00Z,14.04,84.99
2025-08-08T19:15:00Z,3.68,93.90
2025-08-08T19:16:00Z,1.93,98.46
2025-08-08T19:17:00Z,1.93,99.00
2025-08-08T19:18:00Z,1.93,99.00
2025-08-08T19:19:00Z,1.93,99.00
2025-08-08T19:21:00Z,1.93,99.00
