# event_ticker=KXATPMATCH-26FEB11FONTAB
# final_score=6-3 3-6 7-5
# score_resolution=3-6 6-3 5-7
# match_winner=Alejandro Tabilo
# fav_player=Joao Fonseca
# dog_player=Alejandro Tabilo
# kalshi_date=2026-02-11
timestamp,Joao Fonseca,Alejandro Tabilo
2026-02-11T10:39:00Z,58.00,42.00
2026-02-11T10:45:00Z,58.00,42.00
2026-02-11T10:58:00Z,58.00,42.00
2026-02-11T11:37:00Z,58.00,42.00
2026-02-11T11:48:00Z,58.00,42.00
2026-02-11T12:10:00Z,58.00,42.00
2026-02-11T12:11:00Z,58.00,42.00
2026-02-11T12:13:00Z,58.00,42.00
2026-02-11T12:33:00Z,58.00,42.00
2026-02-11T12:46:00Z,58.00,42.00
2026-02-11T12:49:00Z,58.00,42.00
2026-02-11T12:51:00Z,58.00,42.00
2026-02-11T12:57:00Z,58.00,42.00
2026-02-11T13:02:00Z,58.00,42.00
2026-02-11T13:08:00Z,58.00,42.00
2026-02-11T13:30:00Z,58.00,42.00
2026-02-11T13:54:00Z,58.00,42.00
2026-02-11T13:59:00Z,58.00,42.00
2026-02-11T14:00:00Z,58.00,42.22
2026-02-11T14:05:00Z,58.00,42.22
2026-02-11T14:10:00Z,58.00,42.22
2026-02-11T14:24:00Z,58.00,42.22
2026-02-11T14:34:00Z,58.00,42.22
2026-02-11T14:47:00Z,58.00,42.22
2026-02-11T14:48:00Z,58.00,42.22
2026-02-11T14:51:00Z,58.00,42.22
2026-02-11T15:06:00Z,58.00,43.00
2026-02-11T15:11:00Z,58.00,43.00
2026-02-11T15:13:00Z,58.00,43.00
2026-02-11T15:29:00Z,58.00,43.00
2026-02-11T15:30:00Z,58.56,43.00
2026-02-11T15:37:00Z,59.00,43.00
2026-02-11T16:00:00Z,59.00,43.00
2026-02-11T16:01:00Z,59.00,43.00
2026-02-11T16:03:00Z,59.00,43.00
2026-02-11T16:09:00Z,59.00,43.00
2026-02-11T16:13:00Z,59.00,43.00
2026-02-11T16:14:00Z,59.00,43.00
2026-02-11T16:15:00Z,59.00,43.00
2026-02-11T16:16:00Z,59.00,43.00
2026-02-11T16:17:00Z,57.00,43.00
2026-02-11T16:19:00Z,57.00,43.00
2026-02-11T16:27:00Z,59.00,43.00
2026-02-11T16:37:00Z,58.83,43.00
2026-02-11T16:38:00Z,59.00,42.00
2026-02-11T16:55:00Z,59.00,42.00
2026-02-11T16:58:00Z,59.00,42.00
2026-02-11T17:07:00Z,59.00,42.00
2026-02-11T17:16:00Z,59.00,42.00
2026-02-11T17:18:00Z,59.00,42.00
2026-02-11T17:22:00Z,59.00,42.00
2026-02-11T17:23:00Z,59.00,42.00
2026-02-11T17:24:00Z,59.00,42.00
2026-02-11T17:25:00Z,59.00,42.00
2026-02-11T17:29:00Z,59.00,42.00
2026-02-11T17:31:00Z,59.00,42.00
2026-02-11T17:32:00Z,59.00,42.00
2026-02-11T17:34:00Z,59.00,42.00
2026-02-11T17:36:00Z,59.00,42.00
2026-02-11T17:39:00Z,59.00,42.00
2026-02-11T17:42:00Z,59.00,42.00
2026-02-11T17:43:00Z,58.50,41.50
2026-02-11T17:47:00Z,59.00,41.50
2026-02-11T17:48:00Z,59.00,42.00
2026-02-11T17:49:00Z,59.00,41.00
2026-02-11T17:50:00Z,59.00,41.00
2026-02-11T17:51:00Z,59.00,41.00
2026-02-11T17:57:00Z,59.00,42.00
2026-02-11T18:03:00Z,59.00,42.00
2026-02-11T18:07:00Z,59.00,42.00
2026-02-11T18:12:00Z,59.00,42.00
2026-02-11T18:13:00Z,59.00,43.00
2026-02-11T18:14:00Z,59.00,43.00
2026-02-11T18:16:00Z,59.00,43.00
2026-02-11T18:21:00Z,59.00,43.00
2026-02-11T18:22:00Z,59.00,43.00
2026-02-11T18:24:00Z,59.00,43.00
2026-02-11T18:28:00Z,59.00,43.00
2026-02-11T18:30:00Z,59.00,43.00
2026-02-11T18:31:00Z,58.03,43.00
2026-02-11T18:38:00Z,58.03,43.00
2026-02-11T18:40:00Z,58.03,41.00
2026-02-11T18:41:00Z,58.00,41.00
2026-02-11T18:42:00Z,58.00,41.00
2026-02-11T18:50:00Z,58.00,43.00
2026-02-11T18:57:00Z,58.00,43.00
2026-02-11T19:02:00Z,58.00,42.00
2026-02-11T19:04:00Z,58.00,42.00
2026-02-11T19:05:00Z,58.00,42.00
2026-02-11T19:13:00Z,58.86,42.00
2026-02-11T19:16:00Z,59.00,42.00
2026-02-11T19:17:00Z,59.00,42.00
2026-02-11T19:18:00Z,58.00,42.00
2026-02-11T19:19:00Z,58.00,42.00
2026-02-11T19:23:00Z,58.00,42.00
2026-02-11T19:27:00Z,59.00,42.00
2026-02-11T19:28:00Z,59.00,42.00
2026-02-11T19:29:00Z,59.00,42.00
2026-02-11T19:31:00Z,59.00,42.00
2026-02-11T19:33:00Z,59.00,42.00
2026-02-11T19:35:00Z,59.00,42.00
2026-02-11T19:36:00Z,57.28,42.00
2026-02-11T19:37:00Z,57.00,42.00
2026-02-11T19:38:00Z,59.00,42.00
2026-02-11T19:39:00Z,59.00,42.00
2026-02-11T19:43:00Z,59.00,42.00
2026-02-11T19:46:00Z,59.00,42.00
2026-02-11T19:50:00Z,59.00,42.00
2026-02-11T19:51:00Z,59.00,41.00
2026-02-11T19:52:00Z,59.00,42.00
2026-02-11T19:54:00Z,59.00,42.00
2026-02-11T19:56:00Z,59.00,42.00
2026-02-11T19:57:00Z,59.00,42.00
2026-02-11T20:00:00Z,59.00,42.00
2026-02-11T20:06:00Z,59.00,42.00
2026-02-11T20:07:00Z,59.00,42.43
2026-02-11T20:08:00Z,59.00,43.00
2026-02-11T20:10:00Z,59.00,43.00
2026-02-11T20:11:00Z,59.00,43.00
2026-02-11T20:12:00Z,59.00,43.00
2026-02-11T20:13:00Z,59.00,43.00
2026-02-11T20:14:00Z,59.00,43.00
2026-02-11T20:15:00Z,59.00,42.00
2026-02-11T20:17:00Z,59.00,42.89
2026-02-11T20:18:00Z,59.00,43.00
2026-02-11T20:20:00Z,59.00,43.00
2026-02-11T20:21:00Z,59.00,43.00
2026-02-11T20:22:00Z,59.00,42.00
2026-02-11T20:23:00Z,59.00,42.00
2026-02-11T20:25:00Z,59.00,42.00
2026-02-11T20:26:00Z,59.00,43.00
2026-02-11T20:28:00Z,59.00,41.00
2026-02-11T20:34:00Z,59.00,41.00
2026-02-11T20:35:00Z,59.00,43.00
2026-02-11T20:36:00Z,59.00,43.00
2026-02-11T20:37:00Z,60.00,42.00
2026-02-11T20:38:00Z,60.00,41.00
2026-02-11T20:39:00Z,60.00,41.00
2026-02-11T20:41:00Z,60.00,41.00
2026-02-11T20:42:00Z,60.00,41.00
2026-02-11T20:46:00Z,60.00,41.00
2026-02-11T20:47:00Z,60.00,40.39
2026-02-11T20:48:00Z,60.00,41.00
2026-02-11T20:50:00Z,60.00,41.00
2026-02-11T20:53:00Z,60.00,41.00
2026-02-11T20:55:00Z,60.00,40.00
2026-02-11T20:57:00Z,60.00,40.00
2026-02-11T20:58:00Z,60.00,40.00
2026-02-11T20:59:00Z,60.78,40.00
2026-02-11T21:00:00Z,61.00,40.59
2026-02-11T21:02:00Z,60.00,40.59
2026-02-11T21:03:00Z,60.00,39.00
2026-02-11T21:05:00Z,60.00,40.77
2026-02-11T21:06:00Z,60.00,41.00
2026-02-11T21:07:00Z,60.00,40.00
2026-02-11T21:08:00Z,60.00,41.00
2026-02-11T21:11:00Z,60.00,41.00
2026-02-11T21:14:00Z,60.00,41.00
2026-02-11T21:16:00Z,60.00,41.00
2026-02-11T21:17:00Z,60.00,41.00
2026-02-11T21:20:00Z,60.00,41.00
2026-02-11T21:21:00Z,60.00,41.00
2026-02-11T21:22:00Z,60.00,41.00
2026-02-11T21:23:00Z,60.00,40.83
2026-02-11T21:24:00Z,60.00,40.83
2026-02-11T21:25:00Z,60.45,41.00
2026-02-11T21:26:00Z,61.00,41.00
2026-02-11T21:27:00Z,61.00,41.00
2026-02-11T21:28:00Z,58.72,41.00
2026-02-11T21:29:00Z,58.72,41.00
2026-02-11T21:30:00Z,60.00,41.00
2026-02-11T21:31:00Z,61.00,41.00
2026-02-11T21:33:00Z,61.00,41.00
2026-02-11T21:34:00Z,61.00,41.00
2026-02-11T21:35:00Z,59.18,41.00
2026-02-11T21:36:00Z,61.00,40.23
2026-02-11T21:37:00Z,61.00,41.00
2026-02-11T21:38:00Z,61.00,41.00
2026-02-11T21:39:00Z,61.00,41.00
2026-02-11T21:40:00Z,61.30,41.00
2026-02-11T21:41:00Z,62.29,39.85
2026-02-11T21:42:00Z,62.99,40.00
2026-02-11T21:43:00Z,62.79,40.00
2026-02-11T21:44:00Z,62.92,40.00
2026-02-11T21:45:00Z,60.76,40.00
2026-02-11T21:46:00Z,62.62,40.00
2026-02-11T21:47:00Z,60.47,40.00
2026-02-11T21:48:00Z,62.00,40.00
2026-02-11T21:49:00Z,61.21,40.00
2026-02-11T21:50:00Z,61.00,40.00
2026-02-11T21:51:00Z,61.89,40.00
