# event_ticker=KXATPCHALLENGERMATCH-26MAR27RIBBON
# final_score=6-3 6-2
# match_winner=Federico Bondioli
# fav_player=Federico Bondioli
# dog_player=Michele Ribecai
# kalshi_date=2026-03-27
timestamp,Federico Bondioli,Michele Ribecai
2026-03-27T14:01:00Z,72.76,28.00
2026-03-27T14:02:00Z,72.89,26.99
2026-03-27T14:03:00Z,72.01,27.00
2026-03-27T14:04:00Z,72.11,27.02
2026-03-27T14:05:00Z,73.00,27.00
2026-03-27T14:06:00Z,72.80,27.50
2026-03-27T14:07:00Z,72.21,27.03
2026-03-27T14:08:00Z,74.42,26.24
2026-03-27T14:09:00Z,73.59,26.24
2026-03-27T14:10:00Z,72.07,26.24
2026-03-27T14:11:00Z,72.00,26.00
2026-03-27T14:12:00Z,72.00,28.00
2026-03-27T14:13:00Z,76.00,26.00
2026-03-27T14:14:00Z,74.83,26.00
2026-03-27T14:15:00Z,76.00,27.89
2026-03-27T14:16:00Z,76.00,27.89
2026-03-27T14:17:00Z,70.22,28.00
2026-03-27T14:18:00Z,71.59,28.00
2026-03-27T14:19:00Z,71.66,27.33
2026-03-27T14:20:00Z,71.66,26.00
2026-03-27T14:21:00Z,71.66,26.00
2026-03-27T14:22:00Z,71.66,28.00
2026-03-27T14:23:00Z,71.66,30.13
2026-03-27T14:24:00Z,70.94,29.24
2026-03-27T14:25:00Z,76.98,25.05
2026-03-27T14:26:00Z,80.26,24.73
2026-03-27T14:27:00Z,85.00,15.40
2026-03-27T14:28:00Z,84.74,15.40
2026-03-27T14:29:00Z,87.97,14.38
2026-03-27T14:30:00Z,87.87,12.06
2026-03-27T14:31:00Z,89.01,11.05
2026-03-27T14:32:00Z,90.45,10.68
2026-03-27T14:33:00Z,90.37,11.40
2026-03-27T14:34:00Z,89.09,12.27
2026-03-27T14:35:00Z,88.55,13.05
2026-03-27T14:36:00Z,86.92,14.86
2026-03-27T14:37:00Z,87.06,14.49
2026-03-27T14:38:00Z,84.32,17.61
2026-03-27T14:39:00Z,83.84,18.63
2026-03-27T14:40:00Z,81.00,20.59
2026-03-27T14:41:00Z,82.64,14.99
2026-03-27T14:42:00Z,90.94,9.70
2026-03-27T14:43:00Z,93.88,5.15
2026-03-27T14:44:00Z,94.55,5.29
2026-03-27T14:45:00Z,96.91,3.49
2026-03-27T14:46:00Z,98.24,1.44
2026-03-27T14:47:00Z,98.10,1.18
2026-03-27T14:48:00Z,98.48,2.34
2026-03-27T14:49:00Z,98.14,3.01
2026-03-27T14:50:00Z,97.35,2.93
2026-03-27T14:51:00Z,99.00,1.05
2026-03-27T14:52:00Z,99.00,1.05
