# event_ticker=KXATPCHALLENGERMATCH-26MAR22DANMMO
# final_score=4-6 6-4 6-3
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Taro Daniel
# kalshi_date=2026-03-22
timestamp,Michael Mmoh,Taro Daniel
2026-03-22T23:16:00Z,43.00,57.38
2026-03-22T23:17:00Z,43.00,58.00
2026-03-22T23:18:00Z,43.00,56.00
2026-03-22T23:19:00Z,43.00,58.00
2026-03-22T23:22:00Z,43.00,58.00
2026-03-22T23:24:00Z,43.00,58.00
2026-03-22T23:25:00Z,43.00,58.00
2026-03-22T23:26:00Z,43.00,57.00
2026-03-22T23:28:00Z,43.00,57.00
2026-03-22T23:29:00Z,43.00,57.00
2026-03-22T23:31:00Z,43.00,58.00
2026-03-22T23:33:00Z,43.00,58.00
2026-03-22T23:34:00Z,42.00,58.00
2026-03-22T23:37:00Z,42.00,57.05
2026-03-22T23:38:00Z,42.00,57.05
2026-03-22T23:40:00Z,44.00,57.02
2026-03-22T23:42:00Z,43.00,58.00
2026-03-22T23:43:00Z,43.00,58.00
2026-03-22T23:44:00Z,40.19,63.91
2026-03-22T23:45:00Z,38.03,63.91
2026-03-22T23:46:00Z,36.00,65.00
2026-03-22T23:47:00Z,36.10,64.06
2026-03-22T23:48:00Z,37.48,62.98
2026-03-22T23:49:00Z,35.89,63.06
2026-03-22T23:50:00Z,38.33,62.95
2026-03-22T23:51:00Z,38.33,60.00
2026-03-22T23:52:00Z,42.23,60.47
2026-03-22T23:53:00Z,34.00,64.96
2026-03-22T23:54:00Z,34.04,67.66
2026-03-22T23:55:00Z,35.32,65.11
2026-03-22T23:56:00Z,36.22,62.72
2026-03-22T23:57:00Z,39.00,62.51
2026-03-22T23:58:00Z,39.89,61.26
2026-03-22T23:59:00Z,40.00,61.00
2026-03-23T00:00:00Z,41.87,60.00
2026-03-23T00:01:00Z,39.70,63.65
2026-03-23T00:02:00Z,36.39,65.00
2026-03-23T00:03:00Z,35.77,64.90
2026-03-23T00:04:00Z,38.00,63.00
2026-03-23T00:05:00Z,41.00,61.50
2026-03-23T00:06:00Z,41.00,60.00
2026-03-23T00:07:00Z,38.00,60.16
2026-03-23T00:08:00Z,38.00,61.52
2026-03-23T00:09:00Z,42.00,59.00
2026-03-23T00:10:00Z,36.00,63.00
2026-03-23T00:11:00Z,35.61,65.00
2026-03-23T00:12:00Z,34.26,69.94
2026-03-23T00:13:00Z,35.10,65.19
2026-03-23T00:14:00Z,31.00,69.40
2026-03-23T00:15:00Z,30.14,69.80
2026-03-23T00:16:00Z,30.14,65.00
2026-03-23T00:17:00Z,41.00,60.00
2026-03-23T00:18:00Z,41.00,60.00
2026-03-23T00:19:00Z,41.00,59.00
2026-03-23T00:20:00Z,35.69,62.00
2026-03-23T00:21:00Z,35.54,66.09
2026-03-23T00:22:00Z,37.94,64.75
2026-03-23T00:23:00Z,37.63,64.75
2026-03-23T00:24:00Z,39.75,64.75
2026-03-23T00:25:00Z,39.43,60.82
2026-03-23T00:26:00Z,43.07,59.84
2026-03-23T00:27:00Z,49.42,48.86
2026-03-23T00:28:00Z,49.62,50.76
2026-03-23T00:29:00Z,63.86,36.49
2026-03-23T00:30:00Z,64.94,36.28
2026-03-23T00:31:00Z,63.79,35.04
2026-03-23T00:32:00Z,63.98,37.00
2026-03-23T00:33:00Z,64.00,37.00
2026-03-23T00:34:00Z,61.58,38.04
2026-03-23T00:35:00Z,66.11,36.12
2026-03-23T00:36:00Z,60.72,43.92
2026-03-23T00:37:00Z,50.45,50.46
2026-03-23T00:38:00Z,36.04,65.18
2026-03-23T00:39:00Z,28.80,70.09
2026-03-23T00:40:00Z,26.87,72.93
2026-03-23T00:41:00Z,29.69,72.92
2026-03-23T00:42:00Z,32.81,68.15
2026-03-23T00:43:00Z,33.61,68.00
2026-03-23T00:44:00Z,33.57,67.94
2026-03-23T00:45:00Z,39.24,62.54
2026-03-23T00:46:00Z,34.02,66.37
2026-03-23T00:47:00Z,32.87,70.66
2026-03-23T00:48:00Z,40.69,61.59
2026-03-23T00:49:00Z,38.27,58.13
2026-03-23T00:50:00Z,46.89,58.87
2026-03-23T00:51:00Z,44.17,58.89
2026-03-23T00:52:00Z,31.68,70.67
2026-03-23T00:53:00Z,25.00,75.69
2026-03-23T00:54:00Z,22.75,77.34
2026-03-23T00:55:00Z,21.36,81.25
2026-03-23T00:56:00Z,13.92,86.89
2026-03-23T00:57:00Z,17.04,86.28
2026-03-23T00:58:00Z,16.85,81.50
2026-03-23T00:59:00Z,26.23,71.65
2026-03-23T01:00:00Z,27.67,71.37
2026-03-23T01:01:00Z,29.00,72.00
2026-03-23T01:02:00Z,32.78,67.00
2026-03-23T01:03:00Z,40.18,53.61
2026-03-23T01:04:00Z,58.43,40.32
2026-03-23T01:05:00Z,63.10,33.89
2026-03-23T01:06:00Z,59.05,39.44
2026-03-23T01:07:00Z,64.34,38.81
2026-03-23T01:08:00Z,64.49,35.37
2026-03-23T01:09:00Z,69.61,30.62
2026-03-23T01:10:00Z,70.30,30.29
2026-03-23T01:11:00Z,75.58,23.19
2026-03-23T01:12:00Z,78.16,22.03
2026-03-23T01:13:00Z,92.68,9.46
2026-03-23T01:14:00Z,94.84,6.53
2026-03-23T01:15:00Z,94.05,6.35
2026-03-23T01:16:00Z,89.35,10.47
2026-03-23T01:17:00Z,96.07,3.42
2026-03-23T01:18:00Z,99.00,1.00
2026-03-23T01:19:00Z,99.00,1.00
2026-03-23T01:20:00Z,99.00,1.00
2026-03-23T01:21:00Z,99.00,1.00
2026-03-23T01:22:00Z,99.00,1.00
2026-03-23T01:23:00Z,99.00,1.00
