# event_ticker=KXATPCHALLENGERMATCH-26MAR22DANMMO
# final_score=4-6 6-4 6-3
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Taro Daniel
# kalshi_date=2026-03-22
timestamp,Michael Mmoh,Taro Daniel
2026-03-22T12:00:00Z,67.00,
2026-03-22T12:17:00Z,67.00,
2026-03-22T12:36:00Z,67.00,
2026-03-22T13:37:00Z,67.00,34.00
2026-03-22T13:43:00Z,67.00,34.00
2026-03-22T13:44:00Z,67.00,35.00
2026-03-22T13:59:00Z,68.00,35.00
2026-03-22T14:07:00Z,68.00,35.00
2026-03-22T14:33:00Z,68.00,34.00
2026-03-22T14:35:00Z,68.00,34.00
2026-03-22T14:37:00Z,67.00,34.00
2026-03-22T15:14:00Z,67.00,34.00
2026-03-22T15:35:00Z,67.00,34.00
2026-03-22T15:55:00Z,67.00,34.00
2026-03-22T16:35:00Z,67.00,33.00
2026-03-22T17:21:00Z,68.00,33.00
2026-03-22T18:09:00Z,68.00,35.00
2026-03-22T18:29:00Z,68.00,35.00
2026-03-22T18:32:00Z,66.00,35.00
2026-03-22T18:45:00Z,66.00,36.00
2026-03-22T18:49:00Z,66.00,36.00
2026-03-22T18:58:00Z,66.00,36.00
2026-03-22T19:24:00Z,66.00,36.29
2026-03-22T20:36:00Z,66.00,37.00
2026-03-22T20:44:00Z,66.00,37.00
2026-03-22T20:59:00Z,66.00,37.00
2026-03-22T21:07:00Z,66.00,37.00
2026-03-22T21:10:00Z,61.01,37.91
2026-03-22T21:11:00Z,61.01,32.95
2026-03-22T21:12:00Z,61.01,30.00
2026-03-22T21:13:00Z,61.01,32.00
2026-03-22T21:14:00Z,71.00,29.00
2026-03-22T21:15:00Z,67.00,35.93
2026-03-22T21:16:00Z,67.00,35.93
2026-03-22T21:17:00Z,63.38,37.00
2026-03-22T21:19:00Z,66.94,36.66
2026-03-22T21:20:00Z,60.29,40.62
2026-03-22T21:21:00Z,50.00,46.33
2026-03-22T21:22:00Z,48.00,46.33
2026-03-22T21:23:00Z,53.00,52.00
2026-03-22T21:24:00Z,45.00,52.00
2026-03-22T21:25:00Z,47.00,54.10
2026-03-22T21:26:00Z,48.00,51.27
2026-03-22T21:27:00Z,45.00,57.00
2026-03-22T21:28:00Z,45.00,55.00
2026-03-22T21:29:00Z,45.75,53.24
2026-03-22T21:30:00Z,46.00,56.22
2026-03-22T21:31:00Z,45.03,58.31
2026-03-22T21:32:00Z,43.45,58.31
2026-03-22T21:33:00Z,44.78,59.00
2026-03-22T21:34:00Z,39.00,61.00
2026-03-22T21:35:00Z,39.00,60.90
2026-03-22T21:36:00Z,37.50,61.03
2026-03-22T21:37:00Z,32.95,67.56
2026-03-22T21:38:00Z,34.00,68.00
2026-03-22T21:39:00Z,31.99,69.99
2026-03-22T21:40:00Z,30.09,68.00
2026-03-22T21:41:00Z,31.00,71.00
2026-03-22T21:42:00Z,31.96,70.24
2026-03-22T21:43:00Z,31.67,70.24
2026-03-22T21:44:00Z,33.00,68.83
2026-03-22T21:45:00Z,32.00,69.00
2026-03-22T21:46:00Z,31.00,70.00
2026-03-22T21:48:00Z,31.00,69.93
2026-03-22T21:49:00Z,32.00,69.93
2026-03-22T21:50:00Z,32.46,68.82
2026-03-22T21:51:00Z,34.90,67.02
2026-03-22T21:52:00Z,34.90,66.00
2026-03-22T21:53:00Z,35.97,67.00
2026-03-22T21:54:00Z,38.20,66.79
2026-03-22T21:55:00Z,40.83,61.14
2026-03-22T21:56:00Z,41.11,61.14
2026-03-22T21:57:00Z,42.00,58.68
2026-03-22T21:58:00Z,41.27,58.70
2026-03-22T21:59:00Z,42.00,58.70
2026-03-22T22:00:00Z,42.00,58.00
2026-03-22T22:01:00Z,41.00,59.00
2026-03-22T22:02:00Z,41.00,59.00
2026-03-22T22:03:00Z,42.00,55.95
2026-03-22T22:04:00Z,42.00,59.00
2026-03-22T22:05:00Z,41.00,59.00
2026-03-22T22:06:00Z,42.78,59.00
2026-03-22T22:07:00Z,44.00,57.21
2026-03-22T22:08:00Z,45.00,53.00
2026-03-22T22:09:00Z,45.00,57.00
2026-03-22T22:10:00Z,45.00,55.10
2026-03-22T22:11:00Z,46.00,56.00
2026-03-22T22:13:00Z,46.00,56.00
2026-03-22T22:14:00Z,46.00,56.00
2026-03-22T22:15:00Z,46.00,56.00
2026-03-22T22:16:00Z,46.00,56.00
2026-03-22T22:17:00Z,46.00,55.00
2026-03-22T22:18:00Z,45.00,53.01
2026-03-22T22:19:00Z,48.00,53.01
2026-03-22T22:20:00Z,44.00,54.00
2026-03-22T22:21:00Z,48.00,54.00
2026-03-22T22:22:00Z,41.82,54.17
2026-03-22T22:23:00Z,46.00,54.17
2026-03-22T22:24:00Z,46.00,56.00
2026-03-22T22:25:00Z,46.00,56.00
2026-03-22T22:26:00Z,45.11,56.00
2026-03-22T22:27:00Z,42.00,56.00
2026-03-22T22:29:00Z,42.00,55.13
2026-03-22T22:31:00Z,42.00,56.00
2026-03-22T22:33:00Z,45.00,56.00
2026-03-22T22:34:00Z,43.45,54.22
2026-03-22T22:35:00Z,46.00,54.49
2026-03-22T22:36:00Z,46.00,54.49
2026-03-22T22:37:00Z,46.00,54.49
2026-03-22T22:38:00Z,45.00,55.00
2026-03-22T22:39:00Z,42.00,56.28
2026-03-22T22:41:00Z,43.00,58.00
2026-03-22T22:42:00Z,44.86,58.00
2026-03-22T22:43:00Z,45.00,55.00
2026-03-22T22:44:00Z,45.00,56.00
2026-03-22T22:45:00Z,45.00,56.00
2026-03-22T22:46:00Z,41.09,56.93
2026-03-22T22:47:00Z,44.00,58.00
2026-03-22T22:48:00Z,41.00,58.00
2026-03-22T22:50:00Z,42.00,58.00
2026-03-22T22:51:00Z,42.00,58.00
2026-03-22T22:52:00Z,43.04,55.79
2026-03-22T22:53:00Z,43.04,55.00
2026-03-22T22:54:00Z,41.00,55.60
2026-03-22T22:55:00Z,41.11,58.00
2026-03-22T22:56:00Z,43.00,58.00
2026-03-22T22:57:00Z,43.00,58.00
2026-03-22T22:58:00Z,43.00,58.00
2026-03-22T23:00:00Z,43.00,58.00
2026-03-22T23:01:00Z,42.00,58.00
2026-03-22T23:02:00Z,43.00,58.00
2026-03-22T23:03:00Z,43.00,58.00
2026-03-22T23:05:00Z,43.00,57.03
2026-03-22T23:06:00Z,43.00,57.03
2026-03-22T23:10:00Z,43.00,58.00
2026-03-22T23:12:00Z,42.00,57.51
2026-03-22T23:13:00Z,43.00,56.74
2026-03-22T23:14:00Z,42.00,57.37
2026-03-22T23:15:00Z,43.00,55.98
