# event_ticker=KXATPCHALLENGERMATCH-26MAR01OFNHER
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Sebastian Ofner
# fav_player=Pierre-Hugues Herbert
# dog_player=Sebastian Ofner
# kalshi_date=2026-03-01
timestamp,Pierre-Hugues Herbert,Sebastian Ofner
2026-03-01T03:55:00Z,,51.15
2026-03-01T04:01:00Z,,52.00
2026-03-01T04:07:00Z,,52.00
2026-03-01T04:23:00Z,,52.00
2026-03-01T04:29:00Z,,52.00
2026-03-01T04:38:00Z,51.00,52.00
2026-03-01T04:46:00Z,51.00,52.00
2026-03-01T04:51:00Z,51.00,51.00
2026-03-01T05:09:00Z,51.00,51.00
2026-03-01T05:24:00Z,51.00,52.00
2026-03-01T05:50:00Z,51.00,52.22
2026-03-01T05:55:00Z,51.00,53.00
2026-03-01T05:59:00Z,51.00,53.00
2026-03-01T06:01:00Z,51.00,53.00
2026-03-01T06:04:00Z,51.00,53.00
2026-03-01T06:10:00Z,51.00,53.00
2026-03-01T06:20:00Z,50.00,53.00
2026-03-01T06:24:00Z,50.00,53.00
2026-03-01T06:34:00Z,50.00,53.00
2026-03-01T06:39:00Z,50.00,53.00
2026-03-01T06:41:00Z,50.00,53.00
2026-03-01T06:47:00Z,49.00,53.00
2026-03-01T06:48:00Z,49.00,53.00
2026-03-01T06:49:00Z,50.79,53.00
2026-03-01T06:52:00Z,49.40,53.00
2026-03-01T06:58:00Z,49.00,53.00
2026-03-01T07:01:00Z,49.00,54.00
2026-03-01T07:17:00Z,49.00,54.00
2026-03-01T07:20:00Z,48.00,54.00
2026-03-01T07:23:00Z,48.00,54.00
2026-03-01T07:47:00Z,48.00,54.00
2026-03-01T07:53:00Z,48.00,51.00
2026-03-01T08:02:00Z,48.00,54.78
2026-03-01T08:03:00Z,48.00,55.00
2026-03-01T08:05:00Z,48.00,55.00
2026-03-01T08:11:00Z,48.00,55.00
2026-03-01T08:17:00Z,48.00,55.00
2026-03-01T08:25:00Z,47.00,55.00
2026-03-01T08:26:00Z,47.00,55.00
2026-03-01T09:00:00Z,47.15,55.00
2026-03-01T09:38:00Z,47.15,54.00
2026-03-01T10:49:00Z,47.15,53.50
2026-03-01T10:52:00Z,47.15,53.50
2026-03-01T10:54:00Z,47.15,54.00
2026-03-01T10:55:00Z,47.15,53.00
2026-03-01T10:57:00Z,47.15,54.00
2026-03-01T11:11:00Z,47.15,54.00
2026-03-01T11:21:00Z,47.00,54.00
2026-03-01T11:32:00Z,47.00,54.00
2026-03-01T12:11:00Z,47.00,54.00
2026-03-01T12:16:00Z,47.00,54.00
2026-03-01T12:34:00Z,46.00,54.00
2026-03-01T12:40:00Z,46.00,54.00
2026-03-01T12:42:00Z,46.00,54.00
2026-03-01T12:44:00Z,46.00,54.00
2026-03-01T12:45:00Z,46.00,54.00
2026-03-01T12:49:00Z,46.00,54.00
2026-03-01T12:53:00Z,46.00,54.00
2026-03-01T12:58:00Z,46.00,54.00
2026-03-01T12:59:00Z,46.72,54.00
2026-03-01T13:00:00Z,47.00,54.00
2026-03-01T13:05:00Z,47.00,54.00
2026-03-01T13:07:00Z,47.00,54.00
2026-03-01T13:14:00Z,47.00,54.00
2026-03-01T13:18:00Z,47.00,54.00
2026-03-01T13:20:00Z,47.00,54.00
2026-03-01T13:22:00Z,47.00,54.00
2026-03-01T13:23:00Z,47.00,54.00
2026-03-01T13:26:00Z,47.00,54.00
2026-03-01T13:27:00Z,47.00,54.00
2026-03-01T13:29:00Z,47.00,54.00
2026-03-01T13:31:00Z,46.00,54.00
2026-03-01T13:32:00Z,46.00,54.00
2026-03-01T13:35:00Z,46.00,54.00
2026-03-01T13:49:00Z,46.00,54.00
2026-03-01T13:52:00Z,47.00,54.00
2026-03-01T13:54:00Z,47.00,54.00
2026-03-01T13:55:00Z,45.00,54.00
2026-03-01T14:02:00Z,47.00,54.00
2026-03-01T14:08:00Z,46.00,54.00
2026-03-01T14:14:00Z,46.00,54.00
2026-03-01T14:16:00Z,46.00,54.00
2026-03-01T14:20:00Z,46.00,54.00
2026-03-01T14:22:00Z,46.00,54.00
2026-03-01T14:25:00Z,46.00,54.00
2026-03-01T14:26:00Z,47.00,54.00
2026-03-01T14:29:00Z,47.00,54.00
2026-03-01T14:31:00Z,46.51,55.00
2026-03-01T14:35:00Z,47.00,55.00
2026-03-01T14:36:00Z,47.00,54.00
2026-03-01T14:37:00Z,46.00,55.85
2026-03-01T14:38:00Z,46.00,56.00
2026-03-01T14:39:00Z,46.00,56.00
2026-03-01T14:41:00Z,46.00,56.00
2026-03-01T14:42:00Z,46.00,54.00
2026-03-01T14:44:00Z,46.00,56.00
2026-03-01T14:45:00Z,46.00,56.00
2026-03-01T14:46:00Z,46.00,56.00
2026-03-01T14:50:00Z,46.00,56.00
2026-03-01T14:54:00Z,46.00,56.00
2026-03-01T14:55:00Z,45.35,55.00
2026-03-01T14:57:00Z,46.00,55.00
2026-03-01T15:00:00Z,46.92,55.76
2026-03-01T15:01:00Z,46.92,56.00
2026-03-01T15:02:00Z,46.92,56.00
2026-03-01T15:04:00Z,46.92,56.00
2026-03-01T15:06:00Z,44.04,56.01
2026-03-01T15:07:00Z,43.00,57.12
2026-03-01T15:08:00Z,43.00,58.00
2026-03-01T15:09:00Z,43.00,57.50
2026-03-01T15:10:00Z,43.00,57.50
2026-03-01T15:11:00Z,43.00,58.00
2026-03-01T15:12:00Z,43.00,58.00
2026-03-01T15:16:00Z,43.00,58.00
2026-03-01T15:17:00Z,43.00,58.00
