# event_ticker=KXATPCHALLENGERMATCH-26MAR01OFNHER
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Sebastian Ofner
# fav_player=Pierre-Hugues Herbert
# dog_player=Sebastian Ofner
# kalshi_date=2026-03-01
timestamp,Pierre-Hugues Herbert,Sebastian Ofner
2026-03-01T15:18:00Z,43.00,55.00
2026-03-01T15:19:00Z,43.00,55.00
2026-03-01T15:20:00Z,43.00,58.00
2026-03-01T15:21:00Z,43.00,58.00
2026-03-01T15:22:00Z,43.00,57.14
2026-03-01T15:23:00Z,45.00,57.14
2026-03-01T15:26:00Z,45.01,57.14
2026-03-01T15:27:00Z,44.99,57.00
2026-03-01T15:28:00Z,44.00,58.00
2026-03-01T15:29:00Z,44.00,58.00
2026-03-01T15:30:00Z,45.86,55.39
2026-03-01T15:31:00Z,45.48,53.19
2026-03-01T15:32:00Z,48.97,53.00
2026-03-01T15:33:00Z,42.97,54.09
2026-03-01T15:34:00Z,46.49,56.45
2026-03-01T15:35:00Z,48.87,53.68
2026-03-01T15:36:00Z,48.80,52.58
2026-03-01T15:37:00Z,48.27,51.00
2026-03-01T15:38:00Z,44.40,56.22
2026-03-01T15:39:00Z,44.84,53.75
2026-03-01T15:40:00Z,50.51,48.95
2026-03-01T15:41:00Z,51.18,51.03
2026-03-01T15:42:00Z,53.14,46.91
2026-03-01T15:43:00Z,49.24,51.43
2026-03-01T15:44:00Z,47.89,53.86
2026-03-01T15:45:00Z,48.51,53.21
2026-03-01T15:46:00Z,49.59,50.98
2026-03-01T15:47:00Z,49.42,50.04
2026-03-01T15:48:00Z,50.78,50.77
2026-03-01T15:49:00Z,48.98,52.47
2026-03-01T15:50:00Z,46.99,55.10
2026-03-01T15:51:00Z,48.05,53.77
2026-03-01T15:52:00Z,49.81,49.52
2026-03-01T15:53:00Z,51.00,49.00
2026-03-01T15:54:00Z,51.17,50.93
2026-03-01T15:55:00Z,49.50,49.83
2026-03-01T15:56:00Z,51.46,49.49
2026-03-01T15:57:00Z,48.28,52.85
2026-03-01T15:58:00Z,39.13,60.95
2026-03-01T15:59:00Z,33.58,64.86
2026-03-01T16:00:00Z,26.41,74.38
2026-03-01T16:01:00Z,27.06,74.15
2026-03-01T16:02:00Z,32.04,70.45
2026-03-01T16:03:00Z,36.98,63.41
2026-03-01T16:04:00Z,33.55,69.53
2026-03-01T16:05:00Z,31.66,64.79
2026-03-01T16:06:00Z,30.07,70.97
2026-03-01T16:07:00Z,25.09,75.30
2026-03-01T16:08:00Z,24.72,75.78
2026-03-01T16:09:00Z,25.95,75.74
2026-03-01T16:10:00Z,23.19,77.03
2026-03-01T16:11:00Z,25.26,76.89
2026-03-01T16:12:00Z,25.75,74.96
2026-03-01T16:13:00Z,28.87,71.99
2026-03-01T16:14:00Z,30.36,69.81
2026-03-01T16:15:00Z,33.93,67.37
2026-03-01T16:16:00Z,39.07,63.30
2026-03-01T16:17:00Z,40.94,57.54
2026-03-01T16:18:00Z,46.43,54.66
2026-03-01T16:19:00Z,47.06,54.67
2026-03-01T16:20:00Z,44.78,55.80
2026-03-01T16:21:00Z,45.96,54.81
2026-03-01T16:22:00Z,46.61,53.74
2026-03-01T16:23:00Z,45.65,55.04
2026-03-01T16:24:00Z,43.77,56.53
2026-03-01T16:25:00Z,44.00,56.42
2026-03-01T16:26:00Z,41.45,61.34
2026-03-01T16:27:00Z,36.15,63.58
2026-03-01T16:28:00Z,34.35,65.23
2026-03-01T16:29:00Z,28.10,70.95
2026-03-01T16:30:00Z,30.44,70.89
2026-03-01T16:31:00Z,28.83,70.69
2026-03-01T16:32:00Z,28.61,72.24
2026-03-01T16:33:00Z,26.57,72.93
2026-03-01T16:34:00Z,30.82,70.35
2026-03-01T16:35:00Z,34.02,67.33
2026-03-01T16:36:00Z,26.53,75.63
2026-03-01T16:37:00Z,22.08,78.81
2026-03-01T16:38:00Z,28.83,71.52
2026-03-01T16:39:00Z,30.93,70.00
2026-03-01T16:40:00Z,32.25,66.72
2026-03-01T16:41:00Z,31.99,69.44
2026-03-01T16:42:00Z,25.09,74.45
2026-03-01T16:43:00Z,28.07,73.31
2026-03-01T16:44:00Z,31.46,70.93
2026-03-01T16:45:00Z,31.81,69.73
2026-03-01T16:46:00Z,31.28,69.92
2026-03-01T16:47:00Z,27.13,74.42
2026-03-01T16:48:00Z,26.89,75.20
2026-03-01T16:49:00Z,26.98,76.20
2026-03-01T16:50:00Z,29.23,68.96
2026-03-01T16:51:00Z,29.87,70.32
2026-03-01T16:52:00Z,24.73,76.51
2026-03-01T16:53:00Z,24.54,76.99
2026-03-01T16:54:00Z,24.82,75.78
2026-03-01T16:55:00Z,21.33,80.51
2026-03-01T16:56:00Z,19.46,83.06
2026-03-01T16:57:00Z,9.80,89.56
2026-03-01T16:58:00Z,6.69,94.00
2026-03-01T16:59:00Z,4.84,96.34
2026-03-01T17:00:00Z,8.59,91.64
2026-03-01T17:01:00Z,3.03,95.49
2026-03-01T17:02:00Z,1.00,99.00
2026-03-01T17:03:00Z,1.00,99.00
2026-03-01T17:04:00Z,1.00,99.00
2026-03-01T17:05:00Z,1.00,99.00
2026-03-01T17:06:00Z,1.00,99.00
2026-03-01T17:07:00Z,1.00,99.00
2026-03-01T17:08:00Z,1.00,99.00
2026-03-01T17:09:00Z,1.00,99.00
2026-03-01T17:10:00Z,1.00,99.00
2026-03-01T17:11:00Z,1.00,99.00
