# event_ticker=KXATPCHALLENGERMATCH-26MAY12MIKENG
# final_score=6-4 3-6 6-2
# match_winner=Luka Mikrut
# fav_player=Luka Mikrut
# dog_player=Justin Engel
# kalshi_date=2026-05-12
timestamp,Luka Mikrut,Justin Engel
2026-05-13T04:11:00Z,,38.00
2026-05-13T04:16:00Z,,38.00
2026-05-13T04:19:00Z,62.00,38.00
2026-05-13T05:03:00Z,63.00,38.00
2026-05-13T05:06:00Z,63.00,38.00
2026-05-13T07:53:00Z,63.00,38.00
2026-05-13T08:00:00Z,63.00,38.00
2026-05-13T08:44:00Z,63.00,38.00
2026-05-13T09:36:00Z,63.00,38.00
2026-05-13T10:23:00Z,63.00,38.00
2026-05-13T10:28:00Z,63.00,38.00
2026-05-13T11:50:00Z,63.00,37.00
2026-05-13T11:53:00Z,61.00,37.00
2026-05-13T12:00:00Z,63.00,37.00
2026-05-13T12:02:00Z,62.00,37.00
2026-05-13T12:17:00Z,62.00,37.00
2026-05-13T12:21:00Z,63.00,37.00
2026-05-13T12:25:00Z,63.00,37.00
2026-05-13T12:27:00Z,63.00,38.00
2026-05-13T12:30:00Z,63.00,38.00
2026-05-13T12:32:00Z,63.00,38.00
2026-05-13T12:38:00Z,63.00,38.00
2026-05-13T12:39:00Z,63.00,38.00
2026-05-13T12:42:00Z,63.00,38.00
2026-05-13T12:46:00Z,63.00,38.00
2026-05-13T12:49:00Z,63.00,38.00
2026-05-13T12:53:00Z,63.00,37.50
2026-05-13T12:54:00Z,63.00,37.50
2026-05-13T12:56:00Z,63.00,38.00
2026-05-13T13:06:00Z,63.00,38.00
2026-05-13T13:07:00Z,63.00,38.00
2026-05-13T13:10:00Z,63.00,38.00
2026-05-13T13:11:00Z,63.00,38.00
2026-05-13T13:28:00Z,63.00,38.00
2026-05-13T13:34:00Z,63.00,38.60
2026-05-13T13:36:00Z,63.00,39.28
2026-05-13T13:40:00Z,63.00,39.00
2026-05-13T13:41:00Z,63.00,39.00
2026-05-13T13:42:00Z,63.00,39.00
2026-05-13T13:45:00Z,63.00,39.00
2026-05-13T13:50:00Z,63.00,39.00
2026-05-13T13:51:00Z,63.00,39.00
2026-05-13T13:52:00Z,63.00,39.00
2026-05-13T13:53:00Z,63.00,39.00
2026-05-13T13:55:00Z,63.00,39.00
2026-05-13T13:57:00Z,63.00,39.00
2026-05-13T13:58:00Z,63.00,39.00
2026-05-13T14:05:00Z,63.00,39.00
2026-05-13T14:07:00Z,63.00,39.00
2026-05-13T14:10:00Z,63.00,39.00
2026-05-13T14:12:00Z,63.00,39.00
2026-05-13T14:25:00Z,63.00,39.00
2026-05-13T14:26:00Z,63.00,37.69
2026-05-13T14:28:00Z,63.00,37.69
2026-05-13T14:33:00Z,62.21,37.69
2026-05-13T14:34:00Z,62.00,37.69
2026-05-13T14:36:00Z,62.00,37.69
2026-05-13T14:37:00Z,62.00,39.00
2026-05-13T14:38:00Z,62.00,39.00
2026-05-13T14:39:00Z,62.00,39.98
2026-05-13T14:41:00Z,62.00,39.66
2026-05-13T14:42:00Z,62.00,39.00
