# event_ticker=KXATPMATCH-25OCT01MUNFUC
# final_score=4-6 7-5 6-1
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Marton Fucsovics
# kalshi_date=2025-10-01
timestamp,Jaume Munar,Marton Fucsovics
2025-09-30T18:38:00Z,90.00,90.00
2025-09-30T18:51:00Z,90.00,60.00
2025-09-30T19:26:00Z,90.00,59.00
2025-09-30T19:32:00Z,90.00,59.00
2025-09-30T19:41:00Z,90.00,59.00
2025-09-30T19:51:00Z,90.00,59.00
2025-09-30T20:49:00Z,90.00,59.00
2025-09-30T20:55:00Z,90.00,59.00
2025-09-30T21:00:00Z,42.00,59.00
2025-09-30T21:01:00Z,42.00,59.00
2025-09-30T21:04:00Z,42.00,59.00
2025-09-30T21:09:00Z,42.00,59.00
2025-09-30T21:19:00Z,42.00,59.00
2025-09-30T21:28:00Z,42.00,58.26
2025-09-30T21:31:00Z,42.00,59.00
2025-09-30T21:39:00Z,43.00,59.00
2025-09-30T21:48:00Z,43.00,58.72
2025-09-30T22:00:00Z,45.00,58.72
2025-09-30T22:08:00Z,45.00,55.00
2025-09-30T22:14:00Z,45.00,55.00
2025-09-30T22:15:00Z,45.00,55.00
2025-09-30T22:16:00Z,45.00,55.00
2025-09-30T22:24:00Z,45.00,55.00
2025-09-30T22:26:00Z,45.00,55.00
2025-09-30T22:31:00Z,47.00,53.00
2025-09-30T23:14:00Z,47.00,53.00
2025-09-30T23:15:00Z,48.00,53.00
2025-09-30T23:23:00Z,48.00,53.00
2025-09-30T23:26:00Z,48.00,53.00
2025-09-30T23:37:00Z,48.00,53.00
2025-09-30T23:45:00Z,48.00,52.00
2025-09-30T23:57:00Z,48.00,52.00
2025-10-01T00:02:00Z,48.00,53.00
2025-10-01T00:05:00Z,48.00,53.00
2025-10-01T00:07:00Z,48.00,53.00
2025-10-01T00:08:00Z,47.00,53.00
2025-10-01T00:10:00Z,47.00,53.00
2025-10-01T00:11:00Z,47.00,53.00
2025-10-01T00:23:00Z,47.00,53.00
2025-10-01T00:33:00Z,48.00,53.00
2025-10-01T00:36:00Z,48.00,53.00
2025-10-01T00:38:00Z,48.00,53.00
2025-10-01T00:39:00Z,48.00,52.00
2025-10-01T01:02:00Z,48.00,53.00
2025-10-01T01:06:00Z,48.00,53.00
2025-10-01T01:14:00Z,48.00,53.00
2025-10-01T01:15:00Z,48.00,53.00
2025-10-01T01:16:00Z,48.00,53.00
2025-10-01T01:19:00Z,48.00,53.00
2025-10-01T01:20:00Z,48.00,53.00
2025-10-01T01:24:00Z,48.00,53.00
2025-10-01T01:27:00Z,48.00,53.00
2025-10-01T01:31:00Z,48.00,53.00
2025-10-01T01:34:00Z,48.00,53.72
2025-10-01T01:36:00Z,47.00,54.00
2025-10-01T01:38:00Z,47.00,54.00
2025-10-01T01:39:00Z,47.00,54.00
2025-10-01T01:41:00Z,47.00,54.00
2025-10-01T01:45:00Z,47.00,54.00
2025-10-01T01:51:00Z,47.00,54.14
2025-10-01T01:52:00Z,47.00,54.14
2025-10-01T01:54:00Z,47.00,54.00
2025-10-01T01:57:00Z,47.00,54.00
2025-10-01T02:02:00Z,47.00,54.87
2025-10-01T02:04:00Z,47.00,55.00
2025-10-01T02:06:00Z,47.00,55.00
2025-10-01T02:08:00Z,47.00,55.00
2025-10-01T02:12:00Z,47.00,55.00
2025-10-01T02:14:00Z,46.00,55.14
2025-10-01T02:15:00Z,46.00,55.93
2025-10-01T02:16:00Z,46.00,56.00
2025-10-01T02:17:00Z,46.00,56.00
2025-10-01T02:18:00Z,46.00,56.00
2025-10-01T02:19:00Z,46.00,56.00
2025-10-01T02:21:00Z,46.00,56.00
2025-10-01T02:24:00Z,46.00,56.00
2025-10-01T02:27:00Z,46.00,56.00
2025-10-01T02:28:00Z,46.00,56.00
2025-10-01T02:29:00Z,46.00,56.00
2025-10-01T02:31:00Z,46.00,56.00
2025-10-01T02:32:00Z,46.00,54.42
2025-10-01T02:34:00Z,46.00,54.93
2025-10-01T02:35:00Z,46.00,55.00
2025-10-01T02:37:00Z,46.00,55.00
2025-10-01T02:40:00Z,46.00,55.00
2025-10-01T02:41:00Z,46.00,55.00
2025-10-01T02:42:00Z,46.00,55.00
2025-10-01T02:43:00Z,46.00,55.00
2025-10-01T02:44:00Z,46.00,55.00
2025-10-01T02:45:00Z,46.00,55.00
2025-10-01T02:46:00Z,46.00,55.00
2025-10-01T02:47:00Z,46.00,55.00
2025-10-01T02:48:00Z,46.00,55.00
2025-10-01T02:49:00Z,46.00,55.00
2025-10-01T02:50:00Z,46.00,55.00
2025-10-01T02:51:00Z,46.00,55.37
2025-10-01T02:52:00Z,46.00,55.37
2025-10-01T02:55:00Z,46.00,55.41
2025-10-01T02:56:00Z,45.06,55.98
2025-10-01T02:57:00Z,45.06,56.00
2025-10-01T02:59:00Z,45.06,56.00
2025-10-01T03:03:00Z,44.40,56.00
2025-10-01T03:05:00Z,44.40,56.00
2025-10-01T03:06:00Z,44.40,56.00
2025-10-01T03:07:00Z,44.40,56.00
2025-10-01T03:08:00Z,46.00,56.00
2025-10-01T03:09:00Z,46.00,56.00
2025-10-01T03:10:00Z,46.00,56.00
2025-10-01T03:11:00Z,46.00,56.00
2025-10-01T03:12:00Z,46.00,56.00
2025-10-01T03:13:00Z,46.00,56.00
2025-10-01T03:14:00Z,46.00,56.00
2025-10-01T03:16:00Z,46.00,56.00
2025-10-01T03:17:00Z,46.00,56.00
2025-10-01T03:19:00Z,46.00,55.00
2025-10-01T03:20:00Z,45.00,55.85
2025-10-01T03:22:00Z,45.00,56.00
2025-10-01T03:23:00Z,45.00,56.00
2025-10-01T03:24:00Z,44.00,56.94
2025-10-01T03:25:00Z,44.00,57.69
2025-10-01T03:26:00Z,43.00,57.05
2025-10-01T03:27:00Z,44.00,57.05
2025-10-01T03:28:00Z,43.92,57.00
2025-10-01T03:29:00Z,44.00,57.00
2025-10-01T03:31:00Z,44.00,57.00
2025-10-01T03:32:00Z,44.00,57.00
2025-10-01T03:33:00Z,44.00,57.00
2025-10-01T03:34:00Z,44.00,57.00
2025-10-01T03:35:00Z,44.00,56.94
2025-10-01T03:36:00Z,44.00,57.00
2025-10-01T03:39:00Z,44.00,57.00
2025-10-01T03:40:00Z,44.00,56.52
2025-10-01T03:42:00Z,44.00,56.52
2025-10-01T03:43:00Z,44.00,57.00
2025-10-01T03:44:00Z,44.00,57.00
2025-10-01T03:45:00Z,44.00,57.00
2025-10-01T03:47:00Z,44.00,57.00
2025-10-01T03:48:00Z,44.00,57.00
2025-10-01T03:49:00Z,44.00,56.80
2025-10-01T03:50:00Z,43.00,57.00
2025-10-01T03:51:00Z,43.00,57.00
2025-10-01T03:52:00Z,44.00,57.00
2025-10-01T03:55:00Z,44.00,57.00
2025-10-01T03:56:00Z,44.00,57.00
2025-10-01T03:57:00Z,44.00,57.00
2025-10-01T03:58:00Z,44.00,57.00
2025-10-01T03:59:00Z,44.00,57.00
2025-10-01T04:00:00Z,44.00,57.00
2025-10-01T04:01:00Z,44.00,57.00
2025-10-01T04:02:00Z,44.88,56.98
2025-10-01T04:03:00Z,45.00,56.00
2025-10-01T04:04:00Z,45.00,56.00
2025-10-01T04:06:00Z,45.00,56.15
2025-10-01T04:08:00Z,44.43,56.74
2025-10-01T04:09:00Z,44.00,57.00
2025-10-01T04:10:00Z,44.00,57.00
2025-10-01T04:11:00Z,44.00,57.00
2025-10-01T04:12:00Z,44.00,57.00
2025-10-01T04:13:00Z,44.00,57.00
2025-10-01T04:14:00Z,43.54,57.90
2025-10-01T04:15:00Z,43.10,58.00
2025-10-01T04:16:00Z,42.01,63.27
2025-10-01T04:17:00Z,43.00,58.00
2025-10-01T04:18:00Z,43.00,58.55
2025-10-01T04:19:00Z,43.00,58.83
2025-10-01T04:20:00Z,43.00,59.00
