# event_ticker=KXATPMATCH-26JAN08MMOKHA
# final_score=7-6(2) 7-6(4)
# score_resolution=6-7 6-7
# match_winner=Michael Mmoh
# fav_player=Karen Khachanov
# dog_player=Michael Mmoh
# kalshi_date=2026-01-08
timestamp,Karen Khachanov,Michael Mmoh
2026-01-08T02:51:00Z,72.00,
2026-01-08T03:10:00Z,72.00,
2026-01-08T03:12:00Z,72.00,
2026-01-08T03:22:00Z,72.00,29.00
2026-01-08T03:30:00Z,72.00,29.00
2026-01-08T03:42:00Z,72.00,29.00
2026-01-08T03:50:00Z,72.00,29.00
2026-01-08T03:52:00Z,72.00,29.00
2026-01-08T03:58:00Z,72.00,29.00
2026-01-08T04:05:00Z,72.00,29.00
2026-01-08T04:09:00Z,72.00,29.00
2026-01-08T04:15:00Z,72.00,29.00
2026-01-08T04:16:00Z,72.00,29.00
2026-01-08T04:17:00Z,72.00,29.00
2026-01-08T04:27:00Z,72.00,29.00
2026-01-08T04:30:00Z,72.00,29.00
2026-01-08T04:34:00Z,72.00,29.00
2026-01-08T04:36:00Z,72.00,29.00
2026-01-08T04:48:00Z,72.00,29.00
2026-01-08T04:52:00Z,72.00,29.00
2026-01-08T04:55:00Z,72.00,29.00
2026-01-08T04:59:00Z,72.00,29.00
2026-01-08T05:00:00Z,72.00,29.00
2026-01-08T05:07:00Z,72.00,29.00
2026-01-08T05:10:00Z,72.00,29.00
2026-01-08T05:20:00Z,72.00,29.00
2026-01-08T05:31:00Z,72.00,29.00
2026-01-08T05:32:00Z,72.00,29.00
2026-01-08T05:45:00Z,72.00,29.00
2026-01-08T05:46:00Z,72.00,29.00
2026-01-08T05:48:00Z,72.00,29.00
2026-01-08T05:50:00Z,72.00,29.00
2026-01-08T05:52:00Z,72.00,29.00
2026-01-08T05:54:00Z,72.00,29.00
2026-01-08T05:57:00Z,72.00,28.00
2026-01-08T05:58:00Z,73.00,28.00
2026-01-08T05:59:00Z,73.00,29.00
2026-01-08T06:00:00Z,73.00,29.00
2026-01-08T06:07:00Z,73.00,29.00
2026-01-08T06:10:00Z,73.00,29.00
2026-01-08T06:12:00Z,73.00,29.00
2026-01-08T06:13:00Z,73.00,29.00
2026-01-08T06:15:00Z,73.00,28.00
2026-01-08T06:21:00Z,73.00,29.00
2026-01-08T06:22:00Z,73.00,29.00
2026-01-08T06:23:00Z,73.00,29.00
2026-01-08T06:25:00Z,73.00,29.00
2026-01-08T06:26:00Z,73.00,29.00
2026-01-08T06:27:00Z,73.00,29.00
2026-01-08T06:29:00Z,73.00,29.00
2026-01-08T06:30:00Z,73.00,29.00
2026-01-08T06:34:00Z,73.00,29.00
2026-01-08T06:35:00Z,73.00,29.00
2026-01-08T06:36:00Z,72.00,29.00
2026-01-08T06:38:00Z,72.00,29.00
2026-01-08T06:40:00Z,72.00,29.00
2026-01-08T06:41:00Z,72.00,29.00
2026-01-08T06:42:00Z,73.00,29.00
2026-01-08T06:44:00Z,73.00,29.00
2026-01-08T06:45:00Z,72.00,29.00
2026-01-08T06:49:00Z,72.00,29.00
2026-01-08T06:50:00Z,71.00,29.00
2026-01-08T06:51:00Z,73.00,29.00
2026-01-08T06:54:00Z,73.00,28.00
2026-01-08T06:55:00Z,73.00,28.00
2026-01-08T06:56:00Z,73.00,28.97
2026-01-08T06:57:00Z,73.00,29.61
2026-01-08T06:58:00Z,73.00,29.00
2026-01-08T06:59:00Z,73.00,29.00
2026-01-08T07:00:00Z,73.00,30.00
2026-01-08T07:01:00Z,73.00,29.00
2026-01-08T07:05:00Z,73.00,29.00
2026-01-08T07:06:00Z,73.00,29.00
2026-01-08T07:07:00Z,73.00,29.00
2026-01-08T07:08:00Z,73.00,27.96
2026-01-08T07:09:00Z,73.00,27.96
2026-01-08T07:10:00Z,72.40,29.00
2026-01-08T07:11:00Z,72.40,30.00
2026-01-08T07:12:00Z,73.00,30.00
2026-01-08T07:13:00Z,73.00,30.00
2026-01-08T07:14:00Z,73.00,30.00
2026-01-08T07:15:00Z,73.00,29.00
2026-01-08T07:16:00Z,73.00,29.00
2026-01-08T07:17:00Z,73.00,29.00
2026-01-08T07:18:00Z,73.00,29.00
2026-01-08T07:19:00Z,73.00,29.00
2026-01-08T07:20:00Z,73.00,29.00
2026-01-08T07:21:00Z,73.00,29.00
2026-01-08T07:22:00Z,73.00,29.00
2026-01-08T07:23:00Z,73.00,29.00
2026-01-08T07:24:00Z,73.00,28.49
2026-01-08T07:25:00Z,72.68,27.40
2026-01-08T07:26:00Z,72.54,29.23
2026-01-08T07:27:00Z,70.01,31.96
2026-01-08T07:28:00Z,68.93,33.99
2026-01-08T07:29:00Z,69.23,32.14
2026-01-08T07:30:00Z,71.98,31.40
2026-01-08T07:31:00Z,70.00,32.03
2026-01-08T07:32:00Z,70.00,33.54
2026-01-08T07:33:00Z,70.26,29.00
2026-01-08T07:34:00Z,72.03,28.81
2026-01-08T07:35:00Z,69.86,32.56
2026-01-08T07:36:00Z,69.66,33.00
2026-01-08T07:37:00Z,69.00,32.92
2026-01-08T07:38:00Z,69.00,33.50
2026-01-08T07:39:00Z,71.32,30.99
2026-01-08T07:40:00Z,71.15,30.59
2026-01-08T07:41:00Z,68.35,32.90
2026-01-08T07:42:00Z,67.23,33.35
2026-01-08T07:43:00Z,70.43,29.78
2026-01-08T07:44:00Z,70.00,32.00
2026-01-08T07:45:00Z,70.00,32.00
2026-01-08T07:46:00Z,69.00,31.25
2026-01-08T07:47:00Z,71.94,30.57
2026-01-08T07:48:00Z,72.00,29.09
2026-01-08T07:49:00Z,74.62,28.73
2026-01-08T07:50:00Z,76.30,25.02
2026-01-08T07:51:00Z,76.76,23.33
2026-01-08T07:52:00Z,78.95,22.48
2026-01-08T07:53:00Z,72.98,29.36
2026-01-08T07:54:00Z,71.56,28.02
2026-01-08T07:55:00Z,74.94,26.90
2026-01-08T07:56:00Z,77.50,22.78
2026-01-08T07:57:00Z,75.95,29.45
2026-01-08T07:58:00Z,75.42,25.92
2026-01-08T07:59:00Z,75.42,28.10
2026-01-08T08:00:00Z,71.00,30.52
