# event_ticker=KXATPMATCH-26FEB12MANSHE
# final_score=7-6(2) 6-7(4) 6-3
# score_resolution=7-6 6-7 6-3
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Adrian Mannarino
# kalshi_date=2026-02-12
timestamp,Ben Shelton,Adrian Mannarino
2026-02-12T13:21:00Z,,19.00
2026-02-12T13:25:00Z,84.00,19.00
2026-02-12T13:27:00Z,84.00,19.00
2026-02-12T13:33:00Z,84.00,18.00
2026-02-12T13:35:00Z,84.00,19.00
2026-02-12T13:36:00Z,84.00,19.00
2026-02-12T13:54:00Z,84.00,19.00
2026-02-12T13:55:00Z,84.00,19.00
2026-02-12T13:56:00Z,84.00,19.00
2026-02-12T14:05:00Z,84.00,19.00
2026-02-12T14:11:00Z,83.00,19.00
2026-02-12T14:24:00Z,83.00,19.00
2026-02-12T14:27:00Z,84.00,19.00
2026-02-12T14:33:00Z,84.00,19.00
2026-02-12T14:49:00Z,84.00,19.00
2026-02-12T14:54:00Z,84.00,19.00
2026-02-12T14:59:00Z,84.00,19.00
2026-02-12T15:02:00Z,84.00,19.00
2026-02-12T15:05:00Z,84.00,19.00
2026-02-12T15:12:00Z,84.00,19.00
2026-02-12T15:19:00Z,84.00,19.00
2026-02-12T15:20:00Z,84.00,19.00
2026-02-12T15:28:00Z,84.00,19.00
2026-02-12T15:29:00Z,84.00,19.00
2026-02-12T15:32:00Z,84.00,19.00
2026-02-12T15:43:00Z,84.00,19.00
2026-02-12T15:47:00Z,84.00,19.00
2026-02-12T15:54:00Z,84.00,18.00
2026-02-12T15:59:00Z,83.00,18.00
2026-02-12T16:01:00Z,82.00,18.00
2026-02-12T16:14:00Z,82.00,18.00
2026-02-12T16:15:00Z,83.00,18.00
2026-02-12T16:25:00Z,83.00,18.00
2026-02-12T16:27:00Z,83.00,18.00
2026-02-12T16:31:00Z,83.00,19.00
2026-02-12T16:33:00Z,83.00,19.00
2026-02-12T16:37:00Z,83.00,19.00
2026-02-12T16:45:00Z,83.00,19.00
2026-02-12T16:46:00Z,83.00,19.00
2026-02-12T16:48:00Z,82.00,19.00
2026-02-12T16:49:00Z,82.00,19.00
2026-02-12T16:52:00Z,82.00,19.00
2026-02-12T16:55:00Z,82.00,19.00
2026-02-12T17:00:00Z,82.00,19.00
2026-02-12T17:02:00Z,82.00,19.93
2026-02-12T17:03:00Z,82.00,20.00
2026-02-12T17:06:00Z,82.00,20.00
2026-02-12T17:07:00Z,82.00,20.72
2026-02-12T17:12:00Z,82.00,21.00
2026-02-12T17:14:00Z,82.00,20.00
2026-02-12T17:15:00Z,82.00,20.00
2026-02-12T17:20:00Z,82.00,20.00
2026-02-12T17:24:00Z,82.00,20.00
2026-02-12T17:25:00Z,82.00,20.00
2026-02-12T17:27:00Z,82.00,20.00
2026-02-12T17:29:00Z,82.00,20.00
2026-02-12T17:35:00Z,82.00,20.00
2026-02-12T17:38:00Z,82.00,20.00
2026-02-12T17:41:00Z,82.00,20.00
2026-02-12T17:42:00Z,82.00,20.00
2026-02-12T17:47:00Z,82.00,20.00
2026-02-12T18:02:00Z,82.00,20.00
2026-02-12T18:05:00Z,82.00,20.00
2026-02-12T18:07:00Z,82.00,20.00
2026-02-12T18:09:00Z,82.00,20.00
2026-02-12T18:13:00Z,82.00,20.00
2026-02-12T18:15:00Z,82.00,20.00
2026-02-12T18:18:00Z,82.00,20.00
2026-02-12T18:19:00Z,82.00,20.00
2026-02-12T18:20:00Z,82.00,20.00
2026-02-12T18:23:00Z,82.00,20.00
2026-02-12T18:37:00Z,81.00,20.00
2026-02-12T18:40:00Z,82.00,20.00
2026-02-12T18:55:00Z,82.00,20.00
2026-02-12T18:58:00Z,82.00,20.00
2026-02-12T19:06:00Z,82.00,20.00
2026-02-12T19:07:00Z,82.00,20.00
2026-02-12T19:10:00Z,81.00,20.00
2026-02-12T19:13:00Z,81.00,19.00
2026-02-12T19:25:00Z,82.00,19.00
2026-02-12T19:31:00Z,82.00,19.00
2026-02-12T19:35:00Z,82.00,19.00
2026-02-12T19:38:00Z,83.00,19.00
2026-02-12T19:40:00Z,83.00,19.00
2026-02-12T19:44:00Z,83.00,19.00
2026-02-12T19:51:00Z,83.00,19.00
2026-02-12T19:57:00Z,83.00,19.00
2026-02-12T20:00:00Z,83.00,18.00
2026-02-12T20:03:00Z,83.00,19.00
2026-02-12T20:04:00Z,83.00,19.00
2026-02-12T20:05:00Z,83.00,19.00
2026-02-12T20:06:00Z,82.00,19.00
2026-02-12T20:13:00Z,83.00,19.00
2026-02-12T20:15:00Z,83.00,19.00
2026-02-12T20:16:00Z,82.00,19.00
2026-02-12T20:17:00Z,82.00,19.00
2026-02-12T20:19:00Z,82.00,19.00
2026-02-12T20:22:00Z,82.00,19.00
2026-02-12T20:25:00Z,82.00,19.00
2026-02-12T20:26:00Z,82.00,19.00
2026-02-12T20:27:00Z,82.00,19.00
2026-02-12T20:29:00Z,82.00,19.00
2026-02-12T20:30:00Z,82.00,19.00
2026-02-12T20:31:00Z,82.00,19.00
2026-02-12T20:32:00Z,82.00,19.00
2026-02-12T20:34:00Z,82.00,19.00
2026-02-12T20:35:00Z,82.00,19.00
2026-02-12T20:36:00Z,82.00,19.00
2026-02-12T20:37:00Z,82.00,19.00
2026-02-12T20:38:00Z,82.00,19.00
2026-02-12T20:42:00Z,82.00,19.00
2026-02-12T20:45:00Z,82.00,19.00
2026-02-12T20:51:00Z,82.00,19.00
2026-02-12T20:52:00Z,82.00,19.00
2026-02-12T20:57:00Z,82.00,19.00
2026-02-12T20:59:00Z,82.00,19.00
2026-02-12T21:00:00Z,82.00,19.00
2026-02-12T21:02:00Z,82.00,19.00
2026-02-12T21:03:00Z,82.00,19.00
2026-02-12T21:04:00Z,82.00,19.00
2026-02-12T21:05:00Z,82.00,19.00
2026-02-12T21:06:00Z,82.00,19.00
2026-02-12T21:07:00Z,82.00,19.00
2026-02-12T21:08:00Z,82.00,19.00
2026-02-12T21:09:00Z,81.00,19.00
2026-02-12T21:10:00Z,82.00,19.00
2026-02-12T21:11:00Z,81.14,19.00
2026-02-12T21:12:00Z,81.14,19.00
2026-02-12T21:13:00Z,81.14,19.00
2026-02-12T21:14:00Z,82.00,19.00
2026-02-12T21:16:00Z,82.00,19.00
2026-02-12T21:18:00Z,82.00,19.00
2026-02-12T21:19:00Z,82.00,19.00
2026-02-12T21:20:00Z,82.00,19.00
2026-02-12T21:21:00Z,82.00,19.00
2026-02-12T21:23:00Z,82.00,19.00
2026-02-12T21:24:00Z,82.00,19.00
2026-02-12T21:26:00Z,82.00,19.00
2026-02-12T21:29:00Z,81.00,19.00
2026-02-12T21:30:00Z,82.00,19.00
2026-02-12T21:31:00Z,82.00,19.00
2026-02-12T21:34:00Z,82.00,19.00
2026-02-12T21:35:00Z,82.00,19.00
2026-02-12T21:36:00Z,82.00,19.00
2026-02-12T21:38:00Z,82.00,19.00
2026-02-12T21:41:00Z,82.00,19.00
2026-02-12T21:42:00Z,82.00,19.00
2026-02-12T21:43:00Z,82.00,19.00
2026-02-12T21:45:00Z,82.00,19.00
2026-02-12T21:46:00Z,82.00,19.00
2026-02-12T21:50:00Z,82.00,19.00
2026-02-12T21:51:00Z,82.00,19.00
2026-02-12T21:54:00Z,82.00,19.00
2026-02-12T21:58:00Z,82.00,19.00
2026-02-12T21:59:00Z,82.00,19.00
2026-02-12T22:02:00Z,82.00,19.00
2026-02-12T22:03:00Z,82.00,19.00
2026-02-12T22:05:00Z,82.00,19.00
2026-02-12T22:07:00Z,82.00,19.00
2026-02-12T22:08:00Z,82.00,19.00
2026-02-12T22:09:00Z,82.00,19.00
2026-02-12T22:11:00Z,82.00,19.00
2026-02-12T22:12:00Z,82.00,19.00
2026-02-12T22:14:00Z,82.00,19.00
2026-02-12T22:18:00Z,82.00,19.00
2026-02-12T22:20:00Z,82.00,19.00
2026-02-12T22:21:00Z,82.00,19.00
2026-02-12T22:25:00Z,82.00,19.00
2026-02-12T22:27:00Z,82.00,19.00
2026-02-12T22:30:00Z,82.00,19.00
2026-02-12T22:33:00Z,82.00,19.00
2026-02-12T22:34:00Z,82.00,19.00
2026-02-12T22:35:00Z,82.00,19.00
2026-02-12T22:38:00Z,82.00,19.00
2026-02-12T22:41:00Z,82.00,19.00
2026-02-12T22:42:00Z,81.00,19.42
2026-02-12T22:44:00Z,82.00,19.90
2026-02-12T22:45:00Z,82.00,19.71
2026-02-12T22:46:00Z,82.00,20.00
2026-02-12T22:47:00Z,82.00,20.00
2026-02-12T22:48:00Z,82.00,20.00
2026-02-12T22:49:00Z,81.00,20.00
2026-02-12T22:50:00Z,80.45,20.00
2026-02-12T22:51:00Z,80.45,20.51
2026-02-12T22:52:00Z,81.00,21.00
2026-02-12T22:53:00Z,81.85,20.28
2026-02-12T22:54:00Z,81.00,20.28
2026-02-12T22:55:00Z,81.00,20.00
2026-02-12T22:56:00Z,81.00,20.99
2026-02-12T22:57:00Z,81.00,21.00
2026-02-12T22:59:00Z,81.00,21.00
2026-02-12T23:00:00Z,81.00,21.00
2026-02-12T23:01:00Z,81.00,20.00
