# event_ticker=KXATPCHALLENGERMATCH-26APR21SHARIE
# final_score=3-6 6-4 7-5
# match_winner=Leandro Riedi
# fav_player=Leandro Riedi
# dog_player=Marat Sharipov
# kalshi_date=2026-04-21
timestamp,Marat Sharipov,Leandro Riedi
2026-04-21T06:04:00Z,58.51,42.91
2026-04-21T06:05:00Z,57.69,42.55
2026-04-21T06:06:00Z,60.07,40.85
2026-04-21T06:07:00Z,61.74,40.22
2026-04-21T06:08:00Z,62.04,39.44
2026-04-21T06:09:00Z,68.80,32.34
2026-04-21T06:10:00Z,69.48,32.67
2026-04-21T06:11:00Z,63.41,37.18
2026-04-21T06:12:00Z,60.60,43.62
2026-04-21T06:13:00Z,49.56,53.00
2026-04-21T06:14:00Z,52.33,51.78
2026-04-21T06:15:00Z,61.66,39.74
2026-04-21T06:16:00Z,61.89,40.12
2026-04-21T06:17:00Z,59.58,40.82
2026-04-21T06:18:00Z,58.72,41.90
2026-04-21T06:19:00Z,52.31,46.78
2026-04-21T06:20:00Z,57.04,43.25
2026-04-21T06:21:00Z,55.76,46.09
2026-04-21T06:22:00Z,55.44,43.85
2026-04-21T06:23:00Z,57.89,46.58
2026-04-21T06:24:00Z,58.82,40.99
2026-04-21T06:25:00Z,58.92,42.81
2026-04-21T06:26:00Z,56.41,44.85
2026-04-21T06:27:00Z,54.11,46.49
2026-04-21T06:28:00Z,56.19,48.21
2026-04-21T06:29:00Z,57.53,41.38
2026-04-21T06:30:00Z,60.40,45.47
2026-04-21T06:31:00Z,55.09,45.88
2026-04-21T06:32:00Z,55.89,46.72
2026-04-21T06:33:00Z,53.41,50.73
2026-04-21T06:34:00Z,50.78,48.44
2026-04-21T06:35:00Z,39.79,55.32
2026-04-21T06:36:00Z,50.03,48.91
2026-04-21T06:37:00Z,56.29,46.21
2026-04-21T06:38:00Z,57.69,44.50
2026-04-21T06:39:00Z,57.31,43.00
2026-04-21T06:40:00Z,66.43,31.63
2026-04-21T06:41:00Z,60.30,38.82
2026-04-21T06:42:00Z,58.39,44.87
2026-04-21T06:43:00Z,55.64,45.03
2026-04-21T06:44:00Z,57.17,42.08
2026-04-21T06:45:00Z,60.88,39.95
2026-04-21T06:46:00Z,57.06,42.16
2026-04-21T06:47:00Z,58.12,43.13
2026-04-21T06:48:00Z,57.04,45.18
2026-04-21T06:49:00Z,55.21,46.25
2026-04-21T06:50:00Z,62.41,40.47
2026-04-21T06:51:00Z,62.59,39.83
2026-04-21T06:52:00Z,60.20,39.14
2026-04-21T06:53:00Z,70.31,26.86
2026-04-21T06:54:00Z,66.24,35.64
2026-04-21T06:55:00Z,59.94,40.60
2026-04-21T06:56:00Z,58.64,39.60
2026-04-21T06:57:00Z,62.12,36.41
2026-04-21T06:58:00Z,59.66,41.13
2026-04-21T06:59:00Z,60.98,44.98
2026-04-21T07:00:00Z,49.85,49.27
2026-04-21T07:01:00Z,56.29,43.23
2026-04-21T07:02:00Z,55.15,49.66
2026-04-21T07:03:00Z,53.31,44.13
2026-04-21T07:04:00Z,58.84,46.91
2026-04-21T07:05:00Z,55.18,48.94
2026-04-21T07:06:00Z,49.99,52.86
2026-04-21T07:07:00Z,54.12,45.16
2026-04-21T07:08:00Z,54.30,45.61
2026-04-21T07:09:00Z,53.84,45.15
2026-04-21T07:10:00Z,54.47,45.64
2026-04-21T07:11:00Z,43.52,53.22
2026-04-21T07:12:00Z,40.79,57.87
2026-04-21T07:13:00Z,30.42,68.26
2026-04-21T07:14:00Z,30.67,68.28
2026-04-21T07:15:00Z,32.00,69.28
2026-04-21T07:16:00Z,35.06,63.42
2026-04-21T07:17:00Z,35.93,62.22
2026-04-21T07:18:00Z,42.78,63.14
2026-04-21T07:19:00Z,32.56,65.23
2026-04-21T07:20:00Z,28.90,70.27
2026-04-21T07:21:00Z,33.65,67.05
2026-04-21T07:22:00Z,27.88,70.41
2026-04-21T07:23:00Z,21.11,73.89
2026-04-21T07:24:00Z,23.40,76.27
2026-04-21T07:25:00Z,20.60,79.39
2026-04-21T07:26:00Z,22.93,82.09
2026-04-21T07:27:00Z,30.15,69.89
2026-04-21T07:28:00Z,32.53,67.91
2026-04-21T07:29:00Z,28.40,74.09
2026-04-21T07:30:00Z,27.36,74.92
2026-04-21T07:31:00Z,30.22,72.57
2026-04-21T07:32:00Z,30.21,69.47
2026-04-21T07:33:00Z,34.67,64.99
2026-04-21T07:34:00Z,33.91,66.09
2026-04-21T07:35:00Z,30.52,70.13
2026-04-21T07:36:00Z,27.87,72.22
2026-04-21T07:37:00Z,27.97,72.99
2026-04-21T07:38:00Z,28.25,72.55
2026-04-21T07:39:00Z,28.25,74.80
2026-04-21T07:40:00Z,26.96,78.32
2026-04-21T07:41:00Z,22.19,80.67
2026-04-21T07:42:00Z,29.85,70.90
2026-04-21T07:43:00Z,32.03,70.72
2026-04-21T07:44:00Z,27.85,72.25
2026-04-21T07:45:00Z,25.76,74.65
2026-04-21T07:46:00Z,20.83,77.41
2026-04-21T07:47:00Z,15.57,87.31
2026-04-21T07:48:00Z,17.17,85.34
2026-04-21T07:49:00Z,18.77,84.89
2026-04-21T07:50:00Z,24.65,72.84
2026-04-21T07:51:00Z,28.50,71.35
2026-04-21T07:52:00Z,25.99,74.28
2026-04-21T07:53:00Z,24.00,75.87
2026-04-21T07:54:00Z,25.64,74.95
2026-04-21T07:55:00Z,30.55,70.62
2026-04-21T07:56:00Z,32.03,67.68
2026-04-21T07:57:00Z,25.07,73.21
2026-04-21T07:58:00Z,26.19,74.45
2026-04-21T07:59:00Z,12.29,90.46
2026-04-21T08:00:00Z,3.63,97.89
2026-04-21T08:01:00Z,1.00,99.00
2026-04-21T08:02:00Z,1.00,99.00
2026-04-21T08:03:00Z,1.00,99.00
2026-04-21T08:04:00Z,1.00,99.00
