# event_ticker=KXATPMATCH-25SEP23MUSTAB
# final_score=6-3 2-6 7-6(5)
# score_resolution=6-3 2-6 7-6
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Lorenzo Musetti
# kalshi_date=2025-09-23
timestamp,Alejandro Tabilo,Lorenzo Musetti
2025-09-23T01:09:00Z,,74.00
2025-09-23T01:13:00Z,,74.00
2025-09-23T01:14:00Z,,72.00
2025-09-23T01:15:00Z,,73.00
2025-09-23T01:24:00Z,28.00,73.00
2025-09-23T01:25:00Z,29.00,73.00
2025-09-23T01:26:00Z,29.00,73.00
2025-09-23T01:30:00Z,29.00,73.00
2025-09-23T01:32:00Z,29.00,73.00
2025-09-23T01:39:00Z,29.00,73.00
2025-09-23T01:41:00Z,29.00,73.00
2025-09-23T01:42:00Z,29.00,73.00
2025-09-23T01:43:00Z,29.00,73.00
2025-09-23T01:45:00Z,29.00,73.00
2025-09-23T01:48:00Z,29.00,73.00
2025-09-23T01:49:00Z,29.00,73.00
2025-09-23T01:50:00Z,29.00,73.00
2025-09-23T01:53:00Z,29.00,73.00
2025-09-23T01:56:00Z,28.00,73.00
2025-09-23T01:58:00Z,28.00,73.00
2025-09-23T01:59:00Z,28.00,73.00
2025-09-23T02:01:00Z,28.00,73.00
2025-09-23T02:03:00Z,28.00,73.00
2025-09-23T02:04:00Z,28.00,73.00
2025-09-23T02:05:00Z,28.00,73.00
2025-09-23T02:08:00Z,28.00,73.00
2025-09-23T02:09:00Z,28.00,73.00
2025-09-23T02:13:00Z,28.00,73.00
2025-09-23T02:14:00Z,28.00,73.00
2025-09-23T02:15:00Z,28.00,73.00
2025-09-23T02:16:00Z,28.00,73.00
2025-09-23T02:17:00Z,28.00,73.00
2025-09-23T02:18:00Z,28.00,73.00
2025-09-23T02:19:00Z,28.00,73.00
2025-09-23T02:20:00Z,28.00,73.00
2025-09-23T02:21:00Z,28.00,73.00
2025-09-23T02:22:00Z,29.00,73.00
2025-09-23T02:23:00Z,29.00,73.00
2025-09-23T02:27:00Z,29.00,73.00
2025-09-23T02:28:00Z,28.00,73.00
2025-09-23T02:30:00Z,28.00,73.00
2025-09-23T02:31:00Z,28.00,73.00
2025-09-23T02:32:00Z,29.00,73.00
2025-09-23T02:34:00Z,29.00,73.00
2025-09-23T02:35:00Z,29.00,73.00
2025-09-23T02:40:00Z,29.00,73.00
2025-09-23T02:42:00Z,29.00,73.00
