# event_ticker=KXATPCHALLENGERMATCH-26MAR10MANSOT
# final_score=7-5 6-3
# match_winner=Nicolas Moreno De Alboran
# fav_player=Nicolas Moreno de Alboran
# dog_player=Matias Soto
# kalshi_date=2026-03-10
timestamp,Nicolas Moreno de Alboran,Matias Soto
2026-03-10T06:17:00Z,84.00,28.00
2026-03-10T06:20:00Z,84.00,34.00
2026-03-10T07:44:00Z,84.00,31.00
2026-03-10T10:21:00Z,84.00,31.00
2026-03-10T10:24:00Z,84.00,31.00
2026-03-10T10:26:00Z,84.00,31.00
2026-03-10T10:28:00Z,84.00,31.00
2026-03-10T10:37:00Z,84.00,31.00
2026-03-10T10:40:00Z,84.00,32.00
2026-03-10T10:42:00Z,84.00,31.00
2026-03-10T10:44:00Z,84.00,31.00
2026-03-10T10:47:00Z,84.00,32.00
2026-03-10T10:49:00Z,84.00,32.00
2026-03-10T10:51:00Z,84.00,32.00
2026-03-10T10:53:00Z,84.00,32.00
2026-03-10T10:56:00Z,84.00,32.00
2026-03-10T10:58:00Z,84.00,32.00
2026-03-10T11:00:00Z,84.00,32.00
2026-03-10T11:03:00Z,84.00,32.00
2026-03-10T11:05:00Z,84.00,32.00
2026-03-10T11:07:00Z,84.00,32.00
2026-03-10T11:10:00Z,84.00,32.00
2026-03-10T13:19:00Z,72.00,32.00
2026-03-10T13:43:00Z,72.00,32.00
2026-03-10T14:05:00Z,72.00,32.00
2026-03-10T14:10:00Z,72.00,32.00
2026-03-10T14:18:00Z,72.86,32.00
2026-03-10T14:25:00Z,73.00,32.00
2026-03-10T14:41:00Z,73.00,32.00
2026-03-10T14:44:00Z,72.00,32.00
2026-03-10T14:49:00Z,72.00,27.00
2026-03-10T14:52:00Z,72.00,27.00
2026-03-10T15:00:00Z,72.00,27.00
2026-03-10T15:02:00Z,72.00,30.00
2026-03-10T15:11:00Z,72.00,30.00
2026-03-10T15:26:00Z,72.00,30.00
2026-03-10T15:51:00Z,72.00,30.99
2026-03-10T15:56:00Z,73.00,30.00
2026-03-10T16:00:00Z,72.00,30.00
2026-03-10T16:06:00Z,72.99,30.00
2026-03-10T16:08:00Z,72.75,30.57
2026-03-10T16:09:00Z,70.50,30.00
2026-03-10T16:10:00Z,72.09,29.77
2026-03-10T16:11:00Z,72.09,30.00
2026-03-10T16:13:00Z,76.44,27.00
2026-03-10T16:14:00Z,77.27,27.00
2026-03-10T16:15:00Z,77.95,25.99
2026-03-10T16:16:00Z,74.82,27.96
2026-03-10T16:17:00Z,74.82,28.01
2026-03-10T16:18:00Z,70.91,30.53
2026-03-10T16:19:00Z,74.00,28.41
2026-03-10T16:20:00Z,74.00,27.00
2026-03-10T16:22:00Z,74.00,30.33
2026-03-10T16:23:00Z,69.00,32.75
2026-03-10T16:24:00Z,69.00,32.00
2026-03-10T16:25:00Z,70.00,30.65
2026-03-10T16:26:00Z,70.00,30.00
2026-03-10T16:27:00Z,73.00,30.00
2026-03-10T16:29:00Z,70.00,31.30
2026-03-10T16:30:00Z,68.00,34.40
2026-03-10T16:31:00Z,69.00,32.44
2026-03-10T16:32:00Z,72.94,27.00
2026-03-10T16:33:00Z,72.94,29.00
2026-03-10T16:34:00Z,76.00,29.00
2026-03-10T16:35:00Z,72.00,30.60
2026-03-10T16:36:00Z,72.00,28.01
2026-03-10T16:37:00Z,72.00,32.00
2026-03-10T16:38:00Z,72.00,33.88
2026-03-10T16:39:00Z,70.61,29.06
2026-03-10T16:40:00Z,72.41,28.28
2026-03-10T16:41:00Z,70.00,28.03
2026-03-10T16:42:00Z,69.00,31.79
2026-03-10T16:43:00Z,72.41,27.70
2026-03-10T16:44:00Z,72.41,26.12
2026-03-10T16:45:00Z,75.96,27.96
2026-03-10T16:46:00Z,70.00,31.78
2026-03-10T16:47:00Z,74.01,29.44
2026-03-10T16:48:00Z,74.00,26.07
2026-03-10T16:49:00Z,76.00,25.81
2026-03-10T16:50:00Z,78.65,21.84
2026-03-10T16:51:00Z,76.80,25.94
2026-03-10T16:52:00Z,74.93,27.25
2026-03-10T16:53:00Z,80.78,20.14
2026-03-10T16:54:00Z,88.36,18.42
2026-03-10T16:55:00Z,90.44,9.53
2026-03-10T16:56:00Z,88.93,12.96
2026-03-10T16:57:00Z,86.76,15.65
2026-03-10T16:58:00Z,84.35,16.49
2026-03-10T16:59:00Z,83.06,16.92
2026-03-10T17:00:00Z,83.06,18.89
2026-03-10T17:01:00Z,87.47,11.69
2026-03-10T17:02:00Z,84.23,14.53
2026-03-10T17:03:00Z,86.00,17.94
2026-03-10T17:04:00Z,76.28,24.82
2026-03-10T17:05:00Z,67.20,31.48
2026-03-10T17:06:00Z,70.81,27.01
2026-03-10T17:07:00Z,71.33,27.97
2026-03-10T17:08:00Z,67.00,30.29
2026-03-10T17:09:00Z,74.53,33.00
2026-03-10T17:10:00Z,71.78,32.51
2026-03-10T17:11:00Z,73.05,27.06
2026-03-10T17:12:00Z,78.13,24.07
2026-03-10T17:13:00Z,80.07,22.02
2026-03-10T17:14:00Z,87.84,12.19
2026-03-10T17:15:00Z,88.00,12.01
2026-03-10T17:16:00Z,82.54,17.74
2026-03-10T17:17:00Z,88.33,12.98
2026-03-10T17:18:00Z,91.00,10.78
2026-03-10T17:19:00Z,91.00,10.51
2026-03-10T17:20:00Z,89.87,9.99
2026-03-10T17:21:00Z,93.13,7.00
2026-03-10T17:22:00Z,92.00,9.06
2026-03-10T17:23:00Z,93.84,6.85
2026-03-10T17:24:00Z,94.00,6.94
2026-03-10T17:25:00Z,95.93,5.74
2026-03-10T17:26:00Z,97.06,3.38
2026-03-10T17:27:00Z,97.91,1.69
2026-03-10T17:28:00Z,97.00,2.68
2026-03-10T17:30:00Z,98.94,1.48
2026-03-10T17:31:00Z,98.61,1.08
2026-03-10T17:32:00Z,99.00,2.00
2026-03-10T17:33:00Z,98.00,2.02
2026-03-10T17:34:00Z,98.00,3.00
2026-03-10T17:35:00Z,98.00,2.38
2026-03-10T17:36:00Z,98.00,1.86
2026-03-10T17:38:00Z,99.00,1.86
2026-03-10T17:40:00Z,99.00,1.86
