# event_ticker=KXATPCHALLENGERMATCH-26MAR27MARCAR
# final_score=6-4 4-6 6-4
# match_winner=Pablo Carreno Busta
# fav_player=Pablo Carreno Busta
# dog_player=Pedro Martinez
# kalshi_date=2026-03-27
timestamp,Pablo Carreno Busta,Pedro Martinez
2026-03-27T00:52:00Z,53.00,
2026-03-27T00:56:00Z,53.00,48.00
2026-03-27T01:01:00Z,53.00,48.00
2026-03-27T01:10:00Z,53.00,48.00
2026-03-27T01:44:00Z,51.01,48.00
2026-03-27T01:45:00Z,51.00,48.00
2026-03-27T01:46:00Z,51.00,48.00
2026-03-27T01:48:00Z,51.00,48.00
2026-03-27T01:49:00Z,50.00,48.00
2026-03-27T01:50:00Z,50.00,50.66
2026-03-27T02:02:00Z,49.00,50.66
2026-03-27T02:10:00Z,49.00,55.00
2026-03-27T02:11:00Z,50.00,49.49
2026-03-27T02:12:00Z,52.54,46.00
2026-03-27T02:13:00Z,55.00,43.00
2026-03-27T02:14:00Z,57.99,43.00
2026-03-27T02:23:00Z,57.51,43.00
2026-03-27T02:29:00Z,57.51,44.00
2026-03-27T02:33:00Z,58.00,44.00
2026-03-27T02:35:00Z,57.00,44.00
2026-03-27T02:36:00Z,56.00,44.00
2026-03-27T02:42:00Z,56.00,44.00
2026-03-27T02:43:00Z,56.00,44.00
2026-03-27T02:45:00Z,56.00,44.00
2026-03-27T02:47:00Z,56.00,44.00
2026-03-27T03:04:00Z,56.00,44.00
2026-03-27T03:12:00Z,56.00,44.00
2026-03-27T03:29:00Z,55.13,44.00
2026-03-27T03:34:00Z,55.00,44.00
2026-03-27T03:35:00Z,55.00,44.00
2026-03-27T03:39:00Z,55.00,46.00
2026-03-27T03:40:00Z,55.00,46.00
2026-03-27T03:51:00Z,54.00,46.00
2026-03-27T03:57:00Z,55.00,46.00
2026-03-27T04:03:00Z,55.00,46.00
2026-03-27T04:05:00Z,55.00,46.00
2026-03-27T04:09:00Z,56.00,46.00
2026-03-27T04:13:00Z,56.00,46.00
2026-03-27T04:20:00Z,56.00,46.00
2026-03-27T04:22:00Z,56.00,46.00
2026-03-27T04:25:00Z,56.00,46.00
2026-03-27T04:30:00Z,55.00,46.00
2026-03-27T04:35:00Z,56.00,46.00
2026-03-27T04:43:00Z,55.00,46.00
2026-03-27T04:51:00Z,55.00,46.00
2026-03-27T04:58:00Z,56.00,46.00
2026-03-27T05:00:00Z,56.00,46.00
2026-03-27T05:02:00Z,56.00,46.00
2026-03-27T05:05:00Z,56.00,46.00
2026-03-27T05:06:00Z,56.00,46.00
2026-03-27T05:08:00Z,56.00,46.00
2026-03-27T05:13:00Z,56.00,46.00
2026-03-27T05:14:00Z,56.00,46.00
2026-03-27T05:22:00Z,56.00,46.00
2026-03-27T05:28:00Z,56.00,46.00
2026-03-27T05:34:00Z,56.00,46.00
2026-03-27T05:36:00Z,56.00,46.00
2026-03-27T05:39:00Z,56.00,46.00
2026-03-27T05:42:00Z,56.00,46.00
2026-03-27T05:44:00Z,56.00,46.00
2026-03-27T05:46:00Z,56.00,46.00
2026-03-27T05:48:00Z,56.00,46.00
2026-03-27T05:50:00Z,56.00,46.00
2026-03-27T05:52:00Z,56.00,46.00
2026-03-27T05:53:00Z,54.00,46.71
2026-03-27T05:55:00Z,54.00,47.00
2026-03-27T05:56:00Z,53.50,47.00
2026-03-27T05:57:00Z,54.00,47.00
2026-03-27T05:58:00Z,55.06,47.00
2026-03-27T05:59:00Z,55.06,47.00
2026-03-27T06:00:00Z,56.00,47.00
2026-03-27T06:01:00Z,56.00,47.00
2026-03-27T06:02:00Z,56.00,47.70
2026-03-27T06:03:00Z,56.00,48.00
2026-03-27T06:06:00Z,53.00,48.82
2026-03-27T06:08:00Z,53.50,48.58
2026-03-27T06:13:00Z,53.00,48.58
2026-03-27T06:14:00Z,53.00,48.00
2026-03-27T06:21:00Z,53.00,48.57
2026-03-27T06:22:00Z,53.86,48.57
2026-03-27T06:28:00Z,53.86,47.00
2026-03-27T06:34:00Z,53.86,48.00
2026-03-27T06:35:00Z,53.00,48.00
2026-03-27T06:38:00Z,53.00,49.00
2026-03-27T06:39:00Z,53.00,49.00
2026-03-27T06:41:00Z,52.00,49.00
2026-03-27T06:42:00Z,52.00,49.00
2026-03-27T06:44:00Z,52.00,49.00
2026-03-27T06:51:00Z,52.00,49.33
2026-03-27T06:53:00Z,52.00,50.00
2026-03-27T07:01:00Z,52.00,50.00
2026-03-27T07:05:00Z,52.00,50.00
2026-03-27T07:06:00Z,52.00,50.00
2026-03-27T07:08:00Z,52.00,50.00
2026-03-27T07:09:00Z,52.00,50.00
2026-03-27T07:11:00Z,52.00,50.00
2026-03-27T07:13:00Z,52.00,50.00
2026-03-27T07:17:00Z,51.00,50.00
2026-03-27T07:22:00Z,51.00,50.00
2026-03-27T07:28:00Z,51.00,51.00
2026-03-27T07:39:00Z,50.06,51.00
2026-03-27T07:40:00Z,51.00,51.00
2026-03-27T07:41:00Z,51.00,51.00
2026-03-27T07:46:00Z,50.00,51.00
2026-03-27T08:08:00Z,50.00,51.68
2026-03-27T08:10:00Z,50.00,51.00
2026-03-27T08:13:00Z,50.00,51.00
2026-03-27T08:23:00Z,50.00,51.00
2026-03-27T08:25:00Z,50.00,51.00
2026-03-27T08:31:00Z,50.00,51.00
2026-03-27T08:41:00Z,50.00,52.00
2026-03-27T09:02:00Z,50.00,52.00
2026-03-27T09:07:00Z,50.00,52.00
2026-03-27T09:09:00Z,50.00,52.00
2026-03-27T09:10:00Z,49.00,52.00
2026-03-27T09:11:00Z,50.00,52.00
2026-03-27T09:12:00Z,50.00,53.00
2026-03-27T09:18:00Z,50.00,53.00
2026-03-27T09:31:00Z,49.00,53.00
2026-03-27T09:38:00Z,49.00,53.00
2026-03-27T09:43:00Z,48.00,53.00
2026-03-27T09:46:00Z,48.00,53.00
2026-03-27T09:49:00Z,46.00,56.83
2026-03-27T09:56:00Z,44.00,56.83
2026-03-27T10:00:00Z,44.00,57.00
2026-03-27T10:01:00Z,44.00,57.00
2026-03-27T10:05:00Z,43.00,57.00
2026-03-27T10:09:00Z,43.00,57.00
2026-03-27T10:11:00Z,44.00,57.00
2026-03-27T10:14:00Z,44.00,58.00
2026-03-27T10:15:00Z,43.00,58.00
2026-03-27T10:20:00Z,43.00,58.00
2026-03-27T10:21:00Z,43.00,58.00
2026-03-27T10:22:00Z,42.00,58.00
2026-03-27T10:25:00Z,41.12,58.00
2026-03-27T10:27:00Z,41.12,59.00
2026-03-27T10:29:00Z,42.00,59.00
2026-03-27T10:33:00Z,42.00,59.00
2026-03-27T10:46:00Z,43.00,59.00
2026-03-27T10:48:00Z,43.00,58.00
2026-03-27T10:50:00Z,42.00,58.00
2026-03-27T10:53:00Z,42.00,59.00
2026-03-27T10:55:00Z,42.00,59.00
2026-03-27T10:57:00Z,42.00,59.82
2026-03-27T10:58:00Z,42.00,58.00
2026-03-27T11:00:00Z,42.00,60.00
2026-03-27T11:06:00Z,42.00,60.68
2026-03-27T11:07:00Z,42.00,60.72
2026-03-27T11:08:00Z,42.00,61.00
2026-03-27T11:10:00Z,42.00,61.00
2026-03-27T11:11:00Z,42.00,61.00
2026-03-27T11:12:00Z,42.00,61.00
2026-03-27T11:17:00Z,42.00,61.00
2026-03-27T11:20:00Z,43.00,61.00
2026-03-27T11:22:00Z,43.00,60.00
2026-03-27T11:24:00Z,42.00,60.00
2026-03-27T11:25:00Z,42.00,60.00
2026-03-27T11:26:00Z,42.00,60.00
