# event_ticker=KXATPCHALLENGERMATCH-26MAR05OFNCAS
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Sebastian Ofner
# fav_player=Murphy Cassone
# dog_player=Sebastian Ofner
# kalshi_date=2026-03-05
timestamp,Murphy Cassone,Sebastian Ofner
2026-03-05T04:31:00Z,40.20,
2026-03-05T04:52:00Z,40.20,62.00
2026-03-05T04:59:00Z,41.00,62.00
2026-03-05T05:18:00Z,41.00,62.00
2026-03-05T05:28:00Z,41.00,62.00
2026-03-05T05:35:00Z,41.00,62.00
2026-03-05T05:37:00Z,41.00,62.00
2026-03-05T05:47:00Z,41.00,62.00
2026-03-05T05:49:00Z,41.00,62.00
2026-03-05T06:22:00Z,41.00,62.00
2026-03-05T06:29:00Z,41.00,62.00
2026-03-05T06:35:00Z,41.00,62.08
2026-03-05T06:56:00Z,41.00,62.08
2026-03-05T06:57:00Z,41.00,62.08
2026-03-05T07:02:00Z,41.00,62.00
2026-03-05T07:04:00Z,41.00,62.97
2026-03-05T07:12:00Z,41.00,63.00
2026-03-05T07:17:00Z,40.00,63.00
2026-03-05T07:19:00Z,40.00,63.00
2026-03-05T07:26:00Z,40.00,63.00
2026-03-05T07:55:00Z,40.00,63.00
2026-03-05T10:41:00Z,40.00,59.00
2026-03-05T10:49:00Z,40.00,59.00
2026-03-05T10:56:00Z,40.00,59.00
2026-03-05T11:01:00Z,40.00,59.88
2026-03-05T11:04:00Z,40.00,60.00
2026-03-05T11:17:00Z,40.00,60.00
2026-03-05T11:24:00Z,40.00,60.00
2026-03-05T11:27:00Z,40.00,60.00
2026-03-05T11:28:00Z,40.00,60.00
2026-03-05T11:35:00Z,40.00,60.00
2026-03-05T11:46:00Z,40.00,61.00
2026-03-05T11:47:00Z,40.00,61.00
2026-03-05T11:50:00Z,39.00,61.00
2026-03-05T11:53:00Z,39.00,61.00
2026-03-05T11:56:00Z,41.00,61.00
2026-03-05T12:00:00Z,41.00,61.00
2026-03-05T12:06:00Z,41.00,61.00
2026-03-05T12:11:00Z,41.00,61.00
2026-03-05T12:12:00Z,41.00,61.00
2026-03-05T12:18:00Z,41.00,61.00
2026-03-05T12:26:00Z,40.00,61.00
2026-03-05T12:30:00Z,40.00,61.00
2026-03-05T12:33:00Z,40.00,61.00
2026-03-05T12:36:00Z,40.00,61.00
2026-03-05T12:37:00Z,40.00,61.00
2026-03-05T12:39:00Z,40.00,61.61
2026-03-05T12:40:00Z,40.00,62.00
2026-03-05T12:44:00Z,40.00,62.00
2026-03-05T12:46:00Z,40.00,62.00
2026-03-05T12:47:00Z,40.00,62.00
2026-03-05T12:48:00Z,40.00,62.00
2026-03-05T12:49:00Z,40.00,62.00
2026-03-05T12:50:00Z,40.00,62.00
2026-03-05T12:51:00Z,39.00,62.00
2026-03-05T12:52:00Z,39.00,62.00
2026-03-05T12:54:00Z,39.00,62.00
2026-03-05T12:56:00Z,39.00,62.00
2026-03-05T12:58:00Z,39.00,62.00
2026-03-05T12:59:00Z,39.00,62.00
2026-03-05T13:01:00Z,39.00,62.00
2026-03-05T13:04:00Z,39.00,62.00
2026-03-05T13:07:00Z,40.00,61.00
2026-03-05T13:08:00Z,40.00,61.00
2026-03-05T13:09:00Z,40.00,61.00
2026-03-05T13:11:00Z,40.00,61.00
2026-03-05T13:15:00Z,40.00,61.64
2026-03-05T13:17:00Z,40.00,61.45
2026-03-05T13:18:00Z,40.00,62.00
2026-03-05T13:19:00Z,40.00,62.00
2026-03-05T13:22:00Z,40.00,62.00
2026-03-05T13:23:00Z,40.00,62.00
2026-03-05T13:24:00Z,40.00,62.00
2026-03-05T13:25:00Z,40.00,62.00
2026-03-05T13:26:00Z,40.00,62.00
2026-03-05T13:27:00Z,40.00,62.00
2026-03-05T13:28:00Z,40.00,62.00
2026-03-05T13:29:00Z,40.00,62.00
2026-03-05T13:30:00Z,40.00,62.00
2026-03-05T13:31:00Z,40.00,62.00
2026-03-05T13:32:00Z,40.00,62.00
2026-03-05T13:33:00Z,40.00,62.00
2026-03-05T13:35:00Z,40.00,62.00
2026-03-05T13:36:00Z,40.00,62.00
2026-03-05T13:37:00Z,40.00,62.00
2026-03-05T13:38:00Z,40.00,62.00
2026-03-05T13:39:00Z,40.00,61.00
2026-03-05T13:40:00Z,40.00,62.00
2026-03-05T13:41:00Z,38.61,62.00
2026-03-05T13:42:00Z,39.00,62.45
2026-03-05T13:44:00Z,40.00,60.81
2026-03-05T13:45:00Z,40.00,61.49
2026-03-05T13:46:00Z,40.00,61.00
2026-03-05T13:48:00Z,40.00,62.00
2026-03-05T13:50:00Z,39.19,62.00
2026-03-05T13:51:00Z,39.19,62.00
2026-03-05T13:52:00Z,39.19,62.00
2026-03-05T13:53:00Z,39.19,62.66
2026-03-05T13:54:00Z,40.00,63.00
2026-03-05T13:55:00Z,40.00,63.00
2026-03-05T13:56:00Z,39.98,62.99
2026-03-05T13:57:00Z,39.98,63.00
2026-03-05T13:58:00Z,39.15,63.00
2026-03-05T13:59:00Z,39.15,63.00
2026-03-05T14:00:00Z,39.90,63.00
2026-03-05T14:01:00Z,39.90,63.00
2026-03-05T14:02:00Z,38.00,63.00
2026-03-05T14:03:00Z,38.00,63.00
2026-03-05T14:04:00Z,38.00,63.00
2026-03-05T14:05:00Z,39.00,63.70
2026-03-05T14:06:00Z,39.00,63.27
2026-03-05T14:07:00Z,39.00,63.27
2026-03-05T14:08:00Z,37.74,62.00
2026-03-05T14:09:00Z,37.74,63.00
2026-03-05T14:10:00Z,39.00,63.73
2026-03-05T14:11:00Z,39.00,63.92
2026-03-05T14:12:00Z,39.00,63.74
2026-03-05T14:13:00Z,39.00,63.00
2026-03-05T14:14:00Z,39.00,63.56
2026-03-05T14:15:00Z,39.00,63.07
2026-03-05T14:16:00Z,39.00,62.98
2026-03-05T14:17:00Z,38.00,63.71
2026-03-05T14:18:00Z,38.26,63.00
2026-03-05T14:19:00Z,38.26,63.00
2026-03-05T14:20:00Z,38.26,62.78
2026-03-05T14:21:00Z,39.00,62.81
2026-03-05T14:22:00Z,39.00,63.00
2026-03-05T14:23:00Z,39.00,63.21
2026-03-05T14:24:00Z,39.00,62.00
2026-03-05T14:25:00Z,39.00,62.00
2026-03-05T14:26:00Z,39.00,62.00
2026-03-05T14:27:00Z,39.00,62.00
2026-03-05T14:28:00Z,39.00,62.00
2026-03-05T14:29:00Z,39.00,62.00
2026-03-05T14:30:00Z,39.00,62.00
2026-03-05T14:31:00Z,39.00,62.00
2026-03-05T14:32:00Z,38.43,62.00
2026-03-05T14:33:00Z,39.00,62.00
2026-03-05T14:34:00Z,39.00,62.00
2026-03-05T14:35:00Z,39.00,62.00
2026-03-05T14:36:00Z,39.69,62.00
2026-03-05T14:37:00Z,39.65,62.00
2026-03-05T14:38:00Z,40.00,62.09
2026-03-05T14:39:00Z,40.00,63.05
2026-03-05T14:40:00Z,39.37,63.00
2026-03-05T14:41:00Z,39.39,63.61
2026-03-05T14:42:00Z,39.83,63.00
2026-03-05T14:43:00Z,38.75,63.63
2026-03-05T14:44:00Z,38.75,63.00
2026-03-05T14:45:00Z,39.00,63.00
2026-03-05T14:46:00Z,39.00,63.19
2026-03-05T14:47:00Z,39.00,62.75
2026-03-05T14:48:00Z,39.00,63.00
2026-03-05T14:49:00Z,39.00,63.36
2026-03-05T14:50:00Z,38.00,64.45
2026-03-05T14:51:00Z,37.86,65.36
2026-03-05T14:52:00Z,38.37,62.81
2026-03-05T14:53:00Z,42.84,59.40
2026-03-05T14:54:00Z,42.73,59.49
2026-03-05T14:55:00Z,40.02,61.39
2026-03-05T14:56:00Z,38.41,62.80
2026-03-05T14:57:00Z,37.38,64.54
2026-03-05T14:58:00Z,41.06,60.47
2026-03-05T14:59:00Z,41.54,60.00
2026-03-05T15:00:00Z,41.23,61.30
2026-03-05T15:01:00Z,39.00,61.97
2026-03-05T15:02:00Z,41.80,59.32
2026-03-05T15:03:00Z,43.78,58.44
2026-03-05T15:04:00Z,41.00,58.10
2026-03-05T15:05:00Z,41.22,59.44
2026-03-05T15:06:00Z,42.98,56.40
2026-03-05T15:07:00Z,43.90,59.08
2026-03-05T15:08:00Z,42.20,59.80
2026-03-05T15:09:00Z,43.11,56.70
2026-03-05T15:10:00Z,41.86,60.76
2026-03-05T15:11:00Z,43.44,56.68
2026-03-05T15:12:00Z,41.76,57.41
2026-03-05T15:13:00Z,38.17,62.59
2026-03-05T15:14:00Z,36.98,64.24
2026-03-05T15:15:00Z,34.44,69.94
2026-03-05T15:16:00Z,33.68,68.10
2026-03-05T15:17:00Z,37.74,65.52
2026-03-05T15:18:00Z,41.98,60.00
2026-03-05T15:19:00Z,39.30,59.32
2026-03-05T15:20:00Z,36.00,63.22
2026-03-05T15:21:00Z,36.44,66.57
2026-03-05T15:22:00Z,25.23,72.57
2026-03-05T15:23:00Z,21.76,79.20
2026-03-05T15:24:00Z,17.99,76.42
2026-03-05T15:25:00Z,16.68,83.10
2026-03-05T15:26:00Z,14.36,85.64
2026-03-05T15:27:00Z,16.01,84.99
2026-03-05T15:28:00Z,15.24,84.99
2026-03-05T15:29:00Z,14.68,84.53
2026-03-05T15:30:00Z,14.61,85.99
2026-03-05T15:31:00Z,15.96,83.01
2026-03-05T15:32:00Z,16.41,84.11
2026-03-05T15:33:00Z,12.20,88.07
2026-03-05T15:34:00Z,10.82,88.85
2026-03-05T15:35:00Z,14.13,85.00
2026-03-05T15:36:00Z,11.74,88.54
2026-03-05T15:37:00Z,6.04,93.14
2026-03-05T15:38:00Z,5.94,95.13
2026-03-05T15:39:00Z,5.63,96.54
2026-03-05T15:40:00Z,3.42,96.18
2026-03-05T15:41:00Z,2.51,97.19
2026-03-05T15:42:00Z,1.68,97.96
2026-03-05T15:43:00Z,1.77,98.16
2026-03-05T15:44:00Z,1.94,98.23
2026-03-05T15:45:00Z,1.83,98.04
2026-03-05T15:46:00Z,1.20,98.00
2026-03-05T15:47:00Z,1.09,98.29
2026-03-05T15:48:00Z,1.71,98.21
2026-03-05T15:49:00Z,1.26,98.00
2026-03-05T15:50:00Z,1.19,98.00
2026-03-05T15:51:00Z,2.00,97.63
2026-03-05T15:52:00Z,1.00,98.72
2026-03-05T15:53:00Z,1.00,99.00
2026-03-05T15:54:00Z,1.00,99.00
2026-03-05T15:55:00Z,1.00,99.00
2026-03-05T15:56:00Z,1.04,98.48
2026-03-05T15:57:00Z,1.32,98.86
2026-03-05T15:58:00Z,1.02,98.99
2026-03-05T15:59:00Z,1.00,99.00
2026-03-05T16:00:00Z,1.00,99.00
2026-03-05T16:01:00Z,1.00,99.00
2026-03-05T16:02:00Z,1.00,99.00
