# event_ticker=KXATPCHALLENGERMATCH-26MAR25VANGOJ
# final_score=6-3 6-7(6) 7-5
# score_resolution=6-3 6-7 7-5
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Quinn Vandecasteele
# kalshi_date=2026-03-25
timestamp,Borna Gojo,Quinn Vandecasteele
2026-03-25T09:23:00Z,80.66,19.00
2026-03-25T09:24:00Z,80.66,20.00
2026-03-25T09:26:00Z,80.00,20.00
2026-03-25T09:31:00Z,80.00,20.00
2026-03-25T10:06:00Z,81.00,20.00
2026-03-25T10:51:00Z,82.00,20.00
2026-03-25T11:06:00Z,84.00,20.00
2026-03-25T12:17:00Z,84.00,18.00
2026-03-25T12:25:00Z,84.00,18.00
2026-03-25T12:45:00Z,84.00,18.00
2026-03-25T12:51:00Z,84.00,18.00
2026-03-25T13:10:00Z,84.00,18.00
2026-03-25T13:15:00Z,84.00,18.00
2026-03-25T13:51:00Z,84.00,18.00
2026-03-25T14:07:00Z,84.00,18.00
2026-03-25T15:08:00Z,84.00,18.00
2026-03-25T15:45:00Z,82.00,18.00
2026-03-25T15:53:00Z,82.00,18.00
2026-03-25T16:28:00Z,82.00,18.00
2026-03-25T16:33:00Z,83.00,18.00
2026-03-25T16:34:00Z,82.00,18.00
2026-03-25T16:38:00Z,84.00,18.00
2026-03-25T16:42:00Z,84.00,18.00
2026-03-25T16:44:00Z,84.00,18.00
2026-03-25T16:58:00Z,84.00,18.00
2026-03-25T17:02:00Z,84.00,17.00
2026-03-25T17:04:00Z,84.00,17.00
2026-03-25T17:15:00Z,84.00,17.00
2026-03-25T17:24:00Z,84.00,17.00
2026-03-25T17:28:00Z,84.00,17.00
2026-03-25T17:44:00Z,84.00,17.00
2026-03-25T17:50:00Z,84.00,17.00
2026-03-25T17:51:00Z,84.00,17.00
2026-03-25T17:54:00Z,84.00,17.00
2026-03-25T17:55:00Z,84.00,17.00
2026-03-25T17:56:00Z,82.00,17.00
2026-03-25T17:58:00Z,84.00,17.00
2026-03-25T18:00:00Z,84.00,18.00
2026-03-25T18:01:00Z,84.00,18.00
2026-03-25T18:03:00Z,84.00,18.00
2026-03-25T18:12:00Z,84.00,18.00
2026-03-25T18:17:00Z,84.00,18.00
2026-03-25T18:21:00Z,84.99,18.00
2026-03-25T18:27:00Z,84.00,17.00
2026-03-25T18:34:00Z,84.00,17.00
2026-03-25T18:35:00Z,84.00,17.00
2026-03-25T18:36:00Z,84.44,17.00
2026-03-25T18:42:00Z,84.44,17.00
2026-03-25T18:43:00Z,85.00,17.00
2026-03-25T18:47:00Z,85.00,17.00
2026-03-25T18:48:00Z,85.00,17.00
2026-03-25T18:49:00Z,85.00,16.16
2026-03-25T18:50:00Z,85.00,17.00
2026-03-25T18:51:00Z,85.00,17.00
2026-03-25T18:52:00Z,85.00,17.00
2026-03-25T18:53:00Z,84.00,17.00
2026-03-25T18:54:00Z,84.00,17.00
2026-03-25T18:56:00Z,85.00,16.98
2026-03-25T18:57:00Z,83.00,19.77
2026-03-25T18:58:00Z,80.25,19.98
2026-03-25T18:59:00Z,80.00,20.12
2026-03-25T19:00:00Z,80.00,19.67
2026-03-25T19:01:00Z,82.00,19.55
2026-03-25T19:02:00Z,82.33,17.19
