# event_ticker=KXATPCHALLENGERMATCH-26MAR25VANGOJ
# final_score=6-3 6-7(6) 7-5
# score_resolution=6-3 6-7 7-5
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Quinn Vandecasteele
# kalshi_date=2026-03-25
timestamp,Borna Gojo,Quinn Vandecasteele
2026-03-25T19:03:00Z,83.46,17.79
2026-03-25T19:04:00Z,85.34,17.15
2026-03-25T19:05:00Z,86.26,18.35
2026-03-25T19:06:00Z,81.43,19.84
2026-03-25T19:07:00Z,81.43,21.00
2026-03-25T19:08:00Z,81.79,19.96
2026-03-25T19:09:00Z,80.13,20.43
2026-03-25T19:10:00Z,82.10,18.12
2026-03-25T19:11:00Z,82.10,21.10
2026-03-25T19:12:00Z,79.48,22.12
2026-03-25T19:13:00Z,79.00,21.69
2026-03-25T19:14:00Z,79.64,21.09
2026-03-25T19:15:00Z,79.98,18.02
2026-03-25T19:16:00Z,81.69,18.35
2026-03-25T19:17:00Z,87.32,11.76
2026-03-25T19:18:00Z,91.99,8.01
2026-03-25T19:19:00Z,91.99,8.00
2026-03-25T19:20:00Z,92.00,7.00
2026-03-25T19:21:00Z,93.00,5.48
2026-03-25T19:22:00Z,93.93,5.56
2026-03-25T19:23:00Z,93.93,6.82
2026-03-25T19:24:00Z,95.00,5.40
2026-03-25T19:25:00Z,94.00,5.94
2026-03-25T19:26:00Z,96.00,4.99
2026-03-25T19:27:00Z,96.00,4.98
2026-03-25T19:28:00Z,96.09,5.00
2026-03-25T19:29:00Z,96.30,5.00
2026-03-25T19:30:00Z,93.24,6.09
2026-03-25T19:31:00Z,89.29,11.00
2026-03-25T19:32:00Z,88.50,12.51
2026-03-25T19:33:00Z,85.00,14.93
2026-03-25T19:34:00Z,84.00,15.97
2026-03-25T19:35:00Z,84.04,16.90
2026-03-25T19:36:00Z,84.60,16.06
2026-03-25T19:37:00Z,85.00,15.93
2026-03-25T19:38:00Z,83.00,18.72
2026-03-25T19:39:00Z,80.92,19.36
2026-03-25T19:40:00Z,80.85,21.61
2026-03-25T19:41:00Z,77.56,23.48
2026-03-25T19:42:00Z,75.56,25.15
2026-03-25T19:43:00Z,75.85,25.92
2026-03-25T19:44:00Z,77.27,23.49
2026-03-25T19:45:00Z,79.55,21.37
2026-03-25T19:46:00Z,80.30,21.23
2026-03-25T19:47:00Z,79.00,22.74
2026-03-25T19:48:00Z,73.96,26.40
2026-03-25T19:49:00Z,73.66,26.37
2026-03-25T19:50:00Z,75.97,23.00
2026-03-25T19:51:00Z,76.97,23.17
2026-03-25T19:52:00Z,78.70,21.54
2026-03-25T19:53:00Z,83.61,16.07
2026-03-25T19:54:00Z,89.79,10.32
2026-03-25T19:55:00Z,93.13,7.45
2026-03-25T19:56:00Z,94.00,7.17
2026-03-25T19:57:00Z,94.10,6.14
2026-03-25T19:58:00Z,96.90,5.21
2026-03-25T19:59:00Z,96.35,3.19
2026-03-25T20:00:00Z,97.67,2.42
2026-03-25T20:01:00Z,95.70,4.76
2026-03-25T20:02:00Z,92.55,6.91
2026-03-25T20:03:00Z,93.33,5.98
2026-03-25T20:04:00Z,91.87,8.09
2026-03-25T20:05:00Z,89.26,10.25
2026-03-25T20:06:00Z,92.25,9.29
2026-03-25T20:07:00Z,93.03,6.73
2026-03-25T20:08:00Z,93.64,7.70
2026-03-25T20:09:00Z,93.07,7.65
2026-03-25T20:10:00Z,92.67,7.86
2026-03-25T20:11:00Z,96.12,5.58
2026-03-25T20:12:00Z,93.68,6.46
2026-03-25T20:13:00Z,91.32,9.68
2026-03-25T20:14:00Z,94.86,5.56
2026-03-25T20:15:00Z,95.47,5.56
2026-03-25T20:16:00Z,93.01,7.26
2026-03-25T20:17:00Z,92.43,11.11
2026-03-25T20:18:00Z,86.05,14.32
2026-03-25T20:19:00Z,85.28,15.72
2026-03-25T20:20:00Z,76.56,23.82
2026-03-25T20:21:00Z,85.55,18.92
2026-03-25T20:22:00Z,88.63,14.00
2026-03-25T20:23:00Z,86.60,13.32
2026-03-25T20:24:00Z,74.84,25.05
2026-03-25T20:25:00Z,72.95,27.32
2026-03-25T20:26:00Z,73.01,27.45
2026-03-25T20:27:00Z,79.96,19.46
2026-03-25T20:28:00Z,79.83,19.50
2026-03-25T20:29:00Z,86.90,11.50
2026-03-25T20:30:00Z,90.47,10.22
2026-03-25T20:31:00Z,92.78,7.16
2026-03-25T20:32:00Z,89.25,9.64
2026-03-25T20:33:00Z,84.30,17.27
2026-03-25T20:34:00Z,72.68,28.74
2026-03-25T20:35:00Z,65.86,36.29
2026-03-25T20:36:00Z,63.22,37.30
2026-03-25T20:37:00Z,63.53,35.62
2026-03-25T20:38:00Z,68.11,29.95
2026-03-25T20:39:00Z,70.93,31.71
2026-03-25T20:40:00Z,63.53,38.23
2026-03-25T20:41:00Z,62.69,39.69
2026-03-25T20:42:00Z,62.33,38.47
2026-03-25T20:43:00Z,64.87,36.97
2026-03-25T20:44:00Z,63.05,40.86
2026-03-25T20:45:00Z,60.09,39.33
2026-03-25T20:46:00Z,63.23,40.52
2026-03-25T20:47:00Z,65.80,36.02
2026-03-25T20:48:00Z,56.35,44.36
2026-03-25T20:49:00Z,58.14,45.11
2026-03-25T20:50:00Z,61.58,38.72
2026-03-25T20:51:00Z,65.59,35.39
2026-03-25T20:52:00Z,64.33,39.39
2026-03-25T20:53:00Z,61.31,40.00
2026-03-25T20:54:00Z,72.54,23.00
2026-03-25T20:55:00Z,77.64,23.11
2026-03-25T20:56:00Z,77.52,24.90
2026-03-25T20:57:00Z,62.98,38.42
2026-03-25T20:58:00Z,56.95,43.60
2026-03-25T20:59:00Z,51.77,48.73
2026-03-25T21:00:00Z,58.42,38.84
2026-03-25T21:01:00Z,65.92,34.32
2026-03-25T21:02:00Z,68.29,32.50
2026-03-25T21:03:00Z,81.62,21.15
2026-03-25T21:04:00Z,81.61,18.59
2026-03-25T21:05:00Z,92.29,7.68
2026-03-25T21:06:00Z,93.14,6.74
2026-03-25T21:07:00Z,94.67,5.72
2026-03-25T21:08:00Z,93.96,3.94
2026-03-25T21:09:00Z,96.99,3.19
2026-03-25T21:10:00Z,98.28,1.95
2026-03-25T21:11:00Z,98.67,2.87
2026-03-25T21:12:00Z,99.00,2.87
