# event_ticker=KXATPMATCH-26FEB04DAMBAU
# final_score=6-1 6-3
# match_winner=Martin Damm
# fav_player=Martin Damm Jr
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-02-04
timestamp,Martin Damm Jr,Roberto Bautista Agut
2026-02-04T00:44:00Z,,45.00
2026-02-04T00:53:00Z,57.00,45.00
2026-02-04T01:20:00Z,57.00,44.00
2026-02-04T01:26:00Z,57.00,44.00
2026-02-04T01:37:00Z,57.00,44.00
2026-02-04T01:41:00Z,57.00,44.00
2026-02-04T01:53:00Z,57.00,44.00
2026-02-04T01:55:00Z,57.00,44.00
2026-02-04T01:56:00Z,57.00,44.00
2026-02-04T01:58:00Z,57.00,44.00
2026-02-04T02:05:00Z,57.00,44.00
2026-02-04T02:14:00Z,57.00,43.00
2026-02-04T02:22:00Z,57.00,43.00
2026-02-04T02:28:00Z,57.00,43.00
2026-02-04T02:31:00Z,57.00,43.00
2026-02-04T02:34:00Z,57.00,43.00
2026-02-04T02:37:00Z,57.00,43.00
2026-02-04T02:52:00Z,57.09,43.00
2026-02-04T03:05:00Z,57.09,43.00
2026-02-04T03:16:00Z,57.09,43.00
2026-02-04T03:22:00Z,59.00,43.00
2026-02-04T03:31:00Z,59.00,43.00
2026-02-04T03:34:00Z,59.00,43.00
2026-02-04T03:38:00Z,59.00,43.00
2026-02-04T03:43:00Z,59.00,43.00
2026-02-04T03:46:00Z,59.00,41.00
2026-02-04T03:54:00Z,59.00,41.00
2026-02-04T04:11:00Z,59.00,43.00
2026-02-04T04:15:00Z,59.00,43.00
2026-02-04T04:17:00Z,59.00,43.00
2026-02-04T04:19:00Z,59.00,43.00
2026-02-04T04:20:00Z,59.00,43.00
2026-02-04T04:24:00Z,59.00,43.00
2026-02-04T04:25:00Z,59.00,43.00
2026-02-04T04:30:00Z,59.00,43.00
2026-02-04T04:35:00Z,58.91,43.00
2026-02-04T04:36:00Z,59.00,43.00
2026-02-04T04:39:00Z,59.00,43.00
2026-02-04T04:40:00Z,58.00,43.00
2026-02-04T04:41:00Z,58.00,43.00
2026-02-04T04:42:00Z,59.00,43.00
2026-02-04T04:43:00Z,58.00,43.00
2026-02-04T04:45:00Z,59.00,43.00
2026-02-04T04:47:00Z,59.00,43.00
2026-02-04T04:53:00Z,59.00,43.00
2026-02-04T04:55:00Z,59.00,43.00
2026-02-04T05:01:00Z,59.00,43.00
2026-02-04T05:03:00Z,59.00,43.00
2026-02-04T05:05:00Z,57.33,43.00
2026-02-04T05:07:00Z,58.00,43.00
2026-02-04T05:08:00Z,58.00,43.00
2026-02-04T05:10:00Z,58.00,43.00
2026-02-04T05:11:00Z,58.00,43.00
2026-02-04T05:12:00Z,58.00,43.00
2026-02-04T05:15:00Z,58.00,43.00
2026-02-04T05:20:00Z,58.00,43.00
2026-02-04T05:21:00Z,58.00,43.00
2026-02-04T05:22:00Z,58.00,43.00
2026-02-04T05:23:00Z,58.68,43.00
2026-02-04T05:24:00Z,58.00,43.00
2026-02-04T05:25:00Z,58.00,43.00
2026-02-04T05:29:00Z,58.00,43.00
2026-02-04T05:31:00Z,58.00,43.00
2026-02-04T05:33:00Z,58.00,43.00
2026-02-04T05:34:00Z,58.00,43.00
2026-02-04T05:35:00Z,58.00,43.00
2026-02-04T05:38:00Z,58.00,43.00
2026-02-04T05:42:00Z,58.00,43.00
2026-02-04T05:43:00Z,58.00,43.00
2026-02-04T05:46:00Z,58.40,43.00
2026-02-04T05:48:00Z,59.00,43.00
2026-02-04T05:49:00Z,59.00,43.00
2026-02-04T05:50:00Z,59.00,43.00
2026-02-04T05:51:00Z,59.00,43.00
2026-02-04T05:56:00Z,58.00,43.00
2026-02-04T05:58:00Z,58.00,43.00
2026-02-04T05:59:00Z,58.00,41.00
2026-02-04T06:00:00Z,60.90,41.00
2026-02-04T06:04:00Z,61.00,41.00
2026-02-04T06:05:00Z,61.00,41.00
2026-02-04T06:09:00Z,61.00,41.00
2026-02-04T06:10:00Z,61.00,41.00
2026-02-04T06:11:00Z,61.00,41.00
2026-02-04T06:14:00Z,61.00,41.00
2026-02-04T06:15:00Z,61.00,41.00
2026-02-04T06:16:00Z,61.00,41.00
2026-02-04T06:17:00Z,61.00,41.00
2026-02-04T06:18:00Z,59.99,41.00
2026-02-04T06:19:00Z,59.99,41.00
2026-02-04T06:22:00Z,62.00,41.00
2026-02-04T06:25:00Z,62.00,39.00
2026-02-04T06:27:00Z,62.00,41.00
2026-02-04T06:28:00Z,62.00,41.00
2026-02-04T06:32:00Z,60.00,41.00
2026-02-04T06:33:00Z,60.00,41.00
2026-02-04T06:35:00Z,60.00,41.00
2026-02-04T06:36:00Z,60.14,41.00
2026-02-04T06:43:00Z,61.00,41.00
2026-02-04T06:44:00Z,61.00,42.00
2026-02-04T06:46:00Z,61.00,40.66
2026-02-04T06:47:00Z,61.00,42.00
2026-02-04T06:52:00Z,61.00,42.00
2026-02-04T06:53:00Z,61.00,42.00
2026-02-04T06:55:00Z,61.00,40.00
2026-02-04T06:56:00Z,61.00,42.00
2026-02-04T06:57:00Z,61.00,42.00
2026-02-04T06:58:00Z,61.00,42.00
2026-02-04T07:00:00Z,61.00,42.00
2026-02-04T07:01:00Z,61.00,42.00
2026-02-04T07:04:00Z,61.00,42.00
2026-02-04T07:06:00Z,61.00,42.00
2026-02-04T07:09:00Z,61.00,42.00
2026-02-04T07:11:00Z,61.00,42.00
2026-02-04T07:13:00Z,61.00,42.00
2026-02-04T07:14:00Z,61.00,42.00
2026-02-04T07:15:00Z,61.00,40.00
2026-02-04T07:16:00Z,60.80,42.00
2026-02-04T07:17:00Z,61.00,42.37
2026-02-04T07:18:00Z,61.00,42.37
2026-02-04T07:21:00Z,61.00,42.37
2026-02-04T07:23:00Z,61.00,42.37
2026-02-04T07:24:00Z,61.00,42.00
2026-02-04T07:25:00Z,61.00,42.00
2026-02-04T07:26:00Z,61.00,42.00
2026-02-04T07:28:00Z,61.00,43.00
2026-02-04T07:31:00Z,61.00,43.00
2026-02-04T07:32:00Z,60.00,43.00
2026-02-04T07:33:00Z,60.03,43.00
2026-02-04T07:34:00Z,59.00,43.00
2026-02-04T07:36:00Z,59.00,43.00
2026-02-04T07:37:00Z,59.00,43.00
2026-02-04T07:38:00Z,57.83,43.00
2026-02-04T07:41:00Z,59.00,43.00
2026-02-04T07:43:00Z,58.00,43.00
2026-02-04T07:45:00Z,58.00,43.00
2026-02-04T07:46:00Z,58.00,43.00
2026-02-04T07:52:00Z,58.00,43.00
2026-02-04T07:53:00Z,58.91,43.00
2026-02-04T07:54:00Z,58.00,43.00
2026-02-04T07:56:00Z,59.00,43.00
2026-02-04T07:58:00Z,59.00,43.00
2026-02-04T07:59:00Z,59.00,43.00
2026-02-04T08:01:00Z,59.00,43.00
2026-02-04T08:02:00Z,59.00,43.00
2026-02-04T08:06:00Z,59.00,43.00
2026-02-04T08:08:00Z,59.00,43.00
2026-02-04T08:09:00Z,59.00,43.00
2026-02-04T08:11:00Z,59.00,43.00
2026-02-04T08:13:00Z,59.00,43.00
2026-02-04T08:16:00Z,59.00,43.00
2026-02-04T08:18:00Z,59.00,43.00
2026-02-04T08:24:00Z,59.00,43.00
2026-02-04T08:27:00Z,59.00,42.00
2026-02-04T08:37:00Z,59.00,42.00
2026-02-04T08:38:00Z,59.00,42.00
2026-02-04T08:43:00Z,59.00,42.00
2026-02-04T08:49:00Z,59.00,42.00
2026-02-04T08:50:00Z,59.00,42.00
2026-02-04T08:55:00Z,59.00,42.00
2026-02-04T08:58:00Z,59.00,42.00
2026-02-04T09:00:00Z,59.00,42.00
2026-02-04T09:03:00Z,59.00,42.00
2026-02-04T09:08:00Z,59.00,42.97
2026-02-04T09:16:00Z,59.00,43.00
2026-02-04T09:20:00Z,59.00,43.00
2026-02-04T09:23:00Z,59.00,43.00
2026-02-04T09:27:00Z,59.00,43.00
2026-02-04T09:28:00Z,59.00,43.00
2026-02-04T09:29:00Z,59.00,43.00
2026-02-04T09:31:00Z,59.00,43.00
2026-02-04T09:32:00Z,59.00,43.00
2026-02-04T09:35:00Z,59.07,43.00
2026-02-04T09:36:00Z,59.00,43.00
2026-02-04T09:39:00Z,59.00,43.00
2026-02-04T09:41:00Z,57.13,43.00
2026-02-04T09:45:00Z,57.13,43.00
2026-02-04T09:52:00Z,58.00,43.00
2026-02-04T09:57:00Z,58.00,43.00
2026-02-04T09:58:00Z,58.00,43.00
2026-02-04T10:01:00Z,58.00,43.00
2026-02-04T10:02:00Z,58.00,41.00
2026-02-04T10:03:00Z,58.00,43.00
2026-02-04T10:04:00Z,58.00,43.00
2026-02-04T10:10:00Z,58.00,43.00
2026-02-04T10:17:00Z,59.00,43.00
