# event_ticker=KXATPCHALLENGERMATCH-26JUN02CARCAR2
# final_score=3-6 6-1 6-4
# score_resolution=6-3 1-6 4-6
# match_winner=Roberto Carballes Baena
# fav_player=Lorenzo Carboni
# dog_player=Roberto Carballes Baena
# kalshi_date=2026-06-02
timestamp,Roberto Carballes Baena,Lorenzo Carboni
2026-06-02T02:53:00Z,,31.00
2026-06-02T05:09:00Z,72.00,31.00
2026-06-02T05:33:00Z,72.00,30.00
2026-06-02T06:26:00Z,72.00,30.00
2026-06-02T06:43:00Z,72.00,30.00
2026-06-02T06:49:00Z,72.00,30.00
2026-06-02T09:57:00Z,72.00,31.00
2026-06-02T10:06:00Z,72.00,31.00
2026-06-02T10:31:00Z,72.14,31.00
2026-06-02T11:27:00Z,72.14,28.00
2026-06-02T11:28:00Z,72.14,28.00
2026-06-02T11:51:00Z,70.00,28.00
2026-06-02T12:10:00Z,70.00,31.00
2026-06-02T12:25:00Z,70.00,31.51
2026-06-02T12:33:00Z,71.00,31.51
2026-06-02T12:44:00Z,71.00,31.51
2026-06-02T13:11:00Z,72.00,31.51
2026-06-02T13:13:00Z,71.00,31.51
2026-06-02T13:14:00Z,71.00,31.00
2026-06-02T13:16:00Z,72.00,31.00
2026-06-02T13:21:00Z,72.00,31.00
2026-06-02T13:23:00Z,74.43,26.31
2026-06-02T13:24:00Z,72.00,29.14
2026-06-02T13:25:00Z,72.00,30.42
2026-06-02T13:26:00Z,69.00,30.41
2026-06-02T13:27:00Z,67.00,30.41
2026-06-02T13:28:00Z,67.00,34.00
2026-06-02T13:29:00Z,65.00,35.00
2026-06-02T13:30:00Z,67.94,35.00
2026-06-02T13:31:00Z,65.60,34.06
2026-06-02T13:32:00Z,61.75,40.21
2026-06-02T13:33:00Z,53.72,44.92
2026-06-02T13:34:00Z,53.72,47.00
2026-06-02T13:35:00Z,60.45,42.90
2026-06-02T13:36:00Z,65.64,42.90
2026-06-02T13:37:00Z,66.00,42.90
2026-06-02T13:38:00Z,67.26,35.98
2026-06-02T13:39:00Z,68.02,32.00
2026-06-02T13:40:00Z,68.91,32.00
2026-06-02T13:41:00Z,71.57,28.55
2026-06-02T13:42:00Z,74.63,24.92
2026-06-02T13:43:00Z,73.83,26.01
2026-06-02T13:44:00Z,69.96,30.27
2026-06-02T13:45:00Z,69.81,30.19
2026-06-02T13:46:00Z,69.00,30.19
2026-06-02T13:47:00Z,69.60,31.13
2026-06-02T13:48:00Z,70.63,30.35
2026-06-02T13:49:00Z,66.87,33.21
2026-06-02T13:50:00Z,66.00,33.21
2026-06-02T13:51:00Z,67.88,34.96
2026-06-02T13:52:00Z,66.55,34.26
2026-06-02T13:53:00Z,68.16,33.00
2026-06-02T13:54:00Z,69.41,30.72
2026-06-02T13:55:00Z,66.00,35.28
2026-06-02T13:56:00Z,64.00,37.00
2026-06-02T13:57:00Z,63.87,37.00
2026-06-02T13:58:00Z,57.65,40.69
2026-06-02T13:59:00Z,62.59,36.00
2026-06-02T14:00:00Z,67.00,35.30
2026-06-02T14:01:00Z,63.00,38.86
2026-06-02T14:02:00Z,63.73,37.77
2026-06-02T14:03:00Z,60.50,41.11
2026-06-02T14:04:00Z,48.03,51.87
2026-06-02T14:05:00Z,50.24,52.83
2026-06-02T14:06:00Z,49.55,49.88
2026-06-02T14:07:00Z,47.08,52.68
2026-06-02T14:08:00Z,42.72,58.57
2026-06-02T14:09:00Z,40.88,61.19
2026-06-02T14:10:00Z,39.00,61.81
2026-06-02T14:11:00Z,39.00,61.55
2026-06-02T14:12:00Z,39.00,62.00
2026-06-02T14:13:00Z,38.42,62.00
2026-06-02T14:14:00Z,39.83,61.00
2026-06-02T14:15:00Z,41.05,57.70
2026-06-02T14:16:00Z,45.75,57.85
2026-06-02T14:17:00Z,45.08,55.84
2026-06-02T14:18:00Z,44.44,59.50
2026-06-02T14:19:00Z,50.02,50.98
2026-06-02T14:20:00Z,56.02,43.37
2026-06-02T14:21:00Z,58.03,42.46
2026-06-02T14:22:00Z,58.48,42.00
2026-06-02T14:23:00Z,58.61,41.59
2026-06-02T14:24:00Z,60.08,39.74
2026-06-02T14:25:00Z,63.54,36.49
2026-06-02T14:26:00Z,67.85,34.39
2026-06-02T14:27:00Z,68.92,32.50
2026-06-02T14:28:00Z,68.00,33.00
2026-06-02T14:29:00Z,69.00,33.00
2026-06-02T14:30:00Z,70.00,31.00
2026-06-02T14:31:00Z,70.00,30.00
2026-06-02T14:32:00Z,68.12,32.00
2026-06-02T14:33:00Z,68.01,33.00
2026-06-02T14:34:00Z,68.00,33.00
2026-06-02T14:35:00Z,65.47,35.75
2026-06-02T14:36:00Z,64.89,36.95
2026-06-02T14:37:00Z,66.08,36.00
2026-06-02T14:38:00Z,66.89,34.00
2026-06-02T14:39:00Z,67.00,33.87
2026-06-02T14:40:00Z,66.93,35.60
2026-06-02T14:41:00Z,67.13,34.35
2026-06-02T14:42:00Z,73.28,30.03
2026-06-02T14:43:00Z,69.02,31.87
2026-06-02T14:44:00Z,71.59,28.41
2026-06-02T14:45:00Z,66.02,33.89
2026-06-02T14:46:00Z,66.07,34.71
2026-06-02T14:47:00Z,63.40,39.06
2026-06-02T14:48:00Z,59.27,43.99
2026-06-02T14:49:00Z,48.36,51.73
2026-06-02T14:50:00Z,46.56,55.67
2026-06-02T14:51:00Z,51.73,49.07
2026-06-02T14:52:00Z,59.13,43.12
2026-06-02T14:53:00Z,66.17,35.96
2026-06-02T14:54:00Z,63.43,37.59
2026-06-02T14:55:00Z,59.67,42.50
2026-06-02T14:56:00Z,56.21,44.41
2026-06-02T14:57:00Z,54.95,46.00
2026-06-02T14:58:00Z,54.91,48.64
2026-06-02T14:59:00Z,42.35,55.42
2026-06-02T15:00:00Z,46.08,55.29
2026-06-02T15:01:00Z,45.76,55.43
2026-06-02T15:02:00Z,49.56,49.20
2026-06-02T15:03:00Z,51.04,47.15
2026-06-02T15:04:00Z,44.71,56.75
2026-06-02T15:05:00Z,49.35,51.77
2026-06-02T15:06:00Z,56.93,44.85
2026-06-02T15:07:00Z,59.12,42.15
2026-06-02T15:08:00Z,64.05,35.50
2026-06-02T15:09:00Z,64.07,38.68
2026-06-02T15:10:00Z,66.73,33.84
2026-06-02T15:11:00Z,65.33,38.46
2026-06-02T15:12:00Z,57.98,43.60
2026-06-02T15:13:00Z,64.52,44.04
2026-06-02T15:14:00Z,65.93,36.50
2026-06-02T15:15:00Z,70.14,25.40
2026-06-02T15:16:00Z,82.40,18.51
2026-06-02T15:17:00Z,76.64,21.08
2026-06-02T15:18:00Z,70.34,30.87
2026-06-02T15:19:00Z,69.56,29.90
2026-06-02T15:20:00Z,62.52,40.53
2026-06-02T15:21:00Z,58.50,42.92
2026-06-02T15:22:00Z,61.18,39.85
2026-06-02T15:23:00Z,68.79,33.85
2026-06-02T15:24:00Z,83.08,16.64
2026-06-02T15:25:00Z,84.30,16.65
2026-06-02T15:26:00Z,90.73,10.71
2026-06-02T15:27:00Z,91.32,8.14
2026-06-02T15:28:00Z,92.28,7.61
2026-06-02T15:29:00Z,91.56,9.54
2026-06-02T15:30:00Z,92.59,10.16
2026-06-02T15:31:00Z,89.15,11.32
2026-06-02T15:32:00Z,88.89,11.99
2026-06-02T15:33:00Z,86.87,15.56
2026-06-02T15:34:00Z,91.07,9.84
2026-06-02T15:35:00Z,89.66,9.47
2026-06-02T15:36:00Z,98.60,2.91
2026-06-02T15:37:00Z,99.00,2.91
2026-06-02T15:38:00Z,99.00,2.91
2026-06-02T15:39:00Z,99.00,1.00
2026-06-02T15:40:00Z,99.00,1.00
2026-06-02T15:41:00Z,99.00,1.00
2026-06-02T15:42:00Z,99.00,1.00
